route,domain,config_id,seed,n_features,calibration_strategy,threshold,val_balanced_accuracy,test_balanced_accuracy,test_precision,test_recall,test_specificity,test_f1,test_roc_auc,test_pr_auc,test_brier,robustness_missing15_ba,robustness_missing30_ba,robustness_missing15_delta,robustness_missing30_delta,direct_fill_pct,derived_fill_pct,imputed_fill_pct,remaining_missing_pct
A,adhd,rf_compact,11,49,none,0.5850000000000001,0.8996770186335403,0.8805714285714286,0.92,0.8571428571428571,0.904,0.887459807073955,0.954832298136646,0.9672428870838403,0.08341656565835143,0.8885714285714286,0.8761490683229813,-0.008000000000000007,0.004422360248447221,1.0,0.0,0.0,0.10767803624946481
A,adhd,rf_compact,29,49,none,0.5750000000000001,0.8987826086956522,0.8885714285714286,0.9324324324324325,0.8571428571428571,0.92,0.8932038834951457,0.9584596273291925,0.9698257570362481,0.08122491418187554,0.8876770186335403,0.8925714285714286,0.000894409937888252,-0.0040000000000000036,1.0,0.0,0.0,0.10767803624946481
A,adhd,rf_compact,47,49,none,0.5850000000000001,0.8956770186335403,0.8783602484472051,0.9251700680272109,0.84472049689441,0.912,0.8831168831168831,0.9575652173913043,0.9693288136670202,0.08262766949104806,0.8854658385093168,0.8770434782608696,-0.007105590062111755,0.0013167701863354697,1.0,0.0,0.0,0.10767803624946481
A,adhd,rf_stability,11,49,none,0.645,0.894360248447205,0.8832546583850932,0.9375,0.8385093167701864,0.928,0.8852459016393442,0.9589068322981366,0.9708271797124555,0.08133846549782456,0.8792546583850932,0.870832298136646,0.0040000000000000036,0.012422360248447228,1.0,0.0,0.0,0.10767803624946481
A,adhd,rf_stability,29,49,none,0.5700000000000001,0.8947826086956522,0.8836770186335403,0.9205298013245033,0.8633540372670807,0.904,0.8910256410256411,0.9571677018633541,0.9693397284705142,0.08270126484077155,0.8765714285714286,0.8885714285714286,0.007105590062111755,-0.0048944099378882555,1.0,0.0,0.0,0.10767803624946481
A,adhd,rf_stability,47,49,none,0.5850000000000001,0.8947826086956522,0.8774658385093168,0.9194630872483222,0.8509316770186336,0.904,0.8838709677419355,0.95672049689441,0.968793711045608,0.08382188501839541,0.8823602484472051,0.8752546583850932,-0.0048944099378882555,0.0022111801242236107,1.0,0.0,0.0,0.10767803624946481
A,conduct,rf_compact,11,49,platt_val_fitted,0.255,0.9618325242718446,0.9205097087378641,0.9090909090909091,0.875,0.9660194174757282,0.89171974522293,0.9885922330097088,0.9738733656046659,0.04701792259661408,0.9493325242718447,0.8993325242718446,-0.028822815533980584,0.02117718446601946,1.0,0.0,0.0,0.10039960039960039
A,conduct,rf_compact,29,49,platt_val_fitted,0.265,0.970509708737864,0.9253640776699029,0.9333333333333333,0.875,0.9757281553398058,0.9032258064516129,0.9875606796116504,0.9727696698333609,0.04523361702505214,0.9281553398058253,0.8892597087378641,-0.002791262135922401,0.03610436893203883,1.0,0.0,0.0,0.10039960039960039
A,conduct,rf_compact,47,49,platt_val_fitted,0.24000000000000002,0.9680825242718447,0.9205097087378641,0.9090909090909091,0.875,0.9660194174757282,0.89171974522293,0.9888349514563107,0.9743122680212718,0.04667744433022277,0.9291868932038835,0.8892597087378641,-0.008677184466019394,0.03125,1.0,0.0,0.0,0.10039960039960039
A,conduct,rf_stability,11,49,platt_val_fitted,0.23,0.9680825242718447,0.9229368932038835,0.9210526315789473,0.875,0.970873786407767,0.8974358974358975,0.9875,0.9723792873194349,0.04802419996023495,0.9330097087378642,0.9180825242718447,-0.01007281553398065,0.004854368932038833,1.0,0.0,0.0,0.10039960039960039
A,conduct,rf_stability,29,49,none,0.34500000000000003,0.9642597087378642,0.9229368932038835,0.9210526315789473,0.875,0.970873786407767,0.8974358974358975,0.9884101941747572,0.9740194144812362,0.0425749062731972,0.9090412621359223,0.8614684466019418,0.013895631067961212,0.06146844660194173,1.0,0.0,0.0,0.10039960039960039
