domain,mean,std,min,max,status
adhd,6.73441014665966e-06,1.1664340533021907e-05,0.0,2.020323043997898e-05,stable
anxiety,0.00848810286884923,0.0017388301912387477,0.007348452716599664,0.01048951048951049,stable
conduct,0.007455268677270727,0.0005547416196192068,0.006921260856172094,0.008028646541986938,stable
depression,0.016436620545177145,0.002771436158988066,0.013270389094958281,0.01842234300902829,stable
elimination,6.7446575811670825e-06,1.1682089610235997e-05,0.0,2.023397274350125e-05,stable
