mode,domain,winner_feature_set_id,winner_config_id,winner_seed,ablation_case,impacted_features,precision,recall,balanced_accuracy,pr_auc,brier,delta_balanced_accuracy_vs_winner,delta_precision_vs_winner,delta_recall_vs_winner
caregiver_2_3,depression,full_eligible,rf_precision_push,20260729,drop_top_5,mdd_symptom_count|mdd_impairment|mdd_duration_weeks|pdd_duration_months_child|mdd_core_symptom_met,1.0,0.024390243902439025,0.5121951219512195,0.6188219902483,0.15017260087651993,-0.39667851452383873,0.25,-0.8536585365853658
caregiver_2_3,elimination,precision_oriented_subset,rf_positive_push_strong,20260712,drop_top_1,enuresis_distress_impairment,0.9736842105263158,0.7115384615384616,0.8546010064701653,0.7427884615384616,0.0319519103753429,-0.14423076923076927,-0.007447864945382299,-0.28846153846153844
caregiver_2_3,elimination,precision_oriented_subset,rf_positive_push_strong,20260712,drop_top_3,enuresis_distress_impairment|enuresis_event_frequency_per_week|encopresis_event_frequency_per_month,0.0,0.0,0.5,0.10833333333333334,0.10833311666766665,-0.4988317757009346,-0.9811320754716981,-1.0
caregiver_2_3,elimination,precision_oriented_subset,rf_positive_push_strong,20260712,drop_top_5,enuresis_distress_impairment|enuresis_event_frequency_per_week|encopresis_event_frequency_per_month|enuresis_duration_months_consecutive|encopresis_duration_months_consecutive,0.0,0.0,0.5,0.10833333333333334,0.10833311666766665,-0.4988317757009346,-0.9811320754716981,-1.0
caregiver_full,adhd,compact_robust_subset,rf_positive_push_strong,20260712,drop_top_1,adhd_inattention_symptom_count,0.7407407407407407,0.851063829787234,0.8892624848418036,0.6889242833031861,0.07221785417692636,-0.0639675890199537,-0.003259259259259295,-0.13829787234042556
caregiver_full,adhd,compact_robust_subset,rf_positive_push_strong,20260712,drop_top_3,adhd_inattention_symptom_count|adhd_hyperimpulsive_symptom_count|adhd_onset_before_12,0.0,0.0,0.5,0.19583333333333333,0.19583294166766665,-0.4532300738617573,-0.744,-0.9893617021276596
caregiver_full,adhd,compact_robust_subset,rf_positive_push_strong,20260712,drop_top_5,adhd_inattention_symptom_count|adhd_hyperimpulsive_symptom_count|adhd_onset_before_12|sdq_total_difficulties|swan_total,0.0,0.0,0.5,0.19583333333333333,0.19583294166766665,-0.4532300738617573,-0.744,-0.9893617021276596
caregiver_full,anxiety,balanced_subset,rf_positive_push_strong,20260729,drop_top_1,scared_p_separation_anxiety,0.9418604651162791,0.9418604651162791,0.9645850548931649,0.9382708133429913,0.040562522507271506,-0.002006846889387348,0.030749354005167984,-0.011627906976744207
caregiver_full,anxiety,balanced_subset,rf_positive_push_strong,20260729,drop_top_3,scared_p_separation_anxiety|mfq_p_total|scared_p_panic_somatic,0.9473684210526315,0.8372093023255814,0.913528509030811,0.9238405328256731,0.05001372738892377,-0.05306339275174132,0.03625730994152043,-0.11627906976744184
caregiver_full,anxiety,balanced_subset,rf_positive_push_strong,20260729,drop_top_5,scared_p_separation_anxiety|mfq_p_total|scared_p_panic_somatic|sep_anx_symptom_count|sep_anx_impairment,1.0,0.011627906976744186,0.5058139534883721,0.797445403111796,0.14310746107472072,-0.4607779482941802,0.0888888888888889,-0.9418604651162791
caregiver_full,conduct,stability_pruned_subset,rf_positive_push_strong,20260712,drop_top_1,conduct_impairment_global,0.0,0.0,0.5,0.3333333333333333,0.33333266666766664,-0.5,-1.0,-1.0
caregiver_full,conduct,stability_pruned_subset,rf_positive_push_strong,20260712,drop_top_3,conduct_impairment_global|conduct_symptom_count_12m|conduct_recent_6m_count,0.0,0.0,0.5,0.3333333333333333,0.33333266666766664,-0.5,-1.0,-1.0
caregiver_full,conduct,stability_pruned_subset,rf_positive_push_strong,20260712,drop_top_5,conduct_impairment_global|conduct_symptom_count_12m|conduct_recent_6m_count|conduct_aggression_count|ari_p_symptom_total,0.0,0.0,0.5,0.3333333333333333,0.33333266666766664,-0.5,-1.0,-1.0
