trial_id,scenario,accuracy,balanced_accuracy,precision,recall,specificity,f1,roc_auc,pr_auc,brier_score,tn,fp,fn,tp
V3_T07_abstention_assisted_operating_mode,mixed_comorbidity_signals,0.8846153846153846,0.8796273291925465,0.8809523809523809,0.9192546583850931,0.84,0.8996960486322189,0.9507577639751553,0.9657327237876958,0.09207130291408637,105,20,13,148
V3_T08_ultra_compact_thesis_variant,incomplete_inputs,0.5629370629370629,0.5,0.5629370629370629,1.0,0.0,0.7203579418344519,0.47301863354037266,0.553175459490129,0.24611980123797106,0,125,0,161
V3_T08_ultra_compact_thesis_variant,contradictory_inputs,0.5629370629370629,0.5,0.5629370629370629,1.0,0.0,0.7203579418344519,0.46273291925465837,0.5567967681435129,0.24620860559906463,0,125,0,161
V3_T08_ultra_compact_thesis_variant,mixed_comorbidity_signals,0.5629370629370629,0.5,0.5629370629370629,1.0,0.0,0.7203579418344519,0.46424844720496894,0.5654308154689264,0.24617915431434528,0,125,0,161
V3_T09_optional_research_context,incomplete_inputs,0.993006993006993,0.9937888198757764,1.0,0.9875776397515528,1.0,0.99375,1.0,1.0,0.02533086189082757,125,0,2,159
V3_T09_optional_research_context,contradictory_inputs,0.972027972027972,0.9751552795031055,1.0,0.9503105590062112,1.0,0.9745222929936306,0.9995527950310559,0.9996572258360622,0.03405666892172819,125,0,8,153
V3_T09_optional_research_context,mixed_comorbidity_signals,0.986013986013986,0.9875776397515528,1.0,0.9751552795031055,1.0,0.9874213836477987,0.9997018633540372,0.9997692240631133,0.03445136040572523,125,0,4,157
V3_T10_stop_condition_control,incomplete_inputs,0.8111888111888111,0.8305093167701862,0.9819819819819819,0.6770186335403726,0.984,0.8014705882352942,0.9476273291925467,0.9634442314517772,0.09013655409584302,123,2,52,109
V3_T10_stop_condition_control,contradictory_inputs,0.7727272727272727,0.7954534161490683,0.9705882352941176,0.6149068322981367,0.976,0.752851711026616,0.9469813664596275,0.9613779814060301,0.09078188439707333,122,3,62,99
V3_T10_stop_condition_control,mixed_comorbidity_signals,0.8111888111888111,0.8296149068322981,0.9734513274336283,0.6832298136645962,0.976,0.8029197080291971,0.9443975155279503,0.959716580262635,0.09397188458877226,122,3,51,110
