trial_id,scenario,accuracy,balanced_accuracy,precision,recall,specificity,f1,roc_auc,pr_auc,brier_score,tn,fp,fn,tp
V3_T01_control_replay_parent,incomplete_inputs,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.026416117092461836,125,0,0,161
V3_T01_control_replay_parent,contradictory_inputs,0.958041958041958,0.9627329192546583,1.0,0.9254658385093167,1.0,0.9612903225806452,0.9987577639751554,0.9990574448825285,0.039204172620153015,125,0,12,149
V3_T01_control_replay_parent,mixed_comorbidity_signals,0.9755244755244755,0.9782608695652174,1.0,0.9565217391304348,1.0,0.9777777777777777,0.9990062111801242,0.999250055069987,0.03717729130666668,125,0,7,154
V3_T02_compact_pruned_specificity_first,incomplete_inputs,0.7832167832167832,0.80655900621118,0.9900990099009901,0.6211180124223602,0.992,0.7633587786259542,0.9351055900621118,0.9537730893942378,0.11576491690981114,124,1,61,100
V3_T02_compact_pruned_specificity_first,contradictory_inputs,0.7762237762237763,0.7994534161490683,0.9801980198019802,0.6149068322981367,0.984,0.7557251908396947,0.9382857142857143,0.9551762372064644,0.11101123459820779,123,2,62,99
V3_T02_compact_pruned_specificity_first,mixed_comorbidity_signals,0.7902097902097902,0.809192546583851,0.954954954954955,0.6583850931677019,0.96,0.7794117647058824,0.9326708074534161,0.9498525289065852,0.10993866836519607,120,5,55,106
V3_T03_low_missingness_specific_subset,incomplete_inputs,0.7552447552447552,0.7682981366459627,0.8699186991869918,0.6645962732919255,0.872,0.7535211267605634,0.8880248447204969,0.9197002342293628,0.2036146698036819,109,16,54,107
V3_T03_low_missingness_specific_subset,contradictory_inputs,0.9125874125874126,0.908944099378882,0.9096385542168675,0.937888198757764,0.88,0.9235474006116208,0.9564223602484473,0.969054414586156,0.09057904089986857,110,15,10,151
V3_T03_low_missingness_specific_subset,mixed_comorbidity_signals,0.8776223776223776,0.8707329192546583,0.8662790697674418,0.9254658385093167,0.816,0.8948948948948949,0.9483726708074535,0.9638409650431922,0.09424868172180438,102,23,12,149
V3_T04_comorbidity_aware_conservative_subset,incomplete_inputs,0.8041958041958042,0.825192546583851,0.9906542056074766,0.6583850931677019,0.992,0.7910447761194029,0.9527950310559007,0.9669587075043647,0.0955862522468145,124,1,55,106
V3_T04_comorbidity_aware_conservative_subset,contradictory_inputs,0.7902097902097902,0.8118757763975155,0.9809523809523809,0.639751552795031,0.984,0.7744360902255639,0.946335403726708,0.9626237143863869,0.10068230491521564,123,2,58,103
V3_T04_comorbidity_aware_conservative_subset,mixed_comorbidity_signals,0.8146853146853147,0.83272049689441,0.9736842105263158,0.6894409937888198,0.976,0.8072727272727273,0.9452422360248448,0.9615640304932258,0.09688555624169114,122,3,50,111
V3_T05_calibration_refinement,incomplete_inputs,0.8741258741258742,0.8703105590062112,0.8787878787878788,0.9006211180124224,0.84,0.8895705521472392,0.9540372670807454,0.9690551369998598,0.08314776808019678,105,20,16,145
V3_T05_calibration_refinement,contradictory_inputs,0.8916083916083916,0.8920993788819875,0.9166666666666666,0.8881987577639752,0.896,0.9022082018927445,0.9515527950310559,0.9648420926395228,0.08510574852726578,112,13,18,143
V3_T05_calibration_refinement,mixed_comorbidity_signals,0.8951048951048951,0.893416149068323,0.906832298136646,0.906832298136646,0.88,0.906832298136646,0.9538881987577641,0.9659208913216678,0.08408358253831986,110,15,15,146
V3_T06_threshold_refinement,incomplete_inputs,0.9895104895104895,0.9906832298136645,1.0,0.9813664596273292,1.0,0.9905956112852664,1.0,1.0,0.027357049396701354,125,0,3,158
V3_T06_threshold_refinement,contradictory_inputs,0.9440559440559441,0.9503105590062112,1.0,0.9006211180124224,1.0,0.9477124183006536,0.99672049689441,0.9975618830649838,0.04327107696313597,125,0,16,145
V3_T06_threshold_refinement,mixed_comorbidity_signals,0.986013986013986,0.9866832298136645,0.9937106918238994,0.9813664596273292,0.992,0.9875,0.9993043478260869,0.9994679475096832,0.03720902888454511,124,1,3,158
V3_T07_abstention_assisted_operating_mode,incomplete_inputs,0.8776223776223776,0.8725217391304347,0.875,0.9130434782608695,0.832,0.8936170212765957,0.9561739130434782,0.9702065811399856,0.09217149013409029,104,21,14,147
V3_T07_abstention_assisted_operating_mode,contradictory_inputs,0.8881118881118881,0.885416149068323,0.8957055214723927,0.906832298136646,0.864,0.9012345679012346,0.9511055900621119,0.9663253353018828,0.09472571694343876,108,17,15,146
