trial_id,threshold,val_precision,val_balanced_accuracy,val_recall,test_precision,test_balanced_accuracy,test_recall,test_specificity
V3_T10_stop_condition_control,0.3,0.89375,0.8760993788819875,0.8881987577639752,0.8444444444444444,0.8600496894409938,0.9440993788819876,0.776
V3_T10_stop_condition_control,0.35,0.9050632911392406,0.8840993788819875,0.8881987577639752,0.8654970760233918,0.8676273291925465,0.9192546583850931,0.816
V3_T10_stop_condition_control,0.4,0.922077922077922,0.8929937888198758,0.8819875776397516,0.8809523809523809,0.8796273291925465,0.9192546583850931,0.84
V3_T10_stop_condition_control,0.44999999999999996,0.94,0.901888198757764,0.8757763975155279,0.9,0.8832049689440994,0.8944099378881988,0.872
V3_T10_stop_condition_control,0.5,0.958904109589041,0.9107826086956521,0.8695652173913043,0.9050632911392406,0.8840993788819875,0.8881987577639752,0.88
V3_T10_stop_condition_control,0.55,0.9655172413793104,0.9147826086956521,0.8695652173913043,0.9096774193548387,0.881888198757764,0.8757763975155279,0.888
V3_T10_stop_condition_control,0.6,0.9716312056737588,0.9094658385093168,0.8509316770186336,0.9078947368421053,0.8725714285714286,0.8571428571428571,0.888
V3_T10_stop_condition_control,0.6499999999999999,0.9710144927536232,0.9001490683229814,0.8322981366459627,0.9103448275862069,0.8579378881987578,0.8198757763975155,0.896
V3_T10_stop_condition_control,0.7,0.9850746268656716,0.9019378881987578,0.8198757763975155,0.9219858156028369,0.8597267080745341,0.8074534161490683,0.912
V3_T10_stop_condition_control,0.75,0.9849624060150376,0.8988322981366459,0.8136645962732919,0.9191176470588235,0.8441987577639751,0.7763975155279503,0.912
V3_T10_stop_condition_control,0.8,0.9847328244274809,0.8926211180124224,0.8012422360248447,0.924812030075188,0.8419875776397516,0.7639751552795031,0.92
V3_T10_stop_condition_control,0.85,0.984251968503937,0.8801987577639752,0.7763975155279503,0.9590163934426229,0.8433540372670807,0.7267080745341615,0.96
