mode,role,domain,winner_feature_set_id,winner_config_id,winner_seed,calibration,threshold_policy,threshold,policy_score,is_selected_policy,val_precision,val_recall,val_balanced_accuracy,val_pr_auc,val_brier,holdout_precision,holdout_recall,holdout_balanced_accuracy,holdout_pr_auc,holdout_brier
caregiver_1_3,caregiver,adhd,precision_oriented_subset,rf_regularized,20260712,isotonic,balanced,0.05,0.8656680778324678,yes,0.6351351351351351,1.0,0.9300518134715026,0.7055852415031654,0.06893274802217271,0.62,0.9893617021276596,0.9208466541726381,0.6398511884834684,0.07899766290332201
caregiver_1_3,caregiver,adhd,precision_oriented_subset,rf_regularized,20260712,isotonic,default_0_5,0.5,0.7748324532018313,no,0.6351351351351351,1.0,0.9300518134715026,0.7055852415031654,0.06893274802217271,0.6174496644295302,0.9787234042553191,0.9155275052364679,0.6398511884834684,0.07899766290332201
caregiver_1_3,caregiver,adhd,precision_oriented_subset,rf_regularized,20260712,isotonic,precision_min_recall,0.05,0.7185560034949461,no,0.6351351351351351,1.0,0.9300518134715026,0.7055852415031654,0.06893274802217271,0.62,0.9893617021276596,0.9208466541726381,0.6398511884834684,0.07899766290332201
caregiver_1_3,caregiver,adhd,precision_oriented_subset,rf_regularized,20260712,isotonic,precision_oriented,0.05,0.725863339189034,no,0.6351351351351351,1.0,0.9300518134715026,0.7055852415031654,0.06893274802217271,0.62,0.9893617021276596,0.9208466541726381,0.6398511884834684,0.07899766290332201
caregiver_1_3,caregiver,adhd,precision_oriented_subset,rf_regularized,20260712,isotonic,recall_guard,0.05,0.8196116421741952,no,0.6351351351351351,1.0,0.9300518134715026,0.7055852415031654,0.06893274802217271,0.62,0.9893617021276596,0.9208466541726381,0.6398511884834684,0.07899766290332201
caregiver_1_3,caregiver,anxiety,compact_robust_subset,rf_recall_guard,20260712,isotonic,balanced,0.105,0.885469775163358,no,0.7547169811320755,0.9302325581395349,0.9321213552118994,0.9142456118075802,0.037077777144696365,0.7640449438202247,0.7906976744186046,0.868699091016409,0.8030651886480569,0.05989193128469486
caregiver_1_3,caregiver,anxiety,compact_robust_subset,rf_recall_guard,20260712,isotonic,default_0_5,0.5,0.8898108527669593,no,0.8690476190476191,0.8488372093023255,0.9104592137882186,0.9142456118075802,0.037077777144696365,0.84,0.7325581395348837,0.8510506433715028,0.8030651886480569,0.05989193128469486
caregiver_1_3,caregiver,anxiety,compact_robust_subset,rf_recall_guard,20260712,isotonic,precision_min_recall,0.605,0.9133662962179439,yes,0.953125,0.7093023255813954,0.850844056191713,0.9142456118075802,0.037077777144696365,0.9,0.627906976744186,0.8063392751741234,0.8030651886480569,0.05989193128469486
caregiver_1_3,caregiver,anxiety,compact_robust_subset,rf_recall_guard,20260712,isotonic,precision_oriented,0.605,0.9105430895779296,no,0.953125,0.7093023255813954,0.850844056191713,0.9142456118075802,0.037077777144696365,0.9,0.627906976744186,0.8063392751741234,0.8030651886480569,0.05989193128469486
caregiver_1_3,caregiver,anxiety,compact_robust_subset,rf_recall_guard,20260712,isotonic,recall_guard,0.31999999999999995,0.8777715583722897,no,0.8690476190476191,0.8488372093023255,0.9104592137882186,0.9142456118075802,0.037077777144696365,0.8289473684210527,0.7325581395348837,0.8497816078385079,0.8030651886480569,0.05989193128469486
caregiver_1_3,caregiver,conduct,full_eligible,rf_baseline,20260712,isotonic,balanced,0.14999999999999997,0.8979627573699106,no,0.7897435897435897,0.9685534591194969,0.9204138012108387,0.9242733707516326,0.061523154750931015,0.8388888888888889,0.94375,0.9265625,0.9328964221876327,0.05624548363278493
caregiver_1_3,caregiver,conduct,full_eligible,rf_baseline,20260712,isotonic,default_0_5,0.5,0.8669974447817566,no,0.7897435897435897,0.9685534591194969,0.9204138012108387,0.9242733707516326,0.061523154750931015,0.8388888888888889,0.94375,0.9265625,0.9328964221876327,0.05624548363278493
caregiver_1_3,caregiver,conduct,full_eligible,rf_baseline,20260712,isotonic,precision_min_recall,0.5049999999999999,0.856163179944548,yes,0.8304093567251462,0.8930817610062893,0.9013695409392817,0.9242733707516326,0.061523154750931015,0.8841463414634146,0.90625,0.9234375,0.9328964221876327,0.05624548363278493
caregiver_1_3,caregiver,conduct,full_eligible,rf_baseline,20260712,isotonic,precision_oriented,0.5049999999999999,0.8594596639093603,no,0.8304093567251462,0.8930817610062893,0.9013695409392817,0.9242733707516326,0.061523154750931015,0.8841463414634146,0.90625,0.9234375,0.9328964221876327,0.05624548363278493
caregiver_1_3,caregiver,conduct,full_eligible,rf_baseline,20260712,isotonic,recall_guard,0.14999999999999997,0.884546990630972,no,0.7897435897435897,0.9685534591194969,0.9204138012108387,0.9242733707516326,0.061523154750931015,0.8388888888888889,0.94375,0.9265625,0.9328964221876327,0.05624548363278493
caregiver_1_3,caregiver,depression,precision_oriented_subset,rf_recall_guard,20260712,isotonic,balanced,0.25499999999999995,0.8682813141020029,no,0.74,0.9024390243902439,0.9185561956122075,0.8503225482648972,0.047151662079287074,0.75,0.8414634146341463,0.8918372349552641,0.7971897068859114,0.05514899926985655
caregiver_1_3,caregiver,depression,precision_oriented_subset,rf_recall_guard,20260712,isotonic,default_0_5,0.5,0.835851670910506,no,0.7525773195876289,0.8902439024390244,0.914971197450668,0.8503225482648972,0.047151662079287074,0.7582417582417582,0.8414634146341463,0.8930935163622993,0.7971897068859114,0.05514899926985655
caregiver_1_3,caregiver,depression,precision_oriented_subset,rf_recall_guard,20260712,isotonic,precision_min_recall,0.5349999999999999,0.8116151693993541,no,0.7926829268292683,0.7926829268292683,0.8749846794950362,0.8503225482648972,0.047151662079287074,0.8048780487804879,0.8048780487804879,0.8823385218776811,0.7971897068859114,0.05514899926985655
caregiver_1_3,caregiver,depression,precision_oriented_subset,rf_recall_guard,20260712,isotonic,precision_oriented,0.5349999999999999,0.8144139968813819,no,0.7926829268292683,0.7926829268292683,0.8749846794950362,0.8503225482648972,0.047151662079287074,0.8048780487804879,0.8048780487804879,0.8823385218776811,0.7971897068859114,0.05514899926985655
caregiver_1_3,caregiver,depression,precision_oriented_subset,rf_recall_guard,20260712,isotonic,recall_guard,0.33499999999999996,0.8411659893245913,yes,0.7525773195876289,0.8902439024390244,0.914971197450668,0.8503225482648972,0.047151662079287074,0.7582417582417582,0.8414634146341463,0.8930935163622993,0.7971897068859114,0.05514899926985655
caregiver_1_3,caregiver,elimination,stability_pruned_subset,rf_precision_push,20260712,none,balanced,0.38999999999999996,0.936657199517567,no,0.847457627118644,0.9615384615384616,0.970255212077642,0.9436628907413426,0.020657336459304714,0.7611940298507462,0.9807692307692307,0.9716930265995687,0.9382639506693078,0.022472381000542177
caregiver_1_3,caregiver,elimination,stability_pruned_subset,rf_precision_push,20260712,none,default_0_5,0.5,0.9096707702792365,yes,0.8979591836734694,0.8461538461538461,0.917235801581596,0.9436628907413426,0.020657336459304714,0.7818181818181819,0.8269230769230769,0.8994428468727533,0.9382639506693078,0.022472381000542177
caregiver_1_3,caregiver,elimination,stability_pruned_subset,rf_precision_push,20260712,none,precision_min_recall,0.6,0.9179155342215102,no,0.95,0.7307692307692307,0.8630481667864845,0.9436628907413426,0.020657336459304714,0.8444444444444444,0.7307692307692307,0.8572070452911574,0.9382639506693078,0.022472381000542177
caregiver_1_3,caregiver,elimination,stability_pruned_subset,rf_precision_push,20260712,none,precision_oriented,0.825,0.9213164699658841,no,1.0,0.5769230769230769,0.7884615384615384,0.9436628907413426,0.020657336459304714,1.0,0.6346153846153846,0.8173076923076923,0.9382639506693078,0.022472381000542177
caregiver_1_3,caregiver,elimination,stability_pruned_subset,rf_precision_push,20260712,none,recall_guard,0.38999999999999996,0.9190240539353484,no,0.847457627118644,0.9615384615384616,0.970255212077642,0.9436628907413426,0.020657336459304714,0.7611940298507462,0.9807692307692307,0.9716930265995687,0.9382639506693078,0.022472381000542177
caregiver_2_3,caregiver,adhd,stability_pruned_subset,rf_positive_push_strong,20260712,isotonic,balanced,0.05,0.9144117775096412,no,0.752,1.0,0.9598445595854923,0.826521122760514,0.045948660715046136,0.7222222222222222,0.9680851063829787,0.9387057656267226,0.7375230938994777,0.05976574272444503
caregiver_2_3,caregiver,adhd,stability_pruned_subset,rf_positive_push_strong,20260712,isotonic,default_0_5,0.5,0.8542242838329762,yes,0.752,1.0,0.9598445595854923,0.826521122760514,0.045948660715046136,0.7222222222222222,0.9680851063829787,0.9387057656267226,0.7375230938994777,0.05976574272444503
