mode,role,domain,winner_feature_set_id,winner_config_id,winner_calibration,winner_threshold_policy,winner_threshold,winner_seed,n_features,train_precision,train_recall,train_specificity,train_balanced_accuracy,train_f1,train_roc_auc,train_pr_auc,train_brier,val_precision,val_recall,val_specificity,val_balanced_accuracy,val_f1,val_roc_auc,val_pr_auc,val_brier,holdout_precision,holdout_recall,holdout_specificity,holdout_balanced_accuracy,holdout_f1,holdout_roc_auc,holdout_pr_auc,holdout_brier,overfit_gap_train_val_ba,generalization_gap_val_holdout_ba,overfit_warning,ceiling_status
caregiver_1_3,caregiver,adhd,precision_oriented_subset,rf_regularized,isotonic,balanced,0.05,20260712,24,0.6573426573426573,1.0,0.8730569948186528,0.9365284974093264,0.7932489451476793,0.9867832776001666,0.927608718536414,0.05045606601856461,0.6351351351351351,1.0,0.8601036269430051,0.9300518134715026,0.7768595041322314,0.944066255098666,0.7055852415031654,0.06893274802217271,0.62,0.9893617021276596,0.8523316062176166,0.9208466541726381,0.7622950819672131,0.9299553522213649,0.6398511884834684,0.07899766290332201,0.006476683937823857,0.009205159298864452,no,marginal_room_left
caregiver_1_3,caregiver,anxiety,compact_robust_subset,rf_recall_guard,isotonic,precision_min_recall,0.605,20260712,27,1.0,0.9108527131782945,1.0,0.9554263565891472,0.9533468559837728,0.9998524377287216,0.9987906733595573,0.005650625174180824,0.953125,0.7093023255813954,0.9923857868020305,0.850844056191713,0.8133333333333334,0.9821597214024318,0.9142456118075802,0.037077777144696365,0.9,0.627906976744186,0.9847715736040609,0.8063392751741234,0.7397260273972602,0.9266910636288513,0.8030651886480569,0.05989193128469486,0.10458230039743421,0.04450478101758959,yes,ceiling_reached
caregiver_1_3,caregiver,conduct,full_eligible,rf_baseline,isotonic,precision_min_recall,0.5049999999999999,20260712,59,0.9979123173277662,0.9979123173277662,0.9989594172736732,0.9984358673007196,0.9979123173277662,0.9999543794629376,0.9998283130670386,0.011541851484225181,0.8304093567251462,0.8930817610062893,0.9096573208722741,0.9013695409392817,0.8606060606060606,0.9714825917435687,0.9242733707516326,0.061523154750931015,0.8841463414634146,0.90625,0.940625,0.9234375,0.8950617283950617,0.9719531250000001,0.9328964221876327,0.05624548363278493,0.09706632636143797,-0.022067959060718345,yes,ceiling_reached
caregiver_1_3,caregiver,depression,precision_oriented_subset,rf_recall_guard,isotonic,recall_guard,0.33499999999999996,20260712,24,0.9107806691449815,1.0,0.9799163179916318,0.989958158995816,0.953307392996109,0.9998821620698488,0.9988643844634627,0.011049617470195767,0.7525773195876289,0.8902439024390244,0.9396984924623115,0.914971197450668,0.8156424581005587,0.9720247579360216,0.8503225482648972,0.047151662079287074,0.7582417582417582,0.8414634146341463,0.9447236180904522,0.8930935163622993,0.7976878612716763,0.9556624586346366,0.7971897068859114,0.05514899926985655,0.07498696154514795,0.02187768108836874,yes,marginal_room_left
caregiver_1_3,caregiver,elimination,stability_pruned_subset,rf_precision_push,none,default_0_5,0.5,20260712,30,0.9390243902439024,0.9935483870967742,0.9922178988326849,0.9928831429647296,0.9655172413793104,0.999322204091879,0.9943141140545672,0.009535669935447895,0.8979591836734694,0.8461538461538461,0.9883177570093458,0.917235801581596,0.8712871287128713,0.9834202012940331,0.9436628907413426,0.020657336459304714,0.7818181818181819,0.8269230769230769,0.9719626168224299,0.8994428468727533,0.8037383177570093,0.9917774982027319,0.9382639506693078,0.022472381000542177,0.07564734138313356,0.01779295470884268,yes,marginal_room_left
caregiver_2_3,caregiver,adhd,stability_pruned_subset,rf_positive_push_strong,isotonic,default_0_5,0.5,20260712,56,0.9431438127090301,1.0,0.9853195164075993,0.9926597582037997,0.9707401032702238,1.0,1.0,0.010200082342235113,0.752,1.0,0.9196891191709845,0.9598445595854923,0.8584474885844748,0.9709376033513395,0.826521122760514,0.045948660715046136,0.7222222222222222,0.9680851063829787,0.9093264248704663,0.9387057656267226,0.8272727272727273,0.9447139234924485,0.7375230938994777,0.05976574272444503,0.032815198618307395,0.02113879395876972,yes,marginal_room_left
caregiver_2_3,caregiver,anxiety,precision_oriented_subset,rf_positive_push_strong,isotonic,precision_min_recall,0.5049999999999999,20260729,45,0.9958847736625515,0.937984496124031,0.9991539763113367,0.9685692362176839,0.9660678642714571,0.9995441965398287,0.9963306069586092,0.007186938376582727,0.9629629629629629,0.9069767441860465,0.9923857868020305,0.9496812654940385,0.9341317365269461,0.9956469129972848,0.970334649699369,0.016572312802736532,0.95,0.8837209302325582,0.9898477157360406,0.9367843229842994,0.9156626506024096,0.9871620823987722,0.9405128390040636,0.020748730070934605,0.018887970723645342,0.012896942509739162,no,marginal_room_left
caregiver_2_3,caregiver,conduct,stability_pruned_subset,rf_positive_push_strong,isotonic,balanced,0.05,20260712,56,0.9979166666666667,1.0,0.9989594172736732,0.9994797086368366,0.9989572471324296,1.0,1.0,2.7175934383928927e-05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0000000000382807e-12,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0004547503917610685,-0.0005202913631634498,0.0,no,ceiling_reached
caregiver_2_3,caregiver,depression,full_eligible,rf_precision_push,isotonic,balanced,0.13,20260729,113,0.8974358974358975,1.0,0.9765690376569037,0.9882845188284519,0.9459459459459459,0.9976125010673725,0.98085824180377,0.012910418800227351,0.8735632183908046,0.926829268292683,0.9723618090452262,0.9495955386689545,0.8994082840236687,0.9877589165338889,0.9246538502432713,0.028192127454737214,0.75,0.8780487804878049,0.9396984924623115,0.9088736364750583,0.8089887640449438,0.9679495036156391,0.8809038329339172,0.0467397860859355,0.0386889801594974,0.040721902193896264,no,marginal_room_left
caregiver_2_3,caregiver,elimination,precision_oriented_subset,rf_positive_push_strong,isotonic,balanced,0.05,20260712,45,0.9567901234567902,1.0,0.9945525291828794,0.9972762645914397,0.9779179810725552,0.998825153759257,0.9808924999934979,0.003029635828709377,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0000000000318707e-12,0.9811320754716981,1.0,0.9976635514018691,0.9988317757009346,0.9904761904761905,1.0,1.0,0.000147235894965618,-0.0027237354085603016,0.001168224299065379,no,marginal_room_left
caregiver_full,caregiver,adhd,compact_robust_subset,rf_positive_push_strong,isotonic,default_0_5,0.5,20260712,76,0.9215686274509803,1.0,0.9792746113989638,0.9896373056994818,0.9591836734693877,1.0,1.0,0.011882459172241393,0.7622950819672131,0.9893617021276596,0.9248704663212435,0.9571160842244515,0.8611111111111112,0.9743413074633448,0.849458818710715,0.04399988876253864,0.744,0.9893617021276596,0.917098445595855,0.9532300738617573,0.8493150684931506,0.9635789879836842,0.7697424467684965,0.05372018772408562,0.03252122147503034,0.0038860103626942033,yes,marginal_room_left
caregiver_full,caregiver,anxiety,balanced_subset,rf_positive_push_strong,isotonic,balanced,0.145,20260729,93,0.9808429118773946,0.9922480620155039,0.9957698815566836,0.9940089717860937,0.9865125240847784,0.9997179921037789,0.9978027340534904,0.008128029684819672,0.9120879120879121,0.9651162790697675,0.9796954314720813,0.9724058552709244,0.9378531073446328,0.9961633809467596,0.9770850409169292,0.01718433613255872,0.9111111111111111,0.9534883720930233,0.9796954314720813,0.9665919017825523,0.9318181818181818,0.9865865895407863,0.9335693366588522,0.025593937806737455,0.02160311651516933,0.005813953488372103,no,marginal_room_left
caregiver_full,caregiver,conduct,stability_pruned_subset,rf_positive_push_strong,isotonic,balanced,0.05,20260712,84,0.9979166666666667,1.0,0.9989594172736732,0.9994797086368366,0.9989572471324296,1.0,1.0,5.685334958740271e-05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0000000000382807e-12,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.00041596542658159667,-0.0005202913631634498,0.0,no,ceiling_reached
caregiver_full,caregiver,depression,precision_oriented_subset,rf_positive_push_strong,isotonic,balanced,0.09,20260729,68,0.9040590405904059,1.0,0.9782426778242678,0.9891213389121338,0.9496124031007752,0.9981145931175819,0.9848377591040434,0.012649414533432981,0.875,0.9390243902439024,0.9723618090452262,0.9556930996445643,0.9058823529411765,0.9866558401764922,0.9340297492250962,0.026747199622005596,0.8043478260869565,0.9024390243902439,0.9547738693467337,0.9286064468684888,0.8505747126436781,0.9822435347469052,0.9115860387174166,0.037988122862413924,0.03342823926756955,0.02708665277607547,no,marginal_room_left
caregiver_full,caregiver,elimination,precision_oriented_subset,rf_positive_push_strong,isotonic,balanced,0.05,20260712,68,0.9567901234567902,1.0,0.9945525291828794,0.9972762645914397,0.9779179810725552,0.998825153759257,0.9808924999934979,0.0026287194878930444,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0000000000318707e-12,0.9811320754716981,1.0,0.9976635514018691,0.9988317757009346,0.9904761904761905,1.0,1.0,0.0008258331826545765,-0.0027237354085603016,0.001168224299065379,no,marginal_room_left
psychologist_1_3,psychologist,adhd,full_eligible,rf_baseline,isotonic,default_0_5,0.5,20260729,71,0.844311377245509,1.0,0.9550949913644214,0.9775474956822108,0.9155844155844156,0.9998897585712712,0.9991195891415994,0.019105477393565194,0.6394557823129252,1.0,0.8626943005181347,0.9313471502590673,0.7800829875518672,0.9424539742035056,0.6928065113571389,0.06887117427168418,0.6174496644295302,0.9787234042553191,0.8523316062176166,0.9155275052364679,0.757201646090535,0.9203781281005402,0.6238363802864415,0.07808988529635512,0.04620034542314344,0.01581964502259947,yes,marginal_room_left
psychologist_1_3,psychologist,anxiety,precision_oriented_subset,rf_recall_guard,sigmoid,balanced,0.32499999999999996,20260712,28,0.9847328244274809,1.0,0.9966159052453468,0.9983079526226735,0.9923076923076923,0.9999606500609924,0.9998172670352328,0.010636412850543502,0.8977272727272727,0.9186046511627907,0.9771573604060914,0.947881005784441,0.9080459770114943,0.9897296659190178,0.9591875045025307,0.03248116750397065,0.8875,0.8255813953488372,0.9771573604060914,0.9013693778774643,0.8554216867469879,0.9826171644433951,0.9295370157610315,0.04364274169090498,0.050426946838232456,0.046511627906976716,no,ceiling_reached
psychologist_1_3,psychologist,conduct,full_eligible,rf_baseline,isotonic,precision_min_recall,0.5049999999999999,20260712,71,1.0,0.9958246346555324,1.0,0.9979123173277662,0.997907949790795,0.9999717587151519,0.9998896753059388,0.009509982451330355,0.8518518518518519,0.8679245283018868,0.9252336448598131,0.89657908658085,0.8598130841121495,0.9721487489958658,0.9277550180556914,0.06092155309425321,0.9161290322580645,0.8875,0.959375,0.9234374999999999,0.9015873015873016,0.9743359375,0.9407784034032624,0.0595823634736541,0.10133323074691625,-0.026858413419149962,yes,marginal_room_left
psychologist_1_3,psychologist,depression,balanced_subset,rf_recall_guard,isotonic,default_0_5,0.5,20260712,39,0.9722222222222222,1.0,0.994142259414226,0.997071129707113,0.9859154929577465,0.9999846298351978,0.9998506719761077,0.006911139619598165,0.7934782608695652,0.8902439024390244,0.9522613065326633,0.9212526044858438,0.8390804597701149,0.9732350778281653,0.8463608929819283,0.04509272604449761,0.7674418604651163,0.8048780487804879,0.949748743718593,0.8773133962495404,0.7857142857142857,0.9571332271111656,0.801131217211973,0.05729141384649613,0.0758185252212692,0.04393920823630337,yes,marginal_room_left
