model_id,task_kind,scope,dataset_variant,target,n_rows,n_features,split_source,best_params_json,threshold_recommended,precision_val,precision_test,recall_val,recall_test,specificity_test,balanced_accuracy_val,balanced_accuracy_test,f1_test,roc_auc_test,pr_auc_test,brier_score_test,fp_test,fn_test,subset_accuracy,hamming_loss,micro_precision,micro_recall,micro_f1,macro_precision,macro_recall,macro_f1,weighted_f1
domain_adhd_research_full,binary_domain,research_extended_hybrid,full,target_domain_adhd,1905,600,created,"{""model__n_estimators"": 180, ""model__min_samples_split"": 4, ""model__min_samples_leaf"": 2, ""model__max_features"": null, ""model__max_depth"": 10, ""model__class_weight"": ""balanced_subsample"", ""model__bootstrap"": false}",0.05,1.0,1.0,0.9813664596273292,1.0,1.0,0.9906832298136644,1.0,1.0,1.0,1.0,2.0203230439979062e-05,0.0,0.0,,,,,,,,,
domain_anxiety_strict_full,binary_domain,strict_no_leakage_hybrid,full,target_domain_anxiety,1905,600,created,"{""model__n_estimators"": 260, ""model__min_samples_split"": 8, ""model__min_samples_leaf"": 1, ""model__max_features"": null, ""model__max_depth"": 24, ""model__class_weight"": null, ""model__bootstrap"": false}",0.05,1.0,0.9701492537313432,1.0,0.9848484848484848,0.990909090909091,1.0,0.987878787878788,0.9774436090225564,0.987878787878788,0.9589465261107052,0.0104895104895104,2.0,1.0,,,,,,,,,
domain_conduct_research_full,binary_domain,research_extended_hybrid,full,target_domain_conduct,1905,600,created,"{""model__n_estimators"": 260, ""model__min_samples_split"": 8, ""model__min_samples_leaf"": 1, ""model__max_features"": null, ""model__max_depth"": 24, ""model__class_weight"": null, ""model__bootstrap"": false}",0.7,0.9873417721518988,0.9753086419753086,0.975,0.9875,0.9902912621359224,0.9850728155339804,0.9888956310679612,0.9813664596273292,0.9950849514563108,0.9753124059018368,0.0074158986336531,2.0,1.0,,,,,,,,,
domain_depression_strict_full,binary_domain,strict_no_leakage_hybrid,full,target_domain_depression,1905,600,created,"{""model__n_estimators"": 180, ""model__min_samples_split"": 4, ""model__min_samples_leaf"": 2, ""model__max_features"": null, ""model__max_depth"": 10, ""model__class_weight"": ""balanced_subsample"", ""model__bootstrap"": false}",0.75,0.9827586206896552,0.9739130434782608,1.0,0.9739130434782608,0.9824561403508772,0.994186046511628,0.9781845919145692,0.9739130434782608,0.9907195525044497,0.9731851233418316,0.0132703890949582,3.0,3.0,,,,,,,,,
domain_elimination_strict_full,binary_domain,strict_no_leakage_hybrid,full,target_domain_elimination,1905,600,created,"{""model__n_estimators"": 180, ""model__min_samples_split"": 4, ""model__min_samples_leaf"": 2, ""model__max_features"": null, ""model__max_depth"": 10, ""model__class_weight"": ""balanced_subsample"", ""model__bootstrap"": false}",0.05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,
