mode,route,variant,domain,config_id,seed,n_features,calibration,threshold,val_objective,precision,recall,specificity,balanced_accuracy,f1,roc_auc,pr_auc,brier,missingness_sensitivity,partial_questionnaire_sensitivity,direct_fill_pct,derived_fill_pct,imputed_fill_pct,remaining_missing_pct
caregiver,A,direct_basic,elimination,rf_deep_650,47,16,isotonic,0.46499999999999997,0.8604582234722378,0.9259259259259259,0.6211180124223602,0.936,0.7785590062111801,0.7434944237918215,0.8700621118012423,0.8775750017109482,0.14859794635777232,-0.01853416149068321,0.12382608695652175,1.0,0.0,0.0,0.031031468531468535
caregiver,A,direct_basic,elimination,rf_deep_650,83,16,isotonic,0.505,0.8570874820019215,0.9230769230769231,0.5962732919254659,0.936,0.766136645962733,0.7245283018867924,0.8696149068322981,0.8744886954923371,0.14864807394642676,-0.002583850931676901,0.11316770186335412,1.0,0.0,0.0,0.031031468531468535
caregiver,A,direct_basic,anxiety,rf_compact_350,11,37,isotonic,0.33499999999999996,0.9411544948350161,0.7777777777777778,0.9545454545454546,0.9181818181818182,0.9363636363636364,0.8571428571428571,0.9754476584022038,0.929938587805349,0.03483553885159481,0.039393939393939426,0.03750000000000003,1.0,0.0,0.0,0.08542808542808543
caregiver,A,direct_basic,anxiety,rf_compact_350,29,37,isotonic,0.33499999999999996,0.9445873629916183,0.7804878048780488,0.9696969696969697,0.9181818181818182,0.943939393939394,0.8648648648648649,0.9760330578512396,0.9304154370697244,0.03462240875015751,0.029545454545454652,0.0450757575757576,1.0,0.0,0.0,0.08542808542808543
caregiver,A,direct_basic,anxiety,rf_compact_350,47,37,isotonic,0.255,0.940230894939012,0.7804878048780488,0.9696969696969697,0.9181818181818182,0.943939393939394,0.8648648648648649,0.9783057851239669,0.9461163782439885,0.03090351242541307,0.022727272727272818,0.023484848484848553,1.0,0.0,0.0,0.08542808542808543
caregiver,A,direct_basic,anxiety,rf_compact_350,83,37,isotonic,0.33499999999999996,0.9456719367588933,0.7777777777777778,0.9545454545454546,0.9181818181818182,0.9363636363636364,0.8571428571428571,0.9772038567493112,0.9437501107763498,0.035820159370066725,0.011363636363636354,0.03901515151515156,1.0,0.0,0.0,0.08542808542808543
caregiver,A,direct_basic,anxiety,rf_stability_500,11,37,isotonic,0.255,0.950265182668673,0.7777777777777778,0.9545454545454546,0.9181818181818182,0.9363636363636364,0.8571428571428571,0.9778581267217631,0.9459410623674531,0.043510247318400704,0.025000000000000022,0.015530303030303061,1.0,0.0,0.0,0.08542808542808543
caregiver,A,direct_basic,anxiety,rf_stability_500,29,37,isotonic,0.33499999999999996,0.9456719367588933,0.7777777777777778,0.9545454545454546,0.9181818181818182,0.9363636363636364,0.8571428571428571,0.9773071625344352,0.9443265278963247,0.03813833387022779,0.028787878787878807,0.031060606060606122,1.0,0.0,0.0,0.08542808542808543
caregiver,A,direct_basic,anxiety,rf_stability_500,47,37,isotonic,0.33499999999999996,0.9456719367588933,0.7875,0.9545454545454546,0.9227272727272727,0.9386363636363637,0.863013698630137,0.9774104683195591,0.9448458038329219,0.0358758641174695,0.01060606060606073,0.03333333333333344,1.0,0.0,0.0,0.08542808542808543
caregiver,A,direct_basic,anxiety,rf_stability_500,83,37,isotonic,0.255,0.950265182668673,0.7875,0.9545454545454546,0.9227272727272727,0.9386363636363637,0.863013698630137,0.9771349862258952,0.9421377852664056,0.04239516703002548,0.002272727272727315,0.02159090909090916,1.0,0.0,0.0,0.08542808542808543
caregiver,A,direct_basic,anxiety,rf_deep_650,11,37,isotonic,0.255,0.940230894939012,0.7804878048780488,0.9696969696969697,0.9181818181818182,0.943939393939394,0.8648648648648649,0.977754820936639,0.9444668717656849,0.033139915602360494,0.033333333333333326,0.027272727272727337,1.0,0.0,0.0,0.08542808542808543
caregiver,A,direct_basic,anxiety,rf_deep_650,29,37,isotonic,0.205,0.9445873629916183,0.7804878048780488,0.9696969696969697,0.9181818181818182,0.943939393939394,0.8648648648648649,0.9759641873278236,0.932130544896436,0.03406210552750548,0.02651515151515149,0.025757575757575812,1.0,0.0,0.0,0.08542808542808543
caregiver,A,direct_basic,anxiety,rf_deep_650,47,37,isotonic,0.205,0.9445873629916183,0.7804878048780488,0.9696969696969697,0.9181818181818182,0.943939393939394,0.8648648648648649,0.977789256198347,0.944196491192274,0.03331606456988453,0.014393939393939403,0.021969696969697028,1.0,0.0,0.0,0.08542808542808543
caregiver,A,direct_basic,anxiety,rf_deep_650,83,37,isotonic,0.33499999999999996,0.940230894939012,0.7804878048780488,0.9696969696969697,0.9181818181818182,0.943939393939394,0.8648648648648649,0.9759641873278236,0.9301221256027569,0.033309864738436175,0.027272727272727226,0.04280303030303034,1.0,0.0,0.0,0.08542808542808543
caregiver,A,direct_basic,depression,rf_compact_350,11,17,isotonic,0.33499999999999996,0.9473869454251369,0.8384615384615385,0.9478260869565217,0.8771929824561403,0.912509534706331,0.889795918367347,0.9761505212306127,0.9623682802035367,0.059325809762881855,0.010043224002034057,0.01877701500127127,1.0,0.0,0.0,0.06705059646236118
caregiver,A,direct_basic,depression,rf_compact_350,29,17,isotonic,0.15,0.9519038034327402,0.8515625,0.9478260869565217,0.8888888888888888,0.9183574879227052,0.897119341563786,0.9754385964912281,0.9603604273661023,0.057295875183404586,0.05720823798626995,0.07163742690058472,1.0,0.0,0.0,0.06705059646236118
caregiver,A,direct_basic,depression,rf_compact_350,47,17,isotonic,0.15,0.955332710908749,0.864,0.9391304347826087,0.9005847953216374,0.919857615052123,0.9,0.9740147470124587,0.9523573033701911,0.05887101103408504,0.06005593694380884,0.0767734553775744,1.0,0.0,0.0,0.06705059646236118
caregiver,A,direct_basic,depression,rf_compact_350,83,17,isotonic,0.43000000000000005,0.9468430646145725,0.9252336448598131,0.8608695652173913,0.9532163742690059,0.9070429697431985,0.8918918918918919,0.9766590389016018,0.9630718297203494,0.05914305868711519,0.040706839562674846,0.01244596999745734,1.0,0.0,0.0,0.06705059646236118
caregiver,A,direct_basic,depression,rf_stability_500,11,17,isotonic,0.15,0.9508237021496126,0.8449612403100775,0.9478260869565217,0.8830409356725146,0.9154335113145182,0.8934426229508197,0.9741164505466566,0.957316862741669,0.059806413288906665,0.06305619120264438,0.08115942028985512,1.0,0.0,0.0,0.06705059646236118
caregiver,A,direct_basic,depression,rf_stability_500,29,17,isotonic,0.33499999999999996,0.9463034449570557,0.8396946564885496,0.9565217391304348,0.8771929824561403,0.9168573607932875,0.8943089430894309,0.9778032036613272,0.9660993969774094,0.05532490135732433,0.01446732773963888,0.023836765827612516,1.0,0.0,0.0,0.06705059646236118
caregiver,A,direct_basic,depression,rf_stability_500,47,17,isotonic,0.15,0.9519038034327402,0.8384615384615385,0.9478260869565217,0.8771929824561403,0.912509534706331,0.889795918367347,0.9760742435799645,0.961015279729641,0.059793172876360705,0.06732773963895244,0.07088736333587586,1.0,0.0,0.0,0.06705059646236118
caregiver,A,direct_basic,depression,rf_stability_500,83,17,isotonic,0.33499999999999996,0.9463034449570557,0.8582677165354331,0.9478260869565217,0.8947368421052632,0.9212814645308924,0.9008264462809917,0.9776760742435799,0.9651515338673715,0.057725852711121656,0.005847953216374213,0.031184846173404557,1.0,0.0,0.0,0.06705059646236118
caregiver,A,direct_basic,depression,rf_deep_650,11,17,isotonic,0.15,0.9485013668277751,0.8449612403100775,0.9478260869565217,0.8830409356725146,0.9154335113145182,0.8934426229508197,0.9760996694635139,0.9550866424009472,0.05940471097792739,0.033816425120772986,0.07381133994406308,1.0,0.0,0.0,0.06705059646236118
caregiver,A,direct_basic,depression,rf_deep_650,29,17,isotonic,0.15,0.9473869454251369,0.84375,0.9391304347826087,0.8830409356725146,0.9110856852275617,0.8888888888888888,0.9749046529366896,0.9506585438481369,0.06178433900502235,0.054284261378082954,0.06582761250953484,1.0,0.0,0.0,0.06705059646236118
caregiver,A,direct_basic,depression,rf_deep_650,47,17,isotonic,0.16999999999999998,0.9508237021496126,0.8449612403100775,0.9478260869565217,0.8830409356725146,0.9154335113145182,0.8934426229508197,0.9734553775743707,0.9510882825870908,0.06035186756894318,0.04685990338164259,0.05844139333841858,1.0,0.0,0.0,0.06705059646236118
caregiver,A,direct_basic,depression,rf_deep_650,83,17,isotonic,0.405,0.9463034449570557,0.84375,0.9391304347826087,0.8830409356725146,0.9110856852275617,0.8888888888888888,0.9757945588609205,0.9525450334200629,0.05811661423109787,0.028858377828629656,0.02379862700228841,1.0,0.0,0.0,0.06705059646236118
caregiver,B,intermediate_mapping,adhd,rf_compact_350,11,35,isotonic,0.385,0.8983552362046663,0.9133333333333333,0.8509316770186336,0.896,0.8734658385093168,0.8810289389067524,0.9554285714285714,0.9576466919980728,0.08345043961590448,0.003155279503105568,-0.0081614906832298,0.6025974025974026,0.19230769230769232,0.2050949050949051,0.0
caregiver,B,intermediate_mapping,adhd,rf_compact_350,29,35,isotonic,0.42500000000000004,0.8922189048193595,0.912751677852349,0.84472049689441,0.896,0.870360248447205,0.8774193548387097,0.951304347826087,0.9547022501479787,0.08635971071079379,-0.015478260869565164,-0.01460869565217382,0.6025974025974026,0.19230769230769232,0.2050949050949051,0.0
caregiver,B,intermediate_mapping,adhd,rf_compact_350,47,35,isotonic,0.385,0.8990546004106141,0.9375,0.8385093167701864,0.928,0.8832546583850932,0.8852459016393442,0.9545590062111802,0.9571004267948834,0.08453741637922736,-0.0056894409937887636,-0.001925465838509277,0.6025974025974026,0.19230769230769232,0.2050949050949051,0.0
caregiver,B,intermediate_mapping,adhd,rf_compact_350,83,35,isotonic,0.505,0.8922189048193595,0.9315068493150684,0.84472049689441,0.92,0.8823602484472051,0.8859934853420195,0.954583850931677,0.9542929437212604,0.08357402207073839,0.013788819875776515,0.010236024844720581,0.6025974025974026,0.19230769230769232,0.2050949050949051,0.0
caregiver,B,intermediate_mapping,adhd,rf_stability_500,11,35,isotonic,0.505,0.8957679488402501,0.9375,0.8385093167701864,0.928,0.8832546583850932,0.8852459016393442,0.9522236024844721,0.9555430350107175,0.08409273077946419,0.013788819875776404,-0.0008695652173912882,0.6025974025974026,0.19230769230769232,0.2050949050949051,0.0
caregiver,B,intermediate_mapping,adhd,rf_stability_500,29,35,isotonic,0.44499999999999995,0.8957679488402501,0.9251700680272109,0.84472049689441,0.912,0.8783602484472051,0.8831168831168831,0.9516024844720496,0.9556999068773363,0.0845250636150834,-0.016372670807453304,-0.00684472049689433,0.6025974025974026,0.19230769230769232,0.2050949050949051,0.0
caregiver,B,intermediate_mapping,adhd,rf_stability_500,47,35,isotonic,0.43000000000000005,0.8952797259633489,0.9251700680272109,0.84472049689441,0.912,0.8783602484472051,0.8831168831168831,0.9545590062111801,0.9593631441285171,0.08418964799454845,-0.007055900621117939,-0.004397515527950202,0.6025974025974026,0.19230769230769232,0.2050949050949051,0.0
caregiver,B,intermediate_mapping,adhd,rf_stability_500,83,35,isotonic,0.41000000000000003,0.8950708719851578,0.9183673469387755,0.8385093167701864,0.904,0.8712546583850932,0.8766233766233766,0.950111801242236,0.9539563434015277,0.0866383597252835,-0.011055900621118053,-0.01571428571428568,0.6025974025974026,0.19230769230769232,0.2050949050949051,0.0
caregiver,B,intermediate_mapping,adhd,rf_deep_650,11,35,isotonic,0.505,0.8960494511223319,0.9496402877697842,0.8198757763975155,0.944,0.8819378881987577,0.88,0.9544347826086956,0.9572498839619836,0.08297323023518152,0.007155279503105572,0.00626086956521732,0.6025974025974026,0.19230769230769232,0.2050949050949051,0.0
caregiver,B,intermediate_mapping,adhd,rf_deep_650,29,35,isotonic,0.39,0.8948841982682922,0.9194630872483222,0.8509316770186336,0.904,0.8774658385093168,0.8838709677419355,0.9540372670807454,0.9561860070102806,0.0833643364426379,0.006310559006211136,-0.002161490683229794,0.6025974025974026,0.19230769230769232,0.2050949050949051,0.0
caregiver,B,intermediate_mapping,adhd,rf_deep_650,47,35,isotonic,0.505,0.8927558528428093,0.9428571428571428,0.8198757763975155,0.936,0.8779378881987578,0.8770764119601329,0.9546832298136646,0.955113589719605,0.08299480865992415,-0.004844720496894328,-0.005291925465838454,0.6025974025974026,0.19230769230769232,0.2050949050949051,0.0
caregiver,B,intermediate_mapping,adhd,rf_deep_650,83,35,isotonic,0.505,0.8922189048193595,0.9310344827586207,0.8385093167701864,0.92,0.8792546583850932,0.8823529411764706,0.9535403726708074,0.9566237656097896,0.0839675831053041,0.006683229813664648,-0.0010807453416149526,0.6025974025974026,0.19230769230769232,0.2050949050949051,0.0
caregiver,B,intermediate_mapping,conduct,rf_compact_350,11,23,isotonic,0.15,0.9525544204126939,0.9324324324324325,0.8625,0.9757281553398058,0.9191140776699029,0.8961038961038961,0.9847694174757281,0.9506859340343085,0.04351884707539291,-0.020873786407767048,0.00876820388349514,0.8837032532684707,0.04287017330495591,0.07342657342657342,0.0
caregiver,B,intermediate_mapping,conduct,rf_compact_350,29,23,isotonic,0.255,0.9504476878560778,0.9452054794520548,0.8625,0.9805825242718447,0.9215412621359224,0.9019607843137255,0.9838895631067961,0.9499621697887156,0.04218314674921079,0.039927184466019505,0.00361043689320395,0.8837032532684707,0.04287017330495591,0.07342657342657342,0.0
caregiver,B,intermediate_mapping,conduct,rf_compact_350,47,23,isotonic,0.15,0.956881067961165,0.9583333333333334,0.8625,0.9854368932038835,0.9239684466019418,0.9078947368421053,0.978003640776699,0.9406189723692551,0.04342450928087862,-0.0035194174757281482,0.015533980582524254,0.8837032532684707,0.04287017330495591,0.07342657342657342,0.0
caregiver,B,intermediate_mapping,conduct,rf_compact_350,83,23,isotonic,0.33499999999999996,0.9504476878560778,0.9857142857142858,0.8625,0.9951456310679612,0.9288228155339806,0.92,0.9848300970873787,0.9525568975813655,0.041154898824165884,0.05588592233009715,0.005006067961165039,0.8837032532684707,0.04287017330495591,0.07342657342657342,0.0
caregiver,B,intermediate_mapping,conduct,rf_stability_500,11,23,isotonic,0.15,0.9525544204126939,0.9333333333333333,0.875,0.9757281553398058,0.9253640776699029,0.9032258064516129,0.9853155339805825,0.9518489979067634,0.04449037505903668,-0.013592233009708798,0.013622572815533973,0.8837032532684707,0.04287017330495591,0.07342657342657342,0.0
caregiver,B,intermediate_mapping,conduct,rf_stability_500,29,23,isotonic,0.155,0.9525544204126939,0.9333333333333333,0.875,0.9757281553398058,0.9253640776699029,0.9032258064516129,0.9792172330097088,0.9432980300576859,0.04352151714791664,0.016262135922330057,0.008252427184466005,0.8837032532684707,0.04287017330495591,0.07342657342657342,0.0
caregiver,B,intermediate_mapping,conduct,rf_stability_500,47,23,isotonic,0.155,0.9525544204126939,0.9459459459459459,0.875,0.9805825242718447,0.9277912621359223,0.9090909090909091,0.9847997572815533,0.9488797268536175,0.042714163660140886,0.008616504854368934,0.021601941747572795,0.8837032532684707,0.04287017330495591,0.07342657342657342,0.0
caregiver,B,intermediate_mapping,conduct,rf_stability_500,83,23,isotonic,0.16999999999999998,0.9525544204126939,0.9333333333333333,0.875,0.9757281553398058,0.9253640776699029,0.9032258064516129,0.9805521844660194,0.9468391579332276,0.0440787012163081,0.008980582524271807,0.016929611650485454,0.8837032532684707,0.04287017330495591,0.07342657342657342,0.0
caregiver,B,intermediate_mapping,conduct,rf_deep_650,11,23,isotonic,0.33499999999999996,0.9504476878560778,0.971830985915493,0.8625,0.9902912621359223,0.9263956310679612,0.9139072847682119,0.9858009708737864,0.9564720266344897,0.04042426868527511,0.05485436893203888,0.004490291262135904,0.8837032532684707,0.04287017330495591,0.07342657342657342,0.0
caregiver,B,intermediate_mapping,conduct,rf_deep_650,29,23,isotonic,0.15,0.9525544204126939,0.9583333333333334,0.8625,0.9854368932038835,0.9239684466019418,0.9078947368421053,0.9780339805825242,0.9420701497782398,0.045150964433985814,0.006553398058252391,0.009466019417475768,0.8837032532684707,0.04287017330495591,0.07342657342657342,0.0
caregiver,B,intermediate_mapping,conduct,rf_deep_650,47,23,isotonic,0.15,0.9525544204126939,0.9583333333333334,0.8625,0.9854368932038835,0.9239684466019418,0.9078947368421053,0.9810679611650485,0.9510956937192322,0.04187179203841304,0.00030339805825241317,0.009981796116504904,0.8837032532684707,0.04287017330495591,0.07342657342657342,0.0
caregiver,B,intermediate_mapping,conduct,rf_deep_650,83,23,isotonic,0.15,0.9525544204126939,0.9452054794520548,0.8625,0.9805825242718447,0.9215412621359224,0.9019607843137255,0.9807949029126213,0.9505813003750525,0.041110122939554745,0.01383495145631064,0.011377427184466049,0.8837032532684707,0.04287017330495591,0.07342657342657342,0.0
caregiver,B,intermediate_mapping,elimination,rf_compact_350,11,17,isotonic,0.505,0.8600839676329673,0.9272727272727272,0.6335403726708074,0.936,0.7847701863354037,0.7527675276752768,0.8579378881987577,0.860764345282139,0.15030606509714883,-0.012372670807453412,0.13356521739130434,0.9119703825586178,0.0,0.08802961744138214,0.0
caregiver,B,intermediate_mapping,elimination,rf_compact_350,29,17,isotonic,0.505,0.8604582234722378,0.9252336448598131,0.6149068322981367,0.936,0.7754534161490684,0.7388059701492538,0.8766211180124223,0.8819049775552372,0.14896681600627035,-0.02258385093167703,0.12714285714285717,0.9119703825586178,0.0,0.08802961744138214,0.0
