trial_id,stage,mode,role,domain,feature_set_id,config_id,seed,calibration,threshold_policy,threshold,n_features,selected_for_stage2,val_objective,overfit_gap_ba
999,stage1,caregiver_2_3,caregiver,anxiety,engineered_pruned,rf_precision_push,20261101,none,default_0_5,0.5,68,no,0.8471494419976421,0.039113839373549064
1000,stage1,caregiver_2_3,caregiver,anxiety,engineered_pruned,rf_recall_guard,20261101,none,default_0_5,0.5,68,no,0.8216653454915961,0.09154763310116865
1001,stage1,caregiver_2_3,caregiver,anxiety,engineered_pruned,rf_regularized,20261101,none,default_0_5,0.5,68,no,0.8315315504589764,0.02917797977413139
1002,stage1,caregiver_2_3,caregiver,anxiety,engineered_pruned,rf_pos_weight_mid,20261101,none,default_0_5,0.5,68,no,0.8405981161877899,0.047888875772242545
1003,stage1,caregiver_2_3,caregiver,anxiety,engineered_compact,rf_baseline,20261101,none,default_0_5,0.5,43,no,0.8257032942813319,0.08379569511667251
1004,stage1,caregiver_2_3,caregiver,anxiety,engineered_compact,rf_balanced_subsample,20261101,none,default_0_5,0.5,43,no,0.8126130576958563,0.07579782001337909
1005,stage1,caregiver_2_3,caregiver,anxiety,engineered_compact,rf_precision_push,20261101,none,default_0_5,0.5,43,no,0.8359484870341443,0.05243379372761958
1006,stage1,caregiver_2_3,caregiver,anxiety,engineered_compact,rf_recall_guard,20261101,none,default_0_5,0.5,43,no,0.8250701294852897,0.08531066776846497
1007,stage1,caregiver_2_3,caregiver,anxiety,engineered_compact,rf_regularized,20261101,none,default_0_5,0.5,43,no,0.8338505456520771,0.027485932396804746
1008,stage1,caregiver_2_3,caregiver,anxiety,engineered_compact,rf_pos_weight_mid,20261101,none,default_0_5,0.5,43,no,0.8393342785537582,0.0463739031204502
1009,stage2,caregiver_2_3,caregiver,anxiety,compact_subset,rf_pos_weight_mid,20261101,none,default_0_5,0.5,44,yes,0.8522975029228151,0.05528666430567042
1010,stage2,caregiver_2_3,caregiver,anxiety,compact_subset,rf_pos_weight_mid,20261101,none,balanced,0.4799999999999999,44,yes,0.8521763051106718,0.056801636957462764
1011,stage2,caregiver_2_3,caregiver,anxiety,compact_subset,rf_pos_weight_mid,20261101,none,precision_oriented,0.6,44,yes,0.8487382672489138,0.056555699838665374
1012,stage2,caregiver_2_3,caregiver,anxiety,compact_subset,rf_pos_weight_mid,20261101,none,recall_guard,0.4799999999999999,44,yes,0.8521763051106718,0.056801636957462764
1013,stage2,caregiver_2_3,caregiver,anxiety,compact_subset,rf_pos_weight_mid,20261101,none,precision_min_recall,0.6,44,yes,0.8487382672489138,0.056555699838665374
1014,stage2,caregiver_2_3,caregiver,anxiety,compact_subset,rf_pos_weight_mid,20261101,none,recall_constrained,0.4799999999999999,44,yes,0.8521763051106718,0.056801636957462764
1015,stage2,caregiver_2_3,caregiver,anxiety,compact_subset,rf_pos_weight_mid,20261101,sigmoid,default_0_5,0.5,44,yes,0.8430039125846354,0.06279266517136906
1016,stage2,caregiver_2_3,caregiver,anxiety,compact_subset,rf_pos_weight_mid,20261101,sigmoid,balanced,0.35999999999999993,44,yes,0.8521072810627334,0.056801636957462764
1017,stage2,caregiver_2_3,caregiver,anxiety,compact_subset,rf_pos_weight_mid,20261101,sigmoid,precision_oriented,0.5449999999999999,44,yes,0.8486692432009754,0.056555699838665374
1018,stage2,caregiver_2_3,caregiver,anxiety,compact_subset,rf_pos_weight_mid,20261101,sigmoid,recall_guard,0.35999999999999993,44,yes,0.8521072810627334,0.056801636957462764
1019,stage2,caregiver_2_3,caregiver,anxiety,compact_subset,rf_pos_weight_mid,20261101,sigmoid,precision_min_recall,0.5449999999999999,44,yes,0.8486692432009754,0.056555699838665374
1020,stage2,caregiver_2_3,caregiver,anxiety,compact_subset,rf_pos_weight_mid,20261101,sigmoid,recall_constrained,0.35999999999999993,44,yes,0.8521072810627334,0.056801636957462764
1021,stage2,caregiver_2_3,caregiver,anxiety,compact_subset,rf_pos_weight_mid,20261101,isotonic,default_0_5,0.5,44,yes,0.8524805296260913,0.05528666430567042
1022,stage2,caregiver_2_3,caregiver,anxiety,compact_subset,rf_pos_weight_mid,20261101,isotonic,balanced,0.285,44,yes,0.852359331813948,0.056801636957462764
1023,stage2,caregiver_2_3,caregiver,anxiety,compact_subset,rf_pos_weight_mid,20261101,isotonic,precision_oriented,0.7549999999999999,44,yes,0.84892129395219,0.056555699838665374
1024,stage2,caregiver_2_3,caregiver,anxiety,compact_subset,rf_pos_weight_mid,20261101,isotonic,recall_guard,0.285,44,yes,0.852359331813948,0.056801636957462764
1025,stage2,caregiver_2_3,caregiver,anxiety,compact_subset,rf_pos_weight_mid,20261101,isotonic,precision_min_recall,0.7549999999999999,44,yes,0.84892129395219,0.056555699838665374
1026,stage2,caregiver_2_3,caregiver,anxiety,compact_subset,rf_pos_weight_mid,20261101,isotonic,recall_constrained,0.285,44,yes,0.852359331813948,0.056801636957462764
1027,stage2,caregiver_2_3,caregiver,anxiety,compact_subset,rf_pos_weight_mid,20261119,none,default_0_5,0.5,44,yes,0.8472239787595812,0.05697871168299695
1028,stage2,caregiver_2_3,caregiver,anxiety,compact_subset,rf_pos_weight_mid,20261119,none,balanced,0.5199999999999999,44,yes,0.8524832413602083,0.052256719002085505
1029,stage2,caregiver_2_3,caregiver,anxiety,compact_subset,rf_pos_weight_mid,20261119,none,precision_oriented,0.6,44,yes,0.8486816100620201,0.056555699838665374
1030,stage2,caregiver_2_3,caregiver,anxiety,compact_subset,rf_pos_weight_mid,20261119,none,recall_guard,0.5199999999999999,44,yes,0.8524832413602083,0.052256719002085505
1031,stage2,caregiver_2_3,caregiver,anxiety,compact_subset,rf_pos_weight_mid,20261119,none,precision_min_recall,0.6,44,yes,0.8486816100620201,0.056555699838665374
1032,stage2,caregiver_2_3,caregiver,anxiety,compact_subset,rf_pos_weight_mid,20261119,none,recall_constrained,0.5199999999999999,44,yes,0.8524832413602083,0.052256719002085505
1033,stage2,caregiver_2_3,caregiver,anxiety,compact_subset,rf_pos_weight_mid,20261119,sigmoid,default_0_5,0.5,44,yes,0.849565798995172,0.052010781883288226
1034,stage2,caregiver_2_3,caregiver,anxiety,compact_subset,rf_pos_weight_mid,20261119,sigmoid,balanced,0.4099999999999999,44,yes,0.8522578667761705,0.05419470349820954
1035,stage2,caregiver_2_3,caregiver,anxiety,compact_subset,rf_pos_weight_mid,20261119,sigmoid,precision_oriented,0.5399999999999999,44,yes,0.8486112742376724,0.056555699838665374
1036,stage2,caregiver_2_3,caregiver,anxiety,compact_subset,rf_pos_weight_mid,20261119,sigmoid,recall_guard,0.4099999999999999,44,yes,0.8522578667761705,0.05419470349820954
1037,stage2,caregiver_2_3,caregiver,anxiety,compact_subset,rf_pos_weight_mid,20261119,sigmoid,precision_min_recall,0.5399999999999999,44,yes,0.8486112742376724,0.056555699838665374
1038,stage2,caregiver_2_3,caregiver,anxiety,compact_subset,rf_pos_weight_mid,20261119,sigmoid,recall_constrained,0.4099999999999999,44,yes,0.8522578667761705,0.05419470349820954
1039,stage2,caregiver_2_3,caregiver,anxiety,compact_subset,rf_pos_weight_mid,20261119,isotonic,default_0_5,0.5,44,yes,0.853900043521783,0.05031873450596147
1040,stage2,caregiver_2_3,caregiver,anxiety,compact_subset,rf_pos_weight_mid,20261119,isotonic,balanced,0.33499999999999996,44,yes,0.8534349272427131,0.056132687994333574
1041,stage2,caregiver_2_3,caregiver,anxiety,compact_subset,rf_pos_weight_mid,20261119,isotonic,precision_oriented,0.7549999999999999,44,yes,0.8499433734639047,0.056555699838665374
1042,stage2,caregiver_2_3,caregiver,anxiety,compact_subset,rf_pos_weight_mid,20261119,isotonic,recall_guard,0.33499999999999996,44,yes,0.8534349272427131,0.056132687994333574
1043,stage2,caregiver_2_3,caregiver,anxiety,compact_subset,rf_pos_weight_mid,20261119,isotonic,precision_min_recall,0.7549999999999999,44,yes,0.8499433734639047,0.056555699838665374
1044,stage2,caregiver_2_3,caregiver,anxiety,compact_subset,rf_pos_weight_mid,20261119,isotonic,recall_constrained,0.33499999999999996,44,yes,0.8534349272427131,0.056132687994333574
1045,stage2,caregiver_2_3,caregiver,anxiety,stability_pruned_subset,rf_pos_weight_mid,20261101,none,default_0_5,0.5,49,yes,0.8519667202007046,0.05764766064612603
1046,stage2,caregiver_2_3,caregiver,anxiety,stability_pruned_subset,rf_pos_weight_mid,20261101,none,balanced,0.48999999999999994,49,yes,0.8520005611482512,0.05722464880179445
1047,stage2,caregiver_2_3,caregiver,anxiety,stability_pruned_subset,rf_pos_weight_mid,20261101,none,precision_oriented,0.625,49,yes,0.8487514029937295,0.05461771534254134
1048,stage2,caregiver_2_3,caregiver,anxiety,stability_pruned_subset,rf_pos_weight_mid,20261101,none,recall_guard,0.48999999999999994,49,yes,0.8520005611482512,0.05722464880179445
1049,stage2,caregiver_2_3,caregiver,anxiety,stability_pruned_subset,rf_pos_weight_mid,20261101,none,precision_min_recall,0.625,49,yes,0.8487514029937295,0.05461771534254134
1050,stage2,caregiver_2_3,caregiver,anxiety,stability_pruned_subset,rf_pos_weight_mid,20261101,none,recall_constrained,0.48999999999999994,49,yes,0.8520005611482512,0.05722464880179445
1051,stage2,caregiver_2_3,caregiver,anxiety,stability_pruned_subset,rf_pos_weight_mid,20261101,sigmoid,default_0_5,0.5,49,yes,0.8463559067861022,0.05504072718687292
1052,stage2,caregiver_2_3,caregiver,anxiety,stability_pruned_subset,rf_pos_weight_mid,20261101,sigmoid,balanced,0.37999999999999995,49,yes,0.851922569798187,0.05722464880179445
1053,stage2,caregiver_2_3,caregiver,anxiety,stability_pruned_subset,rf_pos_weight_mid,20261101,sigmoid,precision_oriented,0.585,49,yes,0.8486734116436654,0.05461771534254134
1054,stage2,caregiver_2_3,caregiver,anxiety,stability_pruned_subset,rf_pos_weight_mid,20261101,sigmoid,recall_guard,0.37999999999999995,49,yes,0.851922569798187,0.05722464880179445
1055,stage2,caregiver_2_3,caregiver,anxiety,stability_pruned_subset,rf_pos_weight_mid,20261101,sigmoid,precision_min_recall,0.585,49,yes,0.8486734116436654,0.05461771534254134
1056,stage2,caregiver_2_3,caregiver,anxiety,stability_pruned_subset,rf_pos_weight_mid,20261101,sigmoid,recall_constrained,0.37999999999999995,49,yes,0.851922569798187,0.05722464880179445
1057,stage2,caregiver_2_3,caregiver,anxiety,stability_pruned_subset,rf_pos_weight_mid,20261101,isotonic,default_0_5,0.5,49,yes,0.8526904839293659,0.05764766064612603
1058,stage2,caregiver_2_3,caregiver,anxiety,stability_pruned_subset,rf_pos_weight_mid,20261101,isotonic,balanced,0.30499999999999994,49,yes,0.8527243248769124,0.05722464880179445
1059,stage2,caregiver_2_3,caregiver,anxiety,stability_pruned_subset,rf_pos_weight_mid,20261101,isotonic,precision_oriented,0.7549999999999999,49,yes,0.8493201279627008,0.056555699838665374
1060,stage2,caregiver_2_3,caregiver,anxiety,stability_pruned_subset,rf_pos_weight_mid,20261101,isotonic,recall_guard,0.30499999999999994,49,yes,0.8527243248769124,0.05722464880179445
1061,stage2,caregiver_2_3,caregiver,anxiety,stability_pruned_subset,rf_pos_weight_mid,20261101,isotonic,precision_min_recall,0.7549999999999999,49,yes,0.8493201279627008,0.056555699838665374
1062,stage2,caregiver_2_3,caregiver,anxiety,stability_pruned_subset,rf_pos_weight_mid,20261101,isotonic,recall_constrained,0.30499999999999994,49,yes,0.8527243248769124,0.05722464880179445
1063,stage2,caregiver_2_3,caregiver,anxiety,stability_pruned_subset,rf_pos_weight_mid,20261119,none,default_0_5,0.5,49,yes,0.8463561290394335,0.05849368433478941
1064,stage2,caregiver_2_3,caregiver,anxiety,stability_pruned_subset,rf_pos_weight_mid,20261119,none,balanced,0.5249999999999999,49,yes,0.851891628211894,0.05031873450596147
1065,stage2,caregiver_2_3,caregiver,anxiety,stability_pruned_subset,rf_pos_weight_mid,20261119,none,precision_oriented,0.6449999999999999,49,yes,0.8484000744330856,0.05074174635029327
1066,stage2,caregiver_2_3,caregiver,anxiety,stability_pruned_subset,rf_pos_weight_mid,20261119,none,recall_guard,0.5249999999999999,49,yes,0.851891628211894,0.05031873450596147
1067,stage2,caregiver_2_3,caregiver,anxiety,stability_pruned_subset,rf_pos_weight_mid,20261119,none,precision_min_recall,0.6449999999999999,49,yes,0.8484000744330856,0.05074174635029327
1068,stage2,caregiver_2_3,caregiver,anxiety,stability_pruned_subset,rf_pos_weight_mid,20261119,none,recall_constrained,0.5249999999999999,49,yes,0.851891628211894,0.05031873450596147
1069,stage2,caregiver_2_3,caregiver,anxiety,stability_pruned_subset,rf_pos_weight_mid,20261119,sigmoid,default_0_5,0.5,49,yes,0.8457109786189622,0.05504072718687292
1070,stage2,caregiver_2_3,caregiver,anxiety,stability_pruned_subset,rf_pos_weight_mid,20261119,sigmoid,balanced,0.42499999999999993,49,yes,0.8518301147747137,0.05031873450596147
1071,stage2,caregiver_2_3,caregiver,anxiety,stability_pruned_subset,rf_pos_weight_mid,20261119,sigmoid,precision_oriented,0.605,49,yes,0.8483385609959053,0.05074174635029327
1072,stage2,caregiver_2_3,caregiver,anxiety,stability_pruned_subset,rf_pos_weight_mid,20261119,sigmoid,recall_guard,0.42499999999999993,49,yes,0.8518301147747137,0.05031873450596147
1073,stage2,caregiver_2_3,caregiver,anxiety,stability_pruned_subset,rf_pos_weight_mid,20261119,sigmoid,precision_min_recall,0.605,49,yes,0.8483385609959053,0.05074174635029327
1074,stage2,caregiver_2_3,caregiver,anxiety,stability_pruned_subset,rf_pos_weight_mid,20261119,sigmoid,recall_constrained,0.42499999999999993,49,yes,0.8518301147747137,0.05031873450596147
1075,stage2,caregiver_2_3,caregiver,anxiety,stability_pruned_subset,rf_pos_weight_mid,20261119,isotonic,default_0_5,0.5,49,yes,0.8526662765000831,0.05031873450596147
1076,stage2,caregiver_2_3,caregiver,anxiety,stability_pruned_subset,rf_pos_weight_mid,20261119,isotonic,balanced,0.295,49,yes,0.8526662765000831,0.05031873450596147
1077,stage2,caregiver_2_3,caregiver,anxiety,stability_pruned_subset,rf_pos_weight_mid,20261119,isotonic,precision_oriented,0.7549999999999999,49,yes,0.8491747227212748,0.05074174635029327
1078,stage2,caregiver_2_3,caregiver,anxiety,stability_pruned_subset,rf_pos_weight_mid,20261119,isotonic,recall_guard,0.295,49,yes,0.8526662765000831,0.05031873450596147
1079,stage2,caregiver_2_3,caregiver,anxiety,stability_pruned_subset,rf_pos_weight_mid,20261119,isotonic,precision_min_recall,0.7549999999999999,49,yes,0.8491747227212748,0.05074174635029327
1080,stage2,caregiver_2_3,caregiver,anxiety,stability_pruned_subset,rf_pos_weight_mid,20261119,isotonic,recall_constrained,0.295,49,yes,0.8526662765000831,0.05031873450596147
1081,stage1,caregiver_2_3,caregiver,depression,full_eligible,rf_baseline,20261101,none,default_0_5,0.5,98,no,0.7644497886861041,0.151550435102341
1082,stage1,caregiver_2_3,caregiver,depression,full_eligible,rf_balanced_subsample,20261101,none,default_0_5,0.5,98,no,0.7634153089574985,0.1280012164096327
1083,stage1,caregiver_2_3,caregiver,depression,full_eligible,rf_precision_push,20261101,none,default_0_5,0.5,98,yes,0.8057449989926342,0.06760601922872911
1084,stage1,caregiver_2_3,caregiver,depression,full_eligible,rf_recall_guard,20261101,none,default_0_5,0.5,98,no,0.7650361968472834,0.151550435102341
1085,stage1,caregiver_2_3,caregiver,depression,full_eligible,rf_regularized,20261101,none,default_0_5,0.5,98,no,0.8030370366949691,0.043613095896999354
1086,stage1,caregiver_2_3,caregiver,depression,full_eligible,rf_pos_weight_mid,20261101,none,default_0_5,0.5,98,no,0.7943726717666749,0.08887839973792167
1087,stage1,caregiver_2_3,caregiver,depression,compact_subset,rf_baseline,20261101,none,default_0_5,0.5,44,no,0.759632326341565,0.14388380428774028
1088,stage1,caregiver_2_3,caregiver,depression,compact_subset,rf_balanced_subsample,20261101,none,default_0_5,0.5,44,no,0.7769058899644291,0.09918915426197206
1089,stage1,caregiver_2_3,caregiver,depression,compact_subset,rf_precision_push,20261101,none,default_0_5,0.5,44,no,0.796998682721101,0.06603694938973814
1090,stage1,caregiver_2_3,caregiver,depression,compact_subset,rf_recall_guard,20261101,none,default_0_5,0.5,44,no,0.7666095782029385,0.1394086495968202
1091,stage1,caregiver_2_3,caregiver,depression,compact_subset,rf_regularized,20261101,none,default_0_5,0.5,44,no,0.8000729903789474,0.03924251153445246
1092,stage1,caregiver_2_3,caregiver,depression,compact_subset,rf_pos_weight_mid,20261101,none,default_0_5,0.5,44,no,0.7912484334323096,0.08683863469290332
1093,stage1,caregiver_2_3,caregiver,depression,balanced_subset,rf_baseline,20261101,none,default_0_5,0.5,54,no,0.7681003338989142,0.12846980905263594
1094,stage1,caregiver_2_3,caregiver,depression,balanced_subset,rf_balanced_subsample,20261101,none,default_0_5,0.5,54,no,0.7673721154540346,0.10654299664461697
1095,stage1,caregiver_2_3,caregiver,depression,balanced_subset,rf_precision_push,20261101,none,default_0_5,0.5,54,no,0.8019786743737822,0.059520978372287425
1096,stage1,caregiver_2_3,caregiver,depression,balanced_subset,rf_recall_guard,20261101,none,default_0_5,0.5,54,no,0.7765675190338865,0.12799806256509616
1097,stage1,caregiver_2_3,caregiver,depression,balanced_subset,rf_regularized,20261101,none,default_0_5,0.5,54,no,0.7869687401481645,0.055571551302919686
1098,stage1,caregiver_2_3,caregiver,depression,balanced_subset,rf_pos_weight_mid,20261101,none,default_0_5,0.5,54,no,0.795145161550029,0.07911866743260387
1099,stage1,caregiver_2_3,caregiver,depression,precision_oriented_subset,rf_baseline,20261101,none,default_0_5,0.5,39,no,0.7702422433051916,0.10698565000212612
1100,stage1,caregiver_2_3,caregiver,depression,precision_oriented_subset,rf_balanced_subsample,20261101,none,default_0_5,0.5,39,no,0.7763562012836231,0.10361202378870571
1101,stage1,caregiver_2_3,caregiver,depression,precision_oriented_subset,rf_precision_push,20261101,none,default_0_5,0.5,39,no,0.7979626280684309,0.06394384789902108
1102,stage1,caregiver_2_3,caregiver,depression,precision_oriented_subset,rf_recall_guard,20261101,none,default_0_5,0.5,39,no,0.7747477430864981,0.1069593041234338
1103,stage1,caregiver_2_3,caregiver,depression,precision_oriented_subset,rf_regularized,20261101,none,default_0_5,0.5,39,no,0.7952062037529419,0.03715151260675964
1104,stage1,caregiver_2_3,caregiver,depression,precision_oriented_subset,rf_pos_weight_mid,20261101,none,default_0_5,0.5,39,no,0.7979765410125804,0.0733882826161607
1105,stage1,caregiver_2_3,caregiver,depression,stability_pruned_subset,rf_baseline,20261101,none,default_0_5,0.5,49,no,0.7871279265945864,0.11656258752938997
1106,stage1,caregiver_2_3,caregiver,depression,stability_pruned_subset,rf_balanced_subsample,20261101,none,default_0_5,0.5,49,no,0.7772933714711284,0.09960756430381312
1107,stage1,caregiver_2_3,caregiver,depression,stability_pruned_subset,rf_precision_push,20261101,none,default_0_5,0.5,49,no,0.796901386822246,0.06841900258994116
1108,stage1,caregiver_2_3,caregiver,depression,stability_pruned_subset,rf_recall_guard,20261101,none,default_0_5,0.5,49,no,0.7625561585689271,0.13618977631293527
1109,stage1,caregiver_2_3,caregiver,depression,stability_pruned_subset,rf_regularized,20261101,none,default_0_5,0.5,49,no,0.7951957695953843,0.049762942036795765
1110,stage1,caregiver_2_3,caregiver,depression,stability_pruned_subset,rf_pos_weight_mid,20261101,none,default_0_5,0.5,49,no,0.7939395612990666,0.08278189004382408
1111,stage1,caregiver_2_3,caregiver,depression,engineered_full,rf_baseline,20261101,none,default_0_5,0.5,107,no,0.7602011309249607,0.1321853168280427
1112,stage1,caregiver_2_3,caregiver,depression,engineered_full,rf_balanced_subsample,20261101,none,default_0_5,0.5,107,no,0.754986377023338,0.10863714941684643
1113,stage1,caregiver_2_3,caregiver,depression,engineered_full,rf_precision_push,20261101,none,default_0_5,0.5,107,no,0.7953879553003961,0.09322409609648663
1114,stage1,caregiver_2_3,caregiver,depression,engineered_full,rf_recall_guard,20261101,none,default_0_5,0.5,107,no,0.7549032002504129,0.14312415737222706
1115,stage1,caregiver_2_3,caregiver,depression,engineered_full,rf_regularized,20261101,none,default_0_5,0.5,107,no,0.7878357569973307,0.0551008560968923
1116,stage1,caregiver_2_3,caregiver,depression,engineered_full,rf_pos_weight_mid,20261101,none,default_0_5,0.5,107,no,0.785039540563665,0.09693960387189338
1117,stage1,caregiver_2_3,caregiver,depression,engineered_pruned,rf_baseline,20261101,none,default_0_5,0.5,68,no,0.7589155090812374,0.1321853168280427
1118,stage1,caregiver_2_3,caregiver,depression,engineered_pruned,rf_balanced_subsample,20261101,none,default_0_5,0.5,68,no,0.764011472852185,0.10612458660277602
1119,stage1,caregiver_2_3,caregiver,depression,engineered_pruned,rf_precision_push,20261101,none,default_0_5,0.5,68,yes,0.800012434307504,0.08100408614128507
1120,stage1,caregiver_2_3,caregiver,depression,engineered_pruned,rf_recall_guard,20261101,none,default_0_5,0.5,68,no,0.7631220192397299,0.13051062537916658
1121,stage1,caregiver_2_3,caregiver,depression,engineered_pruned,rf_regularized,20261101,none,default_0_5,0.5,68,no,0.7842894592804506,0.051097447893511894
1122,stage1,caregiver_2_3,caregiver,depression,engineered_pruned,rf_pos_weight_mid,20261101,none,default_0_5,0.5,68,no,0.7925129209167745,0.09042363285444277
1123,stage1,caregiver_2_3,caregiver,depression,engineered_compact,rf_baseline,20261101,none,default_0_5,0.5,43,no,0.7718721821330561,0.13247321725601624
1124,stage1,caregiver_2_3,caregiver,depression,engineered_compact,rf_balanced_subsample,20261101,none,default_0_5,0.5,43,no,0.7749498634810082,0.0939294646515565
1125,stage1,caregiver_2_3,caregiver,depression,engineered_compact,rf_precision_push,20261101,none,default_0_5,0.5,43,no,0.7994950004660663,0.07407075636350546
1126,stage1,caregiver_2_3,caregiver,depression,engineered_compact,rf_recall_guard,20261101,none,default_0_5,0.5,43,no,0.7657926687860866,0.12566934581059197
1127,stage1,caregiver_2_3,caregiver,depression,engineered_compact,rf_regularized,20261101,none,default_0_5,0.5,43,no,0.7849883853419672,0.04654617131593519
1128,stage1,caregiver_2_3,caregiver,depression,engineered_compact,rf_pos_weight_mid,20261101,none,default_0_5,0.5,43,no,0.7939706702742848,0.08307084175330992
1129,stage2,caregiver_2_3,caregiver,depression,full_eligible,rf_precision_push,20261101,none,default_0_5,0.5,98,yes,0.8070971193772087,0.06760601922872911
1130,stage2,caregiver_2_3,caregiver,depression,full_eligible,rf_precision_push,20261101,none,balanced,0.38499999999999995,98,yes,0.8032822012325456,0.038977396547436705
1131,stage2,caregiver_2_3,caregiver,depression,full_eligible,rf_precision_push,20261101,none,precision_oriented,0.7649999999999999,98,yes,0.7850757995404911,0.10166637067867967
1132,stage2,caregiver_2_3,caregiver,depression,full_eligible,rf_precision_push,20261101,none,recall_guard,0.4049999999999999,98,yes,0.8071691200113705,0.042195218549809344
1133,stage2,caregiver_2_3,caregiver,depression,full_eligible,rf_precision_push,20261101,none,precision_min_recall,0.7649999999999999,98,yes,0.7850757995404911,0.10166637067867967
1134,stage2,caregiver_2_3,caregiver,depression,full_eligible,rf_precision_push,20261101,none,recall_constrained,0.48999999999999994,98,yes,0.8109007624769309,0.06150845825311935
1135,stage2,caregiver_2_3,caregiver,depression,full_eligible,rf_precision_push,20261101,sigmoid,default_0_5,0.5,98,yes,0.7766050021770015,0.10748888940915147
1136,stage2,caregiver_2_3,caregiver,depression,full_eligible,rf_precision_push,20261101,sigmoid,balanced,0.24,98,yes,0.8031157722541802,0.03939580658927766
1137,stage2,caregiver_2_3,caregiver,depression,full_eligible,rf_precision_push,20261101,sigmoid,precision_oriented,0.7649999999999999,98,yes,0.784942843365473,0.10166637067867967
1138,stage2,caregiver_2_3,caregiver,depression,full_eligible,rf_precision_push,20261101,sigmoid,recall_guard,0.25999999999999995,98,yes,0.80687289853023,0.04423603487633998
1139,stage2,caregiver_2_3,caregiver,depression,full_eligible,rf_precision_push,20261101,sigmoid,precision_min_recall,0.7649999999999999,98,yes,0.784942843365473,0.10166637067867967
1140,stage2,caregiver_2_3,caregiver,depression,full_eligible,rf_precision_push,20261101,sigmoid,recall_constrained,0.36999999999999994,98,yes,0.8107678063019128,0.06150845825311935
1141,stage2,caregiver_2_3,caregiver,depression,full_eligible,rf_precision_push,20261101,isotonic,default_0_5,0.5,98,yes,0.8082866100129822,0.042195218549809344
1142,stage2,caregiver_2_3,caregiver,depression,full_eligible,rf_precision_push,20261101,isotonic,balanced,0.25499999999999995,98,yes,0.8044331640375044,0.03855898650559575
1143,stage2,caregiver_2_3,caregiver,depression,full_eligible,rf_precision_push,20261101,isotonic,precision_oriented,0.735,98,yes,0.7860300242359805,0.10370718700521031
1144,stage2,caregiver_2_3,caregiver,depression,full_eligible,rf_precision_push,20261101,isotonic,recall_guard,0.33499999999999996,98,yes,0.8081233447068598,0.04423603487633998
1145,stage2,caregiver_2_3,caregiver,depression,full_eligible,rf_precision_push,20261101,isotonic,precision_min_recall,0.735,98,yes,0.7860300242359805,0.10370718700521031
1146,stage2,caregiver_2_3,caregiver,depression,full_eligible,rf_precision_push,20261101,isotonic,recall_constrained,0.5049999999999999,98,yes,0.8120182524785425,0.06150845825311935
1147,stage2,caregiver_2_3,caregiver,depression,full_eligible,rf_precision_push,20261119,none,default_0_5,0.5,98,yes,0.7958768123875412,0.0842762958708686
1148,stage2,caregiver_2_3,caregiver,depression,full_eligible,rf_precision_push,20261119,none,balanced,0.4499999999999999,98,yes,0.8199965963473964,0.03439597555831708
1149,stage2,caregiver_2_3,caregiver,depression,full_eligible,rf_precision_push,20261119,none,precision_oriented,0.7649999999999999,98,yes,0.7817393004054008,0.10776393165428944
1150,stage2,caregiver_2_3,caregiver,depression,full_eligible,rf_precision_push,20261119,none,recall_guard,0.4499999999999999,98,yes,0.8199965963473964,0.03439597555831708
1151,stage2,caregiver_2_3,caregiver,depression,full_eligible,rf_precision_push,20261119,none,precision_min_recall,0.74,98,yes,0.7802753000806159,0.1049883564162275
1152,stage2,caregiver_2_3,caregiver,depression,full_eligible,rf_precision_push,20261119,none,recall_constrained,0.4499999999999999,98,yes,0.8199965963473964,0.03439597555831708
1153,stage2,caregiver_2_3,caregiver,depression,full_eligible,rf_precision_push,20261119,sigmoid,default_0_5,0.5,98,yes,0.7812270397672433,0.0952688794539499
1154,stage2,caregiver_2_3,caregiver,depression,full_eligible,rf_precision_push,20261119,sigmoid,balanced,0.30999999999999994,98,yes,0.8198819143390054,0.03439597555831708
1155,stage2,caregiver_2_3,caregiver,depression,full_eligible,rf_precision_push,20261119,sigmoid,precision_oriented,0.7649999999999999,98,yes,0.7747516743049985,0.11791823727897821
1156,stage2,caregiver_2_3,caregiver,depression,full_eligible,rf_precision_push,20261119,sigmoid,recall_guard,0.30999999999999994,98,yes,0.8198819143390054,0.03439597555831708
1157,stage2,caregiver_2_3,caregiver,depression,full_eligible,rf_precision_push,20261119,sigmoid,precision_min_recall,0.735,98,yes,0.7801606180722248,0.1049883564162275
1158,stage2,caregiver_2_3,caregiver,depression,full_eligible,rf_precision_push,20261119,sigmoid,recall_constrained,0.30999999999999994,98,yes,0.8198819143390054,0.03439597555831708
1159,stage2,caregiver_2_3,caregiver,depression,full_eligible,rf_precision_push,20261119,isotonic,default_0_5,0.5,98,yes,0.8198885505478778,0.03439597555831708
1160,stage2,caregiver_2_3,caregiver,depression,full_eligible,rf_precision_push,20261119,isotonic,balanced,0.21499999999999997,98,yes,0.8198885505478778,0.03439597555831708
1161,stage2,caregiver_2_3,caregiver,depression,full_eligible,rf_precision_push,20261119,isotonic,precision_oriented,0.73,98,yes,0.7816312546058821,0.10776393165428944
1162,stage2,caregiver_2_3,caregiver,depression,full_eligible,rf_precision_push,20261119,isotonic,recall_guard,0.21499999999999997,98,yes,0.8198885505478778,0.03439597555831708
