trial_id,stage,mode,role,domain,feature_set_id,config_id,seed,calibration,threshold_policy,threshold,n_features,stage_score,selected_for_stage2,train_precision,train_recall,train_specificity,train_balanced_accuracy,train_f1,train_roc_auc,train_pr_auc,train_brier,train_accuracy,val_precision,val_recall,val_specificity,val_balanced_accuracy,val_f1,val_roc_auc,val_pr_auc,val_brier,val_accuracy,val_objective,overfit_gap_ba,threshold_policy_score,holdout_precision,holdout_recall,holdout_specificity,holdout_balanced_accuracy,holdout_f1,holdout_roc_auc,holdout_pr_auc,holdout_brier,holdout_accuracy
11,stage1,caregiver_1_3,caregiver,adhd,compact_subset,rf_regularized,20261101,none,default_0_5,0.5,22,0.6623643161171592,no,0.7135549872122762,0.9893617021276596,0.9032815198618307,0.9463216109947452,0.8291233283803864,0.9834944083097539,0.9327316695075986,0.05603830499234624,0.9201388888888888,0.652542372881356,0.8191489361702128,0.8937823834196891,0.8564656597949509,0.7264150943396226,0.9437493109910704,0.7175368540110898,0.07862904506511738,0.8791666666666667,0.6623643161171592,0.08985595119979428,,,,,,,,,,
12,stage1,caregiver_1_3,caregiver,adhd,compact_subset,rf_pos_weight_mid,20261101,none,default_0_5,0.5,22,0.6340457696062843,no,0.9090909090909091,0.9929078014184397,0.9758203799654577,0.9843640906919486,0.9491525423728814,0.9986464802361615,0.9945293800793403,0.03102521122122022,0.9791666666666666,0.6666666666666666,0.7021276595744681,0.9145077720207254,0.8083177157975967,0.6839378238341969,0.9398908609855585,0.7060314998444812,0.07888684114779729,0.8729166666666667,0.6340457696062843,0.17604637489435193,,,,,,,,,,
13,stage1,caregiver_1_3,caregiver,adhd,balanced_subset,rf_baseline,20261101,none,default_0_5,0.5,27,0.6377054716722087,no,1.0,0.9964539007092199,1.0,0.99822695035461,0.9982238010657194,0.9999969377380908,0.9999874696138135,0.019456282479736388,0.9993055555555556,0.6847826086956522,0.6702127659574468,0.9248704663212435,0.7975416161393452,0.6774193548387096,0.9452651306360931,0.7308389504811386,0.07651642425397664,0.875,0.6377054716722087,0.2006853342152648,,,,,,,,,,
14,stage1,caregiver_1_3,caregiver,adhd,balanced_subset,rf_balanced_subsample,20261101,none,default_0_5,0.5,27,0.6504461091885272,no,0.8676923076923077,1.0,0.9628670120898101,0.9814335060449051,0.929159802306425,0.999347738213354,0.9972441603230504,0.030813473437849924,0.9701388888888889,0.6868686868686869,0.723404255319149,0.9196891191709845,0.8215466872450667,0.7046632124352331,0.9443280784918973,0.7124897703537979,0.07590591016722709,0.88125,0.6504461091885272,0.15988681879983835,,,,,,,,,,
15,stage1,caregiver_1_3,caregiver,adhd,balanced_subset,rf_precision_push,20261101,none,default_0_5,0.5,27,0.6451749275355187,no,0.8961038961038961,0.9787234042553191,0.9723661485319517,0.9755447763936353,0.9355932203389831,0.9974644471392349,0.990291074878296,0.03445432310509217,0.9736111111111111,0.6767676767676768,0.7127659574468085,0.917098445595855,0.8149322015213317,0.694300518134715,0.9421232499173189,0.7213043465721084,0.07707490221376988,0.8770833333333333,0.6451749275355187,0.16061257487230363,,,,,,,,,,
16,stage1,caregiver_1_3,caregiver,adhd,balanced_subset,rf_recall_guard,20261101,none,default_0_5,0.5,27,0.6349637851795882,no,0.9929577464788732,1.0,0.998272884283247,0.9991364421416236,0.9964664310954063,0.9999846886904544,0.9999369005495791,0.02091463046908809,0.9986111111111111,0.6888888888888889,0.6595744680851063,0.927461139896373,0.7935178039907397,0.6739130434782609,0.9452375702789109,0.7204283578315964,0.07635913421068179,0.875,0.6349637851795882,0.20561863815088388,,,,,,,,,,
17,stage1,caregiver_1_3,caregiver,adhd,balanced_subset,rf_regularized,20261101,none,default_0_5,0.5,27,0.6646960585550561,no,0.7209302325581395,0.9893617021276596,0.9067357512953368,0.9480487267114982,0.8340807174887892,0.9878060730778181,0.9497362697687582,0.05258198207326197,0.9229166666666667,0.6475409836065574,0.8404255319148937,0.8886010362694301,0.8645132840921619,0.7314814814814815,0.9438319920626171,0.7154382527824039,0.07839271875092815,0.8791666666666667,0.6646960585550561,0.08353544261933632,,,,,,,,,,
18,stage1,caregiver_1_3,caregiver,adhd,balanced_subset,rf_pos_weight_mid,20261101,none,default_0_5,0.5,27,0.6510555275822844,no,0.9269102990033222,0.9893617021276596,0.9810017271157168,0.9851817146216881,0.9571183533447685,0.9990966327368047,0.9961592743360939,0.02890683914344296,0.9826388888888888,0.6868686868686869,0.723404255319149,0.9196891191709845,0.8215466872450667,0.7046632124352331,0.9432532245617904,0.7184756513814181,0.07707115183643029,0.88125,0.6510555275822844,0.1636350273766214,,,,,,,,,,
19,stage1,caregiver_1_3,caregiver,adhd,precision_oriented_subset,rf_baseline,20261101,none,default_0_5,0.5,20,0.665712353858391,no,0.975609756097561,0.9929078014184397,0.9939550949913645,0.993431448204902,0.984182776801406,0.9999050698808167,0.9996203147006992,0.023223796501226444,0.99375,0.7282608695652174,0.7127659574468085,0.9352331606217616,0.823999559034285,0.7204301075268817,0.9473321574247602,0.7129485391541147,0.0752004001410524,0.8916666666666667,0.665712353858391,0.16943188917061702,,,,,,,,,,
20,stage1,caregiver_1_3,caregiver,adhd,precision_oriented_subset,rf_balanced_subsample,20261101,none,default_0_5,0.5,20,0.6728819362536418,no,0.8011363636363636,1.0,0.9395509499136442,0.9697754749568221,0.889589905362776,0.9966437609475863,0.9859312176192796,0.03738340869868162,0.9513888888888888,0.6952380952380952,0.776595744680851,0.917098445595855,0.846847095138353,0.7336683417085427,0.9495645463565208,0.733505325405758,0.07317874667594708,0.8895833333333333,0.6728819362536418,0.12292837981846916,,,,,,,,,,
21,stage1,caregiver_1_3,caregiver,adhd,precision_oriented_subset,rf_precision_push,20261101,none,default_0_5,0.5,20,0.6712231453237321,no,0.8379204892966361,0.9716312056737588,0.9542314335060449,0.9629313195899019,0.8998357963875205,0.9947880302306495,0.9800211386672438,0.03900039764316135,0.9576388888888889,0.7263157894736842,0.7340425531914894,0.9326424870466321,0.8333425201190607,0.7301587301587301,0.9450997684929996,0.7016108448692452,0.07550878428556522,0.89375,0.6712231453237321,0.12958879947084112,,,,,,,,,,
22,stage1,caregiver_1_3,caregiver,adhd,precision_oriented_subset,rf_recall_guard,20261101,none,default_0_5,0.5,20,0.6671896191712179,no,0.9559322033898305,1.0,0.9887737478411054,0.9943868739205527,0.9774696707105719,0.9997611435710874,0.9990167841325247,0.024418687448918563,0.9909722222222223,0.7282608695652174,0.7127659574468085,0.9352331606217616,0.823999559034285,0.7204301075268817,0.9485172527835961,0.7213566432979496,0.07445853590978138,0.8916666666666667,0.6671896191712179,0.17038731488626768,,,,,,,,,,
23,stage1,caregiver_1_3,caregiver,adhd,precision_oriented_subset,rf_regularized,20261101,none,default_0_5,0.5,20,0.6645919026882783,no,0.7088607594936709,0.9929078014184397,0.9006908462867013,0.9467993238525705,0.827178729689808,0.9807659329487132,0.9201360990859611,0.05877251171986199,0.91875,0.65,0.8297872340425532,0.8911917098445595,0.8604894719435563,0.7289719626168224,0.9478833645684048,0.7213924675571638,0.07654941189773375,0.8791666666666667,0.6645919026882783,0.08630985190901419,,,,,,,,,,
24,stage1,caregiver_1_3,caregiver,adhd,precision_oriented_subset,rf_pos_weight_mid,20261101,none,default_0_5,0.5,20,0.6656558049346901,no,0.8695652173913043,0.9929078014184397,0.9637305699481865,0.9783191856833131,0.9271523178807947,0.9979972807114248,0.9917995174893284,0.03337082952804879,0.9694444444444444,0.711340206185567,0.7340425531914894,0.927461139896373,0.8307518465439312,0.7225130890052356,0.9467533899239335,0.7168780854417373,0.07432871868504655,0.8895833333333333,0.6656558049346901,0.14756733913938191,,,,,,,,,,
