trial_id,stage,mode,role,domain,feature_set_id,config_id,seed,calibration,threshold_policy,threshold,n_features,stage_score,selected_for_stage2,train_precision,train_recall,train_specificity,train_balanced_accuracy,train_f1,train_roc_auc,train_pr_auc,train_brier,train_accuracy,val_precision,val_recall,val_specificity,val_balanced_accuracy,val_f1,val_roc_auc,val_pr_auc,val_brier,val_accuracy,val_objective,overfit_gap_ba,threshold_policy_score,holdout_precision,holdout_recall,holdout_specificity,holdout_balanced_accuracy,holdout_f1,holdout_roc_auc,holdout_pr_auc,holdout_brier,holdout_accuracy
527,stage1,caregiver_1_3,caregiver,depression,engineered_compact,rf_regularized,20261101,none,default_0_5,0.5,26,0.7034189390861875,no,0.7920792079207921,0.9795918367346939,0.9472803347280335,0.9634360857313637,0.8759124087591241,0.9925676714200324,0.9634883410092464,0.034319892823630946,0.9527777777777777,0.6517857142857143,0.8902439024390244,0.9020100502512562,0.8961269763451403,0.7525773195876289,0.9620970707194509,0.8376181555939796,0.06788210328910355,0.9,0.7034189390861875,0.06730910938622348,,,,,,,,,,
528,stage1,caregiver_1_3,caregiver,depression,engineered_compact,rf_pos_weight_mid,20261101,none,default_0_5,0.5,26,0.7058023140845613,no,0.9198473282442748,0.9836734693877551,0.9824267782426779,0.9830501238152165,0.9506903353057199,0.9988284518828452,0.9942922686831883,0.018892405649566093,0.9826388888888888,0.7142857142857143,0.7926829268292683,0.9346733668341709,0.8636781468317196,0.7514450867052023,0.9615761735506803,0.8355151419124401,0.06148184247691908,0.9104166666666667,0.7058023140845613,0.11937197698349689,,,,,,,,,,
529,stage2,caregiver_1_3,caregiver,depression,compact_subset,rf_recall_guard,20261101,none,default_0_5,0.5,22,,yes,0.9758064516129032,0.9877551020408163,0.994979079497908,0.9913670907693621,0.9817444219066938,0.9998599607206899,0.9993224352842582,0.014710308895643953,0.99375,0.8378378378378378,0.7560975609756098,0.9698492462311558,0.8629734036033827,0.7948717948717948,0.9700024512807942,0.8576736278682152,0.05444576890812804,0.9333333333333333,0.7576126046278582,0.12839368716597943,0.7678840996011366,0.8051948051948052,0.7560975609756098,0.9623115577889447,0.8592045593822772,0.779874213836478,0.9612391224414756,0.7774949619993705,0.05973225727351362,0.9270833333333334
530,stage2,caregiver_1_3,caregiver,depression,compact_subset,rf_recall_guard,20261101,none,balanced,0.3549999999999999,22,,yes,0.9245283018867925,1.0,0.9832635983263598,0.9916317991631799,0.9607843137254902,0.9998599607206899,0.9993224352842582,0.014710308895643953,0.9861111111111112,0.7087378640776699,0.8902439024390244,0.9246231155778895,0.9074335090084569,0.7891891891891892,0.9700024512807942,0.8576736278682152,0.05444576890812804,0.91875,0.7335933063282507,0.08419829015472302,0.8514018573195705,0.7115384615384616,0.9024390243902439,0.9246231155778895,0.9135310699840666,0.7956989247311828,0.9612391224414756,0.7774949619993705,0.05973225727351362,0.9208333333333333
531,stage2,caregiver_1_3,caregiver,depression,compact_subset,rf_recall_guard,20261101,none,precision_oriented,0.5249999999999999,22,,yes,0.987603305785124,0.9755102040816327,0.9974895397489539,0.9864998719152933,0.9815195071868583,0.9998599607206899,0.9993224352842582,0.014710308895643953,0.99375,0.8450704225352113,0.7317073170731707,0.9723618090452262,0.8520345630591984,0.7843137254901961,0.9700024512807942,0.8576736278682152,0.05444576890812804,0.93125,0.75495556265075,0.13446530885609487,0.8411738489522468,0.7916666666666666,0.6951219512195121,0.9623115577889447,0.8287167545042284,0.7402597402597403,0.9612391224414756,0.7774949619993705,0.05973225727351362,0.9166666666666666
532,stage2,caregiver_1_3,caregiver,depression,compact_subset,rf_recall_guard,20261101,none,recall_guard,0.48999999999999994,22,,yes,0.9758064516129032,0.9877551020408163,0.994979079497908,0.9913670907693621,0.9817444219066938,0.9998599607206899,0.9993224352842582,0.014710308895643953,0.99375,0.8205128205128205,0.7804878048780488,0.964824120603015,0.8726559627405319,0.8,0.9700024512807942,0.8576736278682152,0.05444576890812804,0.9333333333333333,0.7562200410119828,0.11871112802883022,0.825835897702721,0.7901234567901234,0.7804878048780488,0.957286432160804,0.8688871185194265,0.7852760736196319,0.9612391224414756,0.7774949619993705,0.05973225727351362,0.9270833333333334
533,stage2,caregiver_1_3,caregiver,depression,compact_subset,rf_recall_guard,20261101,none,precision_min_recall,0.5249999999999999,22,,yes,0.987603305785124,0.9755102040816327,0.9974895397489539,0.9864998719152933,0.9815195071868583,0.9998599607206899,0.9993224352842582,0.014710308895643953,0.99375,0.8450704225352113,0.7317073170731707,0.9723618090452262,0.8520345630591984,0.7843137254901961,0.9700024512807942,0.8576736278682152,0.05444576890812804,0.93125,0.75495556265075,0.13446530885609487,0.8383759571153864,0.7916666666666666,0.6951219512195121,0.9623115577889447,0.8287167545042284,0.7402597402597403,0.9612391224414756,0.7774949619993705,0.05973225727351362,0.9166666666666666
534,stage2,caregiver_1_3,caregiver,depression,compact_subset,rf_recall_guard,20261101,none,recall_constrained,0.49999999999999994,22,,yes,0.9758064516129032,0.9877551020408163,0.994979079497908,0.9913670907693621,0.9817444219066938,0.9998599607206899,0.9993224352842582,0.014710308895643953,0.99375,0.8378378378378378,0.7560975609756098,0.9698492462311558,0.8629734036033827,0.7948717948717948,0.9700024512807942,0.8576736278682152,0.05444576890812804,0.9333333333333333,0.7576126046278582,0.12839368716597943,0.8290031859368499,0.8051948051948052,0.7560975609756098,0.9623115577889447,0.8592045593822772,0.779874213836478,0.9612391224414756,0.7774949619993705,0.05973225727351362,0.9270833333333334
535,stage2,caregiver_1_3,caregiver,depression,compact_subset,rf_recall_guard,20261101,sigmoid,default_0_5,0.5,22,,yes,0.9957805907172996,0.963265306122449,0.999163179916318,0.9812142430193835,0.979253112033195,0.9998599607206899,0.9993224352842581,0.012667504769135076,0.9930555555555556,0.8382352941176471,0.6951219512195121,0.9723618090452262,0.8337418801323692,0.76,0.9700024512807942,0.8576736278682152,0.055594567633226816,0.925,0.743040262575438,0.14747236288701437,0.7548380516063992,0.7941176470588235,0.6585365853658537,0.964824120603015,0.8116803529844343,0.72,0.9612391224414756,0.7774949619993705,0.06072112176465202,0.9125
536,stage2,caregiver_1_3,caregiver,depression,compact_subset,rf_recall_guard,20261101,sigmoid,balanced,0.21499999999999997,22,,yes,0.9245283018867925,1.0,0.9832635983263598,0.9916317991631799,0.9607843137254902,0.9998599607206899,0.9993224352842581,0.012667504769135076,0.9861111111111112,0.7087378640776699,0.8902439024390244,0.9246231155778895,0.9074335090084569,0.7891891891891892,0.9700024512807942,0.8576736278682152,0.055594567633226816,0.91875,0.7335014024302428,0.08419829015472302,0.8514018573195705,0.7047619047619048,0.9024390243902439,0.9221105527638191,0.9122747885770315,0.7914438502673797,0.9612391224414756,0.7774949619993705,0.06072112176465202,0.91875
537,stage2,caregiver_1_3,caregiver,depression,compact_subset,rf_recall_guard,20261101,sigmoid,precision_oriented,0.42999999999999994,22,,yes,0.9795081967213115,0.9755102040816327,0.99581589958159,0.9856630518316114,0.9775051124744376,0.9998599607206899,0.9993224352842581,0.012667504769135076,0.9923611111111111,0.8450704225352113,0.7317073170731707,0.9723618090452262,0.8520345630591984,0.7843137254901961,0.9700024512807942,0.8576736278682152,0.055594567633226816,0.93125,0.7549306043594367,0.13362848877241296,0.8411738489522468,0.7945205479452054,0.7073170731707317,0.9623115577889447,0.8348143154798382,0.7483870967741936,0.9612391224414756,0.7774949619993705,0.06072112176465202,0.91875
538,stage2,caregiver_1_3,caregiver,depression,compact_subset,rf_recall_guard,20261101,sigmoid,recall_guard,0.38499999999999995,22,,yes,0.9758064516129032,0.9877551020408163,0.994979079497908,0.9913670907693621,0.9817444219066938,0.9998599607206899,0.9993224352842581,0.012667504769135076,0.99375,0.8205128205128205,0.7804878048780488,0.964824120603015,0.8726559627405319,0.8,0.9700024512807942,0.8576736278682152,0.055594567633226816,0.9333333333333333,0.7561281371139749,0.11871112802883022,0.825835897702721,0.7901234567901234,0.7804878048780488,0.957286432160804,0.8688871185194265,0.7852760736196319,0.9612391224414756,0.7774949619993705,0.06072112176465202,0.9270833333333334
539,stage2,caregiver_1_3,caregiver,depression,compact_subset,rf_recall_guard,20261101,sigmoid,precision_min_recall,0.42999999999999994,22,,yes,0.9795081967213115,0.9755102040816327,0.99581589958159,0.9856630518316114,0.9775051124744376,0.9998599607206899,0.9993224352842581,0.012667504769135076,0.9923611111111111,0.8450704225352113,0.7317073170731707,0.9723618090452262,0.8520345630591984,0.7843137254901961,0.9700024512807942,0.8576736278682152,0.055594567633226816,0.93125,0.7549306043594367,0.13362848877241296,0.8383759571153864,0.7945205479452054,0.7073170731707317,0.9623115577889447,0.8348143154798382,0.7483870967741936,0.9612391224414756,0.7774949619993705,0.06072112176465202,0.91875
540,stage2,caregiver_1_3,caregiver,depression,compact_subset,rf_recall_guard,20261101,sigmoid,recall_constrained,0.3999999999999999,22,,yes,0.9758064516129032,0.9877551020408163,0.994979079497908,0.9913670907693621,0.9817444219066938,0.9998599607206899,0.9993224352842581,0.012667504769135076,0.99375,0.8378378378378378,0.7560975609756098,0.9698492462311558,0.8629734036033827,0.7948717948717948,0.9700024512807942,0.8576736278682152,0.055594567633226816,0.9333333333333333,0.7575207007298502,0.12839368716597943,0.8290031859368499,0.8051948051948052,0.7560975609756098,0.9623115577889447,0.8592045593822772,0.779874213836478,0.9612391224414756,0.7774949619993705,0.06072112176465202,0.9270833333333334
541,stage2,caregiver_1_3,caregiver,depression,compact_subset,rf_recall_guard,20261101,isotonic,default_0_5,0.5,22,,yes,0.9758064516129032,0.9877551020408163,0.994979079497908,0.9913670907693621,0.9817444219066938,0.9997950644693023,0.9986894297364269,0.009626104082200864,0.99375,0.8205128205128205,0.7804878048780488,0.964824120603015,0.8726559627405319,0.8,0.9736793724721167,0.854974307234573,0.04821806988061397,0.9333333333333333,0.7562323792201284,0.11871112802883022,0.7657292694624348,0.7875,0.7682926829268293,0.957286432160804,0.8627895575438167,0.7777777777777778,0.949748743718593,0.7719770290884074,0.0572206019637397,0.925
542,stage2,caregiver_1_3,caregiver,depression,compact_subset,rf_recall_guard,20261101,isotonic,balanced,0.245,22,,yes,0.9245283018867925,1.0,0.9832635983263598,0.9916317991631799,0.9607843137254902,0.9997950644693023,0.9986894297364269,0.009626104082200864,0.9861111111111112,0.7087378640776699,0.8902439024390244,0.9246231155778895,0.9074335090084569,0.7891891891891892,0.9736793724721167,0.854974307234573,0.04821806988061397,0.91875,0.7336056445363962,0.08419829015472302,0.8514018573195705,0.7047619047619048,0.9024390243902439,0.9221105527638191,0.9122747885770315,0.7914438502673797,0.949748743718593,0.7719770290884074,0.0572206019637397,0.91875
543,stage2,caregiver_1_3,caregiver,depression,compact_subset,rf_recall_guard,20261101,isotonic,precision_oriented,0.6699999999999999,22,,yes,0.9795081967213115,0.9755102040816327,0.99581589958159,0.9856630518316114,0.9775051124744376,0.9997950644693023,0.9986894297364269,0.009626104082200864,0.9923611111111111,0.8450704225352113,0.7317073170731707,0.9723618090452262,0.8520345630591984,0.7843137254901961,0.9736793724721167,0.854974307234573,0.04821806988061397,0.93125,0.7550348464655902,0.13362848877241296,0.8408499304762097,0.7945205479452054,0.7073170731707317,0.9623115577889447,0.8348143154798382,0.7483870967741936,0.949748743718593,0.7719770290884074,0.0572206019637397,0.91875
544,stage2,caregiver_1_3,caregiver,depression,compact_subset,rf_recall_guard,20261101,isotonic,recall_guard,0.38499999999999995,22,,yes,0.972,0.9918367346938776,0.994142259414226,0.9929894970540518,0.9818181818181818,0.9997950644693023,0.9986894297364269,0.009626104082200864,0.99375,0.8205128205128205,0.7804878048780488,0.964824120603015,0.8726559627405319,0.8,0.9736793724721167,0.854974307234573,0.04821806988061397,0.9333333333333333,0.7561025867173532,0.1203335343135199,0.8256199520520296,0.7901234567901234,0.7804878048780488,0.957286432160804,0.8688871185194265,0.7852760736196319,0.949748743718593,0.7719770290884074,0.0572206019637397,0.9270833333333334
545,stage2,caregiver_1_3,caregiver,depression,compact_subset,rf_recall_guard,20261101,isotonic,precision_min_recall,0.6699999999999999,22,,yes,0.9795081967213115,0.9755102040816327,0.99581589958159,0.9856630518316114,0.9775051124744376,0.9997950644693023,0.9986894297364269,0.009626104082200864,0.9923611111111111,0.8450704225352113,0.7317073170731707,0.9723618090452262,0.8520345630591984,0.7843137254901961,0.9736793724721167,0.854974307234573,0.04821806988061397,0.93125,0.7550348464655902,0.13362848877241296,0.8381060250520223,0.7945205479452054,0.7073170731707317,0.9623115577889447,0.8348143154798382,0.7483870967741936,0.949748743718593,0.7719770290884074,0.0572206019637397,0.91875
546,stage2,caregiver_1_3,caregiver,depression,compact_subset,rf_recall_guard,20261101,isotonic,recall_constrained,0.5049999999999999,22,,yes,0.9758064516129032,0.9877551020408163,0.994979079497908,0.9913670907693621,0.9817444219066938,0.9997950644693023,0.9986894297364269,0.009626104082200864,0.99375,0.8378378378378378,0.7560975609756098,0.9698492462311558,0.8629734036033827,0.7948717948717948,0.9736793724721167,0.854974307234573,0.04821806988061397,0.9333333333333333,0.7576249428360038,0.12839368716597943,0.8287332538734856,0.8051948051948052,0.7560975609756098,0.9623115577889447,0.8592045593822772,0.779874213836478,0.949748743718593,0.7719770290884074,0.0572206019637397,0.9270833333333334
547,stage2,caregiver_1_3,caregiver,depression,compact_subset,rf_recall_guard,20261119,none,default_0_5,0.5,22,,yes,0.979757085020243,0.9877551020408163,0.99581589958159,0.9917855008112031,0.983739837398374,0.9998770386815814,0.9994035471220271,0.014678644897661517,0.9944444444444445,0.7866666666666666,0.7195121951219512,0.9597989949748744,0.8396555950484128,0.7515923566878981,0.9684704007844098,0.849280780929182,0.05633279868552131,0.91875,0.7243287532018686,0.15212990576279029,0.7364991456628919,0.7922077922077922,0.7439024390243902,0.9597989949748744,0.8518507169996323,0.7672955974842768,0.9582363034685624,0.7715094409865116,0.0609608788126984,0.9229166666666667
548,stage2,caregiver_1_3,caregiver,depression,compact_subset,rf_recall_guard,20261119,none,balanced,0.33499999999999996,22,,yes,0.9007352941176471,1.0,0.9774058577405857,0.9887029288702929,0.9477756286266924,0.9998770386815814,0.9994035471220271,0.014678644897661517,0.98125,0.6818181818181818,0.9146341463414634,0.9120603015075377,0.9133472239245006,0.78125,0.9684704007844098,0.849280780929182,0.05633279868552131,0.9125,0.7257294813800469,0.07535570494579225,0.8523914611861971,0.6886792452830188,0.8902439024390244,0.9170854271356784,0.9036646647873514,0.776595744680851,0.9582363034685624,0.7715094409865116,0.0609608788126984,0.9125
549,stage2,caregiver_1_3,caregiver,depression,compact_subset,rf_recall_guard,20261119,none,precision_oriented,0.7,22,,yes,1.0,0.8612244897959184,1.0,0.9306122448979592,0.9254385964912281,0.9998770386815814,0.9994035471220271,0.014678644897661517,0.9763888888888889,0.8913043478260869,0.5,0.9874371859296482,0.7437185929648241,0.640625,0.9684704007844098,0.849280780929182,0.05633279868552131,0.9041666666666667,0.7184266259597528,0.18689365193313512,0.8332661079566406,0.8260869565217391,0.4634146341463415,0.9798994974874372,0.7216570658168894,0.59375,0.9582363034685624,0.7715094409865116,0.0609608788126984,0.8916666666666667
550,stage2,caregiver_1_3,caregiver,depression,compact_subset,rf_recall_guard,20261119,none,recall_guard,0.33499999999999996,22,,yes,0.9007352941176471,1.0,0.9774058577405857,0.9887029288702929,0.9477756286266924,0.9998770386815814,0.9994035471220271,0.014678644897661517,0.98125,0.6818181818181818,0.9146341463414634,0.9120603015075377,0.9133472239245006,0.78125,0.9684704007844098,0.849280780929182,0.05633279868552131,0.9125,0.7257294813800469,0.07535570494579225,0.8206012107612237,0.6886792452830188,0.8902439024390244,0.9170854271356784,0.9036646647873514,0.776595744680851,0.9582363034685624,0.7715094409865116,0.0609608788126984,0.9125
551,stage2,caregiver_1_3,caregiver,depression,compact_subset,rf_recall_guard,20261119,none,precision_min_recall,0.57,22,,yes,0.9957983193277311,0.9673469387755103,0.999163179916318,0.9832550593459142,0.9813664596273292,0.9998770386815814,0.9994035471220271,0.014678644897661517,0.99375,0.8382352941176471,0.6951219512195121,0.9723618090452262,0.8337418801323692,0.76,0.9684704007844098,0.849280780929182,0.05633279868552131,0.925,0.7413072263361061,0.149513179213545,0.8271718291293053,0.78125,0.6097560975609756,0.964824120603015,0.7872901090819953,0.684931506849315,0.9582363034685624,0.7715094409865116,0.0609608788126984,0.9041666666666667
552,stage2,caregiver_1_3,caregiver,depression,compact_subset,rf_recall_guard,20261119,none,recall_constrained,0.4749999999999999,22,,yes,0.9645669291338582,1.0,0.9924686192468619,0.996234309623431,0.9819639278557114,0.9998770386815814,0.9994035471220271,0.014678644897661517,0.99375,0.8,0.7804878048780488,0.9597989949748744,0.8701433999264616,0.7901234567901234,0.9684704007844098,0.849280780929182,0.05633279868552131,0.9291666666666667,0.7451598403668094,0.12609090969696934,0.8164571870523496,0.7647058823529411,0.7926829268292683,0.949748743718593,0.8712158352739306,0.7784431137724551,0.9582363034685624,0.7715094409865116,0.0609608788126984,0.9229166666666667
553,stage2,caregiver_1_3,caregiver,depression,compact_subset,rf_recall_guard,20261119,sigmoid,default_0_5,0.5,22,,yes,0.9957805907172996,0.963265306122449,0.999163179916318,0.9812142430193835,0.979253112033195,0.9998770386815814,0.9994035471220271,0.013046451982610533,0.9930555555555556,0.8382352941176471,0.6951219512195121,0.9723618090452262,0.8337418801323692,0.76,0.9684704007844098,0.849280780929182,0.05824804867791582,0.925,0.741317271642837,0.14747236288701437,0.7531150606737982,0.78125,0.6097560975609756,0.964824120603015,0.7872901090819953,0.684931506849315,0.9582363034685624,0.7715094409865116,0.06267558913142356,0.9041666666666667
554,stage2,caregiver_1_3,caregiver,depression,compact_subset,rf_recall_guard,20261119,sigmoid,balanced,0.14999999999999997,22,,yes,0.8626760563380281,1.0,0.9673640167364017,0.9836820083682009,0.9262759924385633,0.9998770386815814,0.9994035471220271,0.013046451982610533,0.9729166666666667,0.6370967741935484,0.9634146341463414,0.8869346733668342,0.9251746537565878,0.7669902912621359,0.9684704007844098,0.849280780929182,0.05824804867791582,0.9,0.7167521982977251,0.05850735461161305,0.8560620963817046,0.6578947368421053,0.9146341463414634,0.9020100502512562,0.9083220982963598,0.7653061224489796,0.9582363034685624,0.7715094409865116,0.06267558913142356,0.9041666666666667
555,stage2,caregiver_1_3,caregiver,depression,compact_subset,rf_recall_guard,20261119,sigmoid,precision_oriented,0.6749999999999999,22,,yes,1.0,0.8653061224489796,1.0,0.9326530612244899,0.9277899343544858,0.9998770386815814,0.9994035471220271,0.013046451982610533,0.9770833333333333,0.8913043478260869,0.5,0.9874371859296482,0.7437185929648241,0.640625,0.9684704007844098,0.849280780929182,0.05824804867791582,0.9041666666666667,0.7181101406542388,0.18893446825966576,0.8332661079566406,0.8260869565217391,0.4634146341463415,0.9798994974874372,0.7216570658168894,0.59375,0.9582363034685624,0.7715094409865116,0.06267558913142356,0.8916666666666667
556,stage2,caregiver_1_3,caregiver,depression,compact_subset,rf_recall_guard,20261119,sigmoid,recall_guard,0.19999999999999996,22,,yes,0.9007352941176471,1.0,0.9774058577405857,0.9887029288702929,0.9477756286266924,0.9998770386815814,0.9994035471220271,0.013046451982610533,0.98125,0.6818181818181818,0.9146341463414634,0.9120603015075377,0.9133472239245006,0.78125,0.9684704007844098,0.849280780929182,0.05824804867791582,0.9125,0.7255762613806553,0.07535570494579225,0.8206012107612237,0.6886792452830188,0.8902439024390244,0.9170854271356784,0.9036646647873514,0.776595744680851,0.9582363034685624,0.7715094409865116,0.06267558913142356,0.9125
557,stage2,caregiver_1_3,caregiver,depression,compact_subset,rf_recall_guard,20261119,sigmoid,precision_min_recall,0.49499999999999994,22,,yes,0.9957983193277311,0.9673469387755103,0.999163179916318,0.9832550593459142,0.9813664596273292,0.9998770386815814,0.9994035471220271,0.013046451982610533,0.99375,0.8382352941176471,0.6951219512195121,0.9723618090452262,0.8337418801323692,0.76,0.9684704007844098,0.849280780929182,0.05824804867791582,0.925,0.7411540063367146,0.149513179213545,0.8271718291293053,0.78125,0.6097560975609756,0.964824120603015,0.7872901090819953,0.684931506849315,0.9582363034685624,0.7715094409865116,0.06267558913142356,0.9041666666666667
558,stage2,caregiver_1_3,caregiver,depression,compact_subset,rf_recall_guard,20261119,sigmoid,recall_constrained,0.3449999999999999,22,,yes,0.9645669291338582,1.0,0.9924686192468619,0.996234309623431,0.9819639278557114,0.9998770386815814,0.9994035471220271,0.013046451982610533,0.99375,0.7926829268292683,0.7926829268292683,0.957286432160804,0.8749846794950362,0.7926829268292683,0.9684704007844098,0.849280780929182,0.05824804867791582,0.9291666666666667,0.7448485127561909,0.12124963012839474,0.8164490978257287,0.7701149425287356,0.8170731707317073,0.949748743718593,0.8834109572251501,0.7928994082840237,0.9582363034685624,0.7715094409865116,0.06267558913142356,0.9270833333333334
559,stage2,caregiver_1_3,caregiver,depression,compact_subset,rf_recall_guard,20261119,isotonic,default_0_5,0.5,22,,yes,0.9645669291338582,1.0,0.9924686192468619,0.996234309623431,0.9819639278557114,0.9998326359832637,0.998537012529247,0.010229474522191315,0.99375,0.7926829268292683,0.7926829268292683,0.957286432160804,0.8749846794950362,0.7926829268292683,0.9730205907586714,0.845886679844971,0.049549462883519135,0.9291666666666667,0.7449334614245846,0.12124963012839474,0.7546334318348562,0.7701149425287356,0.8170731707317073,0.949748743718593,0.8834109572251501,0.7928994082840237,0.942195734771418,0.7534757756613779,0.059607652427911856,0.9270833333333334
560,stage2,caregiver_1_3,caregiver,depression,compact_subset,rf_recall_guard,20261119,isotonic,balanced,0.11499999999999999,22,,yes,0.8596491228070176,1.0,0.9665271966527197,0.9832635983263598,0.9245283018867925,0.9998326359832637,0.998537012529247,0.010229474522191315,0.9722222222222222,0.6370967741935484,0.9634146341463414,0.8869346733668342,0.9251746537565878,0.7669902912621359,0.9730205907586714,0.845886679844971,0.049549462883519135,0.9,0.7168706197694661,0.05808894456977198,0.8560620963817046,0.6608695652173913,0.926829268292683,0.9020100502512562,0.9144196592719696,0.7715736040609137,0.942195734771418,0.7534757756613779,0.059607652427911856,0.90625
561,stage2,caregiver_1_3,caregiver,depression,compact_subset,rf_recall_guard,20261119,isotonic,precision_oriented,0.73,22,,yes,1.0,0.8653061224489796,1.0,0.9326530612244899,0.9277899343544858,0.9998326359832637,0.998537012529247,0.010229474522191315,0.9770833333333333,0.8913043478260869,0.5,0.9874371859296482,0.7437185929648241,0.640625,0.9730205907586714,0.845886679844971,0.049549462883519135,0.9041666666666667,0.7181950893226325,0.18893446825966576,0.8328588158265353,0.8260869565217391,0.4634146341463415,0.9798994974874372,0.7216570658168894,0.59375,0.942195734771418,0.7534757756613779,0.059607652427911856,0.8916666666666667
562,stage2,caregiver_1_3,caregiver,depression,compact_subset,rf_recall_guard,20261119,isotonic,recall_guard,0.26999999999999996,22,,yes,0.9007352941176471,1.0,0.9774058577405857,0.9887029288702929,0.9477756286266924,0.9998326359832637,0.998537012529247,0.010229474522191315,0.98125,0.6880733944954128,0.9146341463414634,0.914572864321608,0.9146035053315358,0.7853403141361257,0.9730205907586714,0.845886679844971,0.049549462883519135,0.9145833333333333,0.7285653051701928,0.07409942353875709,0.8230332966576637,0.6952380952380952,0.8902439024390244,0.9195979899497487,0.9049209461943866,0.7807486631016043,0.942195734771418,0.7534757756613779,0.059607652427911856,0.9145833333333333
563,stage2,caregiver_1_3,caregiver,depression,compact_subset,rf_recall_guard,20261119,isotonic,precision_min_recall,0.585,22,,yes,0.9957983193277311,0.9673469387755103,0.999163179916318,0.9832550593459142,0.9813664596273292,0.9998326359832637,0.998537012529247,0.010229474522191315,0.99375,0.8382352941176471,0.6951219512195121,0.9723618090452262,0.8337418801323692,0.76,0.9730205907586714,0.845886679844971,0.049549462883519135,0.925,0.7412389550051083,0.149513179213545,0.8268324190208842,0.78125,0.6097560975609756,0.964824120603015,0.7872901090819953,0.684931506849315,0.942195734771418,0.7534757756613779,0.059607652427911856,0.9041666666666667
564,stage2,caregiver_1_3,caregiver,depression,compact_subset,rf_recall_guard,20261119,isotonic,recall_constrained,0.5049999999999999,22,,yes,0.9645669291338582,1.0,0.9924686192468619,0.996234309623431,0.9819639278557114,0.9998326359832637,0.998537012529247,0.010229474522191315,0.99375,0.8,0.7804878048780488,0.9597989949748744,0.8701433999264616,0.7901234567901234,0.9730205907586714,0.845886679844971,0.049549462883519135,0.9291666666666667,0.7450915690358115,0.12609090969696934,0.8161177769439285,0.7647058823529411,0.7926829268292683,0.949748743718593,0.8712158352739306,0.7784431137724551,0.942195734771418,0.7534757756613779,0.059607652427911856,0.9229166666666667
565,stage2,caregiver_1_3,caregiver,depression,precision_oriented_subset,rf_baseline,20261101,none,default_0_5,0.5,20,,yes,0.9755102040816327,0.9755102040816327,0.994979079497908,0.9852446417897703,0.9755102040816327,0.9996960122961318,0.9985027413843529,0.015470761782365406,0.9916666666666667,0.8266666666666667,0.7560975609756098,0.9673366834170855,0.8617171221963476,0.7898089171974523,0.9687768108836867,0.8592747711739642,0.054417788856057095,0.93125,0.7535223662267063,0.12352751959342279,0.7634045677941801,0.7733333333333333,0.7073170731707317,0.957286432160804,0.8323017526657679,0.7388535031847133,0.9582822649834539,0.764765007527117,0.0600670985657974,0.9145833333333333
566,stage2,caregiver_1_3,caregiver,depression,precision_oriented_subset,rf_baseline,20261101,none,balanced,0.22499999999999998,20,,yes,0.8166666666666667,1.0,0.9539748953974896,0.9769874476987448,0.8990825688073395,0.9996960122961318,0.9985027413843529,0.015470761782365406,0.9618055555555556,0.5882352941176471,0.975609756097561,0.8592964824120602,0.9174531192548105,0.7339449541284404,0.9687768108836867,0.8592747711739642,0.054417788856057095,0.8791666666666667,0.6985971313052837,0.05953432844393425,0.8400923079853746,0.6311475409836066,0.9390243902439024,0.8869346733668342,0.9129795318053683,0.7549019607843137,0.9582822649834539,0.764765007527117,0.0600670985657974,0.8958333333333334
567,stage2,caregiver_1_3,caregiver,depression,precision_oriented_subset,rf_baseline,20261101,none,precision_oriented,0.6,20,,yes,0.9956331877729258,0.9306122448979591,0.999163179916318,0.9648877124071386,0.9620253164556962,0.9996960122961318,0.9985027413843529,0.015470761782365406,0.9875,0.8571428571428571,0.6585365853658537,0.9773869346733668,0.8179617600196103,0.7448275862068966,0.9687768108836867,0.8592747711739642,0.054417788856057095,0.9229166666666667,0.7435835833102615,0.14692595238752826,0.8376460910953204,0.796875,0.6219512195121951,0.9673366834170855,0.7946439514646403,0.6986301369863014,0.9582822649834539,0.764765007527117,0.0600670985657974,0.9083333333333333
568,stage2,caregiver_1_3,caregiver,depression,precision_oriented_subset,rf_baseline,20261101,none,recall_guard,0.41999999999999993,20,,yes,0.953307392996109,1.0,0.9899581589958159,0.9949790794979079,0.9760956175298805,0.9996960122961318,0.9985027413843529,0.015470761782365406,0.9916666666666667,0.7857142857142857,0.8048780487804879,0.9547738693467337,0.8798259590636108,0.7951807228915663,0.9687768108836867,0.8592747711739642,0.054417788856057095,0.9291666666666667,0.747035535407115,0.11515312043429704,0.8214340132804211,0.75,0.8414634146341463,0.9422110552763819,0.8918372349552641,0.7931034482758621,0.9582822649834539,0.764765007527117,0.0600670985657974,0.925
569,stage2,caregiver_1_3,caregiver,depression,precision_oriented_subset,rf_baseline,20261101,none,precision_min_recall,0.6,20,,yes,0.9956331877729258,0.9306122448979591,0.999163179916318,0.9648877124071386,0.9620253164556962,0.9996960122961318,0.9985027413843529,0.015470761782365406,0.9875,0.8571428571428571,0.6585365853658537,0.9773869346733668,0.8179617600196103,0.7448275862068966,0.9687768108836867,0.8592747711739642,0.054417788856057095,0.9229166666666667,0.7435835833102615,0.14692595238752826,0.8351985712640881,0.796875,0.6219512195121951,0.9673366834170855,0.7946439514646403,0.6986301369863014,0.9582822649834539,0.764765007527117,0.0600670985657974,0.9083333333333333
