trial_id,candidate_rank,mean_balanced_accuracy_cv,std_balanced_accuracy_cv,params_json
domain_depression_strict_full,3,0.9587756845296762,0.01338563440364219,"{""model__n_estimators"": 260, ""model__min_samples_split"": 8, ""model__min_samples_leaf"": 4, ""model__max_features"": null, ""model__max_depth"": null, ""model__class_weight"": null, ""model__bootstrap"": false}"
domain_depression_strict_full,4,0.9571987083814406,0.009091967751205842,"{""model__n_estimators"": 120, ""model__min_samples_split"": 8, ""model__min_samples_leaf"": 2, ""model__max_features"": ""log2"", ""model__max_depth"": 16, ""model__class_weight"": ""balanced_subsample"", ""model__bootstrap"": false}"
domain_depression_strict_full,5,0.9537725399641426,0.009546303719346757,"{""model__n_estimators"": 120, ""model__min_samples_split"": 2, ""model__min_samples_leaf"": 6, ""model__max_features"": ""log2"", ""model__max_depth"": 24, ""model__class_weight"": null, ""model__bootstrap"": true}"
domain_depression_strict_full,6,0.9537608065106586,0.011238089812590406,"{""model__n_estimators"": 180, ""model__min_samples_split"": 8, ""model__min_samples_leaf"": 6, ""model__max_features"": ""log2"", ""model__max_depth"": 10, ""model__class_weight"": ""balanced_subsample"", ""model__bootstrap"": false}"
domain_depression_strict_compact,1,0.9587662977668892,0.01081630499153865,"{""model__n_estimators"": 120, ""model__min_samples_split"": 8, ""model__min_samples_leaf"": 2, ""model__max_features"": ""log2"", ""model__max_depth"": 16, ""model__class_weight"": ""balanced_subsample"", ""model__bootstrap"": false}"
domain_depression_strict_compact,2,0.9581420780415458,0.013442859069087938,"{""model__n_estimators"": 180, ""model__min_samples_split"": 8, ""model__min_samples_leaf"": 6, ""model__max_features"": ""log2"", ""model__max_depth"": 10, ""model__class_weight"": ""balanced_subsample"", ""model__bootstrap"": false}"
domain_depression_strict_compact,3,0.9562694188655159,0.010418192484578441,"{""model__n_estimators"": 120, ""model__min_samples_split"": 2, ""model__min_samples_leaf"": 6, ""model__max_features"": ""log2"", ""model__max_depth"": 24, ""model__class_weight"": null, ""model__bootstrap"": true}"
domain_depression_strict_compact,4,0.9540799564454208,0.0034878345238942288,"{""model__n_estimators"": 260, ""model__min_samples_split"": 8, ""model__min_samples_leaf"": 1, ""model__max_features"": null, ""model__max_depth"": 24, ""model__class_weight"": null, ""model__bootstrap"": false}"
domain_depression_strict_compact,5,0.946258436353055,0.012235478314068578,"{""model__n_estimators"": 260, ""model__min_samples_split"": 8, ""model__min_samples_leaf"": 4, ""model__max_features"": null, ""model__max_depth"": null, ""model__class_weight"": null, ""model__bootstrap"": false}"
domain_depression_strict_compact,6,0.942820534482273,0.0092393858907983,"{""model__n_estimators"": 180, ""model__min_samples_split"": 4, ""model__min_samples_leaf"": 2, ""model__max_features"": null, ""model__max_depth"": 10, ""model__class_weight"": ""balanced_subsample"", ""model__bootstrap"": false}"
domain_depression_research_full,1,0.9697018764138812,0.007792572941007893,"{""model__n_estimators"": 260, ""model__min_samples_split"": 8, ""model__min_samples_leaf"": 1, ""model__max_features"": null, ""model__max_depth"": 24, ""model__class_weight"": null, ""model__bootstrap"": false}"
domain_depression_research_full,2,0.9640627786695202,0.010151514347063907,"{""model__n_estimators"": 180, ""model__min_samples_split"": 4, ""model__min_samples_leaf"": 2, ""model__max_features"": null, ""model__max_depth"": 10, ""model__class_weight"": ""balanced_subsample"", ""model__bootstrap"": false}"
domain_depression_research_full,3,0.9625280429538264,0.014633302363771557,"{""model__n_estimators"": 260, ""model__min_samples_split"": 8, ""model__min_samples_leaf"": 4, ""model__max_features"": null, ""model__max_depth"": null, ""model__class_weight"": null, ""model__bootstrap"": false}"
domain_depression_research_full,4,0.9600100438361823,0.006337744715333363,"{""model__n_estimators"": 120, ""model__min_samples_split"": 8, ""model__min_samples_leaf"": 2, ""model__max_features"": ""log2"", ""model__max_depth"": 16, ""model__class_weight"": ""balanced_subsample"", ""model__bootstrap"": false}"
domain_depression_research_full,5,0.9565697952747035,0.011001562800415867,"{""model__n_estimators"": 180, ""model__min_samples_split"": 8, ""model__min_samples_leaf"": 6, ""model__max_features"": ""log2"", ""model__max_depth"": 10, ""model__class_weight"": ""balanced_subsample"", ""model__bootstrap"": false}"
domain_depression_research_full,6,0.9518975340974158,0.011585677802638805,"{""model__n_estimators"": 120, ""model__min_samples_split"": 2, ""model__min_samples_leaf"": 6, ""model__max_features"": ""log2"", ""model__max_depth"": 24, ""model__class_weight"": null, ""model__bootstrap"": true}"
internal_adhd_strict_compact,1,0.9606425235703586,0.013209952369326998,"{""model__n_estimators"": 180, ""model__min_samples_split"": 4, ""model__min_samples_leaf"": 2, ""model__max_features"": null, ""model__max_depth"": 10, ""model__class_weight"": ""balanced_subsample"", ""model__bootstrap"": false}"
internal_adhd_strict_compact,2,0.9588354921138427,0.011020322537035701,"{""model__n_estimators"": 260, ""model__min_samples_split"": 8, ""model__min_samples_leaf"": 1, ""model__max_features"": null, ""model__max_depth"": 24, ""model__class_weight"": null, ""model__bootstrap"": false}"
internal_adhd_strict_compact,3,0.9574840074015332,0.021534421785471162,"{""model__n_estimators"": 260, ""model__min_samples_split"": 8, ""model__min_samples_leaf"": 4, ""model__max_features"": null, ""model__max_depth"": null, ""model__class_weight"": null, ""model__bootstrap"": false}"
internal_adhd_strict_compact,4,0.925227068464182,0.006926515200373798,"{""model__n_estimators"": 120, ""model__min_samples_split"": 8, ""model__min_samples_leaf"": 2, ""model__max_features"": ""log2"", ""model__max_depth"": 16, ""model__class_weight"": ""balanced_subsample"", ""model__bootstrap"": false}"
internal_adhd_strict_compact,5,0.9212314741386907,0.004603237114404753,"{""model__n_estimators"": 180, ""model__min_samples_split"": 8, ""model__min_samples_leaf"": 6, ""model__max_features"": ""log2"", ""model__max_depth"": 10, ""model__class_weight"": ""balanced_subsample"", ""model__bootstrap"": false}"
internal_adhd_strict_compact,6,0.9159913648779628,0.009982118965642179,"{""model__n_estimators"": 120, ""model__min_samples_split"": 2, ""model__min_samples_leaf"": 6, ""model__max_features"": ""log2"", ""model__max_depth"": 24, ""model__class_weight"": null, ""model__bootstrap"": true}"
