trial_id,feature_rank,feature_name,importance_permutation_mean,importance_permutation_std
internal_adhd_strict_compact,10,num__q_qi_0069,0.00209790209790206,0.0017129298900581357
internal_adhd_strict_compact,11,num__q_qi_0057,0.00209790209790206,0.0017129298900581357
internal_adhd_strict_compact,12,num__q_qi_0064,0.0013986013986013734,0.0017129298900581357
internal_adhd_strict_compact,13,num__q_qi_0098,0.0013986013986013734,0.0017129298900581357
internal_adhd_strict_compact,14,num__q_qi_0065,0.0013986013986013734,0.0017129298900581357
internal_adhd_strict_compact,15,cat__sex_assigned_at_birth_Unknown,0.0,0.0
internal_adhd_strict_compact,16,cat__sex_assigned_at_birth_Male,0.0,0.0
internal_adhd_strict_compact,17,cat__sex_assigned_at_birth_Female,0.0,0.0
internal_adhd_strict_compact,18,num__q_required_missing,0.0,0.0
internal_adhd_strict_compact,19,num__q_completion_ratio,0.0,0.0
internal_adhd_strict_compact,20,num__q_items_answered,0.0,0.0
internal_adhd_strict_compact,21,cat__q_qi_0026_low,0.0,0.0
internal_adhd_strict_compact,22,cat__site_RUBIC,0.0,0.0
internal_adhd_strict_compact,23,num__q_qi_0163,0.0,0.0
internal_adhd_strict_compact,24,num__q_qi_0162,0.0,0.0
internal_adhd_strict_compact,25,num__q_qi_0161,0.0,0.0
internal_adhd_strict_compact,26,num__q_qi_0160,0.0,0.0
internal_adhd_strict_compact,27,num__q_qi_0159,0.0,0.0
internal_adhd_strict_compact,28,num__q_qi_0148,0.0,0.0
internal_adhd_strict_compact,29,num__q_qi_0147,0.0,0.0
internal_adhd_strict_compact,30,num__q_qi_0137,0.0,0.0
