domain,role,mode,active_model_id,feature,permutation_ba_drop_mean,permutation_ba_drop_max
adhd,psychologist,psychologist_full,adhd__psychologist_full__hybrid_final_rf_plus_maximize_metrics_v1__rf__same_inputs_v11,adhd_inatt_08_easily_distracted,0.06287895491125561,0.07344835189064047
adhd,psychologist,psychologist_full,adhd__psychologist_full__hybrid_final_rf_plus_maximize_metrics_v1__rf__same_inputs_v11,adhd_onset_before_12,0.1909105942013008,0.2248373938926248
adhd,psychologist,psychologist_full,adhd__psychologist_full__hybrid_final_rf_plus_maximize_metrics_v1__rf__same_inputs_v11,adhd_impairment_home,0.03133612611619441,0.03334803219049709
adhd,psychologist,psychologist_full,adhd__psychologist_full__hybrid_final_rf_plus_maximize_metrics_v1__rf__same_inputs_v11,adhd_impairment_school,0.02277863521111234,0.02673354646676218
adhd,psychologist,psychologist_full,adhd__psychologist_full__hybrid_final_rf_plus_maximize_metrics_v1__rf__same_inputs_v11,adhd_inatt_01_attention_to_detail_errors,0.04599823613714027,0.049305478999007724
adhd,psychologist,psychologist_full,adhd__psychologist_full__hybrid_final_rf_plus_maximize_metrics_v1__rf__same_inputs_v11,adhd_inatt_02_sustained_attention_difficulty,0.04067908720097002,0.04671480542387818
adhd,psychologist,psychologist_full,adhd__psychologist_full__hybrid_final_rf_plus_maximize_metrics_v1__rf__same_inputs_v11,adhd_inatt_09_forgetful_daily_activities,0.033279131297541564,0.03593870576562663
adhd,psychologist,psychologist_full,adhd__psychologist_full__hybrid_final_rf_plus_maximize_metrics_v1__rf__same_inputs_v11,adhd_hypimp_02_leaves_seat,0.004740381435343333,0.008047624297210842
adhd,psychologist,psychologist_full,adhd__psychologist_full__hybrid_final_rf_plus_maximize_metrics_v1__rf__same_inputs_v11,adhd_inatt_06_avoids_sustained_effort,0.010638297872340385,0.017252783596075405
adhd,psychologist,psychologist_full,adhd__psychologist_full__hybrid_final_rf_plus_maximize_metrics_v1__rf__same_inputs_v11,adhd_inatt_07_loses_things,0.011285966266122771,0.018548120383640176
adhd,psychologist,psychologist_full,adhd__psychologist_full__hybrid_final_rf_plus_maximize_metrics_v1__rf__same_inputs_v11,adhd_context_other,0.0013642376805202971,0.004023812148605366
adhd,psychologist,psychologist_full,adhd__psychologist_full__hybrid_final_rf_plus_maximize_metrics_v1__rf__same_inputs_v11,adhd_not_better_explained_other_mental,0.012512402160732017,0.019843457171204948
anxiety,caregiver,caregiver_1_3,anxiety__caregiver_1_3__hybrid_final_rf_plus_maximize_metrics_v1__rf__same_inputs_v11,eng_anxiety_core_mean,0.31669814661787277,0.32251210010624487
anxiety,caregiver,caregiver_1_3,anxiety__caregiver_1_3__hybrid_final_rf_plus_maximize_metrics_v1__rf__same_inputs_v11,eng_internalizing_index,0.20787097154999407,0.21786093731554712
anxiety,caregiver,caregiver_1_3,anxiety__caregiver_1_3__hybrid_final_rf_plus_maximize_metrics_v1__rf__same_inputs_v11,eng_depression_core_mean,0.017176248376814973,0.019448707354503547
anxiety,caregiver,caregiver_1_3,anxiety__caregiver_1_3__hybrid_final_rf_plus_maximize_metrics_v1__rf__same_inputs_v11,mdd_08_concentration_or_decision_difficulty,0.0,0.0
anxiety,caregiver,caregiver_1_3,anxiety__caregiver_1_3__hybrid_final_rf_plus_maximize_metrics_v1__rf__same_inputs_v11,gad_excessive_worry_multiple_areas,0.005813953488372103,0.005813953488372103
anxiety,caregiver,caregiver_1_3,anxiety__caregiver_1_3__hybrid_final_rf_plus_maximize_metrics_v1__rf__same_inputs_v11,mdd_01_depressed_or_irritable_mood,0.011627906976744207,0.011627906976744207
anxiety,caregiver,caregiver_1_3,anxiety__caregiver_1_3__hybrid_final_rf_plus_maximize_metrics_v1__rf__same_inputs_v11,mdd_09_death_or_suicidal_thoughts,0.005813953488372103,0.005813953488372103
anxiety,caregiver,caregiver_1_3,anxiety__caregiver_1_3__hybrid_final_rf_plus_maximize_metrics_v1__rf__same_inputs_v11,sep_anx_01_distress_on_separation,0.006448471254869581,0.007082989021367059
anxiety,caregiver,caregiver_1_3,anxiety__caregiver_1_3__hybrid_final_rf_plus_maximize_metrics_v1__rf__same_inputs_v11,mdd_07_worthlessness_or_excessive_guilt,0.0029069767441860517,0.005813953488372103
anxiety,caregiver,caregiver_1_3,anxiety__caregiver_1_3__hybrid_final_rf_plus_maximize_metrics_v1__rf__same_inputs_v11,gad_difficulty_controlling_worry,0.01871089599811121,0.01997993153110611
anxiety,caregiver,caregiver_1_3,anxiety__caregiver_1_3__hybrid_final_rf_plus_maximize_metrics_v1__rf__same_inputs_v11,mdd_06_fatigue_or_low_energy,0.005813953488372103,0.005813953488372103
anxiety,caregiver,caregiver_1_3,anxiety__caregiver_1_3__hybrid_final_rf_plus_maximize_metrics_v1__rf__same_inputs_v11,mdd_05_psychomotor_change,0.005813953488372103,0.005813953488372103
anxiety,caregiver,caregiver_2_3,anxiety__caregiver_2_3__hybrid_final_rf_plus_maximize_metrics_v1__rf__same_inputs_v11,gad_difficulty_controlling_worry,0.07505017117223473,0.07758824223822458
anxiety,caregiver,caregiver_2_3,anxiety__caregiver_2_3__hybrid_final_rf_plus_maximize_metrics_v1__rf__same_inputs_v11,sep_anx_03_worry_event_causing_separation,0.031342226419549035,0.033614685397237665
anxiety,caregiver,caregiver_2_3,anxiety__caregiver_2_3__hybrid_final_rf_plus_maximize_metrics_v1__rf__same_inputs_v11,adhd_hypimp_05_driven_by_motor,0.019079801676307462,0.021986778420493458
anxiety,caregiver,caregiver_2_3,anxiety__caregiver_2_3__hybrid_final_rf_plus_maximize_metrics_v1__rf__same_inputs_v11,gad_excessive_worry_multiple_areas,0.05105654586235392,0.05687049935072597
anxiety,caregiver,caregiver_2_3,anxiety__caregiver_2_3__hybrid_final_rf_plus_maximize_metrics_v1__rf__same_inputs_v11,social_anxiety_fear_being_observed,0.02008322512100108,0.020717742887498503
anxiety,caregiver,caregiver_2_3,anxiety__caregiver_2_3__hybrid_final_rf_plus_maximize_metrics_v1__rf__same_inputs_v11,social_anxiety_duration_months,0.05332900484004249,0.06014638177310827
anxiety,caregiver,caregiver_2_3,anxiety__caregiver_2_3__hybrid_final_rf_plus_maximize_metrics_v1__rf__same_inputs_v11,mdd_08_concentration_or_decision_difficulty,0.012631330421437936,0.01490378939912651
anxiety,caregiver,caregiver_2_3,anxiety__caregiver_2_3__hybrid_final_rf_plus_maximize_metrics_v1__rf__same_inputs_v11,gad_impairment,0.0055483414000708775,0.007820800377759451
anxiety,caregiver,caregiver_2_3,anxiety__caregiver_2_3__hybrid_final_rf_plus_maximize_metrics_v1__rf__same_inputs_v11,mdd_03_weight_or_appetite_change,0.008086412466060733,0.011627906976744207
anxiety,caregiver,caregiver_2_3,anxiety__caregiver_2_3__hybrid_final_rf_plus_maximize_metrics_v1__rf__same_inputs_v11,mdd_05_psychomotor_change,0.010727777121945503,0.013634753866131555
anxiety,caregiver,caregiver_2_3,anxiety__caregiver_2_3__hybrid_final_rf_plus_maximize_metrics_v1__rf__same_inputs_v11,adhd_hypimp_01_fidgets,0.004544917955377259,0.004544917955377259
anxiety,caregiver,caregiver_2_3,anxiety__caregiver_2_3__hybrid_final_rf_plus_maximize_metrics_v1__rf__same_inputs_v11,mdd_impairment,0.025897178609373184,0.03234564986424271
anxiety,caregiver,caregiver_full,anxiety__caregiver_full__hybrid_final_rf_plus_maximize_metrics_v1__rf__same_inputs_v11,gad_excessive_worry_multiple_areas,0.04724943926336911,0.048518474796364064
anxiety,caregiver,caregiver_full,anxiety__caregiver_full__hybrid_final_rf_plus_maximize_metrics_v1__rf__same_inputs_v11,mdd_07_worthlessness_or_excessive_guilt,0.021986778420493458,0.021986778420493458
anxiety,caregiver,caregiver_full,anxiety__caregiver_full__hybrid_final_rf_plus_maximize_metrics_v1__rf__same_inputs_v11,mdd_04_sleep_change,0.01654173061031755,0.02526266084287565
anxiety,caregiver,caregiver_full,anxiety__caregiver_full__hybrid_final_rf_plus_maximize_metrics_v1__rf__same_inputs_v11,gad_assoc_02_fatigue,0.013000236099634077,0.016910636288513747
anxiety,caregiver,caregiver_full,anxiety__caregiver_full__hybrid_final_rf_plus_maximize_metrics_v1__rf__same_inputs_v11,adhd_inatt_08_easily_distracted,0.0016379412111910963,0.004544917955377148
anxiety,caregiver,caregiver_full,anxiety__caregiver_full__hybrid_final_rf_plus_maximize_metrics_v1__rf__same_inputs_v11,gad_assoc_05_muscle_tension,0.009724353677251774,0.0149037893991264
anxiety,caregiver,caregiver_full,anxiety__caregiver_full__hybrid_final_rf_plus_maximize_metrics_v1__rf__same_inputs_v11,pdd_no_gap_gt_2_months,-0.008720930232558155,-0.005813953488372103
anxiety,caregiver,caregiver_full,anxiety__caregiver_full__hybrid_final_rf_plus_maximize_metrics_v1__rf__same_inputs_v11,agor_almost_always_triggered,0.0016379412111910963,0.004544917955377148
anxiety,caregiver,caregiver_full,anxiety__caregiver_full__hybrid_final_rf_plus_maximize_metrics_v1__rf__same_inputs_v11,gad_difficulty_controlling_worry,0.016172824932121355,0.021986778420493458
anxiety,caregiver,caregiver_full,anxiety__caregiver_full__hybrid_final_rf_plus_maximize_metrics_v1__rf__same_inputs_v11,agor_fear_05_outside_home_alone,0.0077175067878645365,0.014165978042734118
anxiety,caregiver,caregiver_full,anxiety__caregiver_full__hybrid_final_rf_plus_maximize_metrics_v1__rf__same_inputs_v11,adhd_inatt_04_fails_to_finish_tasks,0.006817376933065722,0.0149037893991264
anxiety,caregiver,caregiver_full,anxiety__caregiver_full__hybrid_final_rf_plus_maximize_metrics_v1__rf__same_inputs_v11,agor_fear_03_enclosed_spaces,0.016807342698618832,0.018710895998111265
anxiety,psychologist,psychologist_1_3,anxiety__psychologist_1_3__hybrid_final_rf_plus_maximize_metrics_v1__rf__same_inputs_v11,social_anxiety_avoid_or_endure_intense,0.04133219218510209,0.04196670995159957
anxiety,psychologist,psychologist_1_3,anxiety__psychologist_1_3__hybrid_final_rf_plus_maximize_metrics_v1__rf__same_inputs_v11,social_anxiety_fear_interactions,0.049787510329358964,0.06268445283909807
anxiety,psychologist,psychologist_1_3,anxiety__psychologist_1_3__hybrid_final_rf_plus_maximize_metrics_v1__rf__same_inputs_v11,sep_anx_01_distress_on_separation,0.023890331719985836,0.03033880297485536
anxiety,psychologist,psychologist_1_3,anxiety__psychologist_1_3__hybrid_final_rf_plus_maximize_metrics_v1__rf__same_inputs_v11,sep_anx_04_refuses_leaving_home_school,0.01516940148742768,0.018710895998111154
anxiety,psychologist,psychologist_1_3,anxiety__psychologist_1_3__hybrid_final_rf_plus_maximize_metrics_v1__rf__same_inputs_v11,sep_anx_08_physical_complaints_on_separation,0.02352142604178964,0.02706292055247317
anxiety,psychologist,psychologist_1_3,anxiety__psychologist_1_3__hybrid_final_rf_plus_maximize_metrics_v1__rf__same_inputs_v11,gad_excessive_worry_multiple_areas,0.018076378231613677,0.023255813953488302
anxiety,psychologist,psychologist_1_3,anxiety__psychologist_1_3__hybrid_final_rf_plus_maximize_metrics_v1__rf__same_inputs_v11,social_anxiety_fear_being_observed,-0.009355447999055577,-0.007082989021367059
anxiety,psychologist,psychologist_1_3,anxiety__psychologist_1_3__hybrid_final_rf_plus_maximize_metrics_v1__rf__same_inputs_v11,social_anxiety_almost_always_triggered,0.008352024554361903,0.012896942509739051
anxiety,psychologist,psychologist_1_3,anxiety__psychologist_1_3__hybrid_final_rf_plus_maximize_metrics_v1__rf__same_inputs_v11,gad_difficulty_controlling_worry,0.013531460276236529,0.014165978042734007
anxiety,psychologist,psychologist_1_3,anxiety__psychologist_1_3__hybrid_final_rf_plus_maximize_metrics_v1__rf__same_inputs_v11,sep_anx_03_worry_event_causing_separation,0.01643843702042258,0.01997993153110611
anxiety,psychologist,psychologist_1_3,anxiety__psychologist_1_3__hybrid_final_rf_plus_maximize_metrics_v1__rf__same_inputs_v11,sep_anx_06_refuses_sleep_away_or_alone,0.009355447999055577,0.012896942509739051
anxiety,psychologist,psychologist_1_3,anxiety__psychologist_1_3__hybrid_final_rf_plus_maximize_metrics_v1__rf__same_inputs_v11,sep_anx_07_separation_nightmares,0.0064484712548695255,0.007082989021366948
anxiety,psychologist,psychologist_2_3,anxiety__psychologist_2_3__hybrid_final_rf_plus_maximize_metrics_v1__rf__same_inputs_v11,agor_fear_04_crowds_queues,0.007820800377759562,0.007820800377759562
anxiety,psychologist,psychologist_2_3,anxiety__psychologist_2_3__hybrid_final_rf_plus_maximize_metrics_v1__rf__same_inputs_v11,gad_assoc_06_sleep_problems,0.0032758824223823035,0.009089835910754407
anxiety,psychologist,psychologist_2_3,anxiety__psychologist_2_3__hybrid_final_rf_plus_maximize_metrics_v1__rf__same_inputs_v11,sep_anx_06_refuses_sleep_away_or_alone,0.010358871443749362,0.010358871443749362
anxiety,psychologist,psychologist_2_3,anxiety__psychologist_2_3__hybrid_final_rf_plus_maximize_metrics_v1__rf__same_inputs_v11,sep_anx_05_fear_being_alone_without_attachment,-0.003807106598984644,-0.003807106598984644
anxiety,psychologist,psychologist_2_3,anxiety__psychologist_2_3__hybrid_final_rf_plus_maximize_metrics_v1__rf__same_inputs_v11,agor_fear_02_open_spaces,0.01490378939912651,0.020717742887498614
anxiety,psychologist,psychologist_2_3,anxiety__psychologist_2_3__hybrid_final_rf_plus_maximize_metrics_v1__rf__same_inputs_v11,agor_escape_help_cognition,0.014534883720930314,0.016172824932121466
anxiety,psychologist,psychologist_2_3,anxiety__psychologist_2_3__hybrid_final_rf_plus_maximize_metrics_v1__rf__same_inputs_v11,mdd_09_death_or_suicidal_thoughts,0.0016379412111911518,0.005813953488372103
anxiety,psychologist,psychologist_2_3,anxiety__psychologist_2_3__hybrid_final_rf_plus_maximize_metrics_v1__rf__same_inputs_v11,gad_impairment,0.015538307165623988,0.023255813953488413
anxiety,psychologist,psychologist_2_3,anxiety__psychologist_2_3__hybrid_final_rf_plus_maximize_metrics_v1__rf__same_inputs_v11,mdd_01_depressed_or_irritable_mood,0.0007378113563925037,0.0007378113563925037
anxiety,psychologist,psychologist_2_3,anxiety__psychologist_2_3__hybrid_final_rf_plus_maximize_metrics_v1__rf__same_inputs_v11,adhd_hypimp_02_leaves_seat,0.006448471254869581,0.007082989021367059
anxiety,psychologist,psychologist_2_3,anxiety__psychologist_2_3__hybrid_final_rf_plus_maximize_metrics_v1__rf__same_inputs_v11,mdd_08_concentration_or_decision_difficulty,0.002006846889387459,0.002006846889387459
anxiety,psychologist,psychologist_2_3,anxiety__psychologist_2_3__hybrid_final_rf_plus_maximize_metrics_v1__rf__same_inputs_v11,adhd_hypimp_01_fidgets,0.004544917955377259,0.004544917955377259
anxiety,psychologist,psychologist_full,anxiety__psychologist_full__hybrid_final_rf_plus_maximize_metrics_v1__rf__same_inputs_v11,sep_anx_02_worry_losing_attachment_figures,0.08366780781489791,0.08921614921496868
anxiety,psychologist,psychologist_full,anxiety__psychologist_full__hybrid_final_rf_plus_maximize_metrics_v1__rf__same_inputs_v11,pdd_01_appetite_change,0.052694487073545015,0.06395348837209303
anxiety,psychologist,psychologist_full,anxiety__psychologist_full__hybrid_final_rf_plus_maximize_metrics_v1__rf__same_inputs_v11,adhd_hypimp_04_cannot_play_quietly,0.013265848187935247,0.021986778420493347
anxiety,psychologist,psychologist_full,anxiety__psychologist_full__hybrid_final_rf_plus_maximize_metrics_v1__rf__same_inputs_v11,dmdd_outbursts_frequency_per_week,0.015169401487427625,0.023255813953488302
anxiety,psychologist,psychologist_full,anxiety__psychologist_full__hybrid_final_rf_plus_maximize_metrics_v1__rf__same_inputs_v11,agor_duration_months,0.027166214142368028,0.033614685397237554
anxiety,psychologist,psychologist_full,anxiety__psychologist_full__hybrid_final_rf_plus_maximize_metrics_v1__rf__same_inputs_v11,gad_impairment,0.010358871443749251,0.0149037893991264
anxiety,psychologist,psychologist_full,anxiety__psychologist_full__hybrid_final_rf_plus_maximize_metrics_v1__rf__same_inputs_v11,social_anxiety_fear_interactions,0.039059733207413516,0.046511627906976716
anxiety,psychologist,psychologist_full,anxiety__psychologist_full__hybrid_final_rf_plus_maximize_metrics_v1__rf__same_inputs_v11,gad_assoc_02_fatigue,0.032611261952543935,0.036152756463227465
anxiety,psychologist,psychologist_full,anxiety__psychologist_full__hybrid_final_rf_plus_maximize_metrics_v1__rf__same_inputs_v11,adhd_hypimp_01_fidgets,0.012896942509739051,0.0174418604651162
