domain,role,mode,active_model_id,stress_type,base_f1,stress_f1,delta_f1,base_balanced_accuracy,stress_balanced_accuracy,delta_balanced_accuracy,dropped_features,top1_importance_share,top3_importance_share
anxiety,psychologist,psychologist_full,anxiety__psychologist_full__hybrid_final_rf_plus_maximize_metrics_v1__rf__same_inputs_v11,top3_drop,0.7662337662337663,0.0,-0.7662337662337663,0.8316019360169992,0.5,-0.33160193601699917,sep_anx_02_worry_losing_attachment_figures|pdd_01_appetite_change|adhd_hypimp_04_cannot_play_quietly,0.07692307692307693,0.23076923076923078
conduct,caregiver,caregiver_1_3,conduct__caregiver_1_3__hybrid_final_rf_plus_maximize_metrics_v1__rf__same_inputs_v11,missingness_10pct,0.8936170212765957,0.889589905362776,-0.004027115913819657,0.925,0.9156249999999999,-0.009375000000000133,,,
conduct,caregiver,caregiver_1_3,conduct__caregiver_1_3__hybrid_final_rf_plus_maximize_metrics_v1__rf__same_inputs_v11,top1_drop,0.8936170212765957,0.8840125391849529,-0.009604482091642774,0.925,0.9125,-0.012500000000000067,conduct_09_property_destruction,0.15595345666357813,0.3518781673041215
conduct,caregiver,caregiver_1_3,conduct__caregiver_1_3__hybrid_final_rf_plus_maximize_metrics_v1__rf__same_inputs_v11,top3_drop,0.8936170212765957,0.881578947368421,-0.012038073908174685,0.925,0.903125,-0.02187500000000009,conduct_09_property_destruction|conduct_03_weapon_use|conduct_08_fire_setting,0.15595345666357813,0.3518781673041215
conduct,caregiver,caregiver_2_3,conduct__caregiver_2_3__hybrid_final_rf_plus_maximize_metrics_v1__rf__same_inputs_v11,missingness_10pct,0.8662790697674418,0.8654970760233918,-0.0007819937440500802,0.9109375,0.909375,-0.0015624999999999112,,,
conduct,caregiver,caregiver_2_3,conduct__caregiver_2_3__hybrid_final_rf_plus_maximize_metrics_v1__rf__same_inputs_v11,top1_drop,0.8662790697674418,0.8705882352941177,0.004309165526675818,0.9109375,0.9125000000000001,0.0015625000000001332,social_anxiety_duration_months,0.09090909090909091,0.21212121212121213
conduct,caregiver,caregiver_2_3,conduct__caregiver_2_3__hybrid_final_rf_plus_maximize_metrics_v1__rf__same_inputs_v11,top3_drop,0.8662790697674418,0.8807339449541285,0.014454875186686644,0.9109375,0.9140625,0.0031250000000000444,social_anxiety_duration_months|adhd_hypimp_09_interrupts_intrudes|conduct_02_initiates_fights,0.09090909090909091,0.21212121212121213
conduct,caregiver,caregiver_full,conduct__caregiver_full__hybrid_final_rf_plus_maximize_metrics_v1__rf__same_inputs_v11,missingness_10pct,0.8765432098765432,0.8534201954397395,-0.023123014436803757,0.909375,0.8843749999999999,-0.025000000000000133,,,
conduct,caregiver,caregiver_full,conduct__caregiver_full__hybrid_final_rf_plus_maximize_metrics_v1__rf__same_inputs_v11,top1_drop,0.8765432098765432,0.8551724137931035,-0.021370796083439725,0.909375,0.878125,-0.03125,eng_externalizing_index,0.138721554490652,0.33790848670875406
conduct,caregiver,caregiver_full,conduct__caregiver_full__hybrid_final_rf_plus_maximize_metrics_v1__rf__same_inputs_v11,top3_drop,0.8765432098765432,0.6721311475409836,-0.20441206233555964,0.909375,0.753125,-0.15625,eng_externalizing_index|conduct_09_property_destruction|conduct_03_weapon_use,0.138721554490652,0.33790848670875406
conduct,psychologist,psychologist_1_3,conduct__psychologist_1_3__hybrid_final_rf_plus_maximize_metrics_v1__rf__same_inputs_v11,missingness_10pct,0.8909657320872274,0.8910256410256411,5.9908938413677504e-05,0.91875,0.9140625,-0.004687499999999956,,,
conduct,psychologist,psychologist_1_3,conduct__psychologist_1_3__hybrid_final_rf_plus_maximize_metrics_v1__rf__same_inputs_v11,top1_drop,0.8909657320872274,0.8831168831168831,-0.007848848970344324,0.91875,0.90625,-0.012499999999999956,conduct_09_property_destruction,0.11322947589903516,0.31327182505859785
conduct,psychologist,psychologist_1_3,conduct__psychologist_1_3__hybrid_final_rf_plus_maximize_metrics_v1__rf__same_inputs_v11,top3_drop,0.8909657320872274,0.8185053380782918,-0.07246039400893556,0.91875,0.85,-0.06874999999999998,conduct_09_property_destruction|conduct_15_truancy_before_13|conduct_08_fire_setting,0.11322947589903516,0.31327182505859785
conduct,psychologist,psychologist_2_3,conduct__psychologist_2_3__hybrid_final_rf_plus_maximize_metrics_v1__rf__same_inputs_v11,missingness_10pct,0.8765432098765432,0.8535031847133758,-0.023040025163167388,0.909375,0.8875,-0.02187500000000009,,,
conduct,psychologist,psychologist_2_3,conduct__psychologist_2_3__hybrid_final_rf_plus_maximize_metrics_v1__rf__same_inputs_v11,top1_drop,0.8765432098765432,0.8648648648648649,-0.011678345011678304,0.909375,0.8875,-0.02187500000000009,eng_externalizing_index,0.16276543544273814,0.36697041269134756
conduct,psychologist,psychologist_2_3,conduct__psychologist_2_3__hybrid_final_rf_plus_maximize_metrics_v1__rf__same_inputs_v11,top3_drop,0.8765432098765432,0.8432055749128919,-0.033337634963651275,0.909375,0.8687499999999999,-0.04062500000000013,eng_externalizing_index|eng_adhd_core_mean|conduct_09_property_destruction,0.16276543544273814,0.36697041269134756
conduct,psychologist,psychologist_full,conduct__psychologist_full__hybrid_final_rf_plus_maximize_metrics_v1__rf__same_inputs_v11,missingness_10pct,0.8746177370030581,0.877742946708464,0.0031252097054058625,0.909375,0.9078125,-0.0015625000000000222,,,
conduct,psychologist,psychologist_full,conduct__psychologist_full__hybrid_final_rf_plus_maximize_metrics_v1__rf__same_inputs_v11,top1_drop,0.8746177370030581,0.8770764119601329,0.002458674957074747,0.909375,0.8984375,-0.010937500000000044,eng_externalizing_index,0.15748928436718632,0.3223052181956102
conduct,psychologist,psychologist_full,conduct__psychologist_full__hybrid_final_rf_plus_maximize_metrics_v1__rf__same_inputs_v11,top3_drop,0.8746177370030581,0.7557251908396947,-0.11889254616336342,0.909375,0.8046875,-0.10468750000000004,eng_externalizing_index|eng_adhd_core_mean|conduct_09_property_destruction,0.15748928436718632,0.3223052181956102
depression,caregiver,caregiver_1_3,depression__caregiver_1_3__hybrid_final_rf_plus_maximize_metrics_v1__rf__same_inputs_v11,missingness_10pct,0.8636363636363636,0.8284023668639053,-0.03523399677245831,0.9408015688197083,0.9054724843730849,-0.035329084446623416,,,
depression,caregiver,caregiver_1_3,depression__caregiver_1_3__hybrid_final_rf_plus_maximize_metrics_v1__rf__same_inputs_v11,top1_drop,0.8636363636363636,0.76,-0.10363636363636364,0.9408015688197083,0.8337418801323692,-0.10705968868733917,mdd_duration_weeks,0.15978089670605133,0.3575467043268944
depression,caregiver,caregiver_1_3,depression__caregiver_1_3__hybrid_final_rf_plus_maximize_metrics_v1__rf__same_inputs_v11,top3_drop,0.8636363636363636,0.512396694214876,-0.35123966942148765,0.9408015688197083,0.678974138987621,-0.2618274298320873,mdd_duration_weeks|mdd_impairment|mdd_05_psychomotor_change,0.15978089670605133,0.3575467043268944
depression,caregiver,caregiver_2_3,depression__caregiver_2_3__hybrid_final_rf_plus_maximize_metrics_v1__rf__same_inputs_v11,missingness_10pct,0.8622754491017964,0.8235294117647058,-0.03874603733709059,0.9226927319524452,0.8740960902071333,-0.048596641745311864,,,
depression,caregiver,caregiver_2_3,depression__caregiver_2_3__hybrid_final_rf_plus_maximize_metrics_v1__rf__same_inputs_v11,top1_drop,0.8622754491017964,0.8,-0.06227544910179639,0.9226927319524452,0.855803407280304,-0.06688932467214115,mdd_duration_weeks,0.13381408399877523,0.29596125200865603
depression,caregiver,caregiver_2_3,depression__caregiver_2_3__hybrid_final_rf_plus_maximize_metrics_v1__rf__same_inputs_v11,top3_drop,0.8622754491017964,0.49557522123893805,-0.3667002278628584,0.9226927319524452,0.6669628630959676,-0.2557298688564775,mdd_duration_weeks|mdd_impairment|mdd_01_depressed_or_irritable_mood,0.13381408399877523,0.29596125200865603
depression,caregiver,caregiver_full,depression__caregiver_full__hybrid_final_rf_plus_maximize_metrics_v1__rf__same_inputs_v11,missingness_10pct,0.8421052631578947,0.8205128205128205,-0.021592442645074206,0.9176676063243044,0.8776810883686726,-0.039986517955631795,,,
depression,caregiver,caregiver_full,depression__caregiver_full__hybrid_final_rf_plus_maximize_metrics_v1__rf__same_inputs_v11,top1_drop,0.8421052631578947,0.6717557251908397,-0.170349537967055,0.9176676063243044,0.7620112758916534,-0.15565633043265104,mdd_duration_weeks,0.22839666405867878,0.43579817868859316
depression,caregiver,caregiver_full,depression__caregiver_full__hybrid_final_rf_plus_maximize_metrics_v1__rf__same_inputs_v11,top3_drop,0.8421052631578947,0.024096385542168676,-0.818008877615726,0.9176676063243044,0.5060975609756098,-0.4115700453486947,mdd_duration_weeks|pdd_duration_months_child|mdd_impairment,0.22839666405867878,0.43579817868859316
depression,psychologist,psychologist_1_3,depression__psychologist_1_3__hybrid_final_rf_plus_maximize_metrics_v1__rf__same_inputs_v11,missingness_10pct,0.8651685393258427,0.7951807228915663,-0.06998781643427643,0.9456428483882828,0.8798259590636108,-0.065816889324672,,,
depression,psychologist,psychologist_1_3,depression__psychologist_1_3__hybrid_final_rf_plus_maximize_metrics_v1__rf__same_inputs_v11,top1_drop,0.8651685393258427,0.6074074074074074,-0.2577611319184353,0.9456428483882828,0.7349246231155779,-0.2107182252727049,mdd_duration_weeks,0.31664181085597704,0.6581310060288672
depression,psychologist,psychologist_1_3,depression__psychologist_1_3__hybrid_final_rf_plus_maximize_metrics_v1__rf__same_inputs_v11,top3_drop,0.8651685393258427,0.0,-0.8651685393258427,0.9456428483882828,0.5,-0.44564284838828283,mdd_duration_weeks|mdd_impairment|pdd_duration_months_child,0.31664181085597704,0.6581310060288672
depression,psychologist,psychologist_2_3,depression__psychologist_2_3__hybrid_final_rf_plus_maximize_metrics_v1__rf__same_inputs_v11,missingness_10pct,0.8674698795180723,0.8333333333333334,-0.034136546184738936,0.9239490133594803,0.8850349307513176,-0.03891408260816276,,,
depression,psychologist,psychologist_2_3,depression__psychologist_2_3__hybrid_final_rf_plus_maximize_metrics_v1__rf__same_inputs_v11,top1_drop,0.8674698795180723,0.7945205479452054,-0.07294933157286687,0.9239490133594803,0.8461208481431548,-0.07782816521632552,mdd_duration_weeks,0.11840419367615317,0.31757048777628366
depression,psychologist,psychologist_2_3,depression__psychologist_2_3__hybrid_final_rf_plus_maximize_metrics_v1__rf__same_inputs_v11,top3_drop,0.8674698795180723,0.49572649572649574,-0.37174338379157656,0.9239490133594803,0.6692915798504719,-0.2546574335090084,mdd_duration_weeks|mdd_impairment|mdd_07_worthlessness_or_excessive_guilt,0.11840419367615317,0.31757048777628366
depression,psychologist,psychologist_full,depression__psychologist_full__hybrid_final_rf_plus_maximize_metrics_v1__rf__same_inputs_v11,missingness_10pct,0.8342857142857143,0.7692307692307693,-0.06505494505494502,0.9199963230788086,0.8482657188380929,-0.07173060424071576,,,
depression,psychologist,psychologist_full,depression__psychologist_full__hybrid_final_rf_plus_maximize_metrics_v1__rf__same_inputs_v11,top1_drop,0.8342857142857143,0.7948717948717948,-0.039413919413919474,0.9199963230788086,0.8629734036033827,-0.057022919475425926,mdd_duration_weeks,0.10063189914037589,0.2083680580268676
depression,psychologist,psychologist_full,depression__psychologist_full__hybrid_final_rf_plus_maximize_metrics_v1__rf__same_inputs_v11,top3_drop,0.8342857142857143,0.6715328467153284,-0.16275286757038587,0.9199963230788086,0.7691812722147322,-0.15081505086407643,mdd_duration_weeks|mdd_01_depressed_or_irritable_mood|pdd_duration_months_child,0.10063189914037589,0.2083680580268676
elimination,caregiver,caregiver_1_3,elimination__caregiver_1_3__hybrid_final_rf_plus_maximize_metrics_v1__rf__same_inputs_v11,missingness_10pct,0.8363636363636363,0.5909090909090909,-0.24545454545454537,0.9282890007189073,0.7383177570093458,-0.18997124370956153,,,
elimination,caregiver,caregiver_1_3,elimination__caregiver_1_3__hybrid_final_rf_plus_maximize_metrics_v1__rf__same_inputs_v11,top1_drop,0.8363636363636363,0.0,-0.8363636363636363,0.9282890007189073,0.5,-0.4282890007189073,enuresis_distress_impairment,0.41818181818181815,1.0
elimination,caregiver,caregiver_1_3,elimination__caregiver_1_3__hybrid_final_rf_plus_maximize_metrics_v1__rf__same_inputs_v11,top3_drop,0.8363636363636363,0.0,-0.8363636363636363,0.9282890007189073,0.5,-0.4282890007189073,enuresis_distress_impairment|enuresis_event_frequency_per_week|enuresis_duration_months_consecutive,0.41818181818181815,1.0
elimination,caregiver,caregiver_2_3,elimination__caregiver_2_3__hybrid_final_rf_plus_maximize_metrics_v1__rf__same_inputs_v11,missingness_10pct,0.8440366972477065,0.7524752475247525,-0.09156144972295399,0.9294572250179727,0.8525341480948958,-0.07692307692307687,,,
elimination,caregiver,caregiver_2_3,elimination__caregiver_2_3__hybrid_final_rf_plus_maximize_metrics_v1__rf__same_inputs_v11,top1_drop,0.8440366972477065,0.0,-0.8440366972477065,0.9294572250179727,0.5,-0.4294572250179727,enuresis_duration_months_consecutive,0.3829787234042553,0.851063829787234
elimination,caregiver,caregiver_2_3,elimination__caregiver_2_3__hybrid_final_rf_plus_maximize_metrics_v1__rf__same_inputs_v11,top3_drop,0.8440366972477065,0.0,-0.8440366972477065,0.9294572250179727,0.5,-0.4294572250179727,enuresis_duration_months_consecutive|enuresis_distress_impairment|enuresis_nocturnal,0.3829787234042553,0.851063829787234
elimination,caregiver,caregiver_full,elimination__caregiver_full__hybrid_final_rf_plus_maximize_metrics_v1__rf__same_inputs_v11,missingness_10pct,0.8403361344537815,0.7636363636363637,-0.07669977081741786,0.9609094176851186,0.8851545650611071,-0.07575485262401149,,,
elimination,caregiver,caregiver_full,elimination__caregiver_full__hybrid_final_rf_plus_maximize_metrics_v1__rf__same_inputs_v11,top1_drop,0.8403361344537815,0.17543859649122806,-0.6648975379625535,0.9609094176851186,0.5480769230769231,-0.4128324946081955,enuresis_duration_months_consecutive,0.39978525731816406,0.7041919976217663
elimination,caregiver,caregiver_full,elimination__caregiver_full__hybrid_final_rf_plus_maximize_metrics_v1__rf__same_inputs_v11,top3_drop,0.8403361344537815,0.17543859649122806,-0.6648975379625535,0.9609094176851186,0.5480769230769231,-0.4128324946081955,enuresis_duration_months_consecutive|enuresis_primary_course|enuresis_nocturnal,0.39978525731816406,0.7041919976217663
elimination,psychologist,psychologist_1_3,elimination__psychologist_1_3__hybrid_final_rf_plus_maximize_metrics_v1__rf__same_inputs_v11,missingness_10pct,0.8333333333333334,0.8141592920353983,-0.019174041297935096,0.9597411933860532,0.9247843278217109,-0.0349568655643423,,,
elimination,psychologist,psychologist_1_3,elimination__psychologist_1_3__hybrid_final_rf_plus_maximize_metrics_v1__rf__same_inputs_v11,top1_drop,0.8333333333333334,0.1724137931034483,-0.6609195402298851,0.9597411933860532,0.5469086987778576,-0.4128324946081956,enuresis_duration_months_consecutive,0.4315960937258791,0.8021695660438484
elimination,psychologist,psychologist_1_3,elimination__psychologist_1_3__hybrid_final_rf_plus_maximize_metrics_v1__rf__same_inputs_v11,top3_drop,0.8333333333333334,0.1724137931034483,-0.6609195402298851,0.9597411933860532,0.5469086987778576,-0.4128324946081956,enuresis_duration_months_consecutive|enuresis_primary_course|enuresis_nocturnal,0.4315960937258791,0.8021695660438484
elimination,psychologist,psychologist_2_3,elimination__psychologist_2_3__hybrid_final_rf_plus_maximize_metrics_v1__rf__same_inputs_v11,missingness_10pct,0.847457627118644,0.7358490566037735,-0.1116085705148705,0.9620776419841841,0.8574766355140186,-0.10460100647016546,,,
elimination,psychologist,psychologist_2_3,elimination__psychologist_2_3__hybrid_final_rf_plus_maximize_metrics_v1__rf__same_inputs_v11,top1_drop,0.847457627118644,0.17543859649122806,-0.672019030627416,0.9620776419841841,0.5480769230769231,-0.414000718907261,enuresis_duration_months_consecutive,0.34556106277147514,0.7222729292250056
elimination,psychologist,psychologist_2_3,elimination__psychologist_2_3__hybrid_final_rf_plus_maximize_metrics_v1__rf__same_inputs_v11,top3_drop,0.847457627118644,0.17543859649122806,-0.672019030627416,0.9620776419841841,0.5480769230769231,-0.414000718907261,enuresis_duration_months_consecutive|enuresis_nocturnal|enuresis_primary_course,0.34556106277147514,0.7222729292250056
elimination,psychologist,psychologist_full,elimination__psychologist_full__hybrid_final_rf_plus_maximize_metrics_v1__rf__same_inputs_v11,missingness_10pct,0.8333333333333334,0.7719298245614035,-0.061403508771929904,0.9597411933860532,0.9020488856937455,-0.05769230769230771,,,
elimination,psychologist,psychologist_full,elimination__psychologist_full__hybrid_final_rf_plus_maximize_metrics_v1__rf__same_inputs_v11,top1_drop,0.8333333333333334,0.2033898305084746,-0.6299435028248588,0.9597411933860532,0.5565240833932422,-0.403217109992811,enuresis_duration_months_consecutive,0.40334351682006975,0.7021865984315462
