domain,role,mode,previous_active_model_id,previous_model_family,previous_feature_set_id,feature_set_id,feature_list_pipe,model_family,config_id,calibration,threshold_policy,threshold,seed,n_features,precision_floor,train_precision,train_recall,train_specificity,train_balanced_accuracy,train_f1,train_roc_auc,train_pr_auc,train_brier,val_precision,val_recall,val_specificity,val_balanced_accuracy,val_f1,val_roc_auc,val_pr_auc,val_brier,val_selection_score,precision,recall,specificity,balanced_accuracy,f1,roc_auc,pr_auc,brier,tn,fp,fn,tp,val_ece,holdout_ece,oob_score,overfit_gap_train_val_ba,generalization_gap_val_holdout_ba,guard_ok,val_guard_ok,precision_floor_ok,recall_target_ok,candidate_key,trial_error,holdout_metric_score,old_f1,delta_f1,old_recall,delta_recall,old_precision,delta_precision,old_specificity,delta_specificity,old_balanced_accuracy,delta_balanced_accuracy,old_roc_auc,delta_roc_auc,old_pr_auc,delta_pr_auc,old_brier,delta_brier,sort_score,selection_reason,active_model_id,previous_source_campaign,promoted,rf_only_mandate,material_effect
adhd,caregiver,caregiver_1_3,adhd__caregiver_1_3__hybrid_structural_mode_rescue_v1__rf__structural_dsm5_plus_context_1_3,rf,structural_dsm5_plus_context_1_3,same_inputs_v10,adhd_onset_before_12|adhd_inatt_08_easily_distracted|adhd_impairment_home|adhd_impairment_school|adhd_inatt_02_sustained_attention_difficulty|adhd_inatt_03_seems_not_listening|adhd_inatt_09_forgetful_daily_activities|adhd_inatt_06_avoids_sustained_effort|adhd_hypimp_02_leaves_seat|adhd_inatt_01_attention_to_detail_errors|adhd_hypimp_04_cannot_play_quietly|adhd_hypimp_03_runs_or_climbs_inappropriately|adhd_inatt_07_loses_things|adhd_hypimp_01_fidgets|adhd_hypimp_07_blurts_out|adhd_hypimp_05_driven_by_motor|adhd_hypimp_09_interrupts_intrudes|adhd_hypimp_06_talks_excessively|adhd_inatt_04_fails_to_finish_tasks|adhd_hypimp_08_difficulty_waiting_turn|adhd_inatt_05_organization_difficulty|adhd_impairment_social|adhd_context_home|adhd_context_school|adhd_context_other|conduct_impairment_global|dmdd_outbursts_frequency_per_week|encopresis_event_frequency_per_month|enuresis_event_frequency_per_week|agor_impairment|enuresis_distress_impairment|mdd_impairment|gad_impairment|social_anxiety_impairment|sep_anx_impairment|dmdd_duration_months,rf,rf_calibrated_regularized,isotonic,recall_target_guard,0.3999999999999999,20270457,36,0.6573170731707316,0.7533875338753387,0.9858156028368794,0.9214162348877375,0.9536159188623085,0.8540706605222734,0.9697815994806405,0.8227769368945507,0.04860300100904445,0.7606837606837606,0.9468085106382979,0.927461139896373,0.9371348252673355,0.8436018957345972,0.9691599603130857,0.7955043125168612,0.05141762672912759,0.933590807833608,0.71900826446281,0.925531914893617,0.9119170984455959,0.9187245066696064,0.8093023255813954,0.9492613824275163,0.7241089004526715,0.06389466244508701,352,34,7,87,0.021599654038151686,0.02389242241529588,,0.016481093594972962,0.018410318597729125,yes,yes,yes,yes,adhd::caregiver_1_3::rf_calibrated_regularized::20270457::isotonic::recall_target_guard::0.400000,none,0.8415471902994993,0.8018433179723502,0.007459007609045165,0.925531914893617,0.0,0.7073170731707317,0.011691191292078296,0.9067357512953368,0.005181347150259086,0.9161338330944768,0.002590673575129543,0.9538915224341308,-0.004630140006614436,0.7445006080765808,-0.020391707623909294,0.0753460583624701,-0.01145139591738309,0.8415471902994993,rf_improves_or_matches_previous_balance,adhd__caregiver_1_3__hybrid_rf_max_real_metrics_v1__rf__same_inputs_v10,hybrid_structural_mode_rescue_v1,yes,yes,f1_improved
adhd,caregiver,caregiver_2_3,adhd__caregiver_2_3__hybrid_structural_mode_rescue_v1__rf__structural_compact_2_3,rf,structural_compact_2_3,same_inputs_v10,adhd_onset_before_12|adhd_inatt_08_easily_distracted|adhd_impairment_home|adhd_impairment_school|adhd_inatt_02_sustained_attention_difficulty|adhd_inatt_03_seems_not_listening|adhd_inatt_09_forgetful_daily_activities|adhd_inatt_06_avoids_sustained_effort|adhd_hypimp_02_leaves_seat|adhd_inatt_01_attention_to_detail_errors|adhd_hypimp_04_cannot_play_quietly|adhd_hypimp_03_runs_or_climbs_inappropriately|adhd_inatt_07_loses_things|adhd_hypimp_01_fidgets|adhd_hypimp_07_blurts_out|adhd_hypimp_05_driven_by_motor|adhd_hypimp_09_interrupts_intrudes|adhd_hypimp_06_talks_excessively|adhd_inatt_04_fails_to_finish_tasks|adhd_hypimp_08_difficulty_waiting_turn|adhd_inatt_05_organization_difficulty|adhd_impairment_social|conduct_06_steals_confronting_victim|conduct_03_weapon_use|conduct_04_physical_cruelty_people|conduct_02_initiates_fights|conduct_10_breaks_into_house_building_car|conduct_01_bullies_threatens_intimidates|conduct_07_forced_sex|conduct_09_property_destruction|conduct_05_physical_cruelty_animals|conduct_11_lies_to_obtain_or_avoid|conduct_15_truancy_before_13|conduct_08_fire_setting|conduct_13_stays_out_at_night_before_13|conduct_impairment_global|conduct_12_steals_without_confrontation|conduct_14_runs_away_overnight|dmdd_outbursts_frequency_per_week|adhd_context_home|encopresis_event_frequency_per_month|dmdd_irritable_between_outbursts|enuresis_event_frequency_per_week|mdd_03_weight_or_appetite_change|mdd_01_depressed_or_irritable_mood|gad_excessive_worry_multiple_areas|gad_difficulty_controlling_worry|mdd_02_loss_of_interest_or_pleasure|adhd_context_school|mdd_07_worthlessness_or_excessive_guilt|adhd_context_other|mdd_05_psychomotor_change|mdd_04_sleep_change|mdd_08_concentration_or_decision_difficulty|mdd_06_fatigue_or_low_energy|sep_anx_01_distress_on_separation|mdd_09_death_or_suicidal_thoughts|sep_anx_02_worry_losing_attachment_figures|sep_anx_03_worry_event_causing_separation|sep_anx_08_physical_complaints_on_separation|sep_anx_04_refuses_leaving_home_school|sep_anx_07_separation_nightmares|sep_anx_05_fear_being_alone_without_attachment|social_anxiety_fear_being_observed|social_anxiety_almost_always_triggered|sep_anx_06_refuses_sleep_away_or_alone|social_anxiety_avoid_or_endure_intense|social_anxiety_fear_interactions|social_anxiety_fear_performance,rf,rf_precision_guarded,none,recall_target_guard,0.5599999999999999,20270457,69,0.6563492063492063,0.712468193384224,0.9929078014184397,0.9024179620034543,0.9476628817109469,0.8296296296296296,0.9660839182253579,0.7970972552498486,0.06825702810240522,0.7398373983739838,0.9680851063829787,0.917098445595855,0.9425917759894169,0.8387096774193549,0.9700970124572814,0.8085901075574813,0.06367980701802674,0.9351506558834962,0.689922480620155,0.9468085106382979,0.8963730569948186,0.9215907838165582,0.7982062780269058,0.9524583838606547,0.7461931953430669,0.07868796345116312,346,40,5,89,0.06975453443891634,0.0783782435811946,0.8972222222222223,0.005071105721530023,0.021000992172858668,yes,yes,yes,yes,adhd::caregiver_2_3::rf_precision_guarded::20270457::none::recall_target_guard::0.560000,none,0.8360678619900641,0.8090909090909091,-0.01088463106400328,0.946808510638298,-1.1102230246251565e-16,0.7063492063492064,-0.01642672572905135,0.9041450777202072,-0.007772020725388629,0.9254767941792524,-0.0038860103626942033,0.9545529710065044,-0.0020945871458496468,0.7295274311684008,0.016665764174666142,0.0744408560108688,0.004247107440294315,0.8360678619900641,rf_only_mandate_best_valid_rf_even_if_regression,adhd__caregiver_2_3__hybrid_rf_max_real_metrics_v1__rf__same_inputs_v10,hybrid_structural_mode_rescue_v1,yes,yes,rf_only_mandate_or_no_material_gain
adhd,caregiver,caregiver_full,adhd__caregiver_full__rebuild_v2__rf__engineered_compact,rf,engineered_compact,same_inputs_v10,adhd_context_other|adhd_hypimp_01_fidgets|adhd_hypimp_02_leaves_seat|adhd_hypimp_03_runs_or_climbs_inappropriately|adhd_hypimp_04_cannot_play_quietly|adhd_hypimp_05_driven_by_motor|adhd_hypimp_06_talks_excessively|adhd_hypimp_07_blurts_out|adhd_hypimp_09_interrupts_intrudes|adhd_impairment_home|adhd_impairment_school|adhd_impairment_social|adhd_inatt_01_attention_to_detail_errors|adhd_inatt_02_sustained_attention_difficulty|adhd_inatt_03_seems_not_listening|adhd_inatt_04_fails_to_finish_tasks|adhd_inatt_05_organization_difficulty|adhd_inatt_06_avoids_sustained_effort|adhd_inatt_07_loses_things|adhd_inatt_08_easily_distracted|adhd_inatt_09_forgetful_daily_activities|adhd_onset_before_12|age_years|agor_duration_months|conduct_03_weapon_use|conduct_04_physical_cruelty_people|conduct_06_steals_confronting_victim|conduct_07_forced_sex|conduct_09_property_destruction|conduct_10_breaks_into_house_building_car|conduct_11_lies_to_obtain_or_avoid|conduct_12_steals_without_confrontation|conduct_14_runs_away_overnight|conduct_15_truancy_before_13|conduct_impairment_global|conduct_lpe_01_lack_remorse_guilt|conduct_lpe_02_callous_lack_empathy|conduct_lpe_04_shallow_deficient_affect|dmdd_duration_months|dmdd_outbursts_frequency_per_week|eng_adhd_context_spread|eng_adhd_core_mean|eng_anxiety_core_mean|eng_conduct_core_mean|eng_depression_core_mean|eng_elimination_intensity|eng_externalizing_index|eng_internalizing_index|eng_mood_discrepancy|mdd_duration_weeks|pdd_duration_months_child|sep_anx_duration_weeks|social_anxiety_duration_months,rf,rf_balanced_regularized,none,recall_target_guard,0.4666534718198245,20270457,53,0.6903846153846154,0.7216494845360825,0.9929078014184397,0.9067357512953368,0.9498217763568882,0.835820895522388,0.9757805705606389,0.8824547685408133,0.06330962633707914,0.7583333333333333,0.9680851063829787,0.9248704663212435,0.9464777863521111,0.8504672897196262,0.9683607099548011,0.8095581559026201,0.0600858764843049,0.9430305445772157,0.704,0.9361702127659575,0.9041450777202072,0.9201576452430824,0.8036529680365296,0.951383529930548,0.7300419974766443,0.07554613242576143,349,37,6,88,0.06291018539887792,0.07107558383791154,0.9138888888888889,0.003343990004777142,0.026320141109028694,yes,yes,yes,yes,adhd::caregiver_full::rf_balanced_regularized::20270457::none::recall_target_guard::0.466653,none,0.8384279364116085,0.7777777777777778,0.025875190258751846,0.8191489361702128,0.11702127659574468,0.7403846153846154,-0.03638461538461546,0.9300518134715026,-0.025906735751295318,0.8746003748208577,0.04555727042222468,0.9506394002866276,0.0007441296439203438,0.7118788252075036,0.01816317226914077,0.0687218130961477,0.0068243193296137344,0.8384279364116085,rf_improves_or_matches_previous_balance,adhd__caregiver_full__hybrid_rf_max_real_metrics_v1__rf__same_inputs_v10,rebuild_v2,yes,yes,f1_improved
adhd,psychologist,psychologist_1_3,adhd__psychologist_1_3__hybrid_final_model_structural_compliance_v1__logreg__structural_ranked_direct,logreg,structural_ranked_direct,same_inputs_v10,adhd_onset_before_12|adhd_inatt_08_easily_distracted|adhd_inatt_02_sustained_attention_difficulty|adhd_inatt_06_avoids_sustained_effort|adhd_inatt_03_seems_not_listening|adhd_hypimp_04_cannot_play_quietly|adhd_inatt_07_loses_things|adhd_hypimp_02_leaves_seat|adhd_inatt_09_forgetful_daily_activities,rf,rf_calibrated_regularized,none,f1_ba_conservative,0.5499999999999999,20270439,9,0.62,0.7025641025641025,0.9716312056737588,0.8998272884283247,0.9357292470510418,0.8154761904761905,0.9624673869106676,0.7763659971352008,0.07046125408488241,0.696,0.925531914893617,0.9015544041450777,0.9135431595193473,0.7945205479452054,0.9609607540513725,0.7702676311095303,0.07090482694229593,0.844471269602564,0.6904761904761905,0.925531914893617,0.8989637305699482,0.9122478227317825,0.7909090909090909,0.9497299084996141,0.7180700559629031,0.07867751257646273,347,39,7,87,0.06983471943387672,0.0730023421604309,,0.022186087531694487,0.0012953367875647714,yes,yes,yes,yes,adhd::psychologist_1_3::rf_calibrated_regularized::20270439::none::f1_ba_conservative::0.550000,none,0.8272604163538083,0.7657657657657657,0.02514332514332518,0.9042553191489362,0.02127659574468077,0.6640625,0.026413690476190466,0.8886010362694301,0.01036269430051806,0.8964281777091831,0.01581964502259936,0.950446477786352,-0.0007165692867379114,0.7241215262864815,-0.006051470323578445,0.0875123423719748,-0.008834829795512075,0.8272604163538083,rf_improves_or_matches_previous_balance,adhd__psychologist_1_3__hybrid_rf_max_real_metrics_v1__rf__same_inputs_v10,hybrid_final_model_structural_compliance_v1,yes,yes,f1_improved
adhd,psychologist,psychologist_2_3,adhd__psychologist_2_3__hybrid_structural_mode_rescue_v1__logreg__structural_ranked_2_3,logreg,structural_ranked_2_3,same_inputs_v10,adhd_onset_before_12|adhd_inatt_08_easily_distracted|adhd_impairment_school|adhd_not_better_explained_other_mental|adhd_inatt_06_avoids_sustained_effort|adhd_inatt_02_sustained_attention_difficulty|adhd_impairment_home|adhd_inatt_03_seems_not_listening|adhd_inatt_09_forgetful_daily_activities|adhd_hypimp_02_leaves_seat|adhd_hypimp_04_cannot_play_quietly|adhd_inatt_07_loses_things|adhd_inatt_01_attention_to_detail_errors|adhd_hypimp_03_runs_or_climbs_inappropriately|adhd_inatt_04_fails_to_finish_tasks|adhd_impairment_social|adhd_hypimp_07_blurts_out|adhd_hypimp_01_fidgets|adhd_hypimp_05_driven_by_motor|adhd_hypimp_06_talks_excessively|adhd_hypimp_08_difficulty_waiting_turn|adhd_hypimp_09_interrupts_intrudes|adhd_inatt_05_organization_difficulty|conduct_03_weapon_use|conduct_impairment_global|conduct_06_steals_confronting_victim|conduct_04_physical_cruelty_people|conduct_02_initiates_fights|conduct_10_breaks_into_house_building_car|conduct_07_forced_sex|conduct_09_property_destruction|conduct_01_bullies_threatens_intimidates|conduct_11_lies_to_obtain_or_avoid|conduct_05_physical_cruelty_animals|conduct_08_fire_setting|adhd_context_home|conduct_15_truancy_before_13|conduct_13_stays_out_at_night_before_13|adhd_context_other|conduct_12_steals_without_confrontation|conduct_14_runs_away_overnight|dmdd_outbursts_frequency_per_week|adhd_context_school|encopresis_event_frequency_per_month|dmdd_irritable_between_outbursts|enuresis_event_frequency_per_week|mdd_03_weight_or_appetite_change|mdd_01_depressed_or_irritable_mood|mdd_02_loss_of_interest_or_pleasure|gad_difficulty_controlling_worry|gad_excessive_worry_multiple_areas|mdd_07_worthlessness_or_excessive_guilt|mdd_05_psychomotor_change|mdd_04_sleep_change|mdd_08_concentration_or_decision_difficulty|sep_anx_01_distress_on_separation|mdd_06_fatigue_or_low_energy|mdd_09_death_or_suicidal_thoughts|sep_anx_02_worry_losing_attachment_figures|sep_anx_08_physical_complaints_on_separation|sep_anx_03_worry_event_causing_separation|sep_anx_04_refuses_leaving_home_school|sep_anx_07_separation_nightmares|sep_anx_05_fear_being_alone_without_attachment|social_anxiety_fear_being_observed|social_anxiety_almost_always_triggered|sep_anx_06_refuses_sleep_away_or_alone|social_anxiety_avoid_or_endure_intense|social_anxiety_fear_interactions|social_anxiety_fear_performance|social_anxiety_fear_negative_evaluation|agor_escape_help_cognition|agor_avoid_or_need_companion|agor_impairment|enuresis_distress_impairment|gad_assoc_03_concentration_difficulty|gad_assoc_02_fatigue|gad_assoc_01_restlessness|gad_assoc_04_irritability|mdd_impairment|gad_assoc_05_muscle_tension|gad_assoc_06_sleep_problems|gad_impairment|social_anxiety_impairment|sep_anx_impairment|dmdd_duration_months|agor_duration_months|encopresis_duration_months_consecutive|enuresis_duration_months_consecutive|gad_duration_months|mdd_duration_weeks|agor_fear_02_open_spaces|sep_anx_duration_weeks|pdd_duration_months_child|agor_fear_01_public_transport|social_anxiety_duration_months|dmdd_outbursts_severity|agor_fear_03_enclosed_spaces|agor_fear_05_outside_home_alone|agor_fear_04_crowds_queues|pdd_depressed_or_irritable_mood,rf,rf_calibrated_regularized,isotonic,f1_ba_conservative,0.27999999999999997,20270457,101,0.7309523809523809,0.9285714285714286,0.9680851063829787,0.9818652849740933,0.974975195678536,0.9479166666666666,0.9968060608287704,0.9884799453081548,0.015144136129204842,0.9148936170212766,0.9148936170212766,0.9792746113989638,0.9470841142101202,0.9148936170212766,0.9863438430162055,0.9672588690348547,0.024607928798472668,0.41594698038967726,0.8333333333333334,0.851063829787234,0.9585492227979274,0.9048065262925807,0.8421052631578947,0.9720675779958107,0.9313831206397698,0.040598501827319756,370,16,14,80,0.020543796531834715,0.017592707690663182,,0.02789108146841579,0.04227758791753944,yes,no,yes,no,adhd::psychologist_2_3::rf_calibrated_regularized::20270457::isotonic::f1_ba_conservative::0.280000,none,0.8583131513876715,0.8241206030150754,0.017984660142819298,0.8723404255319149,-0.021276595744680882,0.780952380952381,0.05238095238095242,0.9404145077720208,0.018134715025906578,0.9063774666519678,-0.0015709403593870963,0.9777036710395768,-0.0056360930437661105,0.91944061580705,0.011942504832719747,0.0878566848290679,-0.047258183001748146,0.8583131513876715,rf_improves_or_matches_previous_balance,adhd__psychologist_2_3__hybrid_rf_max_real_metrics_v1__rf__same_inputs_v10,hybrid_structural_mode_rescue_v1,yes,yes,f1_improved
adhd,psychologist,psychologist_full,adhd__psychologist_full__v6_hotfix_v1__logreg__dsm5_core_only,logreg,dsm5_core_only,same_inputs_v10,adhd_context_home|adhd_context_other|adhd_context_school|adhd_hypimp_01_fidgets|adhd_hypimp_02_leaves_seat|adhd_hypimp_03_runs_or_climbs_inappropriately|adhd_hypimp_04_cannot_play_quietly|adhd_hypimp_05_driven_by_motor|adhd_hypimp_06_talks_excessively|adhd_hypimp_07_blurts_out|adhd_hypimp_08_difficulty_waiting_turn|adhd_hypimp_09_interrupts_intrudes|adhd_impairment_home|adhd_impairment_school|adhd_impairment_social|adhd_inatt_01_attention_to_detail_errors|adhd_inatt_02_sustained_attention_difficulty|adhd_inatt_03_seems_not_listening|adhd_inatt_04_fails_to_finish_tasks|adhd_inatt_05_organization_difficulty|adhd_inatt_06_avoids_sustained_effort|adhd_inatt_07_loses_things|adhd_inatt_08_easily_distracted|adhd_inatt_09_forgetful_daily_activities|adhd_not_better_explained_other_mental|adhd_not_psychosis_exclusive|adhd_onset_before_12,rf,rf_guardrail_randomized,none,recall_target_guard,0.6,20270421,27,0.6410569105691056,0.7451523545706371,0.9539007092198581,0.9205526770293609,0.9372266931246096,0.8367029548989113,0.972035424245765,0.875975692151975,0.09006012094765037,0.7652173913043478,0.9361702127659575,0.9300518134715026,0.93311101311873,0.8421052631578947,0.9775107485393011,0.897185085421789,0.08485897178241059,0.9286849241406507,0.7226890756302521,0.9148936170212766,0.9145077720207254,0.914700694521001,0.8075117370892019,0.9629313195899019,0.8534145929527844,0.09390187028874665,353,33,8,86,0.14015862991194458,0.12325976241349514,0.8756944444444444,0.004115680005879585,0.018410318597729014,yes,yes,yes,no,adhd::psychologist_full::rf_guardrail_randomized::20270421::none::recall_target_guard::0.600000,none,0.8367893092094223,0.783410138248848,0.0241015988403539,0.9042553191489362,0.010638297872340385,0.6910569105691057,0.03163216506114641,0.9015544041450776,0.012953367875647825,0.902904861647007,0.011795832873993994,0.9690497188843568,-0.0061183992944549015,0.8323549472799558,0.021059645672828586,0.0817923949186582,0.012109475370088454,0.8367893092094223,rf_improves_or_matches_previous_balance,adhd__psychologist_full__hybrid_rf_max_real_metrics_v1__rf__same_inputs_v10,hybrid_v6_quick_champion_guard_hotfix_v1,yes,yes,f1_improved
anxiety,caregiver,caregiver_1_3,anxiety__caregiver_1_3__rebuild_v2__rf__engineered_full,rf,engineered_full,same_inputs_v10,adhd_hypimp_01_fidgets|adhd_hypimp_02_leaves_seat|adhd_hypimp_03_runs_or_climbs_inappropriately|adhd_hypimp_04_cannot_play_quietly|adhd_hypimp_05_driven_by_motor|adhd_hypimp_06_talks_excessively|adhd_hypimp_07_blurts_out|adhd_hypimp_08_difficulty_waiting_turn|adhd_hypimp_09_interrupts_intrudes|adhd_inatt_01_attention_to_detail_errors|adhd_inatt_02_sustained_attention_difficulty|adhd_inatt_03_seems_not_listening|adhd_inatt_04_fails_to_finish_tasks|adhd_inatt_05_organization_difficulty|adhd_inatt_06_avoids_sustained_effort|adhd_inatt_07_loses_things|adhd_inatt_08_easily_distracted|adhd_inatt_09_forgetful_daily_activities|conduct_01_bullies_threatens_intimidates|conduct_02_initiates_fights|conduct_03_weapon_use|conduct_04_physical_cruelty_people|conduct_05_physical_cruelty_animals|conduct_06_steals_confronting_victim|conduct_07_forced_sex|conduct_08_fire_setting|conduct_09_property_destruction|conduct_10_breaks_into_house_building_car|conduct_11_lies_to_obtain_or_avoid|conduct_12_steals_without_confrontation|conduct_13_stays_out_at_night_before_13|conduct_14_runs_away_overnight|conduct_15_truancy_before_13|dmdd_irritable_between_outbursts|dmdd_outbursts_frequency_per_week|encopresis_event_frequency_per_month|eng_adhd_context_spread|eng_adhd_core_mean|eng_anxiety_core_mean|eng_conduct_core_mean|eng_depression_core_mean|eng_elimination_intensity|eng_externalizing_index|eng_internalizing_index|eng_mood_discrepancy|enuresis_event_frequency_per_week|gad_difficulty_controlling_worry|gad_excessive_worry_multiple_areas|mdd_01_depressed_or_irritable_mood|mdd_02_loss_of_interest_or_pleasure|mdd_03_weight_or_appetite_change|mdd_04_sleep_change|mdd_05_psychomotor_change|mdd_06_fatigue_or_low_energy|mdd_07_worthlessness_or_excessive_guilt|mdd_08_concentration_or_decision_difficulty|mdd_09_death_or_suicidal_thoughts|sep_anx_01_distress_on_separation,rf,rf_calibrated_regularized,isotonic,recall_target_guard,0.29,20270439,58,0.75,0.8381294964028777,0.9031007751937985,0.9619289340101523,0.9325148546019755,0.8694029850746269,0.9846863154028778,0.9381108477490794,0.03426953776187494,0.7857142857142857,0.8953488372093024,0.9467005076142132,0.9210246724117578,0.8369565217391305,0.9787953016172826,0.913916151031044,0.045075050155823956,0.9027637368345766,0.8461538461538461,0.8953488372093024,0.9644670050761421,0.9299079211427222,0.8700564971751412,0.9767884547278951,0.9193327479894848,0.03778474446195049,380,14,9,77,0.03386859611336722,0.013880122045605998,,0.01149018219021769,0.008883248730964466,yes,yes,yes,yes,anxiety::caregiver_1_3::rf_calibrated_regularized::20270439::isotonic::recall_target_guard::0.290000,none,0.8852270596560594,0.8554216867469879,0.014634810428153289,0.8255813953488372,0.06976744186046513,0.8875,-0.04134615384615381,0.9771573604060914,-0.012690355329949221,0.9013693778774644,0.028538543265257843,0.9767441860465116,4.426868138351914e-05,0.9266917820093952,-0.007359034019910338,0.0368358394115982,0.0009489050503522847,0.8852270596560594,rf_improves_or_matches_previous_balance,anxiety__caregiver_1_3__hybrid_rf_max_real_metrics_v1__rf__same_inputs_v10,rebuild_v2,yes,yes,f1_improved
anxiety,caregiver,caregiver_2_3,anxiety__caregiver_2_3__v6_hotfix_v1__logreg__engineered_pruned_no_eng_v1,logreg,engineered_pruned_no_eng_v1,same_inputs_v10,adhd_hypimp_01_fidgets|adhd_hypimp_02_leaves_seat|adhd_hypimp_04_cannot_play_quietly|adhd_hypimp_05_driven_by_motor|adhd_hypimp_06_talks_excessively|adhd_inatt_02_sustained_attention_difficulty|adhd_inatt_03_seems_not_listening|adhd_inatt_07_loses_things|age_years|agor_avoid_or_need_companion|agor_duration_months|agor_escape_help_cognition|agor_fear_01_public_transport|agor_fear_02_open_spaces|agor_fear_03_enclosed_spaces|agor_impairment|dmdd_duration_months|dmdd_irritable_between_outbursts|dmdd_outbursts_frequency_per_week|gad_assoc_01_restlessness|gad_assoc_02_fatigue|gad_assoc_03_concentration_difficulty|gad_assoc_04_irritability|gad_assoc_05_muscle_tension|gad_assoc_06_sleep_problems|gad_difficulty_controlling_worry|gad_duration_months|gad_excessive_worry_multiple_areas|gad_impairment|mdd_01_depressed_or_irritable_mood|mdd_02_loss_of_interest_or_pleasure|mdd_03_weight_or_appetite_change|mdd_04_sleep_change|mdd_05_psychomotor_change|mdd_06_fatigue_or_low_energy|mdd_07_worthlessness_or_excessive_guilt|mdd_08_concentration_or_decision_difficulty|mdd_09_death_or_suicidal_thoughts|mdd_duration_weeks|mdd_impairment|pdd_duration_months_child|sep_anx_01_distress_on_separation|sep_anx_02_worry_losing_attachment_figures|sep_anx_03_worry_event_causing_separation|sep_anx_04_refuses_leaving_home_school|sep_anx_05_fear_being_alone_without_attachment|sep_anx_06_refuses_sleep_away_or_alone|sep_anx_07_separation_nightmares|sep_anx_08_physical_complaints_on_separation|sep_anx_duration_weeks|sep_anx_impairment|social_anxiety_almost_always_triggered|social_anxiety_avoid_or_endure_intense|social_anxiety_duration_months|social_anxiety_fear_being_observed|social_anxiety_fear_interactions|social_anxiety_fear_negative_evaluation|social_anxiety_fear_performance|social_anxiety_impairment,rf,rf_guardrail_very_random,none,f1_ba_conservative,0.5509721185330153,20270421,59,0.8,0.8340248962655602,0.7790697674418605,0.9661590524534687,0.8726144099476646,0.8056112224448898,0.9553968441348917,0.8583989811588638,0.1352949312017155,0.8095238095238095,0.7906976744186046,0.9593908629441624,0.8750442686813835,0.8,0.9674182505017118,0.8390434546641681,0.13771602771332164,0.7951625609196754,0.8554216867469879,0.8255813953488372,0.9695431472081218,0.8975622712784795,0.8402366863905325,0.9643637114862472,0.8985296515822613,0.1324680784221708,382,12,15,71,0.25858730690714626,0.26493920824030165,,-0.002429858733718926,0.02251800259709602,yes,yes,yes,no,anxiety::caregiver_2_3::rf_guardrail_very_random::20270421::none::f1_ba_conservative::0.550972,none,0.8494091184210718,0.8674698795180723,-0.0272331931275398,0.8372093023255814,-0.011627906976744207,0.9,-0.04457831325301209,0.9796954314720812,-0.01015228426395931,0.9084523668988314,-0.010890095620351814,0.976508086412466,-0.012144374926218782,0.9296147704456827,-0.031085118863421468,0.0567813344547886,0.07568674396738219,0.8494091184210718,rf_only_mandate_best_valid_rf_even_if_regression,anxiety__caregiver_2_3__hybrid_rf_max_real_metrics_v1__rf__same_inputs_v10,final_honest_improvement_v1,yes,yes,rf_only_mandate_or_no_material_gain
