mode,domain,stress_type,scenario,precision,recall,balanced_accuracy,pr_auc,brier,delta_ba
caregiver_1_3,depression,threshold,threshold_shift_+0.05,0.8,0.6341463414634146,0.80074151244025,0.764765007527117,0.0600670985657974,-0.012195121951219523
caregiver_1_3,depression,threshold,threshold_shift_+0.10,0.8032786885245902,0.5975609756097561,0.7837051109204559,0.764765007527117,0.0600670985657974,-0.029231523471013654
caregiver_2_3,adhd,missingness,missing_10pct,0.7021276595744681,0.7021276595744681,0.8147943997354206,0.7011719042980962,0.0797777657589455,-0.0666960643809944
caregiver_2_3,adhd,missingness,missing_20pct,0.7123287671232876,0.5531914893617021,0.7493936721419909,0.6589442539155994,0.09804783649170627,-0.13209679197442403
caregiver_2_3,adhd,threshold,threshold_shift_-0.10,0.7017543859649122,0.851063829787234,0.881490464116415,0.7044217957677258,0.07256724664934806,0.0
caregiver_2_3,adhd,threshold,threshold_shift_-0.05,0.7017543859649122,0.851063829787234,0.881490464116415,0.7044217957677258,0.07256724664934806,0.0
caregiver_2_3,adhd,threshold,threshold_shift_+0.05,0.7238095238095238,0.8085106382978723,0.8666905523095578,0.7044217957677258,0.07256724664934806,-0.014799911806857136
caregiver_2_3,adhd,threshold,threshold_shift_+0.10,0.7211538461538461,0.7978723404255319,0.8613714033733877,0.7044217957677258,0.07256724664934806,-0.020119060743027273
caregiver_2_3,conduct,missingness,missing_10pct,1.0,0.95625,0.978125,0.9791266025641026,0.015193936744261238,-0.021874999999999978
caregiver_2_3,conduct,missingness,missing_20pct,1.0,0.8125,0.90625,0.9081974590115277,0.05821372453829769,-0.09375
caregiver_2_3,conduct,threshold,threshold_shift_-0.10,1.0,1.0,1.0,1.0,0.001274432464644938,0.0
caregiver_2_3,conduct,threshold,threshold_shift_-0.05,1.0,1.0,1.0,1.0,0.001274432464644938,0.0
caregiver_2_3,conduct,threshold,threshold_shift_+0.05,1.0,1.0,1.0,1.0,0.001274432464644938,0.0
caregiver_2_3,conduct,threshold,threshold_shift_+0.10,1.0,1.0,1.0,1.0,0.001274432464644938,0.0
caregiver_2_3,elimination,missingness,missing_10pct,0.94,0.9038461538461539,0.9484184040258807,0.9166047020349475,0.014980561416651387,-0.027677929547088365
caregiver_2_3,elimination,missingness,missing_20pct,0.9318181818181818,0.7884615384615384,0.890726096333573,0.8548174048174048,0.024916637500960417,-0.08537023723939607
caregiver_2_3,elimination,threshold,threshold_shift_-0.10,0.8387096774193549,1.0,0.9883177570093458,0.955947602524266,0.010039232809337021,0.012221423436376666
caregiver_2_3,elimination,threshold,threshold_shift_-0.05,0.8524590163934426,1.0,0.9894859813084111,0.955947602524266,0.010039232809337021,0.013389647735442045
caregiver_2_3,elimination,threshold,threshold_shift_+0.05,0.9259259259259259,0.9615384615384616,0.9760963335729691,0.955947602524266,0.010039232809337021,0.0
caregiver_2_3,elimination,threshold,threshold_shift_+0.10,0.9259259259259259,0.9615384615384616,0.9760963335729691,0.955947602524266,0.010039232809337021,0.0
caregiver_2_3,anxiety,missingness,missing_10pct,0.8860759493670886,0.813953488372093,0.8955554243890922,0.9309592369349001,0.03520654786005996,-0.03234564986424271
caregiver_2_3,anxiety,missingness,missing_20pct,0.8805970149253731,0.686046511627907,0.8328709715499941,0.8943894372453152,0.04621555506815591,-0.09503010270334078
caregiver_2_3,anxiety,threshold,threshold_shift_-0.10,0.8058252427184466,0.9651162790697675,0.9571774288749852,0.9524808419049929,0.03067558229537218,0.029276354621650347
caregiver_2_3,anxiety,threshold,threshold_shift_-0.05,0.803921568627451,0.9534883720930233,0.9513634753866131,0.9524808419049929,0.03067558229537218,0.023462401133278243
caregiver_2_3,anxiety,threshold,threshold_shift_+0.05,0.8735632183908046,0.8837209302325582,0.9279010742533349,0.9524808419049929,0.03067558229537218,0.0
caregiver_2_3,anxiety,threshold,threshold_shift_+0.10,0.8837209302325582,0.8837209302325582,0.9291701097863299,0.9524808419049929,0.03067558229537218,0.0012690355329949554
caregiver_2_3,depression,missingness,missing_10pct,0.8591549295774648,0.7439024390243902,0.8593884054418434,0.8144600553947008,0.05453097685894568,-0.04375536217673737
caregiver_2_3,depression,missingness,missing_20pct,0.8863636363636364,0.47560975609756095,0.7315234710136046,0.7477268456391313,0.08236761713331232,-0.17162029660497613
caregiver_2_3,depression,threshold,threshold_shift_-0.10,0.7634408602150538,0.8658536585365854,0.9052886383135188,0.8434143874736915,0.045455386362202914,0.0021448706949380725
caregiver_2_3,depression,threshold,threshold_shift_-0.05,0.7634408602150538,0.8658536585365854,0.9052886383135188,0.8434143874736915,0.045455386362202914,0.0021448706949380725
caregiver_2_3,depression,threshold,threshold_shift_+0.05,0.8313253012048193,0.8414634146341463,0.9031437676185807,0.8434143874736915,0.045455386362202914,0.0
caregiver_2_3,depression,threshold,threshold_shift_+0.10,0.8313253012048193,0.8414634146341463,0.9031437676185807,0.8434143874736915,0.045455386362202914,0.0
caregiver_full,adhd,missingness,missing_10pct,0.7294117647058823,0.6595744680851063,0.7999944879285635,0.7123705424845925,0.07552388523924808,-0.0746058868922942
caregiver_full,adhd,missingness,missing_20pct,0.8076923076923077,0.44680851063829785,0.7104508874435013,0.7247647834410675,0.08618827668123806,-0.16414948737735646
caregiver_full,adhd,threshold,threshold_shift_-0.10,0.7016129032258065,0.925531914893617,0.914838496306912,0.7118788252075036,0.06872181309614778,0.040238121486054323
caregiver_full,adhd,threshold,threshold_shift_-0.05,0.7016129032258065,0.925531914893617,0.914838496306912,0.7118788252075036,0.06872181309614778,0.040238121486054323
caregiver_full,adhd,threshold,threshold_shift_+0.05,0.7403846153846154,0.8191489361702128,0.8746003748208577,0.7118788252075036,0.06872181309614778,0.0
caregiver_full,adhd,threshold,threshold_shift_+0.10,0.7403846153846154,0.8191489361702128,0.8746003748208577,0.7118788252075036,0.06872181309614778,0.0
caregiver_full,conduct,missingness,missing_10pct,1.0,0.9125,0.95625,0.9541666666666666,0.027492510514026326,-0.04062499999999991
caregiver_full,conduct,missingness,missing_20pct,1.0,0.79375,0.896875,0.8915737285793256,0.06319664543218576,-0.09999999999999998
caregiver_full,conduct,threshold,threshold_shift_-0.10,1.0,0.99375,0.996875,1.0,0.0013267998081757956,0.0
caregiver_full,conduct,threshold,threshold_shift_-0.05,1.0,0.99375,0.996875,1.0,0.0013267998081757956,0.0
caregiver_full,conduct,threshold,threshold_shift_+0.05,1.0,0.99375,0.996875,1.0,0.0013267998081757956,0.0
caregiver_full,conduct,threshold,threshold_shift_+0.10,1.0,0.99375,0.996875,1.0,0.0013267998081757956,0.0
caregiver_full,elimination,missingness,missing_10pct,0.9772727272727273,0.8269230769230769,0.912293314162473,0.9227377384187295,0.01411221250767439,-0.06613946800862702
caregiver_full,elimination,missingness,missing_20pct,0.972972972972973,0.6923076923076923,0.8449856218547807,0.891328222785366,0.023098351892339043,-0.1334471603163193
caregiver_full,elimination,threshold,threshold_shift_-0.10,0.9433962264150944,0.9615384615384616,0.9772645578720345,0.9582613967229352,0.008133726547462859,-0.00116822429906549
caregiver_full,elimination,threshold,threshold_shift_-0.05,0.9615384615384616,0.9615384615384616,0.9784327821711,0.9582613967229352,0.008133726547462859,0.0
caregiver_full,elimination,threshold,threshold_shift_+0.05,0.9615384615384616,0.9615384615384616,0.9784327821711,0.9582613967229352,0.008133726547462859,0.0
caregiver_full,elimination,threshold,threshold_shift_+0.10,0.9615384615384616,0.9615384615384616,0.9784327821711,0.9582613967229352,0.008133726547462859,0.0
caregiver_full,anxiety,missingness,missing_10pct,0.9558823529411765,0.7558139534883721,0.8740998701452013,0.929922120830736,0.03395899562923509,-0.06469129972848542
caregiver_full,anxiety,missingness,missing_20pct,0.9333333333333333,0.6511627906976745,0.8205052532168575,0.8573411410295322,0.051918540193886406,-0.1182859166568292
caregiver_full,anxiety,threshold,threshold_shift_-0.10,0.7545454545454545,0.9651162790697675,0.9482941801440208,0.9465380549682876,0.027443504875430833,0.009503010270334067
caregiver_full,anxiety,threshold,threshold_shift_-0.05,0.7545454545454545,0.9651162790697675,0.9482941801440208,0.9465380549682876,0.027443504875430833,0.009503010270334067
caregiver_full,anxiety,threshold,threshold_shift_+0.05,0.9166666666666666,0.8953488372093024,0.9387911698736867,0.9465380549682876,0.027443504875430833,0.0
caregiver_full,anxiety,threshold,threshold_shift_+0.10,0.9166666666666666,0.8953488372093024,0.9387911698736867,0.9465380549682876,0.027443504875430833,0.0
caregiver_full,depression,missingness,missing_10pct,0.859375,0.6707317073170732,0.8240593209952201,0.8303804393562515,0.058360504608566996,-0.06940188748621146
caregiver_full,depression,missingness,missing_20pct,0.85,0.4146341463414634,0.6997793847285206,0.7517294905539282,0.08642594760299076,-0.19368182375291088
caregiver_full,depression,threshold,threshold_shift_-0.10,0.8375,0.8170731707317073,0.8922049270743964,0.8665383358161101,0.04603331333776021,-0.0012562814070351536
caregiver_full,depression,threshold,threshold_shift_-0.05,0.8375,0.8170731707317073,0.8922049270743964,0.8665383358161101,0.04603331333776021,-0.0012562814070351536
caregiver_full,depression,threshold,threshold_shift_+0.05,0.8481012658227848,0.8170731707317073,0.8934612084814315,0.8665383358161101,0.04603331333776021,0.0
caregiver_full,depression,threshold,threshold_shift_+0.10,0.8481012658227848,0.8170731707317073,0.8934612084814315,0.8665383358161101,0.04603331333776021,0.0
psychologist_1_3,adhd,missingness,missing_10pct,0.6355140186915887,0.723404255319149,0.8111839929445486,0.642154976870984,0.0917828494187875,-0.06294785580421114
psychologist_1_3,adhd,missingness,missing_20pct,0.5978260869565217,0.5851063829787234,0.7446257303494653,0.5768870209994171,0.10839245292875375,-0.12950611839929438
psychologist_1_3,adhd,threshold,threshold_shift_-0.10,0.577639751552795,0.9893617021276596,0.9065979495094256,0.6375451264670481,0.08417327519767266,0.03246610076066592
psychologist_1_3,adhd,threshold,threshold_shift_-0.05,0.577639751552795,0.9893617021276596,0.9065979495094256,0.6375451264670481,0.08417327519767266,0.03246610076066592
psychologist_1_3,adhd,threshold,threshold_shift_+0.05,0.6148148148148148,0.8829787234042553,0.8741318487487597,0.6375451264670481,0.08417327519767266,0.0
psychologist_1_3,adhd,threshold,threshold_shift_+0.10,0.6148148148148148,0.8829787234042553,0.8741318487487597,0.6375451264670481,0.08417327519767266,0.0
psychologist_1_3,conduct,missingness,missing_10pct,0.9318181818181818,0.76875,0.8703125,0.9559615056463907,0.06253250094712484,-0.015625
psychologist_1_3,conduct,missingness,missing_20pct,0.9279279279279279,0.64375,0.809375,0.9432757538350042,0.07437771963613331,-0.07656250000000009
psychologist_1_3,conduct,threshold,threshold_shift_-0.10,0.8881578947368421,0.84375,0.8953125,0.9542627941351365,0.058544051629458825,0.009374999999999911
psychologist_1_3,conduct,threshold,threshold_shift_-0.05,0.8866666666666667,0.83125,0.8890625000000001,0.9542627941351365,0.058544051629458825,0.0031250000000000444
psychologist_1_3,conduct,threshold,threshold_shift_+0.05,0.9338235294117647,0.79375,0.8828125,0.9542627941351365,0.058544051629458825,-0.0031250000000000444
psychologist_1_3,conduct,threshold,threshold_shift_+0.10,0.9453125,0.75625,0.8671875,0.9542627941351365,0.058544051629458825,-0.018750000000000044
psychologist_1_3,elimination,missingness,missing_10pct,0.8387096774193549,0.5,0.7441588785046729,0.8329016678463753,0.04218498342385302,-0.07575485262401149
psychologist_1_3,elimination,missingness,missing_20pct,0.92,0.4423076923076923,0.7188173975557153,0.8224662538721448,0.04224809488124397,-0.1010963335729691
psychologist_1_3,elimination,threshold,threshold_shift_-0.10,0.82,0.7884615384615384,0.8837167505391804,0.8828019558333814,0.023766655849235693,0.06380301941049604
psychologist_1_3,elimination,threshold,threshold_shift_-0.05,0.8571428571428571,0.6923076923076923,0.8391445003594536,0.8828019558333814,0.023766655849235693,0.019230769230769273
psychologist_1_3,elimination,threshold,threshold_shift_+0.05,0.8918918918918919,0.6346153846153846,0.8126347951114306,0.8828019558333814,0.023766655849235693,-0.007278936017253823
psychologist_1_3,elimination,threshold,threshold_shift_+0.10,0.9696969696969697,0.6153846153846154,0.8065240833932423,0.8828019558333814,0.023766655849235693,-0.013389647735442045
psychologist_1_3,anxiety,missingness,missing_10pct,0.9777777777777777,0.5116279069767442,0.7545449179553771,0.8974448732307126,0.04682061851320197,-0.10211309172470784
psychologist_1_3,anxiety,missingness,missing_20pct,1.0,0.45348837209302323,0.7267441860465116,0.8909150368845429,0.05623930225714749,-0.1299138236335734
psychologist_1_3,anxiety,threshold,threshold_shift_-0.10,0.8444444444444444,0.8837209302325582,0.9240939676543501,0.9167286511795306,0.03557091592043544,0.06743595797426516
psychologist_1_3,anxiety,threshold,threshold_shift_-0.05,0.8539325842696629,0.8837209302325582,0.925363003187345,0.9167286511795306,0.03557091592043544,0.06870499350726
psychologist_1_3,anxiety,threshold,threshold_shift_+0.05,0.9538461538461539,0.7209302325581395,0.856658009680085,0.9167286511795306,0.03557091592043544,0.0
psychologist_1_3,anxiety,threshold,threshold_shift_+0.10,0.9538461538461539,0.7209302325581395,0.856658009680085,0.9167286511795306,0.03557091592043544,0.0
psychologist_1_3,depression,missingness,missing_10pct,0.8088235294117647,0.6707317073170732,0.8190341953670793,0.7626654390715406,0.0638006831887812,-0.04501164358377252
psychologist_1_3,depression,missingness,missing_20pct,0.8723404255319149,0.5,0.742462311557789,0.7645817413433678,0.0693637297255821,-0.12158352739306288
psychologist_1_3,depression,threshold,threshold_shift_-0.10,0.7974683544303798,0.7682926829268293,0.8640458389508519,0.7681311253035743,0.05653043467536855,0.0
psychologist_1_3,depression,threshold,threshold_shift_-0.05,0.7974683544303798,0.7682926829268293,0.8640458389508519,0.7681311253035743,0.05653043467536855,0.0
psychologist_1_3,depression,threshold,threshold_shift_+0.05,0.7974683544303798,0.7682926829268293,0.8640458389508519,0.7681311253035743,0.05653043467536855,0.0
psychologist_1_3,depression,threshold,threshold_shift_+0.10,0.7974683544303798,0.7682926829268293,0.8640458389508519,0.7681311253035743,0.05653043467536855,0.0
psychologist_2_3,adhd,missingness,missing_10pct,0.7294117647058823,0.6595744680851063,0.7999944879285635,0.6801080802342194,0.08279535835125497,-0.07733436225333479
psychologist_2_3,adhd,missingness,missing_20pct,0.7419354838709677,0.48936170212765956,0.7239554624627935,0.692470668553628,0.09442912053013965,-0.1533733877191048
psychologist_2_3,adhd,threshold,threshold_shift_-0.10,0.7321428571428571,0.8723404255319149,0.8973101091390144,0.7337389775224177,0.06800433617654567,0.01998125895711611
psychologist_2_3,adhd,threshold,threshold_shift_-0.05,0.7321428571428571,0.8723404255319149,0.8973101091390144,0.7337389775224177,0.06800433617654567,0.01998125895711611
psychologist_2_3,adhd,threshold,threshold_shift_+0.05,0.7289719626168224,0.8297872340425532,0.8773288501818983,0.7337389775224177,0.06800433617654567,0.0
psychologist_2_3,adhd,threshold,threshold_shift_+0.10,0.7289719626168224,0.8297872340425532,0.8773288501818983,0.7337389775224177,0.06800433617654567,0.0
psychologist_2_3,conduct,missingness,missing_10pct,1.0,0.93125,0.965625,0.9583333333333334,0.02325612497333562,-0.034375000000000044
psychologist_2_3,conduct,missingness,missing_20pct,1.0,0.8125,0.90625,0.8833333333333333,0.060472274668891796,-0.09375
psychologist_2_3,conduct,threshold,threshold_shift_-0.10,1.0,1.0,1.0,1.0,0.0010954785521607457,0.0
psychologist_2_3,conduct,threshold,threshold_shift_-0.05,1.0,1.0,1.0,1.0,0.0010954785521607457,0.0
psychologist_2_3,conduct,threshold,threshold_shift_+0.05,1.0,1.0,1.0,1.0,0.0010954785521607457,0.0
psychologist_2_3,conduct,threshold,threshold_shift_+0.10,1.0,0.99375,0.996875,1.0,0.0010954785521607457,-0.0031250000000000444
psychologist_2_3,elimination,missingness,missing_10pct,0.9782608695652174,0.8653846153846154,0.9315240833932423,0.9389435041608956,0.011267242185435884,-0.04690869877785764
psychologist_2_3,elimination,missingness,missing_20pct,0.9743589743589743,0.7307692307692307,0.8642163910855499,0.8316708100318753,0.025672792764324267,-0.11421639108555004
psychologist_2_3,elimination,threshold,threshold_shift_-0.10,0.8813559322033898,1.0,0.9918224299065421,0.9577045405984319,0.008223382420301186,0.013389647735442156
psychologist_2_3,elimination,threshold,threshold_shift_-0.05,0.8813559322033898,1.0,0.9918224299065421,0.9577045405984319,0.008223382420301186,0.013389647735442156
psychologist_2_3,elimination,threshold,threshold_shift_+0.05,0.9615384615384616,0.9615384615384616,0.9784327821711,0.9577045405984319,0.008223382420301186,0.0
psychologist_2_3,elimination,threshold,threshold_shift_+0.10,0.9615384615384616,0.9615384615384616,0.9784327821711,0.9577045405984319,0.008223382420301186,0.0
psychologist_2_3,anxiety,missingness,missing_10pct,0.9375,0.872093023255814,0.9297013339629323,0.9239711927142689,0.027388098787831112,-0.007820800377759562
psychologist_2_3,anxiety,missingness,missing_20pct,0.9583333333333334,0.8023255813953488,0.8973556840986896,0.9228956750464509,0.03366569176472098,-0.04016645024200227
psychologist_2_3,anxiety,threshold,threshold_shift_-0.10,0.7288135593220338,1.0,0.9593908629441624,0.9302876127154679,0.03021801483794562,0.021868728603470555
psychologist_2_3,anxiety,threshold,threshold_shift_-0.05,0.7567567567567568,0.9767441860465116,0.9541081336323929,0.9302876127154679,0.03021801483794562,0.016585999291701015
psychologist_2_3,anxiety,threshold,threshold_shift_+0.05,0.9058823529411765,0.8953488372093024,0.9375221343406919,0.9302876127154679,0.03021801483794562,0.0
psychologist_2_3,anxiety,threshold,threshold_shift_+0.10,0.9047619047619048,0.8837209302325582,0.9317081808523198,0.9302876127154679,0.03021801483794562,-0.005813953488372103
psychologist_2_3,depression,missingness,missing_10pct,0.859375,0.6707317073170732,0.8240593209952201,0.8191240006475353,0.057721074219808446,-0.06688932467214115
psychologist_2_3,depression,missingness,missing_20pct,0.9019607843137255,0.5609756097560976,0.7742063978428729,0.7977739778842318,0.06904247436299411,-0.11674224782448828
psychologist_2_3,depression,threshold,threshold_shift_-0.10,0.8271604938271605,0.8170731707317073,0.8909486456673612,0.8330408560571644,0.047902806936322345,0.0
psychologist_2_3,depression,threshold,threshold_shift_-0.05,0.8271604938271605,0.8170731707317073,0.8909486456673612,0.8330408560571644,0.047902806936322345,0.0
psychologist_2_3,depression,threshold,threshold_shift_+0.05,0.8271604938271605,0.8170731707317073,0.8909486456673612,0.8330408560571644,0.047902806936322345,0.0
psychologist_2_3,depression,threshold,threshold_shift_+0.10,0.8271604938271605,0.8170731707317073,0.8909486456673612,0.8330408560571644,0.047902806936322345,0.0
psychologist_full,adhd,missingness,missing_10pct,0.9054054054054054,0.7127659574468085,0.8473156212104509,0.8671911930308626,0.05536642272473732,-0.0651251240216073
psychologist_full,adhd,missingness,missing_20pct,0.8714285714285714,0.648936170212766,0.8128100540183001,0.8239147916023133,0.06966588498973741,-0.09963069121375812
psychologist_full,adhd,threshold,threshold_shift_-0.10,0.88,0.9361702127659575,0.9525410649322015,0.9271313857162289,0.030232934405216873,0.04010031970014327
psychologist_full,adhd,threshold,threshold_shift_-0.05,0.8787878787878788,0.925531914893617,0.9472219159960313,0.9271313857162289,0.030232934405216873,0.034781170763973135
psychologist_full,adhd,threshold,threshold_shift_+0.05,0.9294117647058824,0.8404255319148937,0.9124407452320582,0.9271313857162289,0.030232934405216873,0.0
psychologist_full,adhd,threshold,threshold_shift_+0.10,0.9294117647058824,0.8404255319148937,0.9124407452320582,0.9271313857162289,0.030232934405216873,0.0
psychologist_full,conduct,missingness,missing_10pct,1.0,0.91875,0.959375,0.9623758241838039,0.02502113127392055,-0.03749999999999998
psychologist_full,conduct,missingness,missing_20pct,1.0,0.775,0.8875,0.8582841207349081,0.07419335780314948,-0.109375
psychologist_full,conduct,threshold,threshold_shift_-0.10,1.0,1.0,1.0,1.0,0.001248309268289031,0.0031250000000000444
psychologist_full,conduct,threshold,threshold_shift_-0.05,1.0,1.0,1.0,1.0,0.001248309268289031,0.0031250000000000444
psychologist_full,conduct,threshold,threshold_shift_+0.05,1.0,0.99375,0.996875,1.0,0.001248309268289031,0.0
psychologist_full,conduct,threshold,threshold_shift_+0.10,1.0,0.99375,0.996875,1.0,0.001248309268289031,0.0
psychologist_full,elimination,missingness,missing_10pct,0.9583333333333334,0.8846153846153846,0.9399712437095615,0.8978266981556455,0.016845116610181128,-0.037293314162472946
psychologist_full,elimination,missingness,missing_20pct,0.9523809523809523,0.7692307692307693,0.8822789360172538,0.8840177311977968,0.021219002018065133,-0.09498562185478066
psychologist_full,elimination,threshold,threshold_shift_-0.10,0.9090909090909091,0.9615384615384616,0.9749281092739037,0.9734743104312084,0.009137193084548053,-0.002336448598130758
psychologist_full,elimination,threshold,threshold_shift_-0.05,0.9090909090909091,0.9615384615384616,0.9749281092739037,0.9734743104312084,0.009137193084548053,-0.002336448598130758
psychologist_full,elimination,threshold,threshold_shift_+0.05,0.9433962264150944,0.9615384615384616,0.9772645578720345,0.9734743104312084,0.009137193084548053,0.0
psychologist_full,elimination,threshold,threshold_shift_+0.10,0.9433962264150944,0.9615384615384616,0.9772645578720345,0.9734743104312084,0.009137193084548053,0.0
psychologist_full,anxiety,missingness,missing_10pct,0.9558823529411765,0.7558139534883721,0.8740998701452013,0.9436184494629573,0.03368611818329602,-0.058877346240113315
psychologist_full,anxiety,missingness,missing_20pct,0.9464285714285714,0.6162790697674418,0.8043324282847362,0.9195301124221664,0.052010474701967575,-0.12864478810057844
psychologist_full,anxiety,threshold,threshold_shift_-0.10,0.9166666666666666,0.8953488372093024,0.9387911698736867,0.9442183163908962,0.026760853373639037,0.005813953488372103
psychologist_full,anxiety,threshold,threshold_shift_-0.05,0.9166666666666666,0.8953488372093024,0.9387911698736867,0.9442183163908962,0.026760853373639037,0.005813953488372103
psychologist_full,anxiety,threshold,threshold_shift_+0.05,0.9156626506024096,0.8837209302325582,0.9329772163853146,0.9442183163908962,0.026760853373639037,0.0
psychologist_full,anxiety,threshold,threshold_shift_+0.10,0.9156626506024096,0.8837209302325582,0.9329772163853146,0.9442183163908962,0.026760853373639037,0.0
psychologist_full,depression,missingness,missing_10pct,0.873015873015873,0.6707317073170732,0.8253156024022552,0.9071274214374133,0.059278178213099365,-0.06688932467214115
psychologist_full,depression,missingness,missing_20pct,0.9130434782608695,0.5121951219512195,0.751072435347469,0.8559460717742223,0.07847504218492399,-0.14113249172692732
psychologist_full,depression,threshold,threshold_shift_-0.10,0.8372093023255814,0.8780487804878049,0.92143645054541,0.9406015747168404,0.03915955565824783,0.029231523471013654
psychologist_full,depression,threshold,threshold_shift_-0.05,0.8352941176470589,0.8658536585365854,0.9153388895698003,0.9406015747168404,0.03915955565824783,0.023133962495403892
psychologist_full,depression,threshold,threshold_shift_+0.05,0.9041095890410958,0.8048780487804879,0.8936450545409977,0.9406015747168404,0.03915955565824783,0.001440127466601382
psychologist_full,depression,threshold,threshold_shift_+0.10,0.9264705882352942,0.7682926829268293,0.8778649344282388,0.9406015747168404,0.03915955565824783,-0.014339992646157596
