trial_id,stage,mode,role,domain,feature_set_id,config_id,seed,calibration,threshold_policy,threshold,n_features,selected_for_stage2,is_winner_trial,val_objective,overfit_gap_ba
16,stage1_coarse,caregiver_1_3,caregiver,adhd,compact_robust_subset,rf_recall_guard,20260712,none,default_0_5,0.5,27,no,no,0.6763346463307206,0.19040532098629337
17,stage1_coarse,caregiver_1_3,caregiver,adhd,compact_robust_subset,rf_regularized,20260712,none,default_0_5,0.5,27,no,no,0.7543967689420797,0.027707345753867574
18,stage1_coarse,caregiver_1_3,caregiver,adhd,compact_robust_subset,rf_positive_push_strong,20260712,none,default_0_5,0.5,27,no,no,0.7421511271367636,0.09666335942380477
19,stage1_coarse,caregiver_1_3,caregiver,adhd,precision_oriented_subset,rf_baseline,20260712,none,default_0_5,0.5,24,no,no,0.685634715326478,0.1873828684819756
20,stage1_coarse,caregiver_1_3,caregiver,adhd,precision_oriented_subset,rf_balanced_subsample,20260712,none,default_0_5,0.5,24,no,no,0.721342894934954,0.10641972586631399
21,stage1_coarse,caregiver_1_3,caregiver,adhd,precision_oriented_subset,rf_precision_push,20260712,none,default_0_5,0.5,24,no,no,0.729965775994053,0.10523463050747806
22,stage1_coarse,caregiver_1_3,caregiver,adhd,precision_oriented_subset,rf_recall_guard,20260712,none,default_0_5,0.5,24,no,no,0.7003569480961481,0.1629460184470657
23,stage1_coarse,caregiver_1_3,caregiver,adhd,precision_oriented_subset,rf_regularized,20260712,none,default_0_5,0.5,24,yes,no,0.7646512740804148,0.01568184323668831
24,stage1_coarse,caregiver_1_3,caregiver,adhd,precision_oriented_subset,rf_positive_push_strong,20260712,none,default_0_5,0.5,24,no,no,0.7255433801419545,0.11319038694741479
25,stage1_coarse,caregiver_1_3,caregiver,adhd,balanced_subset,rf_baseline,20260712,none,default_0_5,0.5,32,no,no,0.7030343205708478,0.16437915702054162
26,stage1_coarse,caregiver_1_3,caregiver,adhd,balanced_subset,rf_balanced_subsample,20260712,none,default_0_5,0.5,32,no,no,0.726562445470721,0.11375996766251428
27,stage1_coarse,caregiver_1_3,caregiver,adhd,balanced_subset,rf_precision_push,20260712,none,default_0_5,0.5,32,no,no,0.7170280497137235,0.12628155660897367
28,stage1_coarse,caregiver_1_3,caregiver,adhd,balanced_subset,rf_recall_guard,20260712,none,default_0_5,0.5,32,no,no,0.7135503704186784,0.15374085914820124
29,stage1_coarse,caregiver_1_3,caregiver,adhd,balanced_subset,rf_regularized,20260712,none,default_0_5,0.5,32,no,no,0.7484959614762998,0.03782199683974574
30,stage1_coarse,caregiver_1_3,caregiver,adhd,balanced_subset,rf_positive_push_strong,20260712,none,default_0_5,0.5,32,no,no,0.7309828440497231,0.11477970087825673
31,stage1_coarse,caregiver_1_3,caregiver,adhd,stability_pruned_subset,rf_baseline,20260712,none,default_0_5,0.5,30,no,no,0.7171370653232356,0.1528773012898248
32,stage1_coarse,caregiver_1_3,caregiver,adhd,stability_pruned_subset,rf_balanced_subsample,20260712,none,default_0_5,0.5,30,no,no,0.7216788351083258,0.11951089552787275
33,stage1_coarse,caregiver_1_3,caregiver,adhd,stability_pruned_subset,rf_precision_push,20260712,none,default_0_5,0.5,30,no,no,0.7403396958935518,0.10370962407672801
34,stage1_coarse,caregiver_1_3,caregiver,adhd,stability_pruned_subset,rf_recall_guard,20260712,none,default_0_5,0.5,30,no,no,0.7162971660797822,0.15374085914820124
35,stage1_coarse,caregiver_1_3,caregiver,adhd,stability_pruned_subset,rf_regularized,20260712,none,default_0_5,0.5,30,no,no,0.7595047589769472,0.025024804321464034
36,stage1_coarse,caregiver_1_3,caregiver,adhd,stability_pruned_subset,rf_positive_push_strong,20260712,none,default_0_5,0.5,30,no,no,0.7404608836256273,0.09566199977951717
37,stage2_search,caregiver_1_3,caregiver,adhd,precision_oriented_subset,rf_regularized,20260712,none,default_0_5,0.5,24,yes,no,0.7649649109451485,0.01568184323668831
38,stage2_search,caregiver_1_3,caregiver,adhd,precision_oriented_subset,rf_regularized,20260712,none,precision_oriented,0.4649999999999999,24,yes,no,0.7692128024283424,0.006908462867012188
39,stage2_search,caregiver_1_3,caregiver,adhd,precision_oriented_subset,rf_regularized,20260712,none,balanced,0.4649999999999999,24,yes,no,0.7692128024283424,0.006908462867012188
40,stage2_search,caregiver_1_3,caregiver,adhd,precision_oriented_subset,rf_regularized,20260712,none,recall_guard,0.4649999999999999,24,yes,no,0.7692128024283424,0.006908462867012188
41,stage2_search,caregiver_1_3,caregiver,adhd,precision_oriented_subset,rf_regularized,20260712,none,precision_min_recall,0.4649999999999999,24,yes,no,0.7692128024283424,0.006908462867012188
42,stage2_search,caregiver_1_3,caregiver,adhd,precision_oriented_subset,rf_regularized,20260712,sigmoid,default_0_5,0.5,24,yes,no,0.7006691011791468,0.1148531951640761
43,stage2_search,caregiver_1_3,caregiver,adhd,precision_oriented_subset,rf_regularized,20260712,sigmoid,precision_oriented,0.21499999999999997,24,yes,no,0.7695436788465809,0.006908462867012188
44,stage2_search,caregiver_1_3,caregiver,adhd,precision_oriented_subset,rf_regularized,20260712,sigmoid,balanced,0.21499999999999997,24,yes,no,0.7695436788465809,0.006908462867012188
45,stage2_search,caregiver_1_3,caregiver,adhd,precision_oriented_subset,rf_regularized,20260712,sigmoid,recall_guard,0.21499999999999997,24,yes,no,0.7695436788465809,0.006908462867012188
46,stage2_search,caregiver_1_3,caregiver,adhd,precision_oriented_subset,rf_regularized,20260712,sigmoid,precision_min_recall,0.21499999999999997,24,yes,no,0.7695436788465809,0.006908462867012188
47,stage2_search,caregiver_1_3,caregiver,adhd,precision_oriented_subset,rf_regularized,20260712,isotonic,default_0_5,0.5,24,yes,no,0.77414160691513,0.008635578583765069
48,stage2_search,caregiver_1_3,caregiver,adhd,precision_oriented_subset,rf_regularized,20260712,isotonic,precision_oriented,0.05,24,yes,no,0.7743143184868053,0.006476683937823857
49,stage2_search,caregiver_1_3,caregiver,adhd,precision_oriented_subset,rf_regularized,20260712,isotonic,balanced,0.05,24,yes,yes,0.7743143184868053,0.006476683937823857
50,stage2_search,caregiver_1_3,caregiver,adhd,precision_oriented_subset,rf_regularized,20260712,isotonic,recall_guard,0.05,24,yes,no,0.7743143184868053,0.006476683937823857
51,stage2_search,caregiver_1_3,caregiver,adhd,precision_oriented_subset,rf_regularized,20260712,isotonic,precision_min_recall,0.05,24,yes,no,0.7743143184868053,0.006476683937823857
52,stage2_search,caregiver_1_3,caregiver,adhd,precision_oriented_subset,rf_regularized,20260729,none,default_0_5,0.5,24,yes,no,0.762942097023114,0.026751920038217025
53,stage2_search,caregiver_1_3,caregiver,adhd,precision_oriented_subset,rf_regularized,20260729,none,precision_oriented,0.5149999999999999,24,yes,no,0.7651933661914818,0.027183698967405245
54,stage2_search,caregiver_1_3,caregiver,adhd,precision_oriented_subset,rf_regularized,20260729,none,balanced,0.4699999999999999,24,yes,no,0.7667131864898271,0.012659390732370435
55,stage2_search,caregiver_1_3,caregiver,adhd,precision_oriented_subset,rf_regularized,20260729,none,recall_guard,0.4699999999999999,24,yes,no,0.7667131864898271,0.012659390732370435
56,stage2_search,caregiver_1_3,caregiver,adhd,precision_oriented_subset,rf_regularized,20260729,none,precision_min_recall,0.5149999999999999,24,yes,no,0.7651933661914818,0.027183698967405245
57,stage2_search,caregiver_1_3,caregiver,adhd,precision_oriented_subset,rf_regularized,20260729,sigmoid,default_0_5,0.5,24,yes,no,0.6953640969201946,0.1294693712563849
58,stage2_search,caregiver_1_3,caregiver,adhd,precision_oriented_subset,rf_regularized,20260729,sigmoid,precision_oriented,0.25999999999999995,24,yes,no,0.7655213709800154,0.027183698967405245
59,stage2_search,caregiver_1_3,caregiver,adhd,precision_oriented_subset,rf_regularized,20260729,sigmoid,balanced,0.21999999999999997,24,yes,no,0.7670411912783607,0.012659390732370435
60,stage2_search,caregiver_1_3,caregiver,adhd,precision_oriented_subset,rf_regularized,20260729,sigmoid,recall_guard,0.21999999999999997,24,yes,no,0.7670411912783607,0.012659390732370435
61,stage2_search,caregiver_1_3,caregiver,adhd,precision_oriented_subset,rf_regularized,20260729,sigmoid,precision_min_recall,0.25999999999999995,24,yes,no,0.7655213709800154,0.027183698967405245
62,stage2_search,caregiver_1_3,caregiver,adhd,precision_oriented_subset,rf_regularized,20260729,isotonic,default_0_5,0.5,24,yes,no,0.7690991609254028,0.027615477896593577
63,stage2_search,caregiver_1_3,caregiver,adhd,precision_oriented_subset,rf_regularized,20260729,isotonic,precision_oriented,0.4049999999999999,24,yes,no,0.7691337032397378,0.027183698967405245
64,stage2_search,caregiver_1_3,caregiver,adhd,precision_oriented_subset,rf_regularized,20260729,isotonic,balanced,0.20499999999999996,24,yes,no,0.7706535235380831,0.012659390732370435
65,stage2_search,caregiver_1_3,caregiver,adhd,precision_oriented_subset,rf_regularized,20260729,isotonic,recall_guard,0.20499999999999996,24,yes,no,0.7706535235380831,0.012659390732370435
66,stage2_search,caregiver_1_3,caregiver,adhd,precision_oriented_subset,rf_regularized,20260729,isotonic,precision_min_recall,0.4049999999999999,24,yes,no,0.7691337032397378,0.027183698967405245
67,stage2_search,caregiver_1_3,caregiver,adhd,full_eligible,rf_baseline,20260712,none,default_0_5,0.5,59,yes,no,0.7133463555663787,0.1622202623746004
68,stage2_search,caregiver_1_3,caregiver,adhd,full_eligible,rf_baseline,20260712,none,precision_oriented,0.295,59,yes,no,0.7578411648449573,0.05151949435931358
69,stage2_search,caregiver_1_3,caregiver,adhd,full_eligible,rf_baseline,20260712,none,balanced,0.295,59,yes,no,0.7578411648449573,0.05151949435931358
70,stage2_search,caregiver_1_3,caregiver,adhd,full_eligible,rf_baseline,20260712,none,recall_guard,0.295,59,yes,no,0.7578411648449573,0.05151949435931358
71,stage2_search,caregiver_1_3,caregiver,adhd,full_eligible,rf_baseline,20260712,none,precision_min_recall,0.295,59,yes,no,0.7578411648449573,0.05151949435931358
72,stage2_search,caregiver_1_3,caregiver,adhd,full_eligible,rf_baseline,20260712,sigmoid,default_0_5,0.5,59,yes,no,0.6477293246630018,0.25551207143644583
73,stage2_search,caregiver_1_3,caregiver,adhd,full_eligible,rf_baseline,20260712,sigmoid,precision_oriented,0.175,59,yes,no,0.7575622746339001,0.05108771543012525
74,stage2_search,caregiver_1_3,caregiver,adhd,full_eligible,rf_baseline,20260712,sigmoid,balanced,0.175,59,yes,no,0.7575622746339001,0.05108771543012525
75,stage2_search,caregiver_1_3,caregiver,adhd,full_eligible,rf_baseline,20260712,sigmoid,recall_guard,0.175,59,yes,no,0.7575622746339001,0.05108771543012525
76,stage2_search,caregiver_1_3,caregiver,adhd,full_eligible,rf_baseline,20260712,sigmoid,precision_min_recall,0.175,59,yes,no,0.7575622746339001,0.05108771543012525
77,stage2_search,caregiver_1_3,caregiver,adhd,full_eligible,rf_baseline,20260712,isotonic,default_0_5,0.5,59,yes,no,0.7614148356081385,0.05497372579281956
78,stage2_search,caregiver_1_3,caregiver,adhd,full_eligible,rf_baseline,20260712,isotonic,precision_oriented,0.145,59,yes,no,0.7617602587514891,0.05065593650093703
79,stage2_search,caregiver_1_3,caregiver,adhd,full_eligible,rf_baseline,20260712,isotonic,balanced,0.145,59,yes,no,0.7617602587514891,0.05065593650093703
80,stage2_search,caregiver_1_3,caregiver,adhd,full_eligible,rf_baseline,20260712,isotonic,recall_guard,0.145,59,yes,no,0.7617602587514891,0.05065593650093703
81,stage2_search,caregiver_1_3,caregiver,adhd,full_eligible,rf_baseline,20260712,isotonic,precision_min_recall,0.145,59,yes,no,0.7617602587514891,0.05065593650093703
82,stage2_search,caregiver_1_3,caregiver,adhd,full_eligible,rf_baseline,20260729,none,default_0_5,0.5,59,yes,no,0.6886153476656452,0.1873828684819756
83,stage2_search,caregiver_1_3,caregiver,adhd,full_eligible,rf_baseline,20260729,none,precision_oriented,0.30499999999999994,59,yes,no,0.7648284960122802,0.050518134715025864
84,stage2_search,caregiver_1_3,caregiver,adhd,full_eligible,rf_baseline,20260729,none,balanced,0.30499999999999994,59,yes,no,0.7648284960122802,0.050518134715025864
85,stage2_search,caregiver_1_3,caregiver,adhd,full_eligible,rf_baseline,20260729,none,recall_guard,0.30499999999999994,59,yes,no,0.7648284960122802,0.050518134715025864
86,stage2_search,caregiver_1_3,caregiver,adhd,full_eligible,rf_baseline,20260729,none,precision_min_recall,0.30499999999999994,59,yes,no,0.7648284960122802,0.050518134715025864
87,stage2_search,caregiver_1_3,caregiver,adhd,full_eligible,rf_baseline,20260729,sigmoid,default_0_5,0.5,59,yes,no,0.650078685274458,0.25148825928784035
88,stage2_search,caregiver_1_3,caregiver,adhd,full_eligible,rf_baseline,20260729,sigmoid,precision_oriented,0.185,59,yes,no,0.7645465900577825,0.049654576856649424
89,stage2_search,caregiver_1_3,caregiver,adhd,full_eligible,rf_baseline,20260729,sigmoid,balanced,0.185,59,yes,no,0.7645465900577825,0.049654576856649424
90,stage2_search,caregiver_1_3,caregiver,adhd,full_eligible,rf_baseline,20260729,sigmoid,recall_guard,0.185,59,yes,no,0.7645465900577825,0.049654576856649424
91,stage2_search,caregiver_1_3,caregiver,adhd,full_eligible,rf_baseline,20260729,sigmoid,precision_min_recall,0.185,59,yes,no,0.7645465900577825,0.049654576856649424
92,stage2_search,caregiver_1_3,caregiver,adhd,full_eligible,rf_baseline,20260729,isotonic,default_0_5,0.5,59,yes,no,0.7687477105670794,0.050518134715025864
93,stage2_search,caregiver_1_3,caregiver,adhd,full_eligible,rf_baseline,20260729,isotonic,precision_oriented,0.05,59,yes,no,0.7689204221387547,0.04835924006908465
94,stage2_search,caregiver_1_3,caregiver,adhd,full_eligible,rf_baseline,20260729,isotonic,balanced,0.05,59,yes,no,0.7689204221387547,0.04835924006908465
95,stage2_search,caregiver_1_3,caregiver,adhd,full_eligible,rf_baseline,20260729,isotonic,recall_guard,0.05,59,yes,no,0.7689204221387547,0.04835924006908465
96,stage2_search,caregiver_1_3,caregiver,adhd,full_eligible,rf_baseline,20260729,isotonic,precision_min_recall,0.05,59,yes,no,0.7689204221387547,0.04835924006908465
97,stage1_coarse,caregiver_1_3,caregiver,conduct,full_eligible,rf_baseline,20260712,none,default_0_5,0.5,59,yes,no,0.8602691938327277,0.09862395876019181
98,stage1_coarse,caregiver_1_3,caregiver,conduct,full_eligible,rf_balanced_subsample,20260712,none,default_0_5,0.5,59,no,no,0.8501241998342819,0.0849788092367203
99,stage1_coarse,caregiver_1_3,caregiver,conduct,full_eligible,rf_precision_push,20260712,none,default_0_5,0.5,59,no,no,0.8459227101058543,0.08763919103132278
100,stage1_coarse,caregiver_1_3,caregiver,conduct,full_eligible,rf_recall_guard,20260712,none,default_0_5,0.5,59,no,no,0.8532319481235445,0.10069864083137292
101,stage1_coarse,caregiver_1_3,caregiver,conduct,full_eligible,rf_regularized,20260712,none,default_0_5,0.5,59,no,no,0.8552981859003793,0.05575098182288396
102,stage1_coarse,caregiver_1_3,caregiver,conduct,full_eligible,rf_positive_push_strong,20260712,none,default_0_5,0.5,59,no,no,0.8547143556123974,0.08030267034972227
103,stage1_coarse,caregiver_1_3,caregiver,conduct,top_importance_filtered,rf_baseline,20260712,none,default_0_5,0.5,41,no,no,0.8485760883887045,0.10381390562888071
104,stage1_coarse,caregiver_1_3,caregiver,conduct,top_importance_filtered,rf_balanced_subsample,20260712,none,default_0_5,0.5,41,no,no,0.8540903421675149,0.0834473244377727
105,stage1_coarse,caregiver_1_3,caregiver,conduct,top_importance_filtered,rf_precision_push,20260712,none,default_0_5,0.5,41,no,no,0.848800251417817,0.08191272742673561
106,stage1_coarse,caregiver_1_3,caregiver,conduct,top_importance_filtered,rf_recall_guard,20260712,none,default_0_5,0.5,41,no,no,0.8522445991536011,0.1001751077774734
107,stage1_coarse,caregiver_1_3,caregiver,conduct,top_importance_filtered,rf_regularized,20260712,none,default_0_5,0.5,41,no,no,0.85414133388886,0.05574774013214778
108,stage1_coarse,caregiver_1_3,caregiver,conduct,top_importance_filtered,rf_positive_push_strong,20260712,none,default_0_5,0.5,41,no,no,0.8500527799531081,0.08289764378406672
109,stage1_coarse,caregiver_1_3,caregiver,conduct,compact_robust_subset,rf_baseline,20260712,none,default_0_5,0.5,27,no,no,0.8466210766810315,0.10646441595357403
110,stage1_coarse,caregiver_1_3,caregiver,conduct,compact_robust_subset,rf_balanced_subsample,20260712,none,default_0_5,0.5,27,no,no,0.8538000520176318,0.08084260901216567
111,stage1_coarse,caregiver_1_3,caregiver,conduct,compact_robust_subset,rf_precision_push,20260712,none,default_0_5,0.5,27,no,no,0.8523848915351852,0.0746024669045342
112,stage1_coarse,caregiver_1_3,caregiver,conduct,compact_robust_subset,rf_recall_guard,20260712,none,default_0_5,0.5,27,no,no,0.8507424436158519,0.1001751077774734
113,stage1_coarse,caregiver_1_3,caregiver,conduct,compact_robust_subset,rf_regularized,20260712,none,default_0_5,0.5,27,no,no,0.8549806854532667,0.0500212765275605
114,stage1_coarse,caregiver_1_3,caregiver,conduct,compact_robust_subset,rf_positive_push_strong,20260712,none,default_0_5,0.5,27,no,no,0.846936484333519,0.08764896686069334
115,stage1_coarse,caregiver_1_3,caregiver,conduct,precision_oriented_subset,rf_baseline,20260712,none,default_0_5,0.5,24,no,no,0.8496280996171012,0.10021112684718902
116,stage1_coarse,caregiver_1_3,caregiver,conduct,precision_oriented_subset,rf_balanced_subsample,20260712,none,default_0_5,0.5,24,no,no,0.8567971623546753,0.07303170442608076
117,stage1_coarse,caregiver_1_3,caregiver,conduct,precision_oriented_subset,rf_precision_push,20260712,none,default_0_5,0.5,24,no,no,0.8587198953370949,0.06835567809867571
118,stage1_coarse,caregiver_1_3,caregiver,conduct,precision_oriented_subset,rf_recall_guard,20260712,none,default_0_5,0.5,24,no,no,0.8530970409394223,0.09812008992462617
119,stage1_coarse,caregiver_1_3,caregiver,conduct,precision_oriented_subset,rf_regularized,20260712,none,default_0_5,0.5,24,no,no,0.8570415156226244,0.04794996562576248
120,stage1_coarse,caregiver_1_3,caregiver,conduct,precision_oriented_subset,rf_positive_push_strong,20260712,none,default_0_5,0.5,24,no,no,0.8551022513499104,0.07669990848708452
121,stage1_coarse,caregiver_1_3,caregiver,conduct,balanced_subset,rf_baseline,20260712,none,default_0_5,0.5,32,no,no,0.8484948664675926,0.10487737734522362
122,stage1_coarse,caregiver_1_3,caregiver,conduct,balanced_subset,rf_balanced_subsample,20260712,none,default_0_5,0.5,32,no,no,0.8457298672163085,0.08918043474058701
123,stage1_coarse,caregiver_1_3,caregiver,conduct,balanced_subset,rf_precision_push,20260712,none,default_0_5,0.5,32,no,no,0.8436755559552128,0.07770471418193525
124,stage1_coarse,caregiver_1_3,caregiver,conduct,balanced_subset,rf_recall_guard,20260712,none,default_0_5,0.5,32,no,no,0.8468905619669134,0.1059441245904107
125,stage1_coarse,caregiver_1_3,caregiver,conduct,balanced_subset,rf_regularized,20260712,none,default_0_5,0.5,32,no,no,0.859827371697658,0.03900364682444213
126,stage1_coarse,caregiver_1_3,caregiver,conduct,balanced_subset,rf_positive_push_strong,20260712,none,default_0_5,0.5,32,no,no,0.8469429610404798,0.07971710010494748
127,stage1_coarse,caregiver_1_3,caregiver,conduct,stability_pruned_subset,rf_baseline,20260712,none,default_0_5,0.5,30,no,no,0.8509961460709353,0.10014896017766706
128,stage1_coarse,caregiver_1_3,caregiver,conduct,stability_pruned_subset,rf_balanced_subsample,20260712,none,default_0_5,0.5,30,no,no,0.8543744997124781,0.07873203734991552
129,stage1_coarse,caregiver_1_3,caregiver,conduct,stability_pruned_subset,rf_precision_push,20260712,none,default_0_5,0.5,30,no,no,0.85026680038968,0.07456981900420145
130,stage1_coarse,caregiver_1_3,caregiver,conduct,stability_pruned_subset,rf_recall_guard,20260712,none,default_0_5,0.5,30,no,no,0.8594777465668325,0.09232816720261883
131,stage1_coarse,caregiver_1_3,caregiver,conduct,stability_pruned_subset,rf_regularized,20260712,none,default_0_5,0.5,30,no,no,0.8570387642691959,0.04846364412880655
132,stage1_coarse,caregiver_1_3,caregiver,conduct,stability_pruned_subset,rf_positive_push_strong,20260712,none,default_0_5,0.5,30,no,no,0.8533717815963708,0.0755612525811129
133,stage2_search,caregiver_1_3,caregiver,conduct,full_eligible,rf_baseline,20260712,none,default_0_5,0.5,59,yes,no,0.8622416730079316,0.09862395876019181
134,stage2_search,caregiver_1_3,caregiver,conduct,full_eligible,rf_baseline,20260712,none,precision_oriented,0.625,59,yes,no,0.8584181023074757,0.11975614374222243
135,stage2_search,caregiver_1_3,caregiver,conduct,full_eligible,rf_baseline,20260712,none,balanced,0.37499999999999994,59,yes,no,0.8614384161191229,0.07022095425222052
136,stage2_search,caregiver_1_3,caregiver,conduct,full_eligible,rf_baseline,20260712,none,recall_guard,0.37499999999999994,59,yes,no,0.8614384161191229,0.07022095425222052
137,stage2_search,caregiver_1_3,caregiver,conduct,full_eligible,rf_baseline,20260712,none,precision_min_recall,0.625,59,yes,no,0.8584181023074757,0.11975614374222243
138,stage2_search,caregiver_1_3,caregiver,conduct,full_eligible,rf_baseline,20260712,sigmoid,default_0_5,0.5,59,yes,no,0.8552154687469863,0.11544009020732893
139,stage2_search,caregiver_1_3,caregiver,conduct,full_eligible,rf_baseline,20260712,sigmoid,precision_oriented,0.5349999999999999,59,yes,no,0.8604019466554373,0.11655584020423038
140,stage2_search,caregiver_1_3,caregiver,conduct,full_eligible,rf_baseline,20260712,sigmoid,balanced,0.24999999999999994,59,yes,no,0.8613952293465476,0.0697006628890573
141,stage2_search,caregiver_1_3,caregiver,conduct,full_eligible,rf_baseline,20260712,sigmoid,recall_guard,0.24999999999999994,59,yes,no,0.8613952293465476,0.0697006628890573
142,stage2_search,caregiver_1_3,caregiver,conduct,full_eligible,rf_baseline,20260712,sigmoid,precision_min_recall,0.5349999999999999,59,yes,no,0.8604019466554373,0.11655584020423038
143,stage2_search,caregiver_1_3,caregiver,conduct,full_eligible,rf_baseline,20260712,isotonic,default_0_5,0.5,59,yes,no,0.8613797684415789,0.07022095425222052
144,stage2_search,caregiver_1_3,caregiver,conduct,full_eligible,rf_baseline,20260712,isotonic,precision_oriented,0.5049999999999999,59,yes,no,0.8648618734323131,0.09706632636143797
145,stage2_search,caregiver_1_3,caregiver,conduct,full_eligible,rf_baseline,20260712,isotonic,balanced,0.14999999999999997,59,yes,no,0.861463015059685,0.06918037152589385
146,stage2_search,caregiver_1_3,caregiver,conduct,full_eligible,rf_baseline,20260712,isotonic,recall_guard,0.14999999999999997,59,yes,no,0.861463015059685,0.06918037152589385
147,stage2_search,caregiver_1_3,caregiver,conduct,full_eligible,rf_baseline,20260712,isotonic,precision_min_recall,0.5049999999999999,59,yes,yes,0.8648618734323131,0.09706632636143797
148,stage2_search,caregiver_1_3,caregiver,conduct,full_eligible,rf_baseline,20260729,none,default_0_5,0.5,59,yes,no,0.8567746247104718,0.1012418211845525
149,stage2_search,caregiver_1_3,caregiver,conduct,full_eligible,rf_baseline,20260729,none,precision_oriented,0.605,59,yes,no,0.8524253177219802,0.12445843022902658
150,stage2_search,caregiver_1_3,caregiver,conduct,full_eligible,rf_baseline,20260729,none,balanced,0.4049999999999999,59,yes,no,0.8630176335035211,0.07285180035857997
151,stage2_search,caregiver_1_3,caregiver,conduct,full_eligible,rf_baseline,20260729,none,recall_guard,0.4049999999999999,59,yes,no,0.8630176335035211,0.07285180035857997
152,stage2_search,caregiver_1_3,caregiver,conduct,full_eligible,rf_baseline,20260729,none,precision_min_recall,0.605,59,yes,no,0.8524253177219802,0.12445843022902658
153,stage2_search,caregiver_1_3,caregiver,conduct,full_eligible,rf_baseline,20260729,sigmoid,default_0_5,0.5,59,yes,no,0.8490948647469887,0.1154238309964859
154,stage2_search,caregiver_1_3,caregiver,conduct,full_eligible,rf_baseline,20260729,sigmoid,precision_oriented,0.565,59,yes,no,0.8521622858455139,0.1265461129012605
155,stage2_search,caregiver_1_3,caregiver,conduct,full_eligible,rf_baseline,20260729,sigmoid,balanced,0.29,59,yes,no,0.8629216162408335,0.07285180035857997
156,stage2_search,caregiver_1_3,caregiver,conduct,full_eligible,rf_baseline,20260729,sigmoid,recall_guard,0.29,59,yes,no,0.8629216162408335,0.07285180035857997
157,stage2_search,caregiver_1_3,caregiver,conduct,full_eligible,rf_baseline,20260729,sigmoid,precision_min_recall,0.565,59,yes,no,0.8521622858455139,0.1265461129012605
158,stage2_search,caregiver_1_3,caregiver,conduct,full_eligible,rf_baseline,20260729,isotonic,default_0_5,0.5,59,yes,no,0.8629603032641594,0.07285180035857997
159,stage2_search,caregiver_1_3,caregiver,conduct,full_eligible,rf_baseline,20260729,isotonic,precision_oriented,0.185,59,yes,no,0.8630019265732124,0.07233150899541663
160,stage2_search,caregiver_1_3,caregiver,conduct,full_eligible,rf_baseline,20260729,isotonic,balanced,0.185,59,yes,no,0.8630019265732124,0.07233150899541663
161,stage2_search,caregiver_1_3,caregiver,conduct,full_eligible,rf_baseline,20260729,isotonic,recall_guard,0.185,59,yes,no,0.8630019265732124,0.07233150899541663
