domain,mode,baseline_f1,baseline_balanced_accuracy,stress_missing10_f1,stress_missing10_balanced_accuracy,stress_missing10_ba_drop,stress_drop_top1_f1,stress_drop_top1_balanced_accuracy,stress_drop_top1_ba_drop
adhd,psychologist_1_3,0.7657657657657657,0.8964281777091831,0.7619047619047619,0.8788997905412854,0.01752838716789773,0.7083333333333334,0.8731121155330173,0.023316062176165886
anxiety,psychologist_1_3,0.8253968253968254,0.9217624837681502,0.8022598870056498,0.8874099870145201,0.03435249675363006,0.8314606741573034,0.9073899185456262,0.014372565222523948
depression,caregiver_full,0.8372093023255814,0.9164113249172693,0.7721518987341772,0.8531069984066675,0.0633043265106018,0.0,0.5,0.4164113249172693
depression,psychologist_1_3,0.8466257668711656,0.905656330432651,0.7464788732394366,0.8143767618580708,0.0912795685745802,0.17777777777777778,0.5487804878048781,0.35687584262777294
elimination,caregiver_2_3,0.8440366972477065,0.9294572250179727,0.8301886792452831,0.9113946800862689,0.018062544931703783,0.8440366972477065,0.9294572250179727,0.0
elimination,psychologist_1_3,0.8440366972477065,0.9294572250179727,0.8571428571428571,0.9233465132997843,0.006110711718188333,0.7906976744186046,0.8269230769230769,0.1025341480948958
elimination,psychologist_2_3,0.8440366972477065,0.9294572250179727,0.8598130841121495,0.9317936736161034,-0.002336448598130758,0.7906976744186046,0.8269230769230769,0.1025341480948958
elimination,psychologist_full,0.8547008547008547,0.9632458662832495,0.8035714285714286,0.9151689432063264,0.04807692307692313,0.6875,0.8044572250179727,0.1587886412652768
