domain,mode,pass_name,model_family,config_id,feature_set_id,weight_policy,trials,best_val_score,best_holdout_ba,best_holdout_f1,best_holdout_pr_auc
anxiety,caregiver_2_3,pass_b,extra_trees,extra_precision_guard_v3,engineered_pruned_no_eng_v1,mode_fragile,2,0.9153174900319853,0.9731436666273168,0.9230769230769231,0.9552775290452178
anxiety,caregiver_2_3,pass_a,rf,rf_regularized_v4,precision_oriented_subset,none,2,0.9152368338380262,0.9407980167630741,0.896551724137931,0.9540021812893137
anxiety,caregiver_2_3,pass_b,hgb,hgb_conservative_v3,engineered_pruned_no_eng_v1,cost_asym,2,0.9149773012206277,0.976419549049699,0.9273743016759777,0.9693305717950778
anxiety,caregiver_2_3,pass_b,hgb,hgb_conservative_v3,engineered_pruned_no_shortcut_v1,none,2,0.9146024910289228,0.968067524495337,0.9032258064516129,0.965879471233291
anxiety,caregiver_2_3,pass_a,extra_trees,extra_regularized_v3,compact_subset,class_minor_boost,2,0.9138303892216452,0.9531637350962106,0.8950276243093923,0.9541799314975967
anxiety,caregiver_2_3,pass_b,extra_trees,extra_precision_guard_v3,engineered_pruned_no_shortcut_v1,cost_asym,2,0.9134245548695011,0.9466119702514462,0.9028571428571428,0.9547476514301516
anxiety,caregiver_2_3,pass_b,rf,rf_recall_guard_v4,stability_pruned_subset,mode_fragile,2,0.9133530593630208,0.9673297131389447,0.9171270718232044,0.9526697608281095
anxiety,caregiver_2_3,pass_c,extra_trees,extra_precision_guard_v3,engineered_pruned,combined_aggressive,2,0.9131380763159299,0.9647916420729548,0.907103825136612,0.9516825282874459
anxiety,caregiver_2_3,pass_b,rf,rf_recall_guard_v4,engineered_pruned_no_eng_v1,cost_asym,2,0.9131090744819234,0.9589776885845827,0.9010989010989011,0.949008293018426
anxiety,caregiver_2_3,pass_a,extra_trees,extra_regularized_v3,precision_oriented_subset,class_minor_boost,2,0.9128656395672744,0.9615157596505726,0.9111111111111111,0.954876131298983
anxiety,caregiver_2_3,pass_b,rf,rf_recall_guard_v4,stability_pruned_subset,none,2,0.9128237351205003,0.9557018061622005,0.9050279329608939,0.9473005579975504
anxiety,caregiver_2_3,pass_c,extra_trees,extra_precision_guard_v3,engineered_pruned,none,2,0.9127931284298282,0.9577086530515878,0.8961748633879781,0.9489574384247229
anxiety,caregiver_2_3,pass_b,rf,rf_recall_guard_v4,engineered_pruned_no_shortcut_v1,cost_asym,2,0.9124656939382411,0.9526325109196081,0.8770053475935828,0.9391189649039695
anxiety,caregiver_2_3,pass_a,hgb,hgb_regularized_v3,compact_subset,class_minor_boost,2,0.9122381178453985,0.9744127021603116,0.9281767955801105,0.9620003243655689
anxiety,caregiver_2_3,pass_b,rf,rf_recall_guard_v4,engineered_pruned_no_eng_v1,none,2,0.9119946594603182,0.9498878526738284,0.898876404494382,0.9501018312208404
anxiety,caregiver_2_3,pass_a,hgb,hgb_regularized_v3,engineered_pruned,class_minor_boost,2,0.9119921645902188,0.976419549049699,0.918918918918919,0.9630079178512614
anxiety,caregiver_2_3,pass_b,hgb,hgb_conservative_v3,engineered_pruned_no_eng_v1,none,2,0.9116132041332708,0.9706055955613269,0.9213483146067416,0.968085843720109
anxiety,caregiver_2_3,pass_c,xgb,xgb_regularized_v2,engineered_pruned_no_shortcut_v1,none,2,0.911531727524286,0.9718746310943218,0.9180327868852459,0.9686208082488428
anxiety,caregiver_2_3,pass_b,extra_trees,extra_precision_guard_v3,engineered_pruned_no_shortcut_v1,none,2,0.911270785368216,0.9635226065399599,0.9021739130434783,0.9528687735470633
anxiety,caregiver_2_3,pass_c,extra_trees,extra_precision_guard_v3,engineered_pruned_no_shortcut_v1,none,2,0.911270785368216,0.9635226065399599,0.9021739130434783,0.9528687735470633
anxiety,caregiver_2_3,pass_a,rf,rf_regularized_v4,engineered_compact,none,2,0.9111778435609512,0.9498878526738284,0.898876404494382,0.9562095674005457
anxiety,caregiver_2_3,pass_a,extra_trees,extra_regularized_v3,engineered_compact,none,2,0.9111136614497096,0.9642604178963523,0.8888888888888888,0.9560849464274336
anxiety,caregiver_2_3,pass_b,hgb,hgb_conservative_v3,engineered_pruned_no_shortcut_v1,cost_asym,2,0.9110104633252883,0.9700743713847244,0.8947368421052632,0.971331325204217
anxiety,caregiver_2_3,pass_b,hgb,hgb_conservative_v3,engineered_pruned_no_shortcut_v1,mode_fragile,2,0.9103784139207497,0.975150513516704,0.9139784946236559,0.9690388535889534
anxiety,caregiver_2_3,pass_c,xgb,xgb_regularized_v2,engineered_pruned,none,2,0.9102447129966065,0.9718746310943218,0.9180327868852459,0.9620966267877988
anxiety,caregiver_2_3,pass_b,rf,rf_recall_guard_v4,engineered_pruned_no_eng_v1,mode_fragile,2,0.9102407733935031,0.9591842757643725,0.8875739644970414,0.9472067974130773
anxiety,caregiver_2_3,pass_a,hgb,hgb_regularized_v3,engineered_compact,none,2,0.9100175169446832,0.9688053358517295,0.8900523560209425,0.9597271173741512
anxiety,caregiver_2_3,pass_c,hgb,hgb_regularized_v3,engineered_pruned_no_shortcut_v1,none,2,0.9097160307783887,0.9667984889623421,0.8983957219251337,0.9632646922745424
anxiety,caregiver_2_3,pass_a,hgb,hgb_regularized_v3,engineered_pruned,none,2,0.9095323181161415,0.9706055955613269,0.9130434782608695,0.9615733965292383
anxiety,caregiver_2_3,pass_c,hgb,hgb_regularized_v3,engineered_pruned,none,2,0.9095323181161415,0.9706055955613269,0.9130434782608695,0.9615733965292383
anxiety,caregiver_2_3,pass_c,rf,rf_precision_guard_v4,engineered_pruned_no_shortcut_v1,combined_aggressive,2,0.9091956630657404,0.955170581985598,0.8864864864864865,0.951053921877418
anxiety,caregiver_2_3,pass_a,rf,rf_regularized_v4,engineered_compact,class_minor_boost,2,0.9078154648668695,0.9577086530515878,0.8961748633879781,0.9515348881397047
anxiety,caregiver_2_3,pass_c,rf,rf_precision_guard_v4,engineered_pruned,none,2,0.9077546801174626,0.9513634753866131,0.8723404255319149,0.9489852258294751
anxiety,caregiver_2_3,pass_b,extra_trees,extra_precision_guard_v3,engineered_pruned_no_shortcut_v1,mode_fragile,2,0.9074507499188142,0.9662672647857395,0.8808290155440415,0.9527806220969064
anxiety,caregiver_2_3,pass_a,rf,rf_regularized_v4,precision_oriented_subset,class_minor_boost,2,0.9073417782684197,0.9673297131389447,0.9171270718232044,0.9505987014751758
anxiety,caregiver_2_3,pass_b,rf,rf_recall_guard_v4,engineered_pruned_no_shortcut_v1,mode_fragile,2,0.9071589972928904,0.9410046039428639,0.8648648648648649,0.9391668521564686
anxiety,caregiver_2_3,pass_a,rf,rf_regularized_v4,engineered_pruned,class_minor_boost,2,0.9069941945152188,0.9602467241175776,0.9060773480662984,0.952599739290769
anxiety,caregiver_2_3,pass_b,hgb,hgb_conservative_v3,stability_pruned_subset,none,2,0.9063952449199298,0.9796954314720812,0.9265536723163842,0.9696586689790796
anxiety,caregiver_2_3,pass_a,extra_trees,extra_regularized_v3,engineered_pruned,none,2,0.9051465425718791,0.9685987486719396,0.9222222222222223,0.9522431486695639
