table_name,column_name,type,nullable,default
questionnaire_scales,min_value,DOUBLE PRECISION,True,
questionnaire_scales,max_value,DOUBLE PRECISION,True,
questionnaire_scales,unit,VARCHAR(120),True,
questionnaire_scales,scale_guidance,TEXT,True,
questionnaire_scales,options_json,JSON,True,
questionnaire_scales,created_at,TIMESTAMP,False,now()
questionnaire_scales,updated_at,TIMESTAMP,False,now()
questionnaire_sections,id,UUID,False,
questionnaire_sections,version_id,UUID,False,
questionnaire_sections,section_key,VARCHAR(160),False,
questionnaire_sections,title,VARCHAR(255),False,
questionnaire_sections,description,TEXT,True,
questionnaire_sections,position,INTEGER,False,
questionnaire_sections,is_visible,BOOLEAN,False,true
questionnaire_sections,created_at,TIMESTAMP,False,now()
questionnaire_sections,updated_at,TIMESTAMP,False,now()
questionnaire_session_access_links,id,UUID,False,
questionnaire_session_access_links,session_id,UUID,False,
questionnaire_session_access_links,access_type,VARCHAR(40),False,
questionnaire_session_access_links,actor_user_id,UUID,True,
questionnaire_session_access_links,share_code_id,UUID,True,
questionnaire_session_access_links,access_grant_id,UUID,True,
questionnaire_session_access_links,ip_address,VARCHAR(80),True,
questionnaire_session_access_links,user_agent,VARCHAR(255),True,
questionnaire_session_access_links,success,BOOLEAN,False,true
questionnaire_session_access_links,notes,TEXT,True,
questionnaire_session_access_links,accessed_at,TIMESTAMP,False,now()
questionnaire_session_answers,id,UUID,False,
questionnaire_session_answers,session_id,UUID,False,
questionnaire_session_answers,question_id,UUID,False,
questionnaire_session_answers,canonical_question_id,UUID,True,
questionnaire_session_answers,answer_raw,JSON,False,
questionnaire_session_answers,answer_normalized,TEXT,False,
questionnaire_session_answers,source,VARCHAR(40),False,'user'::character varying
questionnaire_session_answers,answered_by_user_id,UUID,True,
questionnaire_session_answers,is_final,BOOLEAN,False,false
questionnaire_session_answers,created_at,TIMESTAMP,False,now()
questionnaire_session_answers,updated_at,TIMESTAMP,False,now()
questionnaire_session_internal_features,id,UUID,False,
questionnaire_session_internal_features,session_id,UUID,False,
questionnaire_session_internal_features,feature_key,VARCHAR(160),False,
questionnaire_session_internal_features,feature_value_numeric,DOUBLE PRECISION,True,
questionnaire_session_internal_features,feature_value_text,TEXT,True,
questionnaire_session_internal_features,source_type,VARCHAR(40),False,'direct'::character varying
questionnaire_session_internal_features,source_question_id,UUID,True,
questionnaire_session_internal_features,metadata_json,JSON,True,
questionnaire_session_internal_features,created_at,TIMESTAMP,False,now()
questionnaire_session_internal_features,updated_at,TIMESTAMP,False,now()
questionnaire_session_items,id,UUID,False,
questionnaire_session_items,session_id,UUID,False,
questionnaire_session_items,section_id,UUID,True,
questionnaire_session_items,question_id,UUID,False,
questionnaire_session_items,page_number,INTEGER,False,1
questionnaire_session_items,display_order,INTEGER,False,0
questionnaire_session_items,is_visible,BOOLEAN,False,true
questionnaire_session_items,is_required,BOOLEAN,False,true
questionnaire_session_items,answered,BOOLEAN,False,false
questionnaire_session_items,answered_at,TIMESTAMP,True,
questionnaire_session_items,created_at,TIMESTAMP,False,now()
questionnaire_session_items,updated_at,TIMESTAMP,False,now()
questionnaire_session_pdf_exports,id,UUID,False,
questionnaire_session_pdf_exports,session_id,UUID,False,
questionnaire_session_pdf_exports,file_path,VARCHAR(512),False,
questionnaire_session_pdf_exports,file_name,VARCHAR(255),False,
questionnaire_session_pdf_exports,status,VARCHAR(40),False,'generated'::character varying
questionnaire_session_pdf_exports,generated_by_user_id,UUID,True,
questionnaire_session_pdf_exports,metadata_json,JSON,True,
questionnaire_session_pdf_exports,created_at,TIMESTAMP,False,now()
questionnaire_session_result_comorbidity,id,UUID,False,
questionnaire_session_result_comorbidity,result_id,UUID,False,
questionnaire_session_result_comorbidity,session_id,UUID,False,
questionnaire_session_result_comorbidity,coexistence_key,VARCHAR(120),False,
questionnaire_session_result_comorbidity,domains_json,JSON,False,
questionnaire_session_result_comorbidity,combined_risk_score,DOUBLE PRECISION,False,
questionnaire_session_result_comorbidity,coexistence_level,VARCHAR(40),False,
questionnaire_session_result_comorbidity,summary,TEXT,False,
questionnaire_session_result_comorbidity,created_at,TIMESTAMP,False,now()
questionnaire_session_result_comorbidity,updated_at,TIMESTAMP,False,now()
questionnaire_session_result_domains,id,UUID,False,
questionnaire_session_result_domains,result_id,UUID,False,
questionnaire_session_result_domains,session_id,UUID,False,
questionnaire_session_result_domains,domain,VARCHAR(64),False,
questionnaire_session_result_domains,probability,DOUBLE PRECISION,False,
questionnaire_session_result_domains,alert_level,VARCHAR(40),False,
questionnaire_session_result_domains,confidence_pct,DOUBLE PRECISION,True,
questionnaire_session_result_domains,confidence_band,VARCHAR(64),True,
questionnaire_session_result_domains,model_id,VARCHAR(255),False,
questionnaire_session_result_domains,model_version,VARCHAR(128),True,
questionnaire_session_result_domains,mode,VARCHAR(64),False,
questionnaire_session_result_domains,operational_class,VARCHAR(120),True,
questionnaire_session_result_domains,operational_caveat,TEXT,True,
questionnaire_session_result_domains,result_summary,TEXT,False,
questionnaire_session_result_domains,needs_professional_review,BOOLEAN,False,false
questionnaire_session_result_domains,metadata_json,JSON,True,
questionnaire_session_result_domains,created_at,TIMESTAMP,False,now()
questionnaire_session_result_domains,updated_at,TIMESTAMP,False,now()
questionnaire_session_results,id,UUID,False,
questionnaire_session_results,session_id,UUID,False,
questionnaire_session_results,summary_text,TEXT,False,
questionnaire_session_results,operational_recommendation,TEXT,False,
questionnaire_session_results,completion_quality_score,DOUBLE PRECISION,True,
questionnaire_session_results,missingness_score,DOUBLE PRECISION,True,
questionnaire_session_results,inconsistency_flags_json,JSON,True,
questionnaire_session_results,needs_professional_review,BOOLEAN,False,false
questionnaire_session_results,runtime_ms,DOUBLE PRECISION,True,
questionnaire_session_results,model_bundle_version,VARCHAR(128),True,
questionnaire_session_results,questionnaire_version_label,VARCHAR(128),True,
questionnaire_session_results,scales_version_label,VARCHAR(128),True,
questionnaire_session_results,metadata_json,JSON,True,
questionnaire_session_results,processed_at,TIMESTAMP,False,now()
questionnaire_session_results,created_at,TIMESTAMP,False,now()
questionnaire_session_results,updated_at,TIMESTAMP,False,now()
questionnaire_session_tags,id,UUID,False,
questionnaire_session_tags,session_id,UUID,False,
questionnaire_session_tags,tag_id,UUID,False,
questionnaire_session_tags,assigned_by_user_id,UUID,False,
questionnaire_session_tags,created_at,TIMESTAMP,False,now()
questionnaire_sessions,id,UUID,False,
questionnaire_sessions,questionnaire_public_id,VARCHAR(40),False,
questionnaire_sessions,version_id,UUID,False,
questionnaire_sessions,owner_user_id,UUID,False,
questionnaire_sessions,respondent_role,VARCHAR(40),False,
questionnaire_sessions,mode,VARCHAR(40),False,
questionnaire_sessions,mode_key,VARCHAR(64),False,
questionnaire_sessions,status,VARCHAR(40),False,'draft'::character varying
questionnaire_sessions,progress_pct,DOUBLE PRECISION,False,'0'::double precision
questionnaire_sessions,completion_quality_score,DOUBLE PRECISION,True,
questionnaire_sessions,missingness_score,DOUBLE PRECISION,True,
questionnaire_sessions,inconsistency_flags_json,JSON,True,
questionnaire_sessions,model_pipeline_version,VARCHAR(128),True,
questionnaire_sessions,questionnaire_version_label,VARCHAR(128),True,
questionnaire_sessions,scales_version_label,VARCHAR(128),True,
questionnaire_sessions,metadata_json,JSON,True,
questionnaire_sessions,started_at,TIMESTAMP,False,now()
questionnaire_sessions,submitted_at,TIMESTAMP,True,
questionnaire_sessions,processed_at,TIMESTAMP,True,
questionnaire_sessions,failed_at,TIMESTAMP,True,
questionnaire_sessions,archived_at,TIMESTAMP,True,
questionnaire_sessions,created_at,TIMESTAMP,False,now()
questionnaire_sessions,updated_at,TIMESTAMP,False,now()
questionnaire_share_codes,id,UUID,False,
questionnaire_share_codes,session_id,UUID,False,
questionnaire_share_codes,code_hash,VARCHAR(255),False,
questionnaire_share_codes,code_hint,VARCHAR(16),True,
questionnaire_share_codes,created_by_user_id,UUID,False,
questionnaire_share_codes,is_active,BOOLEAN,False,true
questionnaire_share_codes,expires_at,TIMESTAMP,True,
questionnaire_share_codes,max_uses,INTEGER,True,
questionnaire_share_codes,used_count,INTEGER,False,0
questionnaire_share_codes,created_at,TIMESTAMP,False,now()
questionnaire_share_codes,updated_at,TIMESTAMP,False,now()
questionnaire_tags,id,UUID,False,
questionnaire_tags,owner_user_id,UUID,False,
questionnaire_tags,name,VARCHAR(120),False,
questionnaire_tags,color,VARCHAR(16),False,'#5B6C7D'::character varying
questionnaire_tags,visibility,VARCHAR(40),False,'private'::character varying
questionnaire_tags,created_at,TIMESTAMP,False,now()
questionnaire_tags,updated_at,TIMESTAMP,False,now()
questionnaire_template,id,UUID,False,gen_random_uuid()
questionnaire_template,name,TEXT,False,
questionnaire_template,version,TEXT,False,
questionnaire_template,description,TEXT,True,
questionnaire_template,is_active,BOOLEAN,False,true
questionnaire_template,created_at,TIMESTAMP,True,now()
questionnaire_template,updated_at,TIMESTAMP,True,now()
questionnaire_template,is_archived,BOOLEAN,False,false
questionnaire_template,archived_at,TIMESTAMP,True,
questionnaire_versions,id,UUID,False,
questionnaire_versions,definition_id,UUID,False,
questionnaire_versions,version_label,VARCHAR(64),False,
questionnaire_versions,source_folder,VARCHAR(512),True,
questionnaire_versions,source_master_csv,VARCHAR(512),True,
questionnaire_versions,source_visible_csv,VARCHAR(512),True,
questionnaire_versions,source_scales_csv,VARCHAR(512),True,
questionnaire_versions,source_preview_md,VARCHAR(512),True,
questionnaire_versions,source_pdf,VARCHAR(512),True,
questionnaire_versions,source_audit_md,VARCHAR(512),True,
questionnaire_versions,questionnaire_version_final,VARCHAR(128),True,
questionnaire_versions,scales_version_label,VARCHAR(128),True,
questionnaire_versions,metadata_json,JSON,True,
questionnaire_versions,is_active,BOOLEAN,False,false
questionnaire_versions,published_at,TIMESTAMP,True,
questionnaire_versions,created_at,TIMESTAMP,False,now()
questionnaire_versions,updated_at,TIMESTAMP,False,now()
recovery_code,id,UUID,False,
recovery_code,user_id,UUID,False,
recovery_code,code_hash,VARCHAR,False,
recovery_code,used_at,TIMESTAMP,True,
recovery_code,created_at,TIMESTAMP,True,now()
refresh_token,id,UUID,False,gen_random_uuid()
refresh_token,jti,TEXT,False,
refresh_token,user_id,UUID,False,
refresh_token,revoked,BOOLEAN,False,false
refresh_token,created_at,TIMESTAMP,False,now()
refresh_token,expires_at,TIMESTAMP,True,
refresh_token,updated_at,TIMESTAMP,True,now()
report_jobs,id,UUID,False,
report_jobs,job_type,VARCHAR(120),False,
report_jobs,requested_by_user_id,UUID,False,
report_jobs,status,VARCHAR(40),False,'queued'::character varying
report_jobs,params_json,JSON,True,
report_jobs,error_message,TEXT,True,
report_jobs,created_at,TIMESTAMP,False,now()
report_jobs,started_at,TIMESTAMP,True,
report_jobs,finished_at,TIMESTAMP,True,
risk_alert,id,UUID,False,gen_random_uuid()
risk_alert,evaluation_id,UUID,False,
risk_alert,evaluation_prediction_detail_id,UUID,False,
risk_alert,risk_level,TEXT,False,
risk_alert,created_at,TIMESTAMP,False,now()
risk_alert,notified_psychologist_id,UUID,False,
risk_alert,resolved_at,TIMESTAMP,True,
risk_alert,resolved_by_user_id,UUID,True,
risk_alert,resolution_notes,TEXT,True,
risk_alert,updated_at,TIMESTAMP,True,now()
role,id,UUID,False,gen_random_uuid()
role,name,TEXT,False,
role,description,TEXT,True,
role,created_at,TIMESTAMP,True,now()
role,updated_at,TIMESTAMP,True,now()
service_health_snapshots,id,UUID,False,
service_health_snapshots,snapshot_at,TIMESTAMP,False,now()
service_health_snapshots,api_uptime_seconds,DOUBLE PRECISION,True,
service_health_snapshots,requests_total,INTEGER,True,
service_health_snapshots,error_rate,DOUBLE PRECISION,True,
service_health_snapshots,avg_latency_ms,DOUBLE PRECISION,True,
service_health_snapshots,db_ready,BOOLEAN,True,
service_health_snapshots,queue_depth,INTEGER,True,
service_health_snapshots,payload_json,JSON,True,
service_health_snapshots,created_at,TIMESTAMP,False,now()
subject,id,UUID,False,gen_random_uuid()
subject,external_code,TEXT,False,
subject,birth_year,INTEGER,True,
subject,sex,TEXT,True,
subject,notes,TEXT,True,
subject,created_at,TIMESTAMP,True,now()
subject,updated_at,TIMESTAMP,True,now()
subject_guardian,id,UUID,False,gen_random_uuid()
subject_guardian,subject_id,UUID,False,
subject_guardian,user_id,UUID,False,
subject_guardian,relationship,TEXT,False,
subject_guardian,is_active,BOOLEAN,False,true
subject_guardian,created_at,TIMESTAMP,False,now()
subject_guardian,updated_at,TIMESTAMP,False,now()
synthetic_data_batch,id,UUID,False,gen_random_uuid()
synthetic_data_batch,created_by_user_id,UUID,False,
synthetic_data_batch,created_at,TIMESTAMP,False,now()
synthetic_data_batch,parameters,JSONB,False,
synthetic_data_batch,sample_count,INTEGER,False,
synthetic_data_batch,results,JSONB,True,
synthetic_data_batch,updated_at,TIMESTAMP,True,now()
system_setting,key,TEXT,False,
system_setting,value,TEXT,False,
system_setting,description,TEXT,True,
system_setting,created_at,TIMESTAMP,True,now()
system_setting,updated_at,TIMESTAMP,True,now()
training_dataset,id,UUID,False,gen_random_uuid()
training_dataset,name,TEXT,False,
training_dataset,source,TEXT,False,
training_dataset,description,TEXT,True,
training_dataset,size,INTEGER,True,
training_dataset,created_at,TIMESTAMP,False,now()
training_dataset,updated_at,TIMESTAMP,True,now()
training_run,id,UUID,False,gen_random_uuid()
training_run,ml_model_version_id,UUID,False,
training_run,training_dataset_id,UUID,False,
training_run,started_at,TIMESTAMP,True,
training_run,finished_at,TIMESTAMP,True,
training_run,status,TEXT,False,
training_run,metrics,JSONB,True,
training_run,log,TEXT,True,
training_run,created_at,TIMESTAMP,True,now()
training_run,updated_at,TIMESTAMP,True,now()
user_mfa,id,UUID,False,
user_mfa,user_id,UUID,False,
user_mfa,method,VARCHAR,False,'totp'::character varying
user_mfa,secret_encrypted,VARCHAR,False,
user_mfa,last_used_at,TIMESTAMP,True,
user_mfa,created_at,TIMESTAMP,True,now()
user_mfa,updated_at,TIMESTAMP,True,
user_role,user_id,UUID,False,
user_role,role_id,UUID,False,
user_role,created_at,TIMESTAMP,True,now()
user_role,updated_at,TIMESTAMP,True,now()
user_session,id,UUID,False,gen_random_uuid()
user_session,user_id,UUID,False,
user_session,started_at,TIMESTAMP,False,now()
user_session,ended_at,TIMESTAMP,True,
user_session,ip_address,TEXT,True,
user_session,device_info,TEXT,True,
user_session,ended_by_timeout,BOOLEAN,True,
user_session,created_at,TIMESTAMP,True,now()
user_session,updated_at,TIMESTAMP,True,now()
