domain,role,mode,old_champion,old_model_family,new_rf_champion,champion_final,promoted,old_f1,new_f1,delta_f1,old_recall,new_recall,delta_recall,old_precision,new_precision,delta_precision,old_specificity,new_specificity,delta_specificity,old_balanced_accuracy,new_balanced_accuracy,delta_balanced_accuracy,old_roc_auc,new_roc_auc,delta_roc_auc,old_pr_auc,new_pr_auc,delta_pr_auc,old_brier,new_brier,delta_brier,old_class,new_class,old_confidence_pct,new_confidence_pct,selection_reason
adhd,caregiver,caregiver_1_3,adhd__caregiver_1_3__hybrid_structural_mode_rescue_v1__rf__structural_dsm5_plus_context_1_3,rf,adhd__caregiver_1_3__hybrid_rf_max_real_metrics_v1__rf__same_inputs_v10,adhd__caregiver_1_3__hybrid_rf_max_real_metrics_v1__rf__same_inputs_v10,yes,0.8018433179723502,0.8093023255813954,0.0074590076090451,0.925531914893617,0.925531914893617,0.0,0.7073170731707317,0.71900826446281,0.0116911912920782,0.9067357512953368,0.911917098445596,0.005181347150259,0.9161338330944768,0.9187245066696064,0.0025906735751295,0.9538915224341308,0.9492613824275165,-0.0046301400066144,0.7445006080765808,0.7241089004526715,-0.0203917076239092,0.0753460583624701,0.063894662445087,-0.011451395917383,ACTIVE_LIMITED_USE,ACTIVE_LIMITED_USE,62.9,63.0,rf_improves_or_matches_previous_balance
adhd,caregiver,caregiver_2_3,adhd__caregiver_2_3__hybrid_structural_mode_rescue_v1__rf__structural_compact_2_3,rf,adhd__caregiver_2_3__hybrid_rf_max_real_metrics_v1__rf__same_inputs_v10,adhd__caregiver_2_3__hybrid_rf_max_real_metrics_v1__rf__same_inputs_v10,yes,0.8090909090909091,0.7982062780269058,-0.0108846310640032,0.946808510638298,0.946808510638298,-1.1102230246251563e-16,0.7063492063492064,0.689922480620155,-0.0164267257290513,0.9041450777202072,0.8963730569948186,-0.0077720207253886,0.9254767941792524,0.9215907838165582,-0.0038860103626942,0.9545529710065044,0.9524583838606548,-0.0020945871458496,0.7295274311684008,0.7461931953430669,0.0166657641746661,0.0744408560108688,0.0786879634511631,0.0042471074402943,ACTIVE_LIMITED_USE,ACTIVE_LIMITED_USE,63.0,63.0,rf_only_mandate_best_valid_rf_even_if_regression
adhd,caregiver,caregiver_full,adhd__caregiver_full__rebuild_v2__rf__engineered_compact,rf,adhd__caregiver_full__hybrid_rf_max_real_metrics_v1__rf__same_inputs_v10,adhd__caregiver_full__hybrid_rf_max_real_metrics_v1__rf__same_inputs_v10,yes,0.7777777777777778,0.8036529680365296,0.0258751902587518,0.8191489361702128,0.9361702127659576,0.1170212765957446,0.7403846153846154,0.704,-0.0363846153846154,0.9300518134715026,0.9041450777202072,-0.0259067357512953,0.8746003748208577,0.9201576452430824,0.0455572704222246,0.9506394002866276,0.951383529930548,0.0007441296439203,0.7118788252075036,0.7300419974766443,0.0181631722691407,0.0687218130961477,0.0755461324257614,0.0068243193296137,ACTIVE_LIMITED_USE,ACTIVE_LIMITED_USE,52.6,63.0,rf_improves_or_matches_previous_balance
adhd,psychologist,psychologist_1_3,adhd__psychologist_1_3__hybrid_final_model_structural_compliance_v1__logreg__structural_ranked_direct,logreg,adhd__psychologist_1_3__hybrid_rf_max_real_metrics_v1__rf__same_inputs_v10,adhd__psychologist_1_3__hybrid_rf_max_real_metrics_v1__rf__same_inputs_v10,yes,0.7657657657657657,0.7909090909090909,0.0251433251433251,0.9042553191489362,0.925531914893617,0.0212765957446807,0.6640625,0.6904761904761905,0.0264136904761904,0.8886010362694301,0.8989637305699482,0.010362694300518,0.8964281777091831,0.9122478227317824,0.0158196450225993,0.950446477786352,0.949729908499614,-0.0007165692867379,0.7241215262864815,0.7180700559629031,-0.0060514703235784,0.0875123423719748,0.0786775125764627,-0.008834829795512,ACTIVE_LIMITED_USE,ACTIVE_LIMITED_USE,53.5,63.0,rf_improves_or_matches_previous_balance
adhd,psychologist,psychologist_2_3,adhd__psychologist_2_3__hybrid_structural_mode_rescue_v1__logreg__structural_ranked_2_3,logreg,adhd__psychologist_2_3__hybrid_rf_max_real_metrics_v1__rf__same_inputs_v10,adhd__psychologist_2_3__hybrid_rf_max_real_metrics_v1__rf__same_inputs_v10,yes,0.8241206030150754,0.8421052631578947,0.0179846601428192,0.8723404255319149,0.851063829787234,-0.0212765957446808,0.780952380952381,0.8333333333333334,0.0523809523809524,0.9404145077720208,0.9585492227979274,0.0181347150259065,0.9063774666519678,0.9048065262925808,-0.001570940359387,0.9777036710395768,0.9720675779958108,-0.0056360930437661,0.91944061580705,0.9313831206397698,0.0119425048327197,0.0878566848290679,0.0405985018273197,-0.0472581830017481,ACTIVE_LIMITED_USE,ACTIVE_MODERATE_CONFIDENCE,63.0,84.8,rf_improves_or_matches_previous_balance
adhd,psychologist,psychologist_full,adhd__psychologist_full__v6_hotfix_v1__logreg__dsm5_core_only,logreg,adhd__psychologist_full__hybrid_rf_max_real_metrics_v1__rf__same_inputs_v10,adhd__psychologist_full__hybrid_rf_max_real_metrics_v1__rf__same_inputs_v10,yes,0.783410138248848,0.8075117370892019,0.0241015988403539,0.9042553191489362,0.9148936170212766,0.0106382978723403,0.6910569105691057,0.7226890756302521,0.0316321650611464,0.9015544041450776,0.9145077720207254,0.0129533678756478,0.902904861647007,0.914700694521001,0.0117958328739939,0.9690497188843568,0.962931319589902,-0.0061183992944549,0.8323549472799558,0.8534145929527844,0.0210596456728285,0.0817923949186582,0.0939018702887466,0.0121094753700884,ACTIVE_LIMITED_USE,ACTIVE_LIMITED_USE,57.5,63.0,rf_improves_or_matches_previous_balance
anxiety,caregiver,caregiver_1_3,anxiety__caregiver_1_3__rebuild_v2__rf__engineered_full,rf,anxiety__caregiver_1_3__hybrid_rf_max_real_metrics_v1__rf__same_inputs_v10,anxiety__caregiver_1_3__hybrid_rf_max_real_metrics_v1__rf__same_inputs_v10,yes,0.8554216867469879,0.8700564971751412,0.0146348104281532,0.8255813953488372,0.8953488372093024,0.0697674418604651,0.8875,0.8461538461538461,-0.0413461538461538,0.9771573604060914,0.964467005076142,-0.0126903553299492,0.9013693778774644,0.9299079211427222,0.0285385432652578,0.9767441860465116,0.9767884547278952,4.426868138351914e-05,0.9266917820093952,0.9193327479894848,-0.0073590340199103,0.0368358394115982,0.0377847444619504,0.0009489050503522,ACTIVE_MODERATE_CONFIDENCE,ACTIVE_MODERATE_CONFIDENCE,83.6,84.9,rf_improves_or_matches_previous_balance
anxiety,caregiver,caregiver_2_3,anxiety__caregiver_2_3__v6_hotfix_v1__logreg__engineered_pruned_no_eng_v1,logreg,anxiety__caregiver_2_3__hybrid_rf_max_real_metrics_v1__rf__same_inputs_v10,anxiety__caregiver_2_3__hybrid_rf_max_real_metrics_v1__rf__same_inputs_v10,yes,0.8674698795180723,0.8402366863905325,-0.0272331931275398,0.8372093023255814,0.8255813953488372,-0.0116279069767442,0.9,0.8554216867469879,-0.044578313253012,0.9796954314720812,0.9695431472081218,-0.0101522842639593,0.9084523668988314,0.8975622712784795,-0.0108900956203518,0.976508086412466,0.9643637114862472,-0.0121443749262187,0.9296147704456827,0.8985296515822613,-0.0310851188634214,0.0567813344547886,0.1324680784221708,0.0756867439673821,ACTIVE_MODERATE_CONFIDENCE,ACTIVE_LIMITED_USE,84.9,63.0,rf_only_mandate_best_valid_rf_even_if_regression
anxiety,caregiver,caregiver_full,anxiety__caregiver_full__v6_hotfix_v1__logreg__full_eligible,logreg,anxiety__caregiver_full__hybrid_rf_max_real_metrics_v1__rf__same_inputs_v10,anxiety__caregiver_full__hybrid_rf_max_real_metrics_v1__rf__same_inputs_v10,yes,0.8439306358381503,0.8187134502923976,-0.0252171855457526,0.8488372093023255,0.813953488372093,-0.0348837209302325,0.8390804597701149,0.8235294117647058,-0.015551048005409,0.964467005076142,0.9619289340101524,-0.0025380710659896,0.9066521071892338,0.8879412111911227,-0.0187108959981111,0.9746488017943572,0.9536654468185574,-0.0209833549757998,0.9164530208073066,0.8531067850920091,-0.0633462357152975,0.0533859879741393,0.1363188022729681,0.0829328142988288,ACTIVE_MODERATE_CONFIDENCE,ACTIVE_LIMITED_USE,80.9,63.0,rf_only_mandate_best_valid_rf_even_if_regression
anxiety,psychologist,psychologist_1_3,anxiety__psychologist_1_3__hybrid_final_model_structural_compliance_v1__logreg__legacy_structural_intersection,logreg,anxiety__psychologist_1_3__hybrid_rf_max_real_metrics_v1__rf__same_inputs_v10,anxiety__psychologist_1_3__hybrid_rf_max_real_metrics_v1__rf__same_inputs_v10,yes,0.8253968253968254,0.8352941176470589,0.0098972922502335,0.9069767441860463,0.8255813953488372,-0.0813953488372091,0.7572815533980582,0.8452380952380952,0.0879565418400369,0.9365482233502538,0.967005076142132,0.0304568527918781,0.9217624837681502,0.8962932357454846,-0.0254692480226655,0.9792527446582456,0.9639652933537952,-0.0152874513044504,0.924012075363762,0.8800940637253928,-0.0439180116383691,0.0603310349484983,0.1195811534254709,0.0592501184769726,ACTIVE_LIMITED_USE,ACTIVE_LIMITED_USE,63.0,63.0,rf_only_mandate_best_valid_rf_even_if_regression
