mode,domain,round_id,feature_set,family,n_features,threshold_balanced,calibration,fit_seconds,train_precision,train_recall,train_balanced_accuracy,val_precision,val_recall,val_specificity,val_balanced_accuracy,val_f1,val_roc_auc,val_pr_auc,val_brier,precision,recall,specificity,balanced_accuracy,f1,roc_auc,pr_auc,brier,uncertain_rate,uncertainty_usefulness,output_realism_score,seed_std_balanced_accuracy,stability,robustness_val_score,overfit_gap_ba,overfit_gap_precision,selection_objective,operational_complexity,maintenance_complexity
caregiver,elimination,2,burden_context_engineered,rf,26,0.56,isotonic,2.0622406005859375,0.9814241486068112,0.8430851063829787,0.9112155308162742,0.9407407407407408,0.7888198757763976,0.936,0.8624099378881989,0.8581081081081081,0.9236770186335402,0.952178141490127,0.10409934884547228,0.8705035971223022,0.7515527950310559,0.856,0.8037763975155279,0.8066666666666666,0.8718509316770185,0.9059610643951628,0.14223061488772482,0.024475524475524476,0.6707629288274449,0.7562937062937063,0.0029084952154502103,high,0.7687018633540372,0.04880559292807529,0.04068340786607039,0.8804189307870429,1.619047619047619,2.164705882352941
caregiver,elimination,1,compact_precision_focused,xgboost,24,0.5350000000000001,isotonic,0.24024724960327148,1.0,0.8031914893617021,0.9015957446808511,0.967479674796748,0.7391304347826086,0.968,0.8535652173913043,0.8380281690140845,0.9119006211180124,0.9466577401487872,0.10966319582920384,0.9285714285714286,0.6459627329192547,0.936,0.7909813664596274,0.7619047619047619,0.8770186335403727,0.9115350080130864,0.14270507546981945,0.12237762237762238,0.522367672168469,0.8157342657342658,0.004273982000872071,high,0.7885714285714285,0.04803052728954682,0.03252032520325199,0.8803827671141675,2.571428571428571,3.1058823529411765
caregiver,elimination,1,compact_precision_focused,lightgbm,24,0.5050000000000001,isotonic,0.3691725730895996,1.0,0.7925531914893617,0.8962765957446808,0.9752066115702479,0.7329192546583851,0.976,0.8544596273291926,0.8368794326241135,0.9101863354037267,0.9455461634265248,0.10989865563729202,0.9313725490196079,0.5900621118012422,0.944,0.767031055900621,0.7224334600760456,0.8642981366459628,0.8984716544120652,0.15233701421126794,0.23076923076923078,0.45606060606060606,0.8216783216783217,0.004201150081490781,high,0.7475403726708074,0.04181696841548821,0.024793388429752095,0.8799380472581763,2.3714285714285714,2.9058823529411764
caregiver,elimination,3,hybrid_clean_precision_generalization,xgboost,33,0.4650000000000001,isotonic,0.5036208629608154,1.0,0.8909574468085106,0.9454787234042553,0.9609375,0.7639751552795031,0.96,0.8619875776397515,0.8512110726643599,0.9182857142857141,0.9484677390968965,0.10619245223640833,0.8923076923076924,0.7204968944099379,0.888,0.8042484472049689,0.7972508591065293,0.8632795031055901,0.9005396222139284,0.14619421381725806,0.07342657342657342,0.4968553459119497,0.8216783216783217,0.006513435181380962,high,0.8233913043478261,0.08349114576450378,0.0390625,0.8796594489314866,2.7857142857142856,3.3705882352941177
caregiver,elimination,1,v12_winner_replay,xgboost,21,0.56,isotonic,0.31087374687194824,1.0,0.8497340425531915,0.9248670212765957,0.9682539682539683,0.7577639751552795,0.968,0.8628819875776397,0.8501742160278746,0.9141366459627329,0.9474946304418387,0.10652268485223354,0.9024390243902439,0.6894409937888198,0.904,0.7967204968944099,0.7816901408450704,0.8681242236024844,0.9056919258434577,0.14555242685324854,0.07342657342657342,0.4341419586702606,0.7087412587412587,0.009990138693578805,high,0.8206273291925466,0.06198503369895603,0.031746031746031744,0.8794116911845138,2.5,3.0176470588235293
caregiver,elimination,3,hybrid_clean_precision_generalization,catboost,33,0.45000000000000007,isotonic,3.5580291748046875,1.0,0.9534574468085106,0.9767287234042553,0.946969696969697,0.7763975155279503,0.944,0.8601987577639751,0.8532423208191127,0.9168447204968944,0.948390689164453,0.1079510767010767,0.9126984126984127,0.7142857142857143,0.912,0.8131428571428572,0.8013937282229965,0.872944099378882,0.9100409431445784,0.14042416891914938,0.12237762237762238,0.35890722822993737,0.8811188811188811,0.0018856180831641283,high,0.8391180124223603,0.11652996564028018,0.05303030303030298,0.8787624667453968,2.6857142857142855,3.2705882352941176
caregiver,elimination,3,hybrid_clean_precision_generalization,lightgbm,33,0.5050000000000001,isotonic,0.6250050067901611,1.0,0.9893617021276596,0.9946808510638299,0.9609375,0.7639751552795031,0.96,0.8619875776397515,0.8512110726643599,0.9126459627329193,0.9465200535119354,0.10781298539594769,0.912,0.7080745341614907,0.912,0.8100372670807454,0.7972027972027972,0.860919254658385,0.9006488522162497,0.1450006700923815,0.06993006993006994,0.31954887218045114,0.8395104895104895,0.0030176762931666216,high,0.8236149068322981,0.13269327342407833,0.0390625,0.8784069876457062,2.585714285714286,3.1705882352941175
caregiver,elimination,1,v12_winner_replay,catboost,21,0.5050000000000001,isotonic,1.9534687995910645,1.0,0.9335106382978723,0.9667553191489362,0.9402985074626866,0.782608695652174,0.936,0.859304347826087,0.8542372881355932,0.925639751552795,0.9530105613134854,0.10336447538914882,0.9105691056910569,0.6956521739130435,0.912,0.8038260869565217,0.7887323943661971,0.8754534161490684,0.9103424169102402,0.1425508900087708,0.13986013986013987,0.36646341463414633,0.7681818181818182,0.0018856180831641283,high,0.8282484472049689,0.1074509713228492,0.05970149253731338,0.8782054897075688,2.4,2.9176470588235293
caregiver,elimination,1,compact_generalization_first,catboost,16,0.6000000000000001,isotonic,1.9370381832122803,1.0,0.7872340425531915,0.8936170212765957,0.9523809523809523,0.7453416149068323,0.952,0.8486708074534162,0.8362369337979094,0.9228571428571429,0.9510220828348215,0.10650899217332785,0.9433962264150944,0.6211180124223602,0.952,0.78655900621118,0.7490636704119851,0.8890931677018633,0.9212246043405872,0.13291274096763525,0.055944055944055944,0.5462962962962963,0.8692307692307693,0.004592548805262436,high,0.8169565217391305,0.04494621382317954,0.04761904761904767,0.8778526196275437,2.280952380952381,2.7705882352941176
caregiver,elimination,1,compact_generalization_first,lightgbm,16,0.5050000000000001,isotonic,0.3864560127258301,1.0,0.9720744680851063,0.9860372340425532,0.9465648854961832,0.7701863354037267,0.944,0.8570931677018634,0.8493150684931506,0.9186832298136646,0.946566796212391,0.10842093890982343,0.896,0.6956521739130435,0.896,0.7958260869565217,0.7832167832167832,0.8675279503105591,0.9010366425310594,0.14629730895265394,0.07692307692307693,0.45454545454545453,0.8335664335664336,0.0013052873805600041,high,0.827248447204969,0.12894406634068978,0.05343511450381677,0.8754331241481167,2.180952380952381,2.6705882352941175
caregiver,elimination,2,balanced_clinical_engineered,catboost,26,0.405,isotonic,2.346116542816162,0.9986376021798365,0.9747340425531915,0.9865064360786612,0.9343065693430657,0.7950310559006211,0.928,0.8615155279503106,0.8590604026845637,0.9243478260869566,0.9514964314238638,0.10522509050047653,0.8633093525179856,0.7453416149068323,0.848,0.7966708074534161,0.8,0.8732919254658387,0.9121896717544709,0.14223051676501516,0.1888111888111888,0.289272030651341,0.8513986013986015,0.0014639891950031804,high,0.8181428571428571,0.12499090812835056,0.06433103283677089,0.875306528092672,2.519047619047619,3.064705882352941
caregiver,elimination,2,recall_support_engineered,catboost,25,0.405,isotonic,2.262096643447876,1.0,0.976063829787234,0.988031914893617,0.9473684210526315,0.782608695652174,0.944,0.8633043478260869,0.8571428571428571,0.9179627329192548,0.9490042791941503,0.10667271077338951,0.8832116788321168,0.7515527950310559,0.872,0.8117763975155279,0.8120805369127517,0.8751304347826089,0.9113644831727181,0.13957819397651253,0.12937062937062938,0.3028329534353631,0.8454545454545455,0.003349607278167361,high,0.788639751552795,0.12472756706753008,0.052631578947368474,0.8738593973117138,2.4952380952380953,3.0352941176470587
caregiver,elimination,1,v12_winner_replay,lightgbm,21,0.395,isotonic,0.3827946186065674,1.0,0.9853723404255319,0.992686170212766,0.9538461538461539,0.7701863354037267,0.952,0.8610931677018634,0.852233676975945,0.9121987577639751,0.9459580410557612,0.10941908165148634,0.890625,0.7080745341614907,0.888,0.7980372670807454,0.7889273356401384,0.8603229813664597,0.8983513007439075,0.15009212421911972,0.19230769230769232,0.32121212121212117,0.8395104895104895,0.0043863109920537135,high,0.8131801242236025,0.13159300251090256,0.0461538461538461,0.8736174399075902,2.3,2.8176470588235296
caregiver,elimination,2,subtype_context_engineered,xgboost,25,0.44500000000000006,isotonic,0.305999755859375,1.0,0.8909574468085106,0.9454787234042553,0.9609375,0.7639751552795031,0.96,0.8619875776397515,0.8512110726643599,0.9190310559006211,0.9514174588633209,0.10424174341178395,0.9032258064516129,0.6956521739130435,0.904,0.7998260869565217,0.7859649122807018,0.8559006211180125,0.8963201707537286,0.15037026780060672,0.19230769230769232,0.32121212121212117,0.7979020979020979,0.008530832741906377,high,0.7646086956521739,0.08349114576450378,0.0390625,0.8733009977801152,2.5952380952380953,3.135294117647059
caregiver,elimination,2,burden_context_engineered,xgboost,26,0.6500000000000001,isotonic,0.4277615547180176,1.0,0.7752659574468085,0.8876329787234043,0.9661016949152542,0.7080745341614907,0.968,0.8380372670807453,0.8172043010752689,0.9062111801242235,0.9420313887865712,0.11390596764928326,0.9166666666666666,0.6149068322981367,0.928,0.7714534161490684,0.7360594795539034,0.8681242236024844,0.9075955807830998,0.14902147375397368,0.21678321678321677,0.2390552995391705,0.7444055944055945,0.0004216288881608955,high,0.7413291925465839,0.04959571164265897,0.03389830508474578,0.8727100057807412,2.619047619047619,3.164705882352941
caregiver,elimination,2,missingness_aware_clean,catboost,24,0.52,isotonic,1.5787057876586914,1.0,0.9029255319148937,0.9514627659574468,0.9457364341085271,0.7577639751552795,0.944,0.8508819875776397,0.8413793103448276,0.9225093167701863,0.950889648551801,0.1062177235355837,0.9105691056910569,0.6956521739130435,0.912,0.8038260869565217,0.7887323943661971,0.8817391304347827,0.9146839585097213,0.13738065154673335,0.1853146853146853,0.3909628309984614,0.8097902097902098,0.00427398200087207,high,0.8180621118012422,0.10058077837980717,0.054263565891472854,0.8721076736818045,2.4714285714285715,3.0058823529411764
caregiver,elimination,2,subtype_context_engineered,catboost,25,0.5050000000000001,isotonic,2.0679330825805664,1.0,0.9707446808510638,0.9853723404255319,0.9402985074626866,0.782608695652174,0.936,0.859304347826087,0.8542372881355932,0.9198012422360248,0.9497753131530318,0.10659385069959015,0.8814814814814815,0.7391304347826086,0.872,0.8055652173913044,0.8040540540540541,0.8709316770186336,0.9046751823132807,0.1421204732816991,0.05944055944055944,0.4097966324076099,0.7325174825174825,0.0029084952154502103,high,0.7980745341614908,0.1260679925994449,0.05970149253731338,0.8717325522715532,2.4952380952380953,3.0352941176470587
caregiver,elimination,2,missingness_aware_clean,xgboost,24,0.5900000000000001,isotonic,0.2959420680999756,1.0,0.9547872340425532,0.9773936170212766,0.9398496240601504,0.7763975155279503,0.936,0.8561987577639751,0.8503401360544217,0.9181614906832298,0.9480748971432197,0.10672926289532438,0.8523489932885906,0.7888198757763976,0.824,0.8064099378881988,0.8193548387096774,0.8729689440993791,0.9059331558201806,0.14360572746340294,0.06293706293706294,0.3246268656716418,0.8097902097902098,0.003349607278167361,high,0.8184844720496894,0.12119485925730145,0.06015037593984962,0.8715350559653084,2.571428571428571,3.1058823529411765
caregiver,elimination,2,balanced_clinical_engineered,lightgbm,26,0.5050000000000001,isotonic,0.4210822582244873,1.0,0.9960106382978723,0.9980053191489362,0.9411764705882353,0.7950310559006211,0.936,0.8655155279503106,0.8619528619528619,0.9179378881987578,0.9483743342919831,0.10658681773596804,0.9090909090909091,0.7453416149068323,0.904,0.8246708074534161,0.8191126279863481,0.8699875776397515,0.9067924718151306,0.14009022897128257,0.017482517482517484,0.21850533807829184,0.8335664335664336,0.006513435181380962,high,0.8146024844720496,0.13248979119862558,0.05882352941176472,0.8707601106153802,2.4190476190476193,2.964705882352941
caregiver,elimination,2,burden_context_engineered,catboost,26,0.6150000000000001,isotonic,2.5033323764801025,1.0,0.8603723404255319,0.930186170212766,0.9669421487603306,0.7267080745341615,0.968,0.8473540372670807,0.8297872340425532,0.9094658385093168,0.9438245956719129,0.11088089925042445,0.9292035398230089,0.6521739130434783,0.936,0.7940869565217392,0.7664233576642335,0.8747577639751553,0.9111705571704416,0.14013323212013756,0.10139860139860139,0.480075137528512,0.7681818181818182,0.004201150081490781,high,0.7463167701863354,0.08283213294568526,0.03305785123966942,0.8701513367393356,2.519047619047619,3.064705882352941
caregiver,elimination,2,source_aware_clean,lightgbm,25,0.6000000000000001,isotonic,0.32900381088256836,1.0,0.9920212765957447,0.9960106382978724,0.9393939393939394,0.7701863354037267,0.936,0.8530931677018634,0.8464163822525598,0.9154534161490684,0.9469452978919465,0.10969070921765285,0.8863636363636364,0.7267080745341615,0.88,0.8033540372670808,0.7986348122866894,0.8737888198757764,0.9051102855587041,0.14446393192797863,0.055944055944055944,0.3773148148148148,0.8038461538461539,0.0006207314186812849,high,0.7992981366459627,0.142917470596009,0.06060606060606055,0.8690754433006913,2.395238095238095,2.9352941176470586
caregiver,elimination,2,balanced_clinical_engineered,xgboost,26,0.45500000000000007,isotonic,0.32044458389282227,1.0,0.9414893617021277,0.9707446808510638,0.9338235294117647,0.7888198757763976,0.928,0.8584099378881989,0.8552188552188552,0.9158757763975154,0.9467461899064195,0.10903813660693952,0.8823529411764706,0.7453416149068323,0.872,0.8086708074534161,0.8080808080808081,0.8698136645962734,0.908844795655144,0.14391709394457156,0.04895104895104895,0.39128151260504196,0.791958041958042,0.006798692684790386,high,0.8201552795031055,0.11233474296286494,0.06617647058823528,0.8674588991338149,2.619047619047619,3.164705882352941
caregiver,elimination,1,compact_precision_focused,catboost,24,0.54,isotonic,1.5414667129516602,1.0,0.8843085106382979,0.9421542553191489,0.952755905511811,0.7515527950310559,0.952,0.8517763975155279,0.8402777777777778,0.9113788819875777,0.9455424392129395,0.11143924717389295,0.9090909090909091,0.6832298136645962,0.912,0.7976149068322982,0.7801418439716312,0.8777888198757764,0.9100286976207501,0.1411027038621599,0.08741258741258741,0.4637547892720307,0.786013986013986,0.007494224607992554,high,0.7737018633540371,0.09037785780362095,0.047244094488189003,0.8662284360966055,2.4714285714285715,3.0058823529411764
caregiver,elimination,2,subtype_context_engineered,lightgbm,25,0.5050000000000001,isotonic,0.46265745162963867,1.0,0.9747340425531915,0.9873670212765957,0.9596774193548387,0.7391304347826086,0.96,0.8495652173913043,0.8350877192982457,0.9110559006211181,0.943836434545074,0.11273176567294213,0.8925619834710744,0.6708074534161491,0.896,0.7834037267080746,0.7659574468085106,0.8617639751552795,0.9011642039198973,0.14914396272448346,0.11888111888111888,0.5058356676003735,0.7622377622377623,0.0032659863237109073,high,0.7531739130434782,0.1378018038852914,0.040322580645161255,0.8652185576759461,2.395238095238095,2.9352941176470586
caregiver,elimination,2,recall_support_engineered,xgboost,25,0.43000000000000005,isotonic,1.765728235244751,1.0,0.964095744680851,0.9820478723404256,0.9465648854961832,0.7701863354037267,0.944,0.8570931677018634,0.8493150684931506,0.9085465838509317,0.9439104286017537,0.11100714273969323,0.8794326241134752,0.7701863354037267,0.864,0.8170931677018634,0.8211920529801324,0.8645217391304348,0.90130676526167,0.1418143890013002,0.0944055944055944,0.28228228228228225,0.8573426573426574,0.007107336892617686,high,0.7893105590062113,0.12495470463856218,0.05343511450381677,0.8650460792184603,2.5952380952380953,3.135294117647059
caregiver,elimination,2,source_aware_clean,catboost,25,0.45500000000000007,isotonic,2.6771724224090576,0.9972375690607734,0.9601063829787234,0.9783320210934925,0.9202898550724637,0.7888198757763976,0.912,0.8504099378881989,0.8494983277591973,0.9221863354037267,0.9494390239552761,0.10819599740722735,0.8865248226950354,0.7763975155279503,0.872,0.8241987577639751,0.8278145695364238,0.8771925465838508,0.91251931431846,0.1391046273079995,0.09090909090909091,0.18076923076923077,0.8276223776223777,0.004592548805262484,high,0.8254472049689441,0.12792208320529364,0.07694771398830969,0.8630902817292376,2.4952380952380953,3.0352941176470587
caregiver,elimination,2,source_aware_clean,xgboost,25,0.405,isotonic,0.3389906883239746,0.9973118279569892,0.9867021276595744,0.991629893433918,0.9054054054054054,0.8322981366459627,0.888,0.8601490683229813,0.8673139158576052,0.9206708074534161,0.950413442050466,0.10524479605361964,0.83125,0.8260869565217391,0.784,0.8050434782608695,0.8286604361370716,0.8781863354037267,0.9130871897333966,0.14335862353457096,0.013986013986013986,0.3120567375886525,0.7146853146853147,0.006738901129249614,high,0.8229751552795032,0.13148082511093673,0.09190642255158388,0.8616181375629954,2.5952380952380953,3.135294117647059
caregiver,elimination,2,missingness_aware_clean,lightgbm,24,0.5850000000000001,isotonic,0.42586398124694824,1.0,0.9960106382978723,0.9980053191489362,0.9323308270676691,0.7701863354037267,0.928,0.8490931677018634,0.8435374149659864,0.915751552795031,0.9471673837433592,0.10979404256916218,0.8661971830985915,0.7639751552795031,0.848,0.8059875776397516,0.8118811881188119,0.872919254658385,0.9087520970768401,0.14039021281103944,0.06643356643356643,0.4066627242262961,0.8157342657342658,0.005410612526561928,high,0.8161552795031056,0.14891215144707282,0.06766917293233088,0.8606815443283156,2.3714285714285714,2.9058823529411764
caregiver,elimination,2,recall_support_engineered,lightgbm,25,0.385,isotonic,2.012608528137207,1.0,0.9973404255319149,0.9986702127659575,0.9402985074626866,0.782608695652174,0.936,0.859304347826087,0.8542372881355932,0.9076273291925466,0.9428800540182294,0.111946526719254,0.8671328671328671,0.7701863354037267,0.848,0.8090931677018633,0.8157894736842105,0.8591801242236026,0.8970767233241479,0.14756340796703868,0.08041958041958042,0.2125971234914862,0.8632867132867132,0.00926165802150669,high,0.7796521739130434,0.13936586493987047,0.05970149253731338,0.8594217130837429,2.395238095238095,2.9352941176470586
caregiver,elimination,2,burden_context_engineered,lightgbm,26,0.5050000000000001,isotonic,0.47094249725341797,1.0,0.9827127659574468,0.9913563829787234,0.9384615384615385,0.7577639751552795,0.936,0.8468819875776398,0.8384879725085911,0.9023354037267082,0.9397197837512745,0.11593109052703979,0.904,0.7018633540372671,0.904,0.8029316770186335,0.7902097902097902,0.8613167701863353,0.8970647892002627,0.14983379425517757,0.03146853146853147,0.5864420377055757,0.8276223776223777,0.006513435181380927,high,0.777360248447205,0.14447439540108364,0.06153846153846154,0.8550996769587579,2.4190476190476193,2.964705882352941
psychologist,elimination,2,missingness_aware_clean,rf,30,0.6000000000000001,isotonic,1.9419267177581787,0.9708141321044547,0.8404255319148937,0.9038616471966896,0.9473684210526315,0.782608695652174,0.944,0.8633043478260869,0.8571428571428571,0.926807453416149,0.9532822146556373,0.10303765090889731,0.8794326241134752,0.7701863354037267,0.864,0.8170931677018634,0.8211920529801324,0.881167701863354,0.9132128081056157,0.136763096948949,0.017482517482517484,0.4185053380782918,0.7681818181818182,0.0014639891950031804,high,0.8443416149068323,0.040557299370602706,0.023445711051823137,0.8919527024900661,1.7142857142857144,2.2823529411764705
psychologist,elimination,2,subtype_context_engineered,rf,31,0.5050000000000001,isotonic,2.0732414722442627,0.9738461538461538,0.8417553191489362,0.9062477112095799,0.9477611940298507,0.7888198757763976,0.944,0.8664099378881988,0.8610169491525423,0.9213416149068323,0.950797590296639,0.10484675580829428,0.8723404255319149,0.7639751552795031,0.856,0.8099875776397516,0.8145695364238411,0.8744844720496895,0.9055247562596519,0.14163557766486864,0.006993006993006993,0.8098591549295775,0.786013986013986,0.0018856180831641283,high,0.8203913043478261,0.039837773321381165,0.0260849598163031,0.8902021754053112,1.7380952380952381,2.3117647058823527
psychologist,elimination,2,balanced_clinical_engineered,rf,32,0.6400000000000001,isotonic,2.516077995300293,0.9784283513097073,0.8444148936170213,0.9101592540374264,0.9407407407407408,0.7888198757763976,0.936,0.8624099378881989,0.8581081081081081,0.9270807453416149,0.9532331155946081,0.10205989404431628,0.8840579710144928,0.7577639751552795,0.872,0.8148819875776397,0.8160535117056856,0.8790062111801243,0.9120593175728564,0.13536609457550436,0.08041958041958042,0.358241031575467,0.7979020979020979,0.0014639891950031804,high,0.8411180124223603,0.047749316149227505,0.03768761056896652,0.8886656353677016,1.7619047619047619,2.3411764705882354
psychologist,elimination,1,v12_winner_replay,rf,24,0.4650000000000001,isotonic,2.8857617378234863,0.9650145772594753,0.8803191489361702,0.9195055297176549,0.9280575539568345,0.8012422360248447,0.92,0.8606211180124224,0.86,0.9248198757763976,0.951892915732891,0.10494441455979919,0.8767123287671232,0.7950310559006211,0.856,0.8255155279503106,0.8338762214983714,0.8747329192546585,0.906489891010687,0.13634059775290036,0.06293706293706294,0.4025704809286899,0.8216783216783217,1.1102230246251565e-16,high,0.8564099378881986,0.05888441170523251,0.036957023302640724,0.8870324632993865,1.5714285714285714,2.1058823529411765
psychologist,elimination,1,compact_precision_focused,rf,30,0.41500000000000004,isotonic,2.0922603607177734,0.9699248120300752,0.8577127659574468,0.9116446790200314,0.9407407407407408,0.7888198757763976,0.936,0.8624099378881989,0.8581081081081081,0.9240993788819876,0.9522734762206707,0.10435069386941045,0.875,0.782608695652174,0.856,0.819304347826087,0.8262295081967214,0.8744347826086956,0.9066147581383517,0.14067279802936694,0.1258741258741259,0.2964444444444444,0.8454545454545455,0.0021279937807211573,high,0.8222608695652174,0.04923474113183257,0.029184071289334423,0.886274297228466,1.7142857142857144,2.2823529411764705
