mode,domain,round_id,feature_set,family,n_features,calibration,threshold_balanced,fit_seconds,val_precision,val_recall,val_balanced_accuracy,val_pr_auc,val_brier,robustness_val_score,overfit_gap_ba,overfit_gap_precision,seed_std_balanced_accuracy,stability,selection_objective,operational_complexity,maintenance_complexity
caregiver,elimination,2,missingness_aware_clean,rf,24,isotonic,0.44500000000000006,2.257097005844116,0.9477611940298507,0.7888198757763976,0.8664099378881988,0.9526340548396652,0.10297937797937798,0.834472049689441,0.033775911893908384,0.030156787042704525,0.0004216288881608955,high,0.8940019475330222,1.5714285714285714,2.1058823529411765
caregiver,elimination,2,source_aware_clean,rf,25,isotonic,0.48000000000000004,4.662064790725708,0.9411764705882353,0.7950310559006211,0.8655155279503106,0.9535611944160387,0.10184023926018775,0.8395652173913044,0.03682064043142297,0.028101563205927493,0.0014639891950031804,high,0.891729921721068,1.5952380952380953,2.135294117647059
caregiver,elimination,1,compact_generalization_first,rf,16,isotonic,0.5750000000000001,1.999004602432251,0.9534883720930233,0.7639751552795031,0.8579875776397515,0.9540397049746387,0.10248227474646046,0.8175093167701863,0.023347794242915998,0.0379646193599682,1.1102230246251565e-16,high,0.8914186569181874,1.380952380952381,1.8705882352941177
caregiver,elimination,2,subtype_context_engineered,rf,25,isotonic,0.45000000000000007,2.678875207901001,0.9477611940298507,0.7888198757763976,0.8664099378881988,0.9534092825857574,0.10270715458121753,0.8134037267080745,0.03604410320016693,0.027316687590086985,0.0025357036674773696,high,0.8898953865979402,1.5952380952380953,2.135294117647059
caregiver,elimination,2,recall_support_engineered,rf,25,isotonic,0.5050000000000001,1.9736700057983398,0.9477611940298507,0.7888198757763976,0.8664099378881988,0.9514303883843307,0.10358002491811526,0.8189440993788821,0.04601750745548594,0.027885685726618092,0.0018856180831641283,high,0.8896262934023723,1.5952380952380953,2.135294117647059
caregiver,elimination,1,v12_winner_replay,rf,21,isotonic,0.5650000000000001,1.8445403575897217,0.946969696969697,0.7763975155279503,0.8601987577639751,0.9529072657329449,0.10350863980237181,0.8112981366459627,0.035177198950420374,0.03997973206782335,0.0,high,0.8890640055199898,1.5,2.0176470588235293
caregiver,elimination,2,balanced_clinical_engineered,rf,26,isotonic,0.5050000000000001,2.2778520584106445,0.9411764705882353,0.7950310559006211,0.8655155279503106,0.9552463251023438,0.10071388207751844,0.8404472049689442,0.04519074699750503,0.03150941712041422,0.0032659863237109073,high,0.8890350886668078,1.619047619047619,2.164705882352941
caregiver,elimination,3,hybrid_clean_precision_generalization,rf,33,isotonic,0.5050000000000001,2.4448108673095703,0.9411764705882353,0.7950310559006211,0.8655155279503106,0.9541312561392257,0.10156703641894921,0.8554223602484472,0.047850321465590095,0.03167420814479638,0.004988876515698593,high,0.8875866970161786,1.7857142857142856,2.3705882352941177
caregiver,elimination,1,compact_precision_focused,rf,24,isotonic,0.6700000000000002,1.956470012664795,0.9752066115702479,0.7329192546583851,0.8544596273291926,0.9524558608196232,0.10352328189330616,0.7558571428571429,0.027736329751409494,0.017944073361258916,0.0032659863237109073,high,0.8855533985329724,1.5714285714285714,2.1058823529411765
caregiver,elimination,1,compact_generalization_first,xgboost,16,isotonic,0.6050000000000001,0.32583117485046387,0.953125,0.7577639751552795,0.8548819875776397,0.9506914384261214,0.1054373721917299,0.8127329192546584,0.0393999273159773,0.046875,0.002180775916705728,high,0.883909118745031,2.380952380952381,2.8705882352941177
