domain,mode,role,source_campaign,feature_set_id,feature_list_pipe,model_family,family_key,config_id,calibration,threshold_policy,threshold,seed,n_features,train_balanced_accuracy,val_balanced_accuracy,val_precision,val_recall,val_f1,overfit_gap_train_val_ba,generalization_gap_val_holdout_ba,precision,recall,specificity,balanced_accuracy,f1,roc_auc,pr_auc,brier,tn,fp,fn,tp,guard_ok,precision_floor_ok,recall_target_ok,candidate_key
elimination,caregiver_1_3,caregiver,hybrid_elimination_structural_audit_rescue_v1,no_top1_direct,enuresis_distress_impairment|enuresis_duration_months_consecutive|encopresis_event_frequency_per_month|enuresis_nocturnal,extra_trees,extra_trees_regularized,extra_trees_elimination_guard_regularized_v1,none,validation_f1_recall_guard_anti_clone_v1,0.7599999999999999,20270439,4,0.9000627588803816,0.9113946800862689,0.8148148148148148,0.8461538461538461,0.8301886792452831,-0.01133192120588733,0.009615384615384581,0.8181818181818182,0.8653846153846154,0.9766355140186916,0.9210100647016535,0.8411214953271028,0.9910585909417685,0.934224429416737,0.1467388182096685,418,10,7,45,no,yes,no,caregiver_1_3::no_top1_direct::extra_trees_regularized::20270439::0.7600
elimination,caregiver_1_3,caregiver,hybrid_elimination_structural_audit_rescue_v1,no_top1_direct,enuresis_distress_impairment|enuresis_duration_months_consecutive|encopresis_event_frequency_per_month|enuresis_nocturnal,hgb,hgb_conservative,hgb_elimination_conservative_v1,none,validation_f1_recall_guard_anti_clone_v1,0.31999999999999995,20270421,4,0.9094640391615414,0.9078900071890725,0.7719298245614035,0.8461538461538461,0.8073394495412844,0.001574031972468859,0.021567217828900143,0.8070175438596491,0.8846153846153846,0.9742990654205608,0.9294572250179727,0.8440366972477065,0.9394095974119339,0.8859817813765182,0.03658597322813042,417,11,6,46,yes,yes,yes,caregiver_1_3::no_top1_direct::hgb_conservative::20270421::0.3200
elimination,caregiver_1_3,caregiver,hybrid_elimination_structural_audit_rescue_v1,no_top1_direct,enuresis_distress_impairment|enuresis_duration_months_consecutive|encopresis_event_frequency_per_month|enuresis_nocturnal,hgb,hgb_conservative,hgb_elimination_conservative_v1,none,validation_f1_recall_guard_anti_clone_v1,0.31999999999999995,20270439,4,0.9094640391615414,0.9078900071890725,0.7719298245614035,0.8461538461538461,0.8073394495412844,0.001574031972468859,0.021567217828900143,0.8070175438596491,0.8846153846153846,0.9742990654205608,0.9294572250179727,0.8440366972477065,0.9394095974119339,0.8859817813765182,0.03658597322813042,417,11,6,46,yes,yes,yes,caregiver_1_3::no_top1_direct::hgb_conservative::20270439::0.3200
elimination,caregiver_1_3,caregiver,hybrid_elimination_structural_audit_rescue_v1,no_top1_direct,enuresis_distress_impairment|enuresis_duration_months_consecutive|encopresis_event_frequency_per_month|enuresis_nocturnal,logreg,logreg_regularized,logreg_elimination_regularized_v1,none,validation_f1_recall_guard_anti_clone_v1,0.83,20270421,4,0.9409941006652441,0.9615384615384616,1.0,0.9230769230769231,0.96,-0.020544360873217427,0.03585549964054635,0.8823529411764706,0.8653846153846154,0.985981308411215,0.9256829618979152,0.8737864077669902,0.995484363767074,0.9622442890888709,0.027084437264597312,422,6,7,45,no,yes,no,caregiver_1_3::no_top1_direct::logreg_regularized::20270421::0.8300
elimination,caregiver_1_3,caregiver,hybrid_elimination_structural_audit_rescue_v1,no_top1_direct,enuresis_distress_impairment|enuresis_duration_months_consecutive|encopresis_event_frequency_per_month|enuresis_nocturnal,logreg,logreg_regularized,logreg_elimination_regularized_v1,none,validation_f1_recall_guard_anti_clone_v1,0.83,20270439,4,0.9409941006652441,0.9615384615384616,1.0,0.9230769230769231,0.96,-0.020544360873217427,0.03585549964054635,0.8823529411764706,0.8653846153846154,0.985981308411215,0.9256829618979152,0.8737864077669902,0.995484363767074,0.9622442890888709,0.027084437264597312,422,6,7,45,no,yes,no,caregiver_1_3::no_top1_direct::logreg_regularized::20270439::0.8300
elimination,caregiver_1_3,caregiver,hybrid_elimination_structural_audit_rescue_v1,no_top2_direct,enuresis_duration_months_consecutive|encopresis_event_frequency_per_month|enuresis_nocturnal|enuresis_primary_course,rf,rf_regularized,rf_elimination_guard_regularized_v1,none,validation_f1_recall_guard_anti_clone_v1,0.8899999999999999,20270421,4,0.9031253922430025,0.9032171099928109,0.7213114754098361,0.8461538461538461,0.7787610619469026,-9.171774980842873e-05,0.0239036664270309,0.7796610169491526,0.8846153846153846,0.969626168224299,0.9271207764198418,0.8288288288288288,0.9263794033069734,0.7093218981586541,0.12765797834678796,415,13,6,46,yes,yes,yes,caregiver_1_3::no_top2_direct::rf_regularized::20270421::0.8900
elimination,caregiver_1_3,caregiver,hybrid_elimination_structural_audit_rescue_v1,no_top2_direct,enuresis_duration_months_consecutive|encopresis_event_frequency_per_month|enuresis_nocturnal|enuresis_primary_course,rf,rf_regularized,rf_elimination_guard_regularized_v1,none,validation_f1_recall_guard_anti_clone_v1,0.9099999999999999,20270439,4,0.8877745701016694,0.9032171099928109,0.7213114754098361,0.8461538461538461,0.7787610619469026,-0.015442539891141527,0.01428828181164632,0.7758620689655172,0.8653846153846154,0.969626168224299,0.9175053918044572,0.8181818181818182,0.9272780373831775,0.7117710317520369,0.133718508317649,415,13,7,45,yes,yes,no,caregiver_1_3::no_top2_direct::rf_regularized::20270439::0.9100
elimination,caregiver_1_3,caregiver,hybrid_elimination_structural_audit_rescue_v1,no_top2_direct,enuresis_duration_months_consecutive|encopresis_event_frequency_per_month|enuresis_nocturnal|enuresis_primary_course,extra_trees,extra_trees_regularized,extra_trees_elimination_guard_regularized_v1,none,validation_f1_recall_guard_anti_clone_v1,0.42999999999999994,20270421,4,0.9712062256809338,0.9754672897196262,0.7123287671232876,1.0,0.832,-0.004261064038692308,0.004672897196261738,0.6753246753246753,1.0,0.9415887850467289,0.9707943925233644,0.8062015503875969,0.9800727893601725,0.7605521205349148,0.17905872756793226,403,25,0,52,no,no,no,caregiver_1_3::no_top2_direct::extra_trees_regularized::20270421::0.4300
elimination,caregiver_1_3,caregiver,hybrid_elimination_structural_audit_rescue_v1,no_top2_direct,enuresis_duration_months_consecutive|encopresis_event_frequency_per_month|enuresis_nocturnal|enuresis_primary_course,extra_trees,extra_trees_regularized,extra_trees_elimination_guard_regularized_v1,none,validation_f1_recall_guard_anti_clone_v1,0.4599999999999999,20270439,4,0.9712062256809338,0.9754672897196262,0.7123287671232876,1.0,0.832,-0.004261064038692308,0.004672897196261738,0.6753246753246753,1.0,0.9415887850467289,0.9707943925233644,0.8062015503875969,0.9791067577282531,0.7383030161326593,0.19644358245043086,403,25,0,52,no,no,no,caregiver_1_3::no_top2_direct::extra_trees_regularized::20270439::0.4600
elimination,caregiver_1_3,caregiver,hybrid_elimination_structural_audit_rescue_v1,no_top2_direct,enuresis_duration_months_consecutive|encopresis_event_frequency_per_month|enuresis_nocturnal|enuresis_primary_course,hgb,hgb_conservative,hgb_elimination_conservative_v1,none,validation_f1_recall_guard_anti_clone_v1,0.13,20270421,4,0.9087987950294967,0.9020488856937455,0.7096774193548387,0.8461538461538461,0.7719298245614035,0.0067499093357511475,0.0239036664270309,0.7666666666666667,0.8846153846153846,0.9672897196261683,0.9259525521207764,0.8214285714285714,0.9259525521207764,0.6907051282051282,0.04589652112161982,414,14,6,46,yes,yes,yes,caregiver_1_3::no_top2_direct::hgb_conservative::20270421::0.1300
elimination,caregiver_1_3,caregiver,hybrid_elimination_structural_audit_rescue_v1,no_top2_direct,enuresis_duration_months_consecutive|encopresis_event_frequency_per_month|enuresis_nocturnal|enuresis_primary_course,hgb,hgb_conservative,hgb_elimination_conservative_v1,none,validation_f1_recall_guard_anti_clone_v1,0.13,20270439,4,0.9087987950294967,0.9020488856937455,0.7096774193548387,0.8461538461538461,0.7719298245614035,0.0067499093357511475,0.0239036664270309,0.7666666666666667,0.8846153846153846,0.9672897196261683,0.9259525521207764,0.8214285714285714,0.9259525521207764,0.6907051282051282,0.04589652112161982,414,14,6,46,yes,yes,yes,caregiver_1_3::no_top2_direct::hgb_conservative::20270439::0.1300
elimination,caregiver_1_3,caregiver,hybrid_elimination_structural_audit_rescue_v1,no_top2_direct,enuresis_duration_months_consecutive|encopresis_event_frequency_per_month|enuresis_nocturnal|enuresis_primary_course,logreg,logreg_regularized,logreg_elimination_regularized_v1,none,validation_f1_recall_guard_anti_clone_v1,0.7499999999999999,20270421,4,0.9402786494288942,0.9512940330697339,0.7424242424242424,0.9423076923076923,0.8305084745762712,-0.01101538364083976,0.020398993529834764,0.7611940298507462,0.9807692307692307,0.9626168224299065,0.9716930265995687,0.8571428571428571,0.9795560747663552,0.7764211419220712,0.03885658135039448,412,16,1,51,no,yes,no,caregiver_1_3::no_top2_direct::logreg_regularized::20270421::0.7500
elimination,caregiver_1_3,caregiver,hybrid_elimination_structural_audit_rescue_v1,no_top2_direct,enuresis_duration_months_consecutive|encopresis_event_frequency_per_month|enuresis_nocturnal|enuresis_primary_course,logreg,logreg_regularized,logreg_elimination_regularized_v1,none,validation_f1_recall_guard_anti_clone_v1,0.7499999999999999,20270439,4,0.9402786494288942,0.9512940330697339,0.7424242424242424,0.9423076923076923,0.8305084745762712,-0.01101538364083976,0.020398993529834764,0.7611940298507462,0.9807692307692307,0.9626168224299065,0.9716930265995687,0.8571428571428571,0.9795560747663552,0.7764211419220712,0.03885658135039448,412,16,1,51,no,yes,no,caregiver_1_3::no_top2_direct::logreg_regularized::20270439::0.7500
elimination,caregiver_1_3,caregiver,hybrid_elimination_structural_audit_rescue_v1,balanced_direct,enuresis_event_frequency_per_week|enuresis_distress_impairment|encopresis_event_frequency_per_month|encopresis_duration_months_consecutive,rf,rf_regularized,rf_elimination_guard_regularized_v1,none,validation_f1_recall_guard_anti_clone_v1,0.7999999999999999,20270421,4,0.9062382327099285,0.9078900071890725,0.7719298245614035,0.8461538461538461,0.8073394495412844,-0.001651774479143997,0.02273544212796552,0.8214285714285714,0.8846153846153846,0.9766355140186916,0.9306254493170381,0.8518518518518519,0.9365339683680806,0.8596576500422655,0.11017572986137023,418,10,6,46,yes,yes,yes,caregiver_1_3::balanced_direct::rf_regularized::20270421::0.8000
elimination,caregiver_1_3,caregiver,hybrid_elimination_structural_audit_rescue_v1,balanced_direct,enuresis_event_frequency_per_week|enuresis_distress_impairment|encopresis_event_frequency_per_month|encopresis_duration_months_consecutive,rf,rf_regularized,rf_elimination_guard_regularized_v1,none,validation_f1_recall_guard_anti_clone_v1,0.7699999999999999,20270439,4,0.9094640391615414,0.9078900071890725,0.7719298245614035,0.8461538461538461,0.8073394495412844,0.001574031972468859,0.021567217828900143,0.8070175438596491,0.8846153846153846,0.9742990654205608,0.9294572250179727,0.8440366972477065,0.9391624730409778,0.8880904183535763,0.11630640098357944,417,11,6,46,yes,yes,yes,caregiver_1_3::balanced_direct::rf_regularized::20270439::0.7700
elimination,caregiver_1_3,caregiver,hybrid_elimination_structural_audit_rescue_v1,balanced_direct,enuresis_event_frequency_per_week|enuresis_distress_impairment|encopresis_event_frequency_per_month|encopresis_duration_months_consecutive,extra_trees,extra_trees_regularized,extra_trees_elimination_guard_regularized_v1,none,validation_f1_recall_guard_anti_clone_v1,0.7899999999999999,20270421,4,0.9242500313794402,0.9230769230769231,1.0,0.8461538461538461,0.9166666666666666,0.0011731083025170452,0.019230769230769162,1.0,0.8846153846153846,1.0,0.9423076923076923,0.9387755102040817,0.9959561466570813,0.9715719063545152,0.11406488935788409,428,0,6,46,no,yes,yes,caregiver_1_3::balanced_direct::extra_trees_regularized::20270421::0.7900
elimination,caregiver_1_3,caregiver,hybrid_elimination_structural_audit_rescue_v1,balanced_direct,enuresis_event_frequency_per_week|enuresis_distress_impairment|encopresis_event_frequency_per_month|encopresis_duration_months_consecutive,extra_trees,extra_trees_regularized,extra_trees_elimination_guard_regularized_v1,none,validation_f1_recall_guard_anti_clone_v1,0.72,20270439,4,0.924362997364127,0.9219086987778576,0.9777777777777777,0.8461538461538461,0.9072164948453608,0.0024542985862693323,0.014557872034507535,0.9019607843137255,0.8846153846153846,0.9883177570093458,0.9364665708123652,0.8932038834951457,0.9966301222142344,0.9741676234213548,0.16601061517255017,423,5,6,46,no,yes,yes,caregiver_1_3::balanced_direct::extra_trees_regularized::20270439::0.7200
elimination,caregiver_1_3,caregiver,hybrid_elimination_structural_audit_rescue_v1,balanced_direct,enuresis_event_frequency_per_week|enuresis_distress_impairment|encopresis_event_frequency_per_month|encopresis_duration_months_consecutive,hgb,hgb_conservative,hgb_elimination_conservative_v1,none,validation_f1_recall_guard_anti_clone_v1,0.33999999999999997,20270421,4,0.9242500313794402,0.9230769230769231,1.0,0.8461538461538461,0.9166666666666666,0.0011731083025170452,0.019230769230769162,1.0,0.8846153846153846,1.0,0.9423076923076923,0.9387755102040817,0.9401509705248023,0.8971153846153845,0.03537227652485447,428,0,6,46,no,yes,yes,caregiver_1_3::balanced_direct::hgb_conservative::20270421::0.3400
elimination,caregiver_1_3,caregiver,hybrid_elimination_structural_audit_rescue_v1,balanced_direct,enuresis_event_frequency_per_week|enuresis_distress_impairment|encopresis_event_frequency_per_month|encopresis_duration_months_consecutive,hgb,hgb_conservative,hgb_elimination_conservative_v1,none,validation_f1_recall_guard_anti_clone_v1,0.33999999999999997,20270439,4,0.9242500313794402,0.9230769230769231,1.0,0.8461538461538461,0.9166666666666666,0.0011731083025170452,0.019230769230769162,1.0,0.8846153846153846,1.0,0.9423076923076923,0.9387755102040817,0.9401509705248023,0.8971153846153845,0.03537227652485447,428,0,6,46,no,yes,yes,caregiver_1_3::balanced_direct::hgb_conservative::20270439::0.3400
elimination,caregiver_1_3,caregiver,hybrid_elimination_structural_audit_rescue_v1,balanced_direct,enuresis_event_frequency_per_week|enuresis_distress_impairment|encopresis_event_frequency_per_month|encopresis_duration_months_consecutive,logreg,logreg_regularized,logreg_elimination_regularized_v1,none,validation_f1_recall_guard_anti_clone_v1,0.8099999999999999,20270421,4,0.984373038784988,0.9807692307692308,1.0,0.9615384615384616,0.9803921568627451,0.003603808015757215,0.018062544931703783,0.9811320754716981,1.0,0.9976635514018691,0.9988317757009346,0.9904761904761905,0.9991013659237958,0.9910458832838546,0.02231078654991358,427,1,0,52,no,yes,no,caregiver_1_3::balanced_direct::logreg_regularized::20270421::0.8100
elimination,caregiver_1_3,caregiver,hybrid_elimination_structural_audit_rescue_v1,balanced_direct,enuresis_event_frequency_per_week|enuresis_distress_impairment|encopresis_event_frequency_per_month|encopresis_duration_months_consecutive,logreg,logreg_regularized,logreg_elimination_regularized_v1,none,validation_f1_recall_guard_anti_clone_v1,0.8099999999999999,20270439,4,0.984373038784988,0.9807692307692308,1.0,0.9615384615384616,0.9803921568627451,0.003603808015757215,0.018062544931703783,0.9811320754716981,1.0,0.9976635514018691,0.9988317757009346,0.9904761904761905,0.9991013659237958,0.9910458832838546,0.02231078654991358,427,1,0,52,no,yes,no,caregiver_1_3::balanced_direct::logreg_regularized::20270439::0.8100
elimination,caregiver_1_3,caregiver,hybrid_elimination_structural_audit_rescue_v1,enuresis_core,enuresis_event_frequency_per_week|enuresis_distress_impairment|enuresis_duration_months_consecutive|enuresis_nocturnal,rf,rf_regularized,rf_elimination_guard_regularized_v1,none,validation_f1_recall_guard_anti_clone_v1,0.8699999999999999,20270421,4,0.9030124262583156,0.9078900071890725,0.7719298245614035,0.8461538461538461,0.8073394495412844,-0.004877580930756964,0.02273544212796552,0.8214285714285714,0.8846153846153846,0.9766355140186916,0.9306254493170381,0.8518518518518519,0.9376797268152408,0.8747553222624959,0.1098054495730886,418,10,6,46,yes,yes,yes,caregiver_1_3::enuresis_core::rf_regularized::20270421::0.8700
elimination,caregiver_1_3,caregiver,hybrid_elimination_structural_audit_rescue_v1,enuresis_core,enuresis_event_frequency_per_week|enuresis_distress_impairment|enuresis_duration_months_consecutive|enuresis_nocturnal,rf,rf_regularized,rf_elimination_guard_regularized_v1,none,validation_f1_recall_guard_anti_clone_v1,0.84,20270439,4,0.9062382327099285,0.9078900071890725,0.7719298245614035,0.8461538461538461,0.8073394495412844,-0.001651774479143997,0.02273544212796552,0.8214285714285714,0.8846153846153846,0.9766355140186916,0.9306254493170381,0.8518518518518519,0.9392074047447879,0.888208881958882,0.11562871825000978,418,10,6,46,yes,yes,yes,caregiver_1_3::enuresis_core::rf_regularized::20270439::0.8400
elimination,caregiver_1_3,caregiver,hybrid_elimination_structural_audit_rescue_v1,enuresis_core,enuresis_event_frequency_per_week|enuresis_distress_impairment|enuresis_duration_months_consecutive|enuresis_nocturnal,extra_trees,extra_trees_regularized,extra_trees_elimination_guard_regularized_v1,none,validation_f1_recall_guard_anti_clone_v1,0.7899999999999999,20270421,4,0.9077946529433916,0.909058231488138,0.7857142857142857,0.8461538461538461,0.8148148148148148,-0.0012635785447464576,0.02156721782890003,0.8214285714285714,0.8846153846153846,0.9766355140186916,0.9306254493170381,0.8518518518518519,0.9369608195542776,0.8712690054324348,0.1469540222742843,418,10,6,46,yes,yes,yes,caregiver_1_3::enuresis_core::extra_trees_regularized::20270421::0.7900
elimination,caregiver_1_3,caregiver,hybrid_elimination_structural_audit_rescue_v1,enuresis_core,enuresis_event_frequency_per_week|enuresis_distress_impairment|enuresis_duration_months_consecutive|enuresis_nocturnal,extra_trees,extra_trees_regularized,extra_trees_elimination_guard_regularized_v1,none,validation_f1_recall_guard_anti_clone_v1,0.8499999999999999,20270439,4,0.9000627588803816,0.9029475197699497,0.8269230769230769,0.8269230769230769,0.8269230769230769,-0.0028847608895681276,0.018062544931703783,0.8181818181818182,0.8653846153846154,0.9766355140186916,0.9210100647016535,0.8411214953271028,0.9388479511143063,0.8857955421285986,0.14613333698214953,418,10,7,45,yes,yes,no,caregiver_1_3::enuresis_core::extra_trees_regularized::20270439::0.8500
elimination,caregiver_1_3,caregiver,hybrid_elimination_structural_audit_rescue_v1,enuresis_core,enuresis_event_frequency_per_week|enuresis_distress_impairment|enuresis_duration_months_consecutive|enuresis_nocturnal,hgb,hgb_conservative,hgb_elimination_conservative_v1,none,validation_f1_recall_guard_anti_clone_v1,0.33999999999999997,20270421,4,0.9242500313794402,0.9230769230769231,1.0,0.8461538461538461,0.9166666666666666,0.0011731083025170452,0.019230769230769162,1.0,0.8846153846153846,1.0,0.9423076923076923,0.9387755102040817,0.9401509705248023,0.8971153846153845,0.03537227652485447,428,0,6,46,no,yes,yes,caregiver_1_3::enuresis_core::hgb_conservative::20270421::0.3400
elimination,caregiver_1_3,caregiver,hybrid_elimination_structural_audit_rescue_v1,enuresis_core,enuresis_event_frequency_per_week|enuresis_distress_impairment|enuresis_duration_months_consecutive|enuresis_nocturnal,hgb,hgb_conservative,hgb_elimination_conservative_v1,none,validation_f1_recall_guard_anti_clone_v1,0.33999999999999997,20270439,4,0.9242500313794402,0.9230769230769231,1.0,0.8461538461538461,0.9166666666666666,0.0011731083025170452,0.019230769230769162,1.0,0.8846153846153846,1.0,0.9423076923076923,0.9387755102040817,0.9401509705248023,0.8971153846153845,0.03537227652485447,428,0,6,46,no,yes,yes,caregiver_1_3::enuresis_core::hgb_conservative::20270439::0.3400
elimination,caregiver_1_3,caregiver,hybrid_elimination_structural_audit_rescue_v1,enuresis_core,enuresis_event_frequency_per_week|enuresis_distress_impairment|enuresis_duration_months_consecutive|enuresis_nocturnal,logreg,logreg_regularized,logreg_elimination_regularized_v1,none,validation_f1_recall_guard_anti_clone_v1,0.8499999999999999,20270421,4,0.9146855780092884,0.9230769230769231,1.0,0.8461538461538461,0.9166666666666666,-0.008391345067634726,0.013389647735442045,0.9019607843137255,0.8846153846153846,0.9883177570093458,0.9364665708123652,0.8932038834951457,0.9399263120057513,0.8951196599752832,0.045528636463524404,423,5,6,46,no,yes,yes,caregiver_1_3::enuresis_core::logreg_regularized::20270421::0.8500
