low_threshold,high_threshold,coverage,uncertain_rate,confident_positive_n,confident_negative_n,uncertain_n,precision_high,npv_low,recall_effective,specificity_effective
0.5,0.7996172631578947,0.9055944055944056,0.0944055944055944,15,244,27,1.0,0.9672131147540983,0.35714285714285715,0.9672131147540983
0.4763157894736842,0.7996172631578947,0.8951048951048951,0.1048951048951049,15,241,30,1.0,0.966804979253112,0.35714285714285715,0.9549180327868853
0.5,0.8121491578947369,0.8951048951048951,0.1048951048951049,12,244,30,1.0,0.9672131147540983,0.2857142857142857,0.9672131147540983
0.42894736842105263,0.7996172631578947,0.8881118881118881,0.11188811188811189,15,239,32,1.0,0.9707112970711297,0.35714285714285715,0.9508196721311475
0.45263157894736844,0.7996172631578947,0.8881118881118881,0.11188811188811189,15,239,32,1.0,0.9707112970711297,0.35714285714285715,0.9508196721311475
0.5,0.824681052631579,0.8881118881118881,0.11188811188811189,10,244,32,1.0,0.9672131147540983,0.23809523809523808,0.9672131147540983
0.4052631578947368,0.7996172631578947,0.8846153846153846,0.11538461538461539,15,238,33,1.0,0.9705882352941176,0.35714285714285715,0.9467213114754098
0.4763157894736842,0.8121491578947369,0.8846153846153846,0.11538461538461539,12,241,33,1.0,0.966804979253112,0.2857142857142857,0.9549180327868853
0.35789473684210527,0.7996172631578947,0.8811188811188811,0.11888111888111888,15,237,34,1.0,0.9704641350210971,0.35714285714285715,0.9426229508196722
0.3815789473684211,0.7996172631578947,0.8811188811188811,0.11888111888111888,15,237,34,1.0,0.9704641350210971,0.35714285714285715,0.9426229508196722
0.5,0.837212947368421,0.8811188811188811,0.11888111888111888,8,244,34,1.0,0.9672131147540983,0.19047619047619047,0.9672131147540983
0.42894736842105263,0.8121491578947369,0.8776223776223776,0.12237762237762238,12,239,35,1.0,0.9707112970711297,0.2857142857142857,0.9508196721311475
0.45263157894736844,0.8121491578947369,0.8776223776223776,0.12237762237762238,12,239,35,1.0,0.9707112970711297,0.2857142857142857,0.9508196721311475
0.4763157894736842,0.824681052631579,0.8776223776223776,0.12237762237762238,10,241,35,1.0,0.966804979253112,0.23809523809523808,0.9549180327868853
0.33421052631578946,0.7996172631578947,0.8741258741258742,0.1258741258741259,15,235,36,1.0,0.9744680851063829,0.35714285714285715,0.9385245901639344
0.4052631578947368,0.8121491578947369,0.8741258741258742,0.1258741258741259,12,238,36,1.0,0.9705882352941176,0.2857142857142857,0.9467213114754098
0.3105263157894737,0.7996172631578947,0.8706293706293706,0.12937062937062938,15,234,37,1.0,0.9743589743589743,0.35714285714285715,0.9344262295081968
0.35789473684210527,0.8121491578947369,0.8706293706293706,0.12937062937062938,12,237,37,1.0,0.9704641350210971,0.2857142857142857,0.9426229508196722
0.3815789473684211,0.8121491578947369,0.8706293706293706,0.12937062937062938,12,237,37,1.0,0.9704641350210971,0.2857142857142857,0.9426229508196722
0.42894736842105263,0.824681052631579,0.8706293706293706,0.12937062937062938,10,239,37,1.0,0.9707112970711297,0.23809523809523808,0.9508196721311475
0.45263157894736844,0.824681052631579,0.8706293706293706,0.12937062937062938,10,239,37,1.0,0.9707112970711297,0.23809523809523808,0.9508196721311475
0.4763157894736842,0.837212947368421,0.8706293706293706,0.12937062937062938,8,241,37,1.0,0.966804979253112,0.19047619047619047,0.9549180327868853
0.2868421052631579,0.7996172631578947,0.8671328671328671,0.13286713286713286,15,233,38,1.0,0.9742489270386266,0.35714285714285715,0.930327868852459
0.4052631578947368,0.824681052631579,0.8671328671328671,0.13286713286713286,10,238,38,1.0,0.9705882352941176,0.23809523809523808,0.9467213114754098
0.33421052631578946,0.8121491578947369,0.8636363636363636,0.13636363636363635,12,235,39,1.0,0.9744680851063829,0.2857142857142857,0.9385245901639344
0.35789473684210527,0.824681052631579,0.8636363636363636,0.13636363636363635,10,237,39,1.0,0.9704641350210971,0.23809523809523808,0.9426229508196722
0.3815789473684211,0.824681052631579,0.8636363636363636,0.13636363636363635,10,237,39,1.0,0.9704641350210971,0.23809523809523808,0.9426229508196722
0.42894736842105263,0.837212947368421,0.8636363636363636,0.13636363636363635,8,239,39,1.0,0.9707112970711297,0.19047619047619047,0.9508196721311475
0.45263157894736844,0.837212947368421,0.8636363636363636,0.13636363636363635,8,239,39,1.0,0.9707112970711297,0.19047619047619047,0.9508196721311475
0.2631578947368421,0.7996172631578947,0.8601398601398601,0.13986013986013987,15,231,40,1.0,0.974025974025974,0.35714285714285715,0.9221311475409836
0.3105263157894737,0.8121491578947369,0.8601398601398601,0.13986013986013987,12,234,40,1.0,0.9743589743589743,0.2857142857142857,0.9344262295081968
0.4052631578947368,0.837212947368421,0.8601398601398601,0.13986013986013987,8,238,40,1.0,0.9705882352941176,0.19047619047619047,0.9467213114754098
0.5,0.8497448421052631,0.8601398601398601,0.13986013986013987,2,244,40,1.0,0.9672131147540983,0.047619047619047616,0.9672131147540983
0.23947368421052634,0.7996172631578947,0.8566433566433567,0.14335664335664336,15,230,41,1.0,0.9739130434782609,0.35714285714285715,0.9180327868852459
0.2868421052631579,0.8121491578947369,0.8566433566433567,0.14335664335664336,12,233,41,1.0,0.9742489270386266,0.2857142857142857,0.930327868852459
0.33421052631578946,0.824681052631579,0.8566433566433567,0.14335664335664336,10,235,41,1.0,0.9744680851063829,0.23809523809523808,0.9385245901639344
0.35789473684210527,0.837212947368421,0.8566433566433567,0.14335664335664336,8,237,41,1.0,0.9704641350210971,0.19047619047619047,0.9426229508196722
0.3815789473684211,0.837212947368421,0.8566433566433567,0.14335664335664336,8,237,41,1.0,0.9704641350210971,0.19047619047619047,0.9426229508196722
0.3105263157894737,0.824681052631579,0.8531468531468531,0.14685314685314685,10,234,42,1.0,0.9743589743589743,0.23809523809523808,0.9344262295081968
0.2631578947368421,0.8121491578947369,0.8496503496503497,0.15034965034965034,12,231,43,1.0,0.974025974025974,0.2857142857142857,0.9221311475409836
0.2868421052631579,0.824681052631579,0.8496503496503497,0.15034965034965034,10,233,43,1.0,0.9742489270386266,0.23809523809523808,0.930327868852459
0.33421052631578946,0.837212947368421,0.8496503496503497,0.15034965034965034,8,235,43,1.0,0.9744680851063829,0.19047619047619047,0.9385245901639344
0.4763157894736842,0.8497448421052631,0.8496503496503497,0.15034965034965034,2,241,43,1.0,0.966804979253112,0.047619047619047616,0.9549180327868853
0.21578947368421053,0.7996172631578947,0.8461538461538461,0.15384615384615385,15,227,44,1.0,0.9779735682819384,0.35714285714285715,0.9098360655737705
0.23947368421052634,0.8121491578947369,0.8461538461538461,0.15384615384615385,12,230,44,1.0,0.9739130434782609,0.2857142857142857,0.9180327868852459
0.3105263157894737,0.837212947368421,0.8461538461538461,0.15384615384615385,8,234,44,1.0,0.9743589743589743,0.19047619047619047,0.9344262295081968
0.2631578947368421,0.824681052631579,0.8426573426573427,0.15734265734265734,10,231,45,1.0,0.974025974025974,0.23809523809523808,0.9221311475409836
0.2868421052631579,0.837212947368421,0.8426573426573427,0.15734265734265734,8,233,45,1.0,0.9742489270386266,0.19047619047619047,0.930327868852459
0.42894736842105263,0.8497448421052631,0.8426573426573427,0.15734265734265734,2,239,45,1.0,0.9707112970711297,0.047619047619047616,0.9508196721311475
0.45263157894736844,0.8497448421052631,0.8426573426573427,0.15734265734265734,2,239,45,1.0,0.9707112970711297,0.047619047619047616,0.9508196721311475
0.19210526315789472,0.7996172631578947,0.8391608391608392,0.16083916083916083,15,225,46,1.0,0.9777777777777777,0.35714285714285715,0.9016393442622951
