mode,route,variant,domain,feature,optional_self_report,mapping_layer
caregiver,B,intermediate_mapping,anxiety,cbcl_rule_breaking_proxy,no,yes
caregiver,B,intermediate_mapping,anxiety,has_sdq,no,yes
caregiver,B,intermediate_mapping,anxiety,sdq_01,no,yes
caregiver,B,intermediate_mapping,anxiety,sdq_02,no,yes
caregiver,B,intermediate_mapping,anxiety,sdq_03,no,yes
caregiver,B,intermediate_mapping,anxiety,sdq_04,no,yes
caregiver,B,intermediate_mapping,anxiety,sdq_05,no,yes
caregiver,B,intermediate_mapping,anxiety,sdq_06,no,yes
caregiver,B,intermediate_mapping,anxiety,sdq_07,no,yes
caregiver,B,intermediate_mapping,anxiety,sdq_08,no,yes
caregiver,B,intermediate_mapping,anxiety,sdq_09,no,yes
caregiver,B,intermediate_mapping,anxiety,sdq_10,no,yes
caregiver,B,intermediate_mapping,anxiety,sdq_11,no,yes
caregiver,B,intermediate_mapping,anxiety,sdq_12,no,yes
caregiver,B,intermediate_mapping,anxiety,sdq_13,no,yes
caregiver,B,intermediate_mapping,anxiety,sdq_14,no,yes
caregiver,B,intermediate_mapping,anxiety,sdq_15,no,yes
caregiver,B,intermediate_mapping,anxiety,sdq_16,no,yes
caregiver,B,intermediate_mapping,anxiety,sdq_17,no,yes
caregiver,B,intermediate_mapping,anxiety,sdq_18,no,yes
caregiver,B,intermediate_mapping,anxiety,sdq_19,no,yes
caregiver,B,intermediate_mapping,anxiety,sdq_20,no,yes
caregiver,B,intermediate_mapping,anxiety,sdq_21,no,yes
caregiver,B,intermediate_mapping,anxiety,sdq_22,no,yes
caregiver,B,intermediate_mapping,anxiety,sdq_23,no,yes
caregiver,B,intermediate_mapping,anxiety,sdq_24,no,yes
caregiver,B,intermediate_mapping,anxiety,sdq_25,no,yes
caregiver,B,intermediate_mapping,anxiety,sdq_conduct_problems,no,yes
caregiver,B,intermediate_mapping,anxiety,sdq_emotional_symptoms,no,yes
caregiver,B,intermediate_mapping,anxiety,sdq_hyperactivity_inattention,no,yes
caregiver,B,intermediate_mapping,anxiety,sdq_impact,no,yes
caregiver,B,intermediate_mapping,anxiety,sdq_peer_problems,no,yes
caregiver,B,intermediate_mapping,anxiety,sdq_prosocial_behavior,no,yes
caregiver,B,intermediate_mapping,anxiety,sdq_total_difficulties,no,yes
caregiver,B,intermediate_mapping,depression,cbcl_internalizing_proxy,no,yes
caregiver,B,intermediate_mapping,depression,cbcl_anxious_depressed_proxy,no,yes
caregiver,B,intermediate_mapping,depression,mfq_p_total,no,yes
caregiver,B,intermediate_mapping,depression,sdq_total_difficulties,no,yes
caregiver,B,intermediate_mapping,depression,sdq_peer_problems,no,yes
caregiver,B,intermediate_mapping,depression,sdq_emotional_symptoms,no,yes
caregiver,B,intermediate_mapping,depression,sdq_hyperactivity_inattention,no,yes
caregiver,B,intermediate_mapping,depression,sdq_conduct_problems,no,yes
caregiver,B,intermediate_mapping,depression,sdq_prosocial_behavior,no,yes
caregiver,B,intermediate_mapping,depression,sdq_impact,no,yes
caregiver,B,intermediate_mapping,depression,cbcl_attention_problems_proxy,no,yes
caregiver,B,intermediate_mapping,depression,cbcl_externalizing_proxy,no,yes
caregiver,B,intermediate_mapping,depression,cbcl_aggressive_behavior_proxy,no,yes
caregiver,B,intermediate_mapping,depression,cbcl_rule_breaking_proxy,no,yes
caregiver,B,intermediate_mapping,depression,age_years,no,yes
caregiver,B,intermediate_mapping,depression,has_cbcl,no,yes
caregiver,B,intermediate_mapping,depression,has_sdq,no,yes
caregiver,B,intermediate_mapping,depression,sex_assigned_at_birth,no,yes
caregiver,C,caregiver_clean_core,adhd,age_years,no,no
caregiver,C,caregiver_clean_core,adhd,cbcl_aggressive_behavior_proxy,no,no
caregiver,C,caregiver_clean_core,adhd,cbcl_anxious_depressed_proxy,no,no
caregiver,C,caregiver_clean_core,adhd,cbcl_attention_problems_proxy,no,no
caregiver,C,caregiver_clean_core,adhd,cbcl_externalizing_proxy,no,no
caregiver,C,caregiver_clean_core,adhd,cbcl_internalizing_proxy,no,no
caregiver,C,caregiver_clean_core,adhd,cbcl_rule_breaking_proxy,no,no
caregiver,C,caregiver_clean_core,adhd,has_cbcl,no,no
caregiver,C,caregiver_clean_core,adhd,has_sdq,no,no
caregiver,C,caregiver_clean_core,adhd,has_swan,no,no
caregiver,C,caregiver_clean_core,adhd,release,no,no
caregiver,C,caregiver_clean_core,adhd,sdq_conduct_problems,no,no
caregiver,C,caregiver_clean_core,adhd,sdq_emotional_symptoms,no,no
caregiver,C,caregiver_clean_core,adhd,sdq_hyperactivity_inattention,no,no
caregiver,C,caregiver_clean_core,adhd,sdq_impact,no,no
caregiver,C,caregiver_clean_core,adhd,sdq_peer_problems,no,no
caregiver,C,caregiver_clean_core,adhd,sdq_prosocial_behavior,no,no
caregiver,C,caregiver_clean_core,adhd,sdq_total_difficulties,no,no
caregiver,C,caregiver_clean_core,adhd,sex_assigned_at_birth,no,no
caregiver,C,caregiver_clean_core,adhd,site,no,no
caregiver,C,caregiver_clean_core,adhd,swan_hyperactive_impulsive_total,no,no
caregiver,C,caregiver_clean_core,adhd,swan_inattention_total,no,no
caregiver,C,caregiver_clean_core,adhd,swan_total,no,no
caregiver,C,caregiver_clean_core,conduct,age_years,no,no
caregiver,C,caregiver_clean_core,conduct,ari_p_symptom_total,no,no
caregiver,C,caregiver_clean_core,conduct,cbcl_aggressive_behavior_proxy,no,no
caregiver,C,caregiver_clean_core,conduct,cbcl_anxious_depressed_proxy,no,no
caregiver,C,caregiver_clean_core,conduct,cbcl_attention_problems_proxy,no,no
caregiver,C,caregiver_clean_core,conduct,cbcl_externalizing_proxy,no,no
caregiver,C,caregiver_clean_core,conduct,cbcl_internalizing_proxy,no,no
caregiver,C,caregiver_clean_core,conduct,cbcl_rule_breaking_proxy,no,no
caregiver,C,caregiver_clean_core,conduct,has_ari_p,no,no
caregiver,C,caregiver_clean_core,conduct,has_ari_sr,no,no
caregiver,C,caregiver_clean_core,conduct,has_cbcl,no,no
caregiver,C,caregiver_clean_core,conduct,has_icut,no,no
caregiver,C,caregiver_clean_core,conduct,has_sdq,no,no
caregiver,C,caregiver_clean_core,conduct,icut_total,no,no
caregiver,C,caregiver_clean_core,conduct,release,no,no
caregiver,C,caregiver_clean_core,conduct,sdq_conduct_problems,no,no
caregiver,C,caregiver_clean_core,conduct,sdq_emotional_symptoms,no,no
caregiver,C,caregiver_clean_core,conduct,sdq_hyperactivity_inattention,no,no
caregiver,C,caregiver_clean_core,conduct,sdq_impact,no,no
caregiver,C,caregiver_clean_core,conduct,sdq_total_difficulties,no,no
caregiver,C,caregiver_clean_core,conduct,sex_assigned_at_birth,no,no
caregiver,C,caregiver_clean_core,conduct,site,no,no
caregiver,C,caregiver_clean_core,elimination,age_years,no,no
caregiver,C,caregiver_clean_core,elimination,cbcl_aggressive_behavior_proxy,no,no
caregiver,C,caregiver_clean_core,elimination,cbcl_anxious_depressed_proxy,no,no
caregiver,C,caregiver_clean_core,elimination,cbcl_attention_problems_proxy,no,no
caregiver,C,caregiver_clean_core,elimination,cbcl_externalizing_proxy,no,no
caregiver,C,caregiver_clean_core,elimination,cbcl_internalizing_proxy,no,no
caregiver,C,caregiver_clean_core,elimination,cbcl_rule_breaking_proxy,no,no
caregiver,C,caregiver_clean_core,elimination,has_cbcl,no,no
caregiver,C,caregiver_clean_core,elimination,has_sdq,no,no
caregiver,C,caregiver_clean_core,elimination,release,no,no
caregiver,C,caregiver_clean_core,elimination,sdq_conduct_problems,no,no
caregiver,C,caregiver_clean_core,elimination,sdq_emotional_symptoms,no,no
caregiver,C,caregiver_clean_core,elimination,sdq_hyperactivity_inattention,no,no
caregiver,C,caregiver_clean_core,elimination,sdq_impact,no,no
caregiver,C,caregiver_clean_core,elimination,sdq_total_difficulties,no,no
caregiver,C,caregiver_clean_core,elimination,sex_assigned_at_birth,no,no
caregiver,C,caregiver_clean_core,elimination,site,no,no
caregiver,C,caregiver_clean_core,anxiety,age_years,no,no
caregiver,C,caregiver_clean_core,anxiety,cbcl_001,no,no
caregiver,C,caregiver_clean_core,anxiety,cbcl_002,no,no
caregiver,C,caregiver_clean_core,anxiety,cbcl_003,no,no
caregiver,C,caregiver_clean_core,anxiety,cbcl_004,no,no
caregiver,C,caregiver_clean_core,anxiety,cbcl_005,no,no
caregiver,C,caregiver_clean_core,anxiety,cbcl_006,no,no
caregiver,C,caregiver_clean_core,anxiety,cbcl_007,no,no
caregiver,C,caregiver_clean_core,anxiety,cbcl_008,no,no
caregiver,C,caregiver_clean_core,anxiety,cbcl_009,no,no
caregiver,C,caregiver_clean_core,anxiety,cbcl_010,no,no
caregiver,C,caregiver_clean_core,anxiety,cbcl_011,no,no
caregiver,C,caregiver_clean_core,anxiety,cbcl_012,no,no
caregiver,C,caregiver_clean_core,anxiety,cbcl_013,no,no
caregiver,C,caregiver_clean_core,anxiety,cbcl_014,no,no
caregiver,C,caregiver_clean_core,anxiety,cbcl_015,no,no
caregiver,C,caregiver_clean_core,anxiety,cbcl_016,no,no
caregiver,C,caregiver_clean_core,anxiety,cbcl_017,no,no
caregiver,C,caregiver_clean_core,anxiety,cbcl_018,no,no
caregiver,C,caregiver_clean_core,anxiety,cbcl_019,no,no
caregiver,C,caregiver_clean_core,anxiety,cbcl_020,no,no
caregiver,C,caregiver_clean_core,anxiety,cbcl_021,no,no
caregiver,C,caregiver_clean_core,anxiety,cbcl_022,no,no
caregiver,C,caregiver_clean_core,anxiety,cbcl_023,no,no
caregiver,C,caregiver_clean_core,anxiety,cbcl_024,no,no
caregiver,C,caregiver_clean_core,anxiety,cbcl_025,no,no
caregiver,C,caregiver_clean_core,anxiety,cbcl_026,no,no
caregiver,C,caregiver_clean_core,anxiety,cbcl_027,no,no
caregiver,C,caregiver_clean_core,anxiety,cbcl_028,no,no
caregiver,C,caregiver_clean_core,anxiety,cbcl_029,no,no
caregiver,C,caregiver_clean_core,anxiety,cbcl_030,no,no
caregiver,C,caregiver_clean_core,anxiety,cbcl_031,no,no
caregiver,C,caregiver_clean_core,anxiety,cbcl_032,no,no
caregiver,C,caregiver_clean_core,anxiety,cbcl_033,no,no
caregiver,C,caregiver_clean_core,anxiety,cbcl_034,no,no
caregiver,C,caregiver_clean_core,anxiety,cbcl_035,no,no
caregiver,C,caregiver_clean_core,anxiety,cbcl_036,no,no
caregiver,C,caregiver_clean_core,anxiety,cbcl_037,no,no
caregiver,C,caregiver_clean_core,anxiety,cbcl_038,no,no
caregiver,C,caregiver_clean_core,anxiety,cbcl_039,no,no
caregiver,C,caregiver_clean_core,anxiety,cbcl_040,no,no
caregiver,C,caregiver_clean_core,anxiety,cbcl_041,no,no
caregiver,C,caregiver_clean_core,anxiety,cbcl_042,no,no
caregiver,C,caregiver_clean_core,anxiety,cbcl_043,no,no
caregiver,C,caregiver_clean_core,anxiety,cbcl_044,no,no
caregiver,C,caregiver_clean_core,anxiety,cbcl_045,no,no
caregiver,C,caregiver_clean_core,anxiety,cbcl_046,no,no
caregiver,C,caregiver_clean_core,anxiety,cbcl_047,no,no
caregiver,C,caregiver_clean_core,anxiety,cbcl_048,no,no
caregiver,C,caregiver_clean_core,anxiety,cbcl_049,no,no
caregiver,C,caregiver_clean_core,anxiety,cbcl_050,no,no
caregiver,C,caregiver_clean_core,anxiety,cbcl_051,no,no
caregiver,C,caregiver_clean_core,anxiety,cbcl_052,no,no
caregiver,C,caregiver_clean_core,anxiety,cbcl_053,no,no
caregiver,C,caregiver_clean_core,anxiety,cbcl_054,no,no
caregiver,C,caregiver_clean_core,anxiety,cbcl_055,no,no
caregiver,C,caregiver_clean_core,anxiety,cbcl_056,no,no
caregiver,C,caregiver_clean_core,anxiety,cbcl_057,no,no
caregiver,C,caregiver_clean_core,anxiety,cbcl_058,no,no
caregiver,C,caregiver_clean_core,anxiety,cbcl_059,no,no
caregiver,C,caregiver_clean_core,anxiety,cbcl_060,no,no
caregiver,C,caregiver_clean_core,anxiety,cbcl_061,no,no
caregiver,C,caregiver_clean_core,anxiety,cbcl_062,no,no
caregiver,C,caregiver_clean_core,anxiety,cbcl_063,no,no
caregiver,C,caregiver_clean_core,anxiety,cbcl_064,no,no
caregiver,C,caregiver_clean_core,anxiety,cbcl_065,no,no
caregiver,C,caregiver_clean_core,anxiety,cbcl_066,no,no
caregiver,C,caregiver_clean_core,anxiety,cbcl_067,no,no
caregiver,C,caregiver_clean_core,anxiety,cbcl_068,no,no
caregiver,C,caregiver_clean_core,anxiety,cbcl_069,no,no
caregiver,C,caregiver_clean_core,anxiety,cbcl_070,no,no
caregiver,C,caregiver_clean_core,anxiety,cbcl_071,no,no
caregiver,C,caregiver_clean_core,anxiety,cbcl_072,no,no
caregiver,C,caregiver_clean_core,anxiety,cbcl_073,no,no
caregiver,C,caregiver_clean_core,anxiety,cbcl_074,no,no
caregiver,C,caregiver_clean_core,anxiety,cbcl_075,no,no
caregiver,C,caregiver_clean_core,anxiety,cbcl_076,no,no
caregiver,C,caregiver_clean_core,anxiety,cbcl_077,no,no
caregiver,C,caregiver_clean_core,anxiety,cbcl_078,no,no
caregiver,C,caregiver_clean_core,anxiety,cbcl_079,no,no
caregiver,C,caregiver_clean_core,anxiety,cbcl_080,no,no
caregiver,C,caregiver_clean_core,anxiety,cbcl_081,no,no
caregiver,C,caregiver_clean_core,anxiety,cbcl_082,no,no
caregiver,C,caregiver_clean_core,anxiety,cbcl_083,no,no
caregiver,C,caregiver_clean_core,anxiety,cbcl_084,no,no
caregiver,C,caregiver_clean_core,anxiety,cbcl_085,no,no
caregiver,C,caregiver_clean_core,anxiety,cbcl_086,no,no
caregiver,C,caregiver_clean_core,anxiety,cbcl_087,no,no
caregiver,C,caregiver_clean_core,anxiety,cbcl_088,no,no
caregiver,C,caregiver_clean_core,anxiety,cbcl_089,no,no
caregiver,C,caregiver_clean_core,anxiety,cbcl_090,no,no
caregiver,C,caregiver_clean_core,anxiety,cbcl_091,no,no
caregiver,C,caregiver_clean_core,anxiety,cbcl_092,no,no
caregiver,C,caregiver_clean_core,anxiety,cbcl_093,no,no
caregiver,C,caregiver_clean_core,anxiety,cbcl_094,no,no
caregiver,C,caregiver_clean_core,anxiety,cbcl_095,no,no
caregiver,C,caregiver_clean_core,anxiety,cbcl_096,no,no
caregiver,C,caregiver_clean_core,anxiety,cbcl_097,no,no
caregiver,C,caregiver_clean_core,anxiety,cbcl_098,no,no
caregiver,C,caregiver_clean_core,anxiety,cbcl_099,no,no
caregiver,C,caregiver_clean_core,anxiety,cbcl_100,no,no
caregiver,C,caregiver_clean_core,anxiety,cbcl_101,no,no
caregiver,C,caregiver_clean_core,anxiety,cbcl_102,no,no
caregiver,C,caregiver_clean_core,anxiety,cbcl_103,no,no
caregiver,C,caregiver_clean_core,anxiety,cbcl_104,no,no
caregiver,C,caregiver_clean_core,anxiety,cbcl_105,no,no
caregiver,C,caregiver_clean_core,anxiety,cbcl_106,no,no
caregiver,C,caregiver_clean_core,anxiety,cbcl_107,no,no
caregiver,C,caregiver_clean_core,anxiety,cbcl_108,no,no
caregiver,C,caregiver_clean_core,anxiety,cbcl_109,no,no
caregiver,C,caregiver_clean_core,anxiety,cbcl_110,no,no
caregiver,C,caregiver_clean_core,anxiety,cbcl_111,no,no
caregiver,C,caregiver_clean_core,anxiety,cbcl_112,no,no
caregiver,C,caregiver_clean_core,anxiety,cbcl_113,no,no
caregiver,C,caregiver_clean_core,anxiety,cbcl_114,no,no
caregiver,C,caregiver_clean_core,anxiety,cbcl_115,no,no
caregiver,C,caregiver_clean_core,anxiety,cbcl_116,no,no
caregiver,C,caregiver_clean_core,anxiety,cbcl_117,no,no
caregiver,C,caregiver_clean_core,anxiety,cbcl_118,no,no
caregiver,C,caregiver_clean_core,anxiety,cbcl_aggressive_behavior_proxy,no,no
caregiver,C,caregiver_clean_core,anxiety,cbcl_anxious_depressed_proxy,no,no
caregiver,C,caregiver_clean_core,anxiety,cbcl_attention_problems_proxy,no,no
caregiver,C,caregiver_clean_core,anxiety,cbcl_externalizing_proxy,no,no
caregiver,C,caregiver_clean_core,anxiety,cbcl_internalizing_proxy,no,no
caregiver,C,caregiver_clean_core,anxiety,cbcl_rule_breaking_proxy,no,no
caregiver,C,caregiver_clean_core,anxiety,has_cbcl,no,no
caregiver,C,caregiver_clean_core,anxiety,has_scared_p,no,no
caregiver,C,caregiver_clean_core,anxiety,has_scared_sr,no,no
caregiver,C,caregiver_clean_core,anxiety,has_sdq,no,no
caregiver,C,caregiver_clean_core,anxiety,release,no,no
caregiver,C,caregiver_clean_core,anxiety,scared_p_01,no,no
caregiver,C,caregiver_clean_core,anxiety,scared_p_02,no,no
caregiver,C,caregiver_clean_core,anxiety,scared_p_03,no,no
caregiver,C,caregiver_clean_core,anxiety,scared_p_04,no,no
caregiver,C,caregiver_clean_core,anxiety,scared_p_05,no,no
caregiver,C,caregiver_clean_core,anxiety,scared_p_06,no,no
caregiver,C,caregiver_clean_core,anxiety,scared_p_07,no,no
caregiver,C,caregiver_clean_core,anxiety,scared_p_08,no,no
caregiver,C,caregiver_clean_core,anxiety,scared_p_09,no,no
caregiver,C,caregiver_clean_core,anxiety,scared_p_10,no,no
caregiver,C,caregiver_clean_core,anxiety,scared_p_11,no,no
caregiver,C,caregiver_clean_core,anxiety,scared_p_12,no,no
caregiver,C,caregiver_clean_core,anxiety,scared_p_13,no,no
caregiver,C,caregiver_clean_core,anxiety,scared_p_14,no,no
caregiver,C,caregiver_clean_core,anxiety,scared_p_15,no,no
caregiver,C,caregiver_clean_core,anxiety,scared_p_16,no,no
caregiver,C,caregiver_clean_core,anxiety,scared_p_17,no,no
caregiver,C,caregiver_clean_core,anxiety,scared_p_18,no,no
caregiver,C,caregiver_clean_core,anxiety,scared_p_19,no,no
caregiver,C,caregiver_clean_core,anxiety,scared_p_20,no,no
caregiver,C,caregiver_clean_core,anxiety,scared_p_21,no,no
caregiver,C,caregiver_clean_core,anxiety,scared_p_22,no,no
caregiver,C,caregiver_clean_core,anxiety,scared_p_23,no,no
caregiver,C,caregiver_clean_core,anxiety,scared_p_24,no,no
caregiver,C,caregiver_clean_core,anxiety,scared_p_25,no,no
caregiver,C,caregiver_clean_core,anxiety,scared_p_26,no,no
caregiver,C,caregiver_clean_core,anxiety,scared_p_27,no,no
caregiver,C,caregiver_clean_core,anxiety,scared_p_28,no,no
caregiver,C,caregiver_clean_core,anxiety,scared_p_29,no,no
caregiver,C,caregiver_clean_core,anxiety,scared_p_30,no,no
caregiver,C,caregiver_clean_core,anxiety,scared_p_31,no,no
caregiver,C,caregiver_clean_core,anxiety,scared_p_32,no,no
caregiver,C,caregiver_clean_core,anxiety,scared_p_33,no,no
caregiver,C,caregiver_clean_core,anxiety,scared_p_34,no,no
caregiver,C,caregiver_clean_core,anxiety,scared_p_35,no,no
caregiver,C,caregiver_clean_core,anxiety,scared_p_36,no,no
caregiver,C,caregiver_clean_core,anxiety,scared_p_37,no,no
caregiver,C,caregiver_clean_core,anxiety,scared_p_38,no,no
caregiver,C,caregiver_clean_core,anxiety,scared_p_39,no,no
caregiver,C,caregiver_clean_core,anxiety,scared_p_40,no,no
caregiver,C,caregiver_clean_core,anxiety,scared_p_41,no,no
caregiver,C,caregiver_clean_core,anxiety,scared_p_generalized_anxiety,no,no
caregiver,C,caregiver_clean_core,anxiety,scared_p_panic_somatic,no,no
caregiver,C,caregiver_clean_core,anxiety,scared_p_possible_anxiety_disorder_cut25,no,no
caregiver,C,caregiver_clean_core,anxiety,scared_p_school_avoidance,no,no
caregiver,C,caregiver_clean_core,anxiety,scared_p_separation_anxiety,no,no
caregiver,C,caregiver_clean_core,anxiety,scared_p_social_anxiety,no,no
caregiver,C,caregiver_clean_core,anxiety,scared_p_total,no,no
caregiver,C,caregiver_clean_core,anxiety,sdq_01,no,no
caregiver,C,caregiver_clean_core,anxiety,sdq_02,no,no
caregiver,C,caregiver_clean_core,anxiety,sdq_03,no,no
caregiver,C,caregiver_clean_core,anxiety,sdq_04,no,no
caregiver,C,caregiver_clean_core,anxiety,sdq_05,no,no
caregiver,C,caregiver_clean_core,anxiety,sdq_06,no,no
caregiver,C,caregiver_clean_core,anxiety,sdq_07,no,no
caregiver,C,caregiver_clean_core,anxiety,sdq_08,no,no
caregiver,C,caregiver_clean_core,anxiety,sdq_09,no,no
caregiver,C,caregiver_clean_core,anxiety,sdq_10,no,no
caregiver,C,caregiver_clean_core,anxiety,sdq_11,no,no
caregiver,C,caregiver_clean_core,anxiety,sdq_12,no,no
caregiver,C,caregiver_clean_core,anxiety,sdq_13,no,no
caregiver,C,caregiver_clean_core,anxiety,sdq_14,no,no
caregiver,C,caregiver_clean_core,anxiety,sdq_15,no,no
caregiver,C,caregiver_clean_core,anxiety,sdq_16,no,no
caregiver,C,caregiver_clean_core,anxiety,sdq_17,no,no
caregiver,C,caregiver_clean_core,anxiety,sdq_18,no,no
caregiver,C,caregiver_clean_core,anxiety,sdq_19,no,no
caregiver,C,caregiver_clean_core,anxiety,sdq_20,no,no
caregiver,C,caregiver_clean_core,anxiety,sdq_21,no,no
caregiver,C,caregiver_clean_core,anxiety,sdq_22,no,no
caregiver,C,caregiver_clean_core,anxiety,sdq_23,no,no
caregiver,C,caregiver_clean_core,anxiety,sdq_24,no,no
caregiver,C,caregiver_clean_core,anxiety,sdq_25,no,no
caregiver,C,caregiver_clean_core,anxiety,sdq_conduct_problems,no,no
caregiver,C,caregiver_clean_core,anxiety,sdq_emotional_symptoms,no,no
caregiver,C,caregiver_clean_core,anxiety,sdq_hyperactivity_inattention,no,no
caregiver,C,caregiver_clean_core,anxiety,sdq_impact,no,no
caregiver,C,caregiver_clean_core,anxiety,sdq_peer_problems,no,no
caregiver,C,caregiver_clean_core,anxiety,sdq_prosocial_behavior,no,no
caregiver,C,caregiver_clean_core,anxiety,sdq_total_difficulties,no,no
caregiver,C,caregiver_clean_core,anxiety,sex_assigned_at_birth,no,no
caregiver,C,caregiver_clean_core,anxiety,site,no,no
caregiver,C,caregiver_clean_core,depression,age_years,no,no
caregiver,C,caregiver_clean_core,depression,cbcl_aggressive_behavior_proxy,no,no
caregiver,C,caregiver_clean_core,depression,cbcl_anxious_depressed_proxy,no,no
caregiver,C,caregiver_clean_core,depression,cbcl_attention_problems_proxy,no,no
caregiver,C,caregiver_clean_core,depression,cbcl_externalizing_proxy,no,no
caregiver,C,caregiver_clean_core,depression,cbcl_internalizing_proxy,no,no
caregiver,C,caregiver_clean_core,depression,cbcl_rule_breaking_proxy,no,no
caregiver,C,caregiver_clean_core,depression,has_cbcl,no,no
caregiver,C,caregiver_clean_core,depression,has_sdq,no,no
caregiver,C,caregiver_clean_core,depression,mfq_p_total,no,no
caregiver,C,caregiver_clean_core,depression,sdq_conduct_problems,no,no
caregiver,C,caregiver_clean_core,depression,sdq_emotional_symptoms,no,no
caregiver,C,caregiver_clean_core,depression,sdq_hyperactivity_inattention,no,no
caregiver,C,caregiver_clean_core,depression,sdq_impact,no,no
caregiver,C,caregiver_clean_core,depression,sdq_peer_problems,no,no
caregiver,C,caregiver_clean_core,depression,sdq_prosocial_behavior,no,no
caregiver,C,caregiver_clean_core,depression,sdq_total_difficulties,no,no
caregiver,C,caregiver_clean_core,depression,sex_assigned_at_birth,no,no
caregiver,C,caregiver_clean_plus_optional_self,adhd,age_years,yes,no
caregiver,C,caregiver_clean_plus_optional_self,adhd,cbcl_aggressive_behavior_proxy,yes,no
caregiver,C,caregiver_clean_plus_optional_self,adhd,cbcl_anxious_depressed_proxy,yes,no
caregiver,C,caregiver_clean_plus_optional_self,adhd,cbcl_attention_problems_proxy,yes,no
caregiver,C,caregiver_clean_plus_optional_self,adhd,cbcl_externalizing_proxy,yes,no
caregiver,C,caregiver_clean_plus_optional_self,adhd,cbcl_internalizing_proxy,yes,no
caregiver,C,caregiver_clean_plus_optional_self,adhd,cbcl_rule_breaking_proxy,yes,no
caregiver,C,caregiver_clean_plus_optional_self,adhd,has_cbcl,yes,no
caregiver,C,caregiver_clean_plus_optional_self,adhd,has_sdq,yes,no
caregiver,C,caregiver_clean_plus_optional_self,adhd,has_swan,yes,no
caregiver,C,caregiver_clean_plus_optional_self,adhd,release,yes,no
caregiver,C,caregiver_clean_plus_optional_self,adhd,sdq_conduct_problems,yes,no
caregiver,C,caregiver_clean_plus_optional_self,adhd,sdq_emotional_symptoms,yes,no
caregiver,C,caregiver_clean_plus_optional_self,adhd,sdq_hyperactivity_inattention,yes,no
caregiver,C,caregiver_clean_plus_optional_self,adhd,sdq_impact,yes,no
caregiver,C,caregiver_clean_plus_optional_self,adhd,sdq_peer_problems,yes,no
caregiver,C,caregiver_clean_plus_optional_self,adhd,sdq_prosocial_behavior,yes,no
caregiver,C,caregiver_clean_plus_optional_self,adhd,sdq_total_difficulties,yes,no
caregiver,C,caregiver_clean_plus_optional_self,adhd,sex_assigned_at_birth,yes,no
caregiver,C,caregiver_clean_plus_optional_self,adhd,site,yes,no
caregiver,C,caregiver_clean_plus_optional_self,adhd,swan_hyperactive_impulsive_total,yes,no
caregiver,C,caregiver_clean_plus_optional_self,adhd,swan_inattention_total,yes,no
caregiver,C,caregiver_clean_plus_optional_self,adhd,swan_total,yes,no
caregiver,C,caregiver_clean_plus_optional_self,conduct,age_years,yes,no
caregiver,C,caregiver_clean_plus_optional_self,conduct,ari_p_symptom_total,yes,no
caregiver,C,caregiver_clean_plus_optional_self,conduct,ari_sr_symptom_total,yes,no
caregiver,C,caregiver_clean_plus_optional_self,conduct,cbcl_aggressive_behavior_proxy,yes,no
caregiver,C,caregiver_clean_plus_optional_self,conduct,cbcl_anxious_depressed_proxy,yes,no
caregiver,C,caregiver_clean_plus_optional_self,conduct,cbcl_attention_problems_proxy,yes,no
caregiver,C,caregiver_clean_plus_optional_self,conduct,cbcl_externalizing_proxy,yes,no
caregiver,C,caregiver_clean_plus_optional_self,conduct,cbcl_internalizing_proxy,yes,no
caregiver,C,caregiver_clean_plus_optional_self,conduct,cbcl_rule_breaking_proxy,yes,no
caregiver,C,caregiver_clean_plus_optional_self,conduct,has_ari_p,yes,no
caregiver,C,caregiver_clean_plus_optional_self,conduct,has_ari_sr,yes,no
caregiver,C,caregiver_clean_plus_optional_self,conduct,has_cbcl,yes,no
caregiver,C,caregiver_clean_plus_optional_self,conduct,has_icut,yes,no
caregiver,C,caregiver_clean_plus_optional_self,conduct,has_sdq,yes,no
caregiver,C,caregiver_clean_plus_optional_self,conduct,icut_total,yes,no
caregiver,C,caregiver_clean_plus_optional_self,conduct,release,yes,no
caregiver,C,caregiver_clean_plus_optional_self,conduct,sdq_conduct_problems,yes,no
caregiver,C,caregiver_clean_plus_optional_self,conduct,sdq_emotional_symptoms,yes,no
caregiver,C,caregiver_clean_plus_optional_self,conduct,sdq_hyperactivity_inattention,yes,no
caregiver,C,caregiver_clean_plus_optional_self,conduct,sdq_impact,yes,no
caregiver,C,caregiver_clean_plus_optional_self,conduct,sdq_total_difficulties,yes,no
caregiver,C,caregiver_clean_plus_optional_self,conduct,sex_assigned_at_birth,yes,no
caregiver,C,caregiver_clean_plus_optional_self,conduct,site,yes,no
caregiver,C,caregiver_clean_plus_optional_self,elimination,age_years,yes,no
caregiver,C,caregiver_clean_plus_optional_self,elimination,cbcl_aggressive_behavior_proxy,yes,no
caregiver,C,caregiver_clean_plus_optional_self,elimination,cbcl_anxious_depressed_proxy,yes,no
caregiver,C,caregiver_clean_plus_optional_self,elimination,cbcl_attention_problems_proxy,yes,no
caregiver,C,caregiver_clean_plus_optional_self,elimination,cbcl_externalizing_proxy,yes,no
caregiver,C,caregiver_clean_plus_optional_self,elimination,cbcl_internalizing_proxy,yes,no
