candidate_id,domain,mode,ablation_type,k,removed_features,remaining_features,precision,recall,balanced_accuracy,pr_auc,brier,delta_ba_vs_winner,delta_pr_auc_vs_winner,top10_features_pipe,dominant_feature_share
adhd__caregiver_1_3,adhd,caregiver_1_3,drop_topk,1,adhd_inattention_symptom_count,23,0.5562130177514792,1.0,0.9028497409326425,0.6533102184314762,0.07890254896740334,-0.017996913239995638,0.013459029948007739,adhd_inattention_symptom_count|adhd_hyperimpulsive_symptom_count|conduct_symptom_count_12m|adhd_inatt_01_attention_to_detail_errors|adhd_inatt_03_seems_not_listening|adhd_inatt_08_easily_distracted|conduct_aggression_count|adhd_inatt_02_sustained_attention_difficulty|conduct_recent_6m_count|adhd_hypimp_02_leaves_seat,0.3618398452748336
adhd__caregiver_1_3,adhd,caregiver_1_3,drop_topk,3,adhd_inattention_symptom_count|adhd_hyperimpulsive_symptom_count|conduct_symptom_count_12m,21,0.5714285714285714,0.9787234042553191,0.8999834637856907,0.6204295510661983,0.08582076193874494,-0.020863190386947394,-0.0194216374172701,adhd_inattention_symptom_count|adhd_hyperimpulsive_symptom_count|conduct_symptom_count_12m|adhd_inatt_01_attention_to_detail_errors|adhd_inatt_03_seems_not_listening|adhd_inatt_08_easily_distracted|conduct_aggression_count|adhd_inatt_02_sustained_attention_difficulty|conduct_recent_6m_count|adhd_hypimp_02_leaves_seat,0.3618398452748336
adhd__caregiver_1_3,adhd,caregiver_1_3,drop_topk,5,adhd_inattention_symptom_count|adhd_hyperimpulsive_symptom_count|conduct_symptom_count_12m|adhd_inatt_01_attention_to_detail_errors|adhd_inatt_03_seems_not_listening,19,0.5796178343949044,0.9680851063829787,0.8985503252122147,0.6436633381786326,0.08400923904808008,-0.02229632896042344,0.003812149695164191,adhd_inattention_symptom_count|adhd_hyperimpulsive_symptom_count|conduct_symptom_count_12m|adhd_inatt_01_attention_to_detail_errors|adhd_inatt_03_seems_not_listening|adhd_inatt_08_easily_distracted|conduct_aggression_count|adhd_inatt_02_sustained_attention_difficulty|conduct_recent_6m_count|adhd_hypimp_02_leaves_seat,0.3618398452748336
adhd__caregiver_1_3,adhd,caregiver_1_3,winner_top_features,0,,24,0.62,0.9893617021276596,0.9208466541726381,0.6398511884834684,0.07899766290332201,0.0,0.0,adhd_inattention_symptom_count|adhd_hyperimpulsive_symptom_count|conduct_symptom_count_12m|adhd_inatt_01_attention_to_detail_errors|adhd_inatt_03_seems_not_listening|adhd_inatt_08_easily_distracted|conduct_aggression_count|adhd_inatt_02_sustained_attention_difficulty|conduct_recent_6m_count|adhd_hypimp_02_leaves_seat,0.3618398452748336
adhd__caregiver_2_3,adhd,caregiver_2_3,drop_topk,1,adhd_inattention_symptom_count,55,0.7310924369747899,0.925531914893617,0.9213151802447359,0.7773895744866921,0.057696257513575246,-0.01739058538198668,0.039866480587214426,adhd_inattention_symptom_count|adhd_hyperimpulsive_symptom_count|adhd_onset_before_12|adhd_impairment_max|adhd_impairment_school|age_years|adhd_inatt_03_seems_not_listening|conduct_recent_6m_count|dmdd_outbursts_frequency_per_week|adhd_inatt_01_attention_to_detail_errors,0.3874102905999397
adhd__caregiver_2_3,adhd,caregiver_2_3,drop_topk,3,adhd_inattention_symptom_count|adhd_hyperimpulsive_symptom_count|adhd_onset_before_12,53,0.6915887850467289,0.7872340425531915,0.8508709072869585,0.6460925128710578,0.08358442372998261,-0.08783485833976412,-0.09143058102841983,adhd_inattention_symptom_count|adhd_hyperimpulsive_symptom_count|adhd_onset_before_12|adhd_impairment_max|adhd_impairment_school|age_years|adhd_inatt_03_seems_not_listening|conduct_recent_6m_count|dmdd_outbursts_frequency_per_week|adhd_inatt_01_attention_to_detail_errors,0.3874102905999397
adhd__caregiver_2_3,adhd,caregiver_2_3,drop_topk,5,adhd_inattention_symptom_count|adhd_hyperimpulsive_symptom_count|adhd_onset_before_12|adhd_impairment_max|adhd_impairment_school,51,0.6583333333333333,0.8404255319148937,0.8671039576672914,0.6398991422555916,0.08386069278231734,-0.07160180795943116,-0.09762395164388604,adhd_inattention_symptom_count|adhd_hyperimpulsive_symptom_count|adhd_onset_before_12|adhd_impairment_max|adhd_impairment_school|age_years|adhd_inatt_03_seems_not_listening|conduct_recent_6m_count|dmdd_outbursts_frequency_per_week|adhd_inatt_01_attention_to_detail_errors,0.3874102905999397
adhd__caregiver_2_3,adhd,caregiver_2_3,winner_top_features,0,,56,0.7222222222222222,0.9680851063829787,0.9387057656267226,0.7375230938994777,0.05976574272444503,0.0,0.0,adhd_inattention_symptom_count|adhd_hyperimpulsive_symptom_count|adhd_onset_before_12|adhd_impairment_max|adhd_impairment_school|age_years|adhd_inatt_03_seems_not_listening|conduct_recent_6m_count|dmdd_outbursts_frequency_per_week|adhd_inatt_01_attention_to_detail_errors,0.3874102905999397
adhd__psychologist_1_3,adhd,psychologist_1_3,drop_topk,1,adhd_inattention_symptom_count,70,0.6692307692307692,0.925531914893617,0.9070664755815235,0.6492853325367088,0.07972672661049245,-0.00846102965494433,0.02544895225026733,adhd_inattention_symptom_count|adhd_hyperimpulsive_symptom_count|conduct_recent_6m_count|conduct_symptom_count_12m|adhd_inatt_03_seems_not_listening|adhd_inatt_01_attention_to_detail_errors|conduct_aggression_count|adhd_inatt_04_fails_to_finish_tasks|dmdd_outbursts_frequency_per_week|adhd_inatt_07_loses_things,0.10971142115781535
adhd__psychologist_1_3,adhd,psychologist_1_3,drop_topk,3,adhd_inattention_symptom_count|adhd_hyperimpulsive_symptom_count|conduct_recent_6m_count,68,0.6323529411764706,0.9148936170212766,0.8926799691323999,0.6224044091369456,0.08432543449667729,-0.022847536104067978,-0.001431971149495892,adhd_inattention_symptom_count|adhd_hyperimpulsive_symptom_count|conduct_recent_6m_count|conduct_symptom_count_12m|adhd_inatt_03_seems_not_listening|adhd_inatt_01_attention_to_detail_errors|conduct_aggression_count|adhd_inatt_04_fails_to_finish_tasks|dmdd_outbursts_frequency_per_week|adhd_inatt_07_loses_things,0.10971142115781535
adhd__psychologist_1_3,adhd,psychologist_1_3,drop_topk,5,adhd_inattention_symptom_count|adhd_hyperimpulsive_symptom_count|conduct_recent_6m_count|conduct_symptom_count_12m|adhd_inatt_03_seems_not_listening,66,0.64,0.851063829787234,0.8672417594532025,0.6295890899691963,0.08755741745137774,-0.04828574578326539,0.005752709682754764,adhd_inattention_symptom_count|adhd_hyperimpulsive_symptom_count|conduct_recent_6m_count|conduct_symptom_count_12m|adhd_inatt_03_seems_not_listening|adhd_inatt_01_attention_to_detail_errors|conduct_aggression_count|adhd_inatt_04_fails_to_finish_tasks|dmdd_outbursts_frequency_per_week|adhd_inatt_07_loses_things,0.10971142115781535
adhd__psychologist_1_3,adhd,psychologist_1_3,winner_top_features,0,,71,0.6174496644295302,0.9787234042553191,0.9155275052364679,0.6238363802864415,0.07808988529635512,0.0,0.0,adhd_inattention_symptom_count|adhd_hyperimpulsive_symptom_count|conduct_recent_6m_count|conduct_symptom_count_12m|adhd_inatt_03_seems_not_listening|adhd_inatt_01_attention_to_detail_errors|conduct_aggression_count|adhd_inatt_04_fails_to_finish_tasks|dmdd_outbursts_frequency_per_week|adhd_inatt_07_loses_things,0.10971142115781535
adhd__psychologist_2_3,adhd,psychologist_2_3,drop_topk,1,adhd_inattention_symptom_count,74,0.7076923076923077,0.9787234042553191,0.9401389042001984,0.7500421395090712,0.05952017309691648,-0.002590673575129543,0.02015829872196062,adhd_inattention_symptom_count|adhd_hyperimpulsive_symptom_count|adhd_onset_before_12|sdq_total_difficulties|swan_hyperactive_impulsive_total|adhd_impairment_school|adhd_impairment_max|sdq_emotional_symptoms|adhd_hypimp_02_leaves_seat|adhd_inatt_08_easily_distracted,0.32254472592105127
adhd__psychologist_2_3,adhd,psychologist_2_3,drop_topk,3,adhd_inattention_symptom_count|adhd_hyperimpulsive_symptom_count|adhd_onset_before_12,72,0.589041095890411,0.9148936170212766,0.8797266012567523,0.6357657162524117,0.09033927284685603,-0.06300297651857567,-0.09411812453469881,adhd_inattention_symptom_count|adhd_hyperimpulsive_symptom_count|adhd_onset_before_12|sdq_total_difficulties|swan_hyperactive_impulsive_total|adhd_impairment_school|adhd_impairment_max|sdq_emotional_symptoms|adhd_hypimp_02_leaves_seat|adhd_inatt_08_easily_distracted,0.32254472592105127
adhd__psychologist_2_3,adhd,psychologist_2_3,drop_topk,5,adhd_inattention_symptom_count|adhd_hyperimpulsive_symptom_count|adhd_onset_before_12|sdq_total_difficulties|swan_hyperactive_impulsive_total,70,0.5515151515151515,0.9680851063829787,0.8881876309116966,0.6467730801513389,0.08541462396401965,-0.05454194686363134,-0.08311076063577161,adhd_inattention_symptom_count|adhd_hyperimpulsive_symptom_count|adhd_onset_before_12|sdq_total_difficulties|swan_hyperactive_impulsive_total|adhd_impairment_school|adhd_impairment_max|sdq_emotional_symptoms|adhd_hypimp_02_leaves_seat|adhd_inatt_08_easily_distracted,0.32254472592105127
adhd__psychologist_2_3,adhd,psychologist_2_3,winner_top_features,0,,75,0.71875,0.9787234042553191,0.942729577775328,0.7298838407871105,0.05918482496570656,0.0,0.0,adhd_inattention_symptom_count|adhd_hyperimpulsive_symptom_count|adhd_onset_before_12|sdq_total_difficulties|swan_hyperactive_impulsive_total|adhd_impairment_school|adhd_impairment_max|sdq_emotional_symptoms|adhd_hypimp_02_leaves_seat|adhd_inatt_08_easily_distracted,0.32254472592105127
anxiety__caregiver_1_3,anxiety,caregiver_1_3,drop_topk,1,mdd_symptom_count,58,0.8636363636363636,0.6627906976744186,0.819974029040255,0.8041315819381124,0.060890288601827665,-0.004544917955377259,-0.010966767003604994,mdd_symptom_count|gad_difficulty_controlling_worry|gad_excessive_worry_multiple_areas|mdd_01_depressed_or_irritable_mood|sep_anx_01_distress_on_separation|mdd_09_death_or_suicidal_thoughts|mdd_07_worthlessness_or_excessive_guilt|mdd_04_sleep_change|mdd_05_psychomotor_change|mdd_03_weight_or_appetite_change,0.1251742068537309
anxiety__caregiver_1_3,anxiety,caregiver_1_3,drop_topk,3,mdd_symptom_count|gad_difficulty_controlling_worry|gad_excessive_worry_multiple_areas,56,0.8026315789473685,0.7093023255813954,0.8356156297957739,0.7746429767958847,0.06768682612130282,0.011096682800141644,-0.040455372145832724,mdd_symptom_count|gad_difficulty_controlling_worry|gad_excessive_worry_multiple_areas|mdd_01_depressed_or_irritable_mood|sep_anx_01_distress_on_separation|mdd_09_death_or_suicidal_thoughts|mdd_07_worthlessness_or_excessive_guilt|mdd_04_sleep_change|mdd_05_psychomotor_change|mdd_03_weight_or_appetite_change,0.1251742068537309
anxiety__caregiver_1_3,anxiety,caregiver_1_3,drop_topk,5,mdd_symptom_count|gad_difficulty_controlling_worry|gad_excessive_worry_multiple_areas|mdd_01_depressed_or_irritable_mood|sep_anx_01_distress_on_separation,54,0.7530864197530864,0.7093023255813954,0.8292704521307992,0.7246154347496792,0.07272065149963769,0.004751505135166978,-0.09048291419203824,mdd_symptom_count|gad_difficulty_controlling_worry|gad_excessive_worry_multiple_areas|mdd_01_depressed_or_irritable_mood|sep_anx_01_distress_on_separation|mdd_09_death_or_suicidal_thoughts|mdd_07_worthlessness_or_excessive_guilt|mdd_04_sleep_change|mdd_05_psychomotor_change|mdd_03_weight_or_appetite_change,0.1251742068537309
anxiety__caregiver_1_3,anxiety,caregiver_1_3,winner_top_features,0,,59,0.8529411764705882,0.6744186046511628,0.8245189469956322,0.8150983489417174,0.06331465371328962,0.0,0.0,mdd_symptom_count|gad_difficulty_controlling_worry|gad_excessive_worry_multiple_areas|mdd_01_depressed_or_irritable_mood|sep_anx_01_distress_on_separation|mdd_09_death_or_suicidal_thoughts|mdd_07_worthlessness_or_excessive_guilt|mdd_04_sleep_change|mdd_05_psychomotor_change|mdd_03_weight_or_appetite_change,0.1251742068537309
