domain,role,mode,candidate_key,source_type,source_model_id,feature_set_id,config_id,calibration,threshold_policy,threshold,seed,n_features,precision,recall,specificity,balanced_accuracy,f1,roc_auc,pr_auc,brier,tn,fp,fn,tp,probability_mean,probability_std,prediction_positive_rate,guardrail_ok,precision_floor_ok,quality_score,artifact_hash,artifact_path,notes
elimination,caregiver,caregiver_1_3,caregiver_1_3::train::rf_v14_guard_randomized::20270421::none::max_f1_precision_guard::0.740000,trained_rf_v14,trained_rf_v14,same_inputs_v13,rf_v14_guard_randomized,none,max_f1_precision_guard,0.74,20270421.0,4,0.7931034482758621,0.8846153846153846,0.9719626168224299,0.9282890007189073,0.8363636363636363,0.9567307692307693,0.8932926272751122,0.0728182623595568,416,12,6,46,0.3095360173825576,0.20319093155498627,0.12083333333333333,yes,yes,0.852925628622589,,,trained_on_elimination_only_rescue
elimination,caregiver,caregiver_1_3,caregiver_1_3::train::rf_v14_guard_randomized::20270421::none::recall_target_guard::0.740000,trained_rf_v14,trained_rf_v14,same_inputs_v13,rf_v14_guard_randomized,none,recall_target_guard,0.74,20270421.0,4,0.7931034482758621,0.8846153846153846,0.9719626168224299,0.9282890007189073,0.8363636363636363,0.9567307692307693,0.8932926272751122,0.0728182623595568,416,12,6,46,0.3095360173825576,0.20319093155498627,0.12083333333333333,yes,yes,0.852925628622589,,,trained_on_elimination_only_rescue
elimination,caregiver,caregiver_1_3,caregiver_1_3::train::rf_v14_guard_randomized::20270421::none::f1_ba_conservative::0.740000,trained_rf_v14,trained_rf_v14,same_inputs_v13,rf_v14_guard_randomized,none,f1_ba_conservative,0.74,20270421.0,4,0.7931034482758621,0.8846153846153846,0.9719626168224299,0.9282890007189073,0.8363636363636363,0.9567307692307693,0.8932926272751122,0.0728182623595568,416,12,6,46,0.3095360173825576,0.20319093155498627,0.12083333333333333,yes,yes,0.852925628622589,,,trained_on_elimination_only_rescue
elimination,caregiver,caregiver_1_3,caregiver_1_3::train::rf_v14_guard_randomized::20270421::none::precision_recovery::0.740000,trained_rf_v14,trained_rf_v14,same_inputs_v13,rf_v14_guard_randomized,none,precision_recovery,0.74,20270421.0,4,0.7931034482758621,0.8846153846153846,0.9719626168224299,0.9282890007189073,0.8363636363636363,0.9567307692307693,0.8932926272751122,0.0728182623595568,416,12,6,46,0.3095360173825576,0.20319093155498627,0.12083333333333333,yes,yes,0.852925628622589,,,trained_on_elimination_only_rescue
elimination,caregiver,caregiver_1_3,caregiver_1_3::train::rf_v14_guard_randomized::20270421::none::pareto_f1_recall_precision::0.740000,trained_rf_v14,trained_rf_v14,same_inputs_v13,rf_v14_guard_randomized,none,pareto_f1_recall_precision,0.74,20270421.0,4,0.7931034482758621,0.8846153846153846,0.9719626168224299,0.9282890007189073,0.8363636363636363,0.9567307692307693,0.8932926272751122,0.0728182623595568,416,12,6,46,0.3095360173825576,0.20319093155498627,0.12083333333333333,yes,yes,0.852925628622589,,,trained_on_elimination_only_rescue
elimination,caregiver,caregiver_1_3,caregiver_1_3::train::rf_v14_guard_randomized::20270421::none::balanced_accuracy_focus::0.740000,trained_rf_v14,trained_rf_v14,same_inputs_v13,rf_v14_guard_randomized,none,balanced_accuracy_focus,0.74,20270421.0,4,0.7931034482758621,0.8846153846153846,0.9719626168224299,0.9282890007189073,0.8363636363636363,0.9567307692307693,0.8932926272751122,0.0728182623595568,416,12,6,46,0.3095360173825576,0.20319093155498627,0.12083333333333333,yes,yes,0.852925628622589,,,trained_on_elimination_only_rescue
elimination,caregiver,caregiver_1_3,caregiver_1_3::train::rf_v14_guard_randomized::20270457::none::max_f1_precision_guard::0.740000,trained_rf_v14,trained_rf_v14,same_inputs_v13,rf_v14_guard_randomized,none,max_f1_precision_guard,0.74,20270457.0,4,0.7931034482758621,0.8846153846153846,0.9719626168224299,0.9282890007189073,0.8363636363636363,0.9565285765636233,0.8912816185029041,0.07417614579084193,416,12,6,46,0.31154869893264514,0.19991110299081188,0.12083333333333333,yes,yes,0.8528577344510248,,,trained_on_elimination_only_rescue
elimination,caregiver,caregiver_1_3,caregiver_1_3::train::rf_v14_guard_randomized::20270457::none::recall_target_guard::0.740000,trained_rf_v14,trained_rf_v14,same_inputs_v13,rf_v14_guard_randomized,none,recall_target_guard,0.74,20270457.0,4,0.7931034482758621,0.8846153846153846,0.9719626168224299,0.9282890007189073,0.8363636363636363,0.9565285765636233,0.8912816185029041,0.07417614579084193,416,12,6,46,0.31154869893264514,0.19991110299081188,0.12083333333333333,yes,yes,0.8528577344510248,,,trained_on_elimination_only_rescue
elimination,caregiver,caregiver_1_3,caregiver_1_3::train::rf_v14_guard_randomized::20270457::none::f1_ba_conservative::0.740000,trained_rf_v14,trained_rf_v14,same_inputs_v13,rf_v14_guard_randomized,none,f1_ba_conservative,0.74,20270457.0,4,0.7931034482758621,0.8846153846153846,0.9719626168224299,0.9282890007189073,0.8363636363636363,0.9565285765636233,0.8912816185029041,0.07417614579084193,416,12,6,46,0.31154869893264514,0.19991110299081188,0.12083333333333333,yes,yes,0.8528577344510248,,,trained_on_elimination_only_rescue
elimination,caregiver,caregiver_1_3,caregiver_1_3::train::rf_v14_guard_randomized::20270457::none::precision_recovery::0.740000,trained_rf_v14,trained_rf_v14,same_inputs_v13,rf_v14_guard_randomized,none,precision_recovery,0.74,20270457.0,4,0.7931034482758621,0.8846153846153846,0.9719626168224299,0.9282890007189073,0.8363636363636363,0.9565285765636233,0.8912816185029041,0.07417614579084193,416,12,6,46,0.31154869893264514,0.19991110299081188,0.12083333333333333,yes,yes,0.8528577344510248,,,trained_on_elimination_only_rescue
elimination,caregiver,caregiver_1_3,caregiver_1_3::train::rf_v14_guard_randomized::20270457::none::pareto_f1_recall_precision::0.740000,trained_rf_v14,trained_rf_v14,same_inputs_v13,rf_v14_guard_randomized,none,pareto_f1_recall_precision,0.74,20270457.0,4,0.7931034482758621,0.8846153846153846,0.9719626168224299,0.9282890007189073,0.8363636363636363,0.9565285765636233,0.8912816185029041,0.07417614579084193,416,12,6,46,0.31154869893264514,0.19991110299081188,0.12083333333333333,yes,yes,0.8528577344510248,,,trained_on_elimination_only_rescue
