group_size,size_bytes,sha256,path
4,1982155,ce839942894e97315be656ba6493c121386a4bfa4c7c4a7a0a0c6345d53f1d2d,models/versioned/rf_depression_v1_baseline/pipeline.joblib
2,3135275,381c6eab2dad5008b8efdbc9364386f50ea265e0dbd4c7d47b53e192eba2508e,artifacts/models/binary/dataset_elimination_core__research_extended/pipeline.joblib
2,3135275,381c6eab2dad5008b8efdbc9364386f50ea265e0dbd4c7d47b53e192eba2508e,models/binary/dataset_elimination_core__research_extended/pipeline.joblib
4,3087,6e3f6deab081ed661dea6ad210cabb0a51527d7fe592803b9efd463a5c451f63,artifacts/models/binary/dataset_elimination_core__strict_no_leakage/metadata.json
4,3087,6e3f6deab081ed661dea6ad210cabb0a51527d7fe592803b9efd463a5c451f63,artifacts/versioned_models/rf_elimination_v1_baseline/metadata.json
4,3087,6e3f6deab081ed661dea6ad210cabb0a51527d7fe592803b9efd463a5c451f63,models/champions/rf_elimination_current/metadata.json
4,3087,6e3f6deab081ed661dea6ad210cabb0a51527d7fe592803b9efd463a5c451f63,models/versioned/rf_elimination_v1_baseline/metadata.json
5,3770859,d6d39927b5272b824514abbe31810b21452ed2995d4a29b7877255dc94f9ed70,artifacts/models/binary/dataset_elimination_core__strict_no_leakage/pipeline.joblib
5,3770859,d6d39927b5272b824514abbe31810b21452ed2995d4a29b7877255dc94f9ed70,artifacts/versioned_models/rf_elimination_v1_baseline/pipeline.joblib
5,3770859,d6d39927b5272b824514abbe31810b21452ed2995d4a29b7877255dc94f9ed70,models/binary/dataset_elimination_core__strict_no_leakage/pipeline.joblib
5,3770859,d6d39927b5272b824514abbe31810b21452ed2995d4a29b7877255dc94f9ed70,models/champions/rf_elimination_current/pipeline.joblib
5,3770859,d6d39927b5272b824514abbe31810b21452ed2995d4a29b7877255dc94f9ed70,models/versioned/rf_elimination_v1_baseline/pipeline.joblib
2,5361163,41ef57af3062b67797eb2465b7ac797a3975a8823a96789da0d3120da529cd70,artifacts/models/binary/dataset_elimination_items__research_extended/pipeline.joblib
2,5361163,41ef57af3062b67797eb2465b7ac797a3975a8823a96789da0d3120da529cd70,models/binary/dataset_elimination_items__research_extended/pipeline.joblib
2,5614027,e816a5ef3d673f24ccc0555b9a109a5f8c25415309184eb21ad12959134d0cc0,artifacts/models/binary/dataset_elimination_items__strict_no_leakage/pipeline.joblib
2,5614027,e816a5ef3d673f24ccc0555b9a109a5f8c25415309184eb21ad12959134d0cc0,models/binary/dataset_elimination_items__strict_no_leakage/pipeline.joblib
2,7154192,937bafc808d0e69893b366c9d6b9ac97f2c34ad2e438c6ef507600a7637c703c,artifacts/models/calibrated/dataset_adhd_clinical__research_extended/calibrated.joblib
2,7154192,937bafc808d0e69893b366c9d6b9ac97f2c34ad2e438c6ef507600a7637c703c,models/calibrated/dataset_adhd_clinical__research_extended/calibrated.joblib
5,7984643,35478c7b2e5b3f5af2f1334b48d33176a9dadf910e2131f6954e6d6db5484fea,artifacts/models/calibrated/dataset_adhd_clinical__strict_no_leakage/calibrated.joblib
5,7984643,35478c7b2e5b3f5af2f1334b48d33176a9dadf910e2131f6954e6d6db5484fea,artifacts/versioned_models/rf_adhd_v1_baseline/calibrated.joblib
