domain,role,mode,feature_set_id,position,feature
conduct,caregiver,caregiver_full,structural_compact_full,88,gad_assoc_05_muscle_tension
conduct,caregiver,caregiver_full,structural_compact_full,89,gad_assoc_06_sleep_problems
conduct,caregiver,caregiver_full,structural_compact_full,90,gad_impairment
conduct,caregiver,caregiver_full,structural_compact_full,91,sep_anx_impairment
conduct,caregiver,caregiver_full,structural_compact_full,92,adhd_context_school
conduct,caregiver,caregiver_full,structural_compact_full,93,social_anxiety_impairment
conduct,caregiver,caregiver_full,structural_compact_full,94,encopresis_duration_months_consecutive
conduct,caregiver,caregiver_full,structural_compact_full,95,enuresis_duration_months_consecutive
conduct,caregiver,caregiver_full,structural_compact_full,96,pdd_duration_months_child
conduct,caregiver,caregiver_full,structural_compact_full,97,gad_duration_months
conduct,caregiver,caregiver_full,structural_compact_full,98,sep_anx_duration_weeks
conduct,caregiver,caregiver_full,structural_compact_full,99,social_anxiety_duration_months
conduct,caregiver,caregiver_full,structural_compact_full,100,agor_fear_01_public_transport
conduct,caregiver,caregiver_full,structural_compact_full,101,agor_fear_02_open_spaces
conduct,caregiver,caregiver_full,structural_compact_full,102,agor_fear_03_enclosed_spaces
conduct,caregiver,caregiver_full,structural_compact_full,103,agor_fear_04_crowds_queues
conduct,caregiver,caregiver_full,structural_pruned_full,1,conduct_impairment_global
conduct,caregiver,caregiver_full,structural_pruned_full,2,conduct_09_property_destruction
conduct,caregiver,caregiver_full,structural_pruned_full,3,conduct_15_truancy_before_13
conduct,caregiver,caregiver_full,structural_pruned_full,4,conduct_03_weapon_use
conduct,caregiver,caregiver_full,structural_pruned_full,5,conduct_11_lies_to_obtain_or_avoid
conduct,caregiver,caregiver_full,structural_pruned_full,6,conduct_05_physical_cruelty_animals
conduct,caregiver,caregiver_full,structural_pruned_full,7,conduct_07_forced_sex
conduct,caregiver,caregiver_full,structural_pruned_full,8,conduct_06_steals_confronting_victim
conduct,caregiver,caregiver_full,structural_pruned_full,9,conduct_02_initiates_fights
conduct,caregiver,caregiver_full,structural_pruned_full,10,conduct_08_fire_setting
conduct,caregiver,caregiver_full,structural_pruned_full,11,conduct_13_stays_out_at_night_before_13
conduct,caregiver,caregiver_full,structural_pruned_full,12,conduct_04_physical_cruelty_people
conduct,caregiver,caregiver_full,structural_pruned_full,13,conduct_01_bullies_threatens_intimidates
conduct,caregiver,caregiver_full,structural_pruned_full,14,conduct_14_runs_away_overnight
conduct,caregiver,caregiver_full,structural_pruned_full,15,conduct_12_steals_without_confrontation
conduct,caregiver,caregiver_full,structural_pruned_full,16,conduct_10_breaks_into_house_building_car
conduct,caregiver,caregiver_full,structural_pruned_full,17,adhd_hypimp_01_fidgets
conduct,caregiver,caregiver_full,structural_pruned_full,18,adhd_hypimp_04_cannot_play_quietly
conduct,caregiver,caregiver_full,structural_pruned_full,19,adhd_hypimp_02_leaves_seat
conduct,caregiver,caregiver_full,structural_pruned_full,20,adhd_hypimp_03_runs_or_climbs_inappropriately
conduct,caregiver,caregiver_full,structural_pruned_full,21,adhd_hypimp_05_driven_by_motor
conduct,caregiver,caregiver_full,structural_pruned_full,22,adhd_hypimp_06_talks_excessively
conduct,caregiver,caregiver_full,structural_pruned_full,23,adhd_hypimp_07_blurts_out
conduct,caregiver,caregiver_full,structural_pruned_full,24,adhd_hypimp_08_difficulty_waiting_turn
conduct,caregiver,caregiver_full,structural_pruned_full,25,adhd_hypimp_09_interrupts_intrudes
conduct,caregiver,caregiver_full,structural_pruned_full,26,adhd_inatt_01_attention_to_detail_errors
conduct,caregiver,caregiver_full,structural_pruned_full,27,adhd_inatt_02_sustained_attention_difficulty
conduct,caregiver,caregiver_full,structural_pruned_full,28,adhd_inatt_04_fails_to_finish_tasks
conduct,caregiver,caregiver_full,structural_pruned_full,29,adhd_inatt_03_seems_not_listening
conduct,caregiver,caregiver_full,structural_pruned_full,30,adhd_inatt_06_avoids_sustained_effort
conduct,caregiver,caregiver_full,structural_pruned_full,31,adhd_inatt_05_organization_difficulty
conduct,caregiver,caregiver_full,structural_pruned_full,32,adhd_inatt_07_loses_things
conduct,caregiver,caregiver_full,structural_pruned_full,33,adhd_inatt_08_easily_distracted
conduct,caregiver,caregiver_full,structural_pruned_full,34,adhd_inatt_09_forgetful_daily_activities
conduct,caregiver,caregiver_full,structural_pruned_full,35,dmdd_irritable_between_outbursts
conduct,caregiver,caregiver_full,structural_pruned_full,36,dmdd_outbursts_frequency_per_week
conduct,caregiver,caregiver_full,structural_pruned_full,37,mdd_05_psychomotor_change
conduct,caregiver,caregiver_full,structural_pruned_full,38,mdd_06_fatigue_or_low_energy
conduct,caregiver,caregiver_full,structural_pruned_full,39,adhd_impairment_home
conduct,caregiver,caregiver_full,structural_pruned_full,40,adhd_impairment_school
conduct,caregiver,caregiver_full,structural_pruned_full,41,adhd_impairment_social
conduct,caregiver,caregiver_full,structural_pruned_full,42,mdd_impairment
conduct,caregiver,caregiver_full,structural_pruned_full,43,dmdd_duration_months
conduct,caregiver,caregiver_full,structural_pruned_full,44,agor_duration_months
conduct,caregiver,caregiver_full,structural_pruned_full,45,mdd_duration_weeks
conduct,caregiver,caregiver_full,structural_pruned_full,46,dmdd_outbursts_severity
conduct,caregiver,caregiver_full,structural_pruned_full,47,encopresis_event_frequency_per_month
conduct,caregiver,caregiver_full,structural_pruned_full,48,enuresis_event_frequency_per_week
conduct,caregiver,caregiver_full,structural_pruned_full,49,gad_difficulty_controlling_worry
conduct,caregiver,caregiver_full,structural_pruned_full,50,mdd_01_depressed_or_irritable_mood
conduct,caregiver,caregiver_full,structural_pruned_full,51,gad_excessive_worry_multiple_areas
conduct,caregiver,caregiver_full,structural_pruned_full,52,mdd_02_loss_of_interest_or_pleasure
conduct,caregiver,caregiver_full,structural_pruned_full,53,mdd_04_sleep_change
conduct,caregiver,caregiver_full,structural_pruned_full,54,mdd_03_weight_or_appetite_change
conduct,caregiver,caregiver_full,structural_pruned_full,55,mdd_07_worthlessness_or_excessive_guilt
conduct,caregiver,caregiver_full,structural_pruned_full,56,mdd_08_concentration_or_decision_difficulty
conduct,caregiver,caregiver_full,structural_pruned_full,57,mdd_09_death_or_suicidal_thoughts
conduct,caregiver,caregiver_full,structural_pruned_full,58,sep_anx_01_distress_on_separation
conduct,caregiver,caregiver_full,structural_pruned_full,59,sep_anx_02_worry_losing_attachment_figures
conduct,caregiver,caregiver_full,structural_pruned_full,60,sep_anx_03_worry_event_causing_separation
conduct,caregiver,caregiver_full,structural_pruned_full,61,sep_anx_04_refuses_leaving_home_school
conduct,caregiver,caregiver_full,structural_pruned_full,62,sep_anx_05_fear_being_alone_without_attachment
conduct,caregiver,caregiver_full,structural_pruned_full,63,sep_anx_06_refuses_sleep_away_or_alone
conduct,caregiver,caregiver_full,structural_pruned_full,64,sep_anx_07_separation_nightmares
conduct,caregiver,caregiver_full,structural_pruned_full,65,sep_anx_08_physical_complaints_on_separation
conduct,caregiver,caregiver_full,structural_pruned_full,66,social_anxiety_almost_always_triggered
conduct,caregiver,caregiver_full,structural_pruned_full,67,social_anxiety_avoid_or_endure_intense
conduct,caregiver,caregiver_full,structural_pruned_full,68,conduct_lpe_02_callous_lack_empathy
conduct,caregiver,caregiver_full,structural_pruned_full,69,social_anxiety_fear_being_observed
conduct,caregiver,caregiver_full,structural_pruned_full,70,conduct_onset_before_10
conduct,caregiver,caregiver_full,structural_pruned_full,71,pdd_05_concentration_difficulty
conduct,caregiver,caregiver_full,structural_pruned_full,72,social_anxiety_fear_interactions
conduct,caregiver,caregiver_full,structural_pruned_full,73,social_anxiety_fear_negative_evaluation
conduct,caregiver,caregiver_full,structural_pruned_full,74,conduct_lpe_03_unconcerned_performance
conduct,caregiver,caregiver_full,structural_pruned_full,75,conduct_lpe_04_shallow_deficient_affect
conduct,caregiver,caregiver_full,structural_pruned_full,76,conduct_lpe_01_lack_remorse_guilt
conduct,caregiver,caregiver_full,structural_pruned_full,77,social_anxiety_fear_performance
conduct,caregiver,caregiver_full,structural_pruned_full,78,agor_escape_help_cognition
conduct,caregiver,caregiver_full,structural_pruned_full,79,agor_avoid_or_need_companion
conduct,caregiver,caregiver_full,structural_pruned_full,80,agor_impairment
conduct,caregiver,caregiver_full,structural_pruned_full,81,enuresis_distress_impairment
conduct,caregiver,caregiver_full,structural_pruned_full,82,gad_assoc_01_restlessness
conduct,caregiver,caregiver_full,structural_pruned_full,83,gad_assoc_02_fatigue
conduct,caregiver,caregiver_full,structural_pruned_full,84,gad_assoc_03_concentration_difficulty
conduct,caregiver,caregiver_full,structural_pruned_full,85,gad_assoc_04_irritability
conduct,caregiver,caregiver_full,structural_pruned_full,86,gad_assoc_05_muscle_tension
conduct,caregiver,caregiver_full,structural_pruned_full,87,gad_assoc_06_sleep_problems
conduct,caregiver,caregiver_full,structural_pruned_full,88,gad_impairment
conduct,caregiver,caregiver_full,structural_pruned_full,89,sep_anx_impairment
conduct,caregiver,caregiver_full,structural_pruned_full,90,social_anxiety_impairment
conduct,caregiver,caregiver_full,structural_pruned_full,91,encopresis_duration_months_consecutive
conduct,caregiver,caregiver_full,structural_pruned_full,92,enuresis_duration_months_consecutive
conduct,caregiver,caregiver_full,structural_pruned_full,93,pdd_duration_months_child
conduct,caregiver,caregiver_full,structural_pruned_full,94,gad_duration_months
conduct,caregiver,caregiver_full,structural_pruned_full,95,sep_anx_duration_weeks
conduct,caregiver,caregiver_full,structural_pruned_full,96,social_anxiety_duration_months
conduct,caregiver,caregiver_full,structural_pruned_full,97,agor_fear_01_public_transport
conduct,caregiver,caregiver_full,structural_pruned_full,98,agor_fear_02_open_spaces
conduct,caregiver,caregiver_full,structural_pruned_full,99,agor_fear_03_enclosed_spaces
conduct,caregiver,caregiver_full,structural_pruned_full,100,agor_fear_04_crowds_queues
conduct,caregiver,caregiver_full,structural_pruned_full,101,agor_fear_05_outside_home_alone
conduct,caregiver,caregiver_full,structural_pruned_full,102,pdd_depressed_or_irritable_mood
conduct,caregiver,caregiver_full,structural_pruned_full,103,pdd_02_sleep_change
conduct,caregiver,caregiver_full,structural_pruned_full,104,adhd_onset_before_12
conduct,caregiver,caregiver_full,structural_pruned_full,105,pdd_01_appetite_change
conduct,caregiver,caregiver_full,structural_pruned_full,106,agor_almost_always_triggered
conduct,caregiver,caregiver_full,structural_pruned_full,107,pdd_04_low_self_esteem
conduct,caregiver,caregiver_full,structural_pruned_full,108,pdd_03_low_energy
conduct,caregiver,caregiver_full,structural_pruned_full,109,dmdd_onset_before_10
conduct,caregiver,caregiver_full,structural_pruned_full,110,pdd_impairment
conduct,caregiver,caregiver_full,structural_pruned_full,111,pdd_06_hopelessness
conduct,caregiver,caregiver_full,structural_pruned_full,112,social_anxiety_children_peer_only_flag
conduct,caregiver,caregiver_full,structural_pruned_full,113,pdd_no_gap_gt_2_months
conduct,caregiver,caregiver_full,structural_pruned_full,114,encopresis_constipation_present
conduct,caregiver,caregiver_full,structural_pruned_full,115,enuresis_diurnal
conduct,caregiver,caregiver_full,structural_pruned_full,116,enuresis_nocturnal
conduct,caregiver,caregiver_full,structural_pruned_full,117,encopresis_visible_deposition_pattern
conduct,caregiver,caregiver_full,structural_pruned_full,118,enuresis_primary_course
conduct,caregiver,caregiver_full,structural_pruned_full,119,enuresis_secondary_course
conduct,psychologist,psychologist_full,structural_ranked_full,1,conduct_impairment_global
conduct,psychologist,psychologist_full,structural_ranked_full,2,conduct_09_property_destruction
conduct,psychologist,psychologist_full,structural_ranked_full,3,conduct_11_lies_to_obtain_or_avoid
conduct,psychologist,psychologist_full,structural_ranked_full,4,conduct_03_weapon_use
conduct,psychologist,psychologist_full,structural_ranked_full,5,conduct_05_physical_cruelty_animals
conduct,psychologist,psychologist_full,structural_ranked_full,6,conduct_15_truancy_before_13
conduct,psychologist,psychologist_full,structural_ranked_full,7,conduct_07_forced_sex
conduct,psychologist,psychologist_full,structural_ranked_full,8,conduct_06_steals_confronting_victim
conduct,psychologist,psychologist_full,structural_ranked_full,9,conduct_02_initiates_fights
conduct,psychologist,psychologist_full,structural_ranked_full,10,conduct_08_fire_setting
conduct,psychologist,psychologist_full,structural_ranked_full,11,conduct_13_stays_out_at_night_before_13
conduct,psychologist,psychologist_full,structural_ranked_full,12,conduct_01_bullies_threatens_intimidates
conduct,psychologist,psychologist_full,structural_ranked_full,13,conduct_04_physical_cruelty_people
conduct,psychologist,psychologist_full,structural_ranked_full,14,conduct_14_runs_away_overnight
conduct,psychologist,psychologist_full,structural_ranked_full,15,conduct_10_breaks_into_house_building_car
conduct,psychologist,psychologist_full,structural_ranked_full,16,conduct_12_steals_without_confrontation
conduct,psychologist,psychologist_full,structural_ranked_full,17,adhd_hypimp_01_fidgets
conduct,psychologist,psychologist_full,structural_ranked_full,18,adhd_hypimp_04_cannot_play_quietly
conduct,psychologist,psychologist_full,structural_ranked_full,19,adhd_hypimp_02_leaves_seat
conduct,psychologist,psychologist_full,structural_ranked_full,20,adhd_hypimp_03_runs_or_climbs_inappropriately
conduct,psychologist,psychologist_full,structural_ranked_full,21,adhd_hypimp_05_driven_by_motor
conduct,psychologist,psychologist_full,structural_ranked_full,22,adhd_hypimp_07_blurts_out
conduct,psychologist,psychologist_full,structural_ranked_full,23,adhd_hypimp_06_talks_excessively
conduct,psychologist,psychologist_full,structural_ranked_full,24,adhd_hypimp_08_difficulty_waiting_turn
conduct,psychologist,psychologist_full,structural_ranked_full,25,adhd_hypimp_09_interrupts_intrudes
conduct,psychologist,psychologist_full,structural_ranked_full,26,adhd_inatt_01_attention_to_detail_errors
conduct,psychologist,psychologist_full,structural_ranked_full,27,adhd_inatt_02_sustained_attention_difficulty
conduct,psychologist,psychologist_full,structural_ranked_full,28,adhd_inatt_04_fails_to_finish_tasks
conduct,psychologist,psychologist_full,structural_ranked_full,29,adhd_inatt_03_seems_not_listening
conduct,psychologist,psychologist_full,structural_ranked_full,30,adhd_inatt_06_avoids_sustained_effort
conduct,psychologist,psychologist_full,structural_ranked_full,31,adhd_inatt_05_organization_difficulty
conduct,psychologist,psychologist_full,structural_ranked_full,32,adhd_inatt_07_loses_things
conduct,psychologist,psychologist_full,structural_ranked_full,33,adhd_inatt_08_easily_distracted
conduct,psychologist,psychologist_full,structural_ranked_full,34,adhd_inatt_09_forgetful_daily_activities
conduct,psychologist,psychologist_full,structural_ranked_full,35,dmdd_irritable_between_outbursts
conduct,psychologist,psychologist_full,structural_ranked_full,36,dmdd_outbursts_frequency_per_week
conduct,psychologist,psychologist_full,structural_ranked_full,37,mdd_05_psychomotor_change
conduct,psychologist,psychologist_full,structural_ranked_full,38,mdd_06_fatigue_or_low_energy
conduct,psychologist,psychologist_full,structural_ranked_full,39,adhd_impairment_home
conduct,psychologist,psychologist_full,structural_ranked_full,40,adhd_impairment_social
conduct,psychologist,psychologist_full,structural_ranked_full,41,adhd_impairment_school
conduct,psychologist,psychologist_full,structural_ranked_full,42,mdd_impairment
conduct,psychologist,psychologist_full,structural_ranked_full,43,dmdd_duration_months
conduct,psychologist,psychologist_full,structural_ranked_full,44,adhd_context_home
conduct,psychologist,psychologist_full,structural_ranked_full,45,agor_duration_months
conduct,psychologist,psychologist_full,structural_ranked_full,46,mdd_duration_weeks
conduct,psychologist,psychologist_full,structural_ranked_full,47,dmdd_outbursts_severity
conduct,psychologist,psychologist_full,structural_ranked_full,48,age_years
conduct,psychologist,psychologist_full,structural_ranked_full,49,encopresis_event_frequency_per_month
conduct,psychologist,psychologist_full,structural_ranked_full,50,enuresis_event_frequency_per_week
conduct,psychologist,psychologist_full,structural_ranked_full,51,mdd_01_depressed_or_irritable_mood
conduct,psychologist,psychologist_full,structural_ranked_full,52,gad_difficulty_controlling_worry
conduct,psychologist,psychologist_full,structural_ranked_full,53,gad_excessive_worry_multiple_areas
conduct,psychologist,psychologist_full,structural_ranked_full,54,mdd_02_loss_of_interest_or_pleasure
conduct,psychologist,psychologist_full,structural_ranked_full,55,mdd_04_sleep_change
conduct,psychologist,psychologist_full,structural_ranked_full,56,mdd_03_weight_or_appetite_change
conduct,psychologist,psychologist_full,structural_ranked_full,57,mdd_07_worthlessness_or_excessive_guilt
conduct,psychologist,psychologist_full,structural_ranked_full,58,mdd_08_concentration_or_decision_difficulty
conduct,psychologist,psychologist_full,structural_ranked_full,59,mdd_09_death_or_suicidal_thoughts
conduct,psychologist,psychologist_full,structural_ranked_full,60,sep_anx_01_distress_on_separation
conduct,psychologist,psychologist_full,structural_ranked_full,61,sep_anx_02_worry_losing_attachment_figures
conduct,psychologist,psychologist_full,structural_ranked_full,62,sep_anx_03_worry_event_causing_separation
conduct,psychologist,psychologist_full,structural_ranked_full,63,sep_anx_04_refuses_leaving_home_school
conduct,psychologist,psychologist_full,structural_ranked_full,64,sep_anx_05_fear_being_alone_without_attachment
conduct,psychologist,psychologist_full,structural_ranked_full,65,sep_anx_06_refuses_sleep_away_or_alone
conduct,psychologist,psychologist_full,structural_ranked_full,66,sep_anx_07_separation_nightmares
conduct,psychologist,psychologist_full,structural_ranked_full,67,sep_anx_08_physical_complaints_on_separation
conduct,psychologist,psychologist_full,structural_ranked_full,68,social_anxiety_almost_always_triggered
conduct,psychologist,psychologist_full,structural_ranked_full,69,social_anxiety_avoid_or_endure_intense
conduct,psychologist,psychologist_full,structural_ranked_full,70,social_anxiety_fear_being_observed
conduct,psychologist,psychologist_full,structural_ranked_full,71,social_anxiety_fear_negative_evaluation
conduct,psychologist,psychologist_full,structural_ranked_full,72,social_anxiety_fear_interactions
conduct,psychologist,psychologist_full,structural_ranked_full,73,conduct_onset_before_10
conduct,psychologist,psychologist_full,structural_ranked_full,74,social_anxiety_fear_performance
conduct,psychologist,psychologist_full,structural_ranked_full,75,pdd_05_concentration_difficulty
conduct,psychologist,psychologist_full,structural_ranked_full,76,agor_avoid_or_need_companion
conduct,psychologist,psychologist_full,structural_ranked_full,77,agor_escape_help_cognition
conduct,psychologist,psychologist_full,structural_ranked_full,78,conduct_lpe_02_callous_lack_empathy
conduct,psychologist,psychologist_full,structural_ranked_full,79,agor_impairment
conduct,psychologist,psychologist_full,structural_ranked_full,80,conduct_lpe_01_lack_remorse_guilt
conduct,psychologist,psychologist_full,structural_ranked_full,81,conduct_lpe_03_unconcerned_performance
conduct,psychologist,psychologist_full,structural_ranked_full,82,conduct_lpe_04_shallow_deficient_affect
conduct,psychologist,psychologist_full,structural_ranked_full,83,enuresis_distress_impairment
conduct,psychologist,psychologist_full,structural_ranked_full,84,gad_assoc_01_restlessness
conduct,psychologist,psychologist_full,structural_ranked_full,85,gad_assoc_02_fatigue
conduct,psychologist,psychologist_full,structural_ranked_full,86,gad_assoc_03_concentration_difficulty
conduct,psychologist,psychologist_full,structural_ranked_full,87,gad_assoc_04_irritability
conduct,psychologist,psychologist_full,structural_ranked_full,88,gad_assoc_05_muscle_tension
conduct,psychologist,psychologist_full,structural_ranked_full,89,gad_assoc_06_sleep_problems
conduct,psychologist,psychologist_full,structural_ranked_full,90,gad_impairment
conduct,psychologist,psychologist_full,structural_ranked_full,91,sep_anx_impairment
conduct,psychologist,psychologist_full,structural_ranked_full,92,adhd_context_school
conduct,psychologist,psychologist_full,structural_ranked_full,93,social_anxiety_impairment
conduct,psychologist,psychologist_full,structural_ranked_full,94,encopresis_duration_months_consecutive
conduct,psychologist,psychologist_full,structural_ranked_full,95,enuresis_duration_months_consecutive
conduct,psychologist,psychologist_full,structural_ranked_full,96,pdd_duration_months_child
conduct,psychologist,psychologist_full,structural_ranked_full,97,gad_duration_months
conduct,psychologist,psychologist_full,structural_ranked_full,98,sep_anx_duration_weeks
conduct,psychologist,psychologist_full,structural_ranked_full,99,social_anxiety_duration_months
conduct,psychologist,psychologist_full,structural_ranked_full,100,conduct_no_antisocial_personality_if_18plus
conduct,psychologist,psychologist_full,structural_ranked_full,101,agor_fear_01_public_transport
conduct,psychologist,psychologist_full,structural_ranked_full,102,agor_fear_02_open_spaces
conduct,psychologist,psychologist_full,structural_ranked_full,103,agor_fear_03_enclosed_spaces
conduct,psychologist,psychologist_full,structural_ranked_full,104,agor_fear_04_crowds_queues
conduct,psychologist,psychologist_full,structural_ranked_full,105,agor_fear_05_outside_home_alone
conduct,psychologist,psychologist_full,structural_ranked_full,106,pdd_depressed_or_irritable_mood
conduct,psychologist,psychologist_full,structural_ranked_full,107,agor_almost_always_triggered
conduct,psychologist,psychologist_full,structural_ranked_full,108,adhd_onset_before_12
conduct,psychologist,psychologist_full,structural_ranked_full,109,dmdd_onset_before_10
conduct,psychologist,psychologist_full,structural_ranked_full,110,pdd_02_sleep_change
conduct,psychologist,psychologist_full,structural_ranked_full,111,pdd_01_appetite_change
conduct,psychologist,psychologist_full,structural_ranked_full,112,pdd_04_low_self_esteem
conduct,psychologist,psychologist_full,structural_ranked_full,113,pdd_03_low_energy
conduct,psychologist,psychologist_full,structural_ranked_full,114,pdd_impairment
conduct,psychologist,psychologist_full,structural_ranked_full,115,pdd_06_hopelessness
conduct,psychologist,psychologist_full,structural_ranked_full,116,adhd_context_other
conduct,psychologist,psychologist_full,structural_ranked_full,117,dmdd_context_home
conduct,psychologist,psychologist_full,structural_ranked_full,118,dmdd_context_peers
conduct,psychologist,psychologist_full,structural_ranked_full,119,dmdd_context_school
conduct,psychologist,psychologist_full,structural_ranked_full,120,adhd_not_better_explained_other_mental
conduct,psychologist,psychologist_full,structural_ranked_full,121,adhd_not_psychosis_exclusive
conduct,psychologist,psychologist_full,structural_ranked_full,122,agor_not_better_explained
conduct,psychologist,psychologist_full,structural_ranked_full,123,dmdd_no_mania_hypomania
conduct,psychologist,psychologist_full,structural_ranked_full,124,dmdd_no_substance_medical
conduct,psychologist,psychologist_full,structural_ranked_full,125,dmdd_not_better_explained
conduct,psychologist,psychologist_full,structural_ranked_full,126,encopresis_not_due_substance_medical
conduct,psychologist,psychologist_full,structural_ranked_full,127,enuresis_not_due_substance_medical
conduct,psychologist,psychologist_full,structural_ranked_full,128,gad_not_better_explained
conduct,psychologist,psychologist_full,structural_ranked_full,129,mdd_not_due_substance_medical
conduct,psychologist,psychologist_full,structural_ranked_full,130,gad_not_due_substance_medical
conduct,psychologist,psychologist_full,structural_ranked_full,131,mdd_no_mania_hypomania_history
conduct,psychologist,psychologist_full,structural_ranked_full,132,mdd_not_psychotic_explained
conduct,psychologist,psychologist_full,structural_ranked_full,133,pdd_no_mania_hypomania
conduct,psychologist,psychologist_full,structural_ranked_full,134,pdd_no_substance_medical
conduct,psychologist,psychologist_full,structural_ranked_full,135,sep_anx_not_better_explained
conduct,psychologist,psychologist_full,structural_ranked_full,136,social_anxiety_not_better_explained
conduct,psychologist,psychologist_full,structural_ranked_full,137,social_anxiety_not_due_substance_medical
conduct,psychologist,psychologist_full,structural_ranked_full,138,social_anxiety_children_peer_only_flag
conduct,psychologist,psychologist_full,structural_ranked_full,139,pdd_no_gap_gt_2_months
conduct,psychologist,psychologist_full,structural_ranked_full,140,encopresis_constipation_present
conduct,psychologist,psychologist_full,structural_ranked_full,141,enuresis_diurnal
conduct,psychologist,psychologist_full,structural_ranked_full,142,enuresis_nocturnal
conduct,psychologist,psychologist_full,structural_ranked_full,143,dmdd_developmentally_inappropriate
conduct,psychologist,psychologist_full,structural_ranked_full,144,agor_disproportionate
conduct,psychologist,psychologist_full,structural_ranked_full,145,agor_not_excessive_due_medical
conduct,psychologist,psychologist_full,structural_ranked_full,146,encopresis_overflow_incontinence
conduct,psychologist,psychologist_full,structural_ranked_full,147,pdd_no_psychotic_explained
conduct,psychologist,psychologist_full,structural_ranked_full,148,social_anxiety_disproportionate
conduct,psychologist,psychologist_full,structural_ranked_full,149,encopresis_visible_deposition_pattern
conduct,psychologist,psychologist_full,structural_ranked_full,150,enuresis_primary_course
conduct,psychologist,psychologist_full,structural_ranked_full,151,enuresis_secondary_course
conduct,psychologist,psychologist_full,structural_dsm5_plus_context_full,1,conduct_impairment_global
conduct,psychologist,psychologist_full,structural_dsm5_plus_context_full,2,conduct_09_property_destruction
conduct,psychologist,psychologist_full,structural_dsm5_plus_context_full,3,conduct_11_lies_to_obtain_or_avoid
conduct,psychologist,psychologist_full,structural_dsm5_plus_context_full,4,conduct_03_weapon_use
conduct,psychologist,psychologist_full,structural_dsm5_plus_context_full,5,conduct_05_physical_cruelty_animals
conduct,psychologist,psychologist_full,structural_dsm5_plus_context_full,6,conduct_15_truancy_before_13
conduct,psychologist,psychologist_full,structural_dsm5_plus_context_full,7,conduct_07_forced_sex
conduct,psychologist,psychologist_full,structural_dsm5_plus_context_full,8,conduct_06_steals_confronting_victim
conduct,psychologist,psychologist_full,structural_dsm5_plus_context_full,9,conduct_02_initiates_fights
conduct,psychologist,psychologist_full,structural_dsm5_plus_context_full,10,conduct_08_fire_setting
conduct,psychologist,psychologist_full,structural_dsm5_plus_context_full,11,conduct_13_stays_out_at_night_before_13
conduct,psychologist,psychologist_full,structural_dsm5_plus_context_full,12,conduct_01_bullies_threatens_intimidates
conduct,psychologist,psychologist_full,structural_dsm5_plus_context_full,13,conduct_04_physical_cruelty_people
conduct,psychologist,psychologist_full,structural_dsm5_plus_context_full,14,conduct_14_runs_away_overnight
conduct,psychologist,psychologist_full,structural_dsm5_plus_context_full,15,conduct_10_breaks_into_house_building_car
conduct,psychologist,psychologist_full,structural_dsm5_plus_context_full,16,conduct_12_steals_without_confrontation
conduct,psychologist,psychologist_full,structural_dsm5_plus_context_full,17,conduct_onset_before_10
conduct,psychologist,psychologist_full,structural_dsm5_plus_context_full,18,conduct_lpe_02_callous_lack_empathy
conduct,psychologist,psychologist_full,structural_dsm5_plus_context_full,19,conduct_lpe_01_lack_remorse_guilt
conduct,psychologist,psychologist_full,structural_dsm5_plus_context_full,20,conduct_lpe_03_unconcerned_performance
conduct,psychologist,psychologist_full,structural_dsm5_plus_context_full,21,conduct_lpe_04_shallow_deficient_affect
conduct,psychologist,psychologist_full,structural_dsm5_plus_context_full,22,conduct_no_antisocial_personality_if_18plus
conduct,psychologist,psychologist_full,structural_dsm5_plus_context_full,23,dmdd_outbursts_frequency_per_week
conduct,psychologist,psychologist_full,structural_dsm5_plus_context_full,24,adhd_impairment_home
conduct,psychologist,psychologist_full,structural_dsm5_plus_context_full,25,adhd_impairment_social
conduct,psychologist,psychologist_full,structural_dsm5_plus_context_full,26,adhd_impairment_school
conduct,psychologist,psychologist_full,structural_dsm5_plus_context_full,27,mdd_impairment
conduct,psychologist,psychologist_full,structural_dsm5_plus_context_full,28,dmdd_duration_months
conduct,psychologist,psychologist_full,structural_dsm5_plus_context_full,29,adhd_context_home
conduct,psychologist,psychologist_full,structural_dsm5_plus_context_full,30,agor_duration_months
conduct,psychologist,psychologist_full,structural_dsm5_plus_context_full,31,mdd_duration_weeks
conduct,psychologist,psychologist_full,structural_dsm5_plus_context_full,32,age_years
conduct,psychologist,psychologist_full,structural_dsm5_plus_context_full,33,encopresis_event_frequency_per_month
conduct,psychologist,psychologist_full,structural_dsm5_plus_context_full,34,enuresis_event_frequency_per_week
conduct,psychologist,psychologist_full,structural_dsm5_plus_context_full,35,agor_impairment
conduct,psychologist,psychologist_full,structural_dsm5_plus_context_full,36,enuresis_distress_impairment
conduct,psychologist,psychologist_full,structural_dsm5_plus_context_full,37,gad_impairment
conduct,psychologist,psychologist_full,structural_dsm5_plus_context_full,38,sep_anx_impairment
conduct,psychologist,psychologist_full,structural_dsm5_plus_context_full,39,adhd_context_school
conduct,psychologist,psychologist_full,structural_dsm5_plus_context_full,40,social_anxiety_impairment
conduct,psychologist,psychologist_full,structural_dsm5_plus_context_full,41,encopresis_duration_months_consecutive
conduct,psychologist,psychologist_full,structural_dsm5_plus_context_full,42,enuresis_duration_months_consecutive
conduct,psychologist,psychologist_full,structural_dsm5_plus_context_full,43,pdd_duration_months_child
