domain,mode,role,feature_order,feature,feature_semantic_bucket
elimination,psychologist_2_3,psychologist,26,gad_difficulty_controlling_worry,cross_domain
elimination,psychologist_2_3,psychologist,27,mdd_03_weight_or_appetite_change,cross_domain
elimination,psychologist_2_3,psychologist,28,mdd_05_psychomotor_change,cross_domain
elimination,psychologist_2_3,psychologist,29,mdd_04_sleep_change,cross_domain
elimination,psychologist_2_3,psychologist,30,mdd_06_fatigue_or_low_energy,cross_domain
elimination,psychologist_2_3,psychologist,31,mdd_07_worthlessness_or_excessive_guilt,cross_domain
elimination,psychologist_2_3,psychologist,32,mdd_09_death_or_suicidal_thoughts,cross_domain
elimination,psychologist_2_3,psychologist,33,sep_anx_02_worry_losing_attachment_figures,cross_domain
elimination,psychologist_2_3,psychologist,34,sep_anx_01_distress_on_separation,cross_domain
elimination,psychologist_2_3,psychologist,35,sep_anx_04_refuses_leaving_home_school,cross_domain
elimination,psychologist_2_3,psychologist,36,sep_anx_03_worry_event_causing_separation,cross_domain
elimination,psychologist_2_3,psychologist,37,sep_anx_05_fear_being_alone_without_attachment,cross_domain
elimination,psychologist_2_3,psychologist,38,sep_anx_06_refuses_sleep_away_or_alone,cross_domain
elimination,psychologist_2_3,psychologist,39,sep_anx_07_separation_nightmares,cross_domain
elimination,psychologist_2_3,psychologist,40,sep_anx_08_physical_complaints_on_separation,cross_domain
elimination,psychologist_2_3,psychologist,41,social_anxiety_avoid_or_endure_intense,cross_domain
elimination,psychologist_2_3,psychologist,42,social_anxiety_almost_always_triggered,cross_domain
elimination,psychologist_2_3,psychologist,43,social_anxiety_fear_being_observed,cross_domain
elimination,psychologist_2_3,psychologist,44,social_anxiety_fear_performance,cross_domain
elimination,psychologist_2_3,psychologist,45,social_anxiety_fear_negative_evaluation,cross_domain
elimination,psychologist_2_3,psychologist,46,agor_escape_help_cognition,cross_domain
elimination,psychologist_2_3,psychologist,47,agor_avoid_or_need_companion,cross_domain
elimination,psychologist_2_3,psychologist,48,adhd_impairment_home,cross_domain
elimination,psychologist_2_3,psychologist,49,agor_impairment,cross_domain
elimination,psychologist_2_3,psychologist,50,conduct_impairment_global,cross_domain
elimination,psychologist_2_3,psychologist,51,gad_assoc_03_concentration_difficulty,cross_domain
elimination,psychologist_2_3,psychologist,52,gad_assoc_02_fatigue,cross_domain
elimination,psychologist_2_3,psychologist,53,gad_assoc_01_restlessness,cross_domain
elimination,psychologist_2_3,psychologist,54,gad_assoc_04_irritability,cross_domain
elimination,psychologist_2_3,psychologist,55,gad_assoc_05_muscle_tension,cross_domain
elimination,psychologist_2_3,psychologist,56,gad_impairment,cross_domain
elimination,psychologist_2_3,psychologist,57,enuresis_diurnal,elimination_direct
elimination,psychologist_2_3,psychologist,58,gad_assoc_06_sleep_problems,cross_domain
elimination,psychologist_2_3,psychologist,59,sep_anx_impairment,cross_domain
elimination,psychologist_2_3,psychologist,60,mdd_impairment,cross_domain
elimination,psychologist_2_3,psychologist,61,social_anxiety_impairment,cross_domain
elimination,psychologist_2_3,psychologist,62,adhd_hypimp_03_runs_or_climbs_inappropriately,cross_domain
elimination,psychologist_2_3,psychologist,63,agor_duration_months,cross_domain
elimination,psychologist_2_3,psychologist,64,dmdd_duration_months,cross_domain
elimination,psychologist_2_3,psychologist,65,adhd_hypimp_07_blurts_out,cross_domain
elimination,psychologist_2_3,psychologist,66,age_years,cross_domain
elimination,psychologist_2_3,psychologist,67,mdd_duration_weeks,cross_domain
elimination,psychologist_2_3,psychologist,68,adhd_inatt_01_attention_to_detail_errors,cross_domain
elimination,psychologist_2_3,psychologist,69,gad_duration_months,cross_domain
elimination,psychologist_2_3,psychologist,70,adhd_inatt_05_organization_difficulty,cross_domain
elimination,psychologist_2_3,psychologist,71,social_anxiety_duration_months,cross_domain
elimination,psychologist_2_3,psychologist,72,sep_anx_duration_weeks,cross_domain
elimination,psychologist_2_3,psychologist,73,pdd_duration_months_child,cross_domain
elimination,psychologist_2_3,psychologist,74,adhd_inatt_04_fails_to_finish_tasks,cross_domain
elimination,psychologist_2_3,psychologist,75,encopresis_visible_deposition_pattern,elimination_direct
elimination,psychologist_2_3,psychologist,76,agor_fear_03_enclosed_spaces,cross_domain
elimination,psychologist_2_3,psychologist,77,conduct_02_initiates_fights,cross_domain
elimination,psychologist_2_3,psychologist,78,agor_fear_04_crowds_queues,cross_domain
elimination,psychologist_2_3,psychologist,79,agor_fear_05_outside_home_alone,cross_domain
elimination,psychologist_2_3,psychologist,80,conduct_03_weapon_use,cross_domain
elimination,psychologist_2_3,psychologist,81,conduct_04_physical_cruelty_people,cross_domain
elimination,psychologist_2_3,psychologist,82,pdd_depressed_or_irritable_mood,cross_domain
elimination,psychologist_2_3,psychologist,83,dmdd_outbursts_severity,cross_domain
elimination,psychologist_2_3,psychologist,84,conduct_05_physical_cruelty_animals,cross_domain
elimination,psychologist_2_3,psychologist,85,conduct_07_forced_sex,cross_domain
elimination,psychologist_2_3,psychologist,86,conduct_06_steals_confronting_victim,cross_domain
elimination,psychologist_2_3,psychologist,87,conduct_09_property_destruction,cross_domain
elimination,psychologist_2_3,psychologist,88,conduct_10_breaks_into_house_building_car,cross_domain
elimination,psychologist_2_3,psychologist,89,conduct_11_lies_to_obtain_or_avoid,cross_domain
elimination,psychologist_2_3,psychologist,90,conduct_12_steals_without_confrontation,cross_domain
elimination,psychologist_2_3,psychologist,91,conduct_15_truancy_before_13,cross_domain
elimination,psychologist_2_3,psychologist,92,conduct_14_runs_away_overnight,cross_domain
elimination,psychologist_2_3,psychologist,93,conduct_13_stays_out_at_night_before_13,cross_domain
elimination,psychologist_2_3,psychologist,94,enuresis_secondary_course,elimination_direct
elimination,psychologist_2_3,psychologist,95,encopresis_constipation_present,elimination_direct
elimination,psychologist_2_3,psychologist,96,gad_excessive_worry_multiple_areas,cross_domain
elimination,psychologist_2_3,psychologist,97,mdd_02_loss_of_interest_or_pleasure,cross_domain
elimination,psychologist_2_3,psychologist,98,enuresis_not_due_substance_medical,elimination_direct
elimination,psychologist_2_3,psychologist,99,encopresis_not_due_substance_medical,elimination_direct
elimination,psychologist_2_3,psychologist,100,encopresis_overflow_incontinence,elimination_direct
elimination,psychologist_2_3,psychologist,101,mdd_08_concentration_or_decision_difficulty,cross_domain
elimination,psychologist_full,psychologist,1,enuresis_distress_impairment,elimination_direct
elimination,psychologist_full,psychologist,2,enuresis_duration_months_consecutive,elimination_direct
elimination,psychologist_full,psychologist,3,enuresis_event_frequency_per_week,elimination_direct
elimination,psychologist_full,psychologist,4,encopresis_event_frequency_per_month,elimination_direct
elimination,psychologist_full,psychologist,5,encopresis_duration_months_consecutive,elimination_direct
elimination,psychologist_full,psychologist,6,enuresis_nocturnal,elimination_direct
elimination,psychologist_full,psychologist,7,enuresis_primary_course,elimination_direct
elimination,psychologist_full,psychologist,8,adhd_hypimp_01_fidgets,cross_domain
elimination,psychologist_full,psychologist,9,adhd_hypimp_02_leaves_seat,cross_domain
elimination,psychologist_full,psychologist,10,adhd_hypimp_04_cannot_play_quietly,cross_domain
elimination,psychologist_full,psychologist,11,adhd_hypimp_06_talks_excessively,cross_domain
elimination,psychologist_full,psychologist,12,adhd_hypimp_05_driven_by_motor,cross_domain
elimination,psychologist_full,psychologist,13,adhd_hypimp_08_difficulty_waiting_turn,cross_domain
elimination,psychologist_full,psychologist,14,adhd_hypimp_09_interrupts_intrudes,cross_domain
elimination,psychologist_full,psychologist,15,adhd_inatt_02_sustained_attention_difficulty,cross_domain
elimination,psychologist_full,psychologist,16,adhd_inatt_03_seems_not_listening,cross_domain
elimination,psychologist_full,psychologist,17,adhd_inatt_07_loses_things,cross_domain
elimination,psychologist_full,psychologist,18,adhd_inatt_06_avoids_sustained_effort,cross_domain
elimination,psychologist_full,psychologist,19,adhd_inatt_08_easily_distracted,cross_domain
elimination,psychologist_full,psychologist,20,adhd_inatt_09_forgetful_daily_activities,cross_domain
elimination,psychologist_full,psychologist,21,conduct_01_bullies_threatens_intimidates,cross_domain
elimination,psychologist_full,psychologist,22,conduct_08_fire_setting,cross_domain
elimination,psychologist_full,psychologist,23,dmdd_irritable_between_outbursts,cross_domain
elimination,psychologist_full,psychologist,24,dmdd_outbursts_frequency_per_week,cross_domain
elimination,psychologist_full,psychologist,25,mdd_01_depressed_or_irritable_mood,cross_domain
elimination,psychologist_full,psychologist,26,gad_difficulty_controlling_worry,cross_domain
elimination,psychologist_full,psychologist,27,mdd_03_weight_or_appetite_change,cross_domain
elimination,psychologist_full,psychologist,28,mdd_05_psychomotor_change,cross_domain
elimination,psychologist_full,psychologist,29,mdd_04_sleep_change,cross_domain
elimination,psychologist_full,psychologist,30,mdd_06_fatigue_or_low_energy,cross_domain
elimination,psychologist_full,psychologist,31,mdd_07_worthlessness_or_excessive_guilt,cross_domain
elimination,psychologist_full,psychologist,32,mdd_09_death_or_suicidal_thoughts,cross_domain
elimination,psychologist_full,psychologist,33,sep_anx_02_worry_losing_attachment_figures,cross_domain
elimination,psychologist_full,psychologist,34,sep_anx_01_distress_on_separation,cross_domain
elimination,psychologist_full,psychologist,35,sep_anx_04_refuses_leaving_home_school,cross_domain
elimination,psychologist_full,psychologist,36,sep_anx_03_worry_event_causing_separation,cross_domain
elimination,psychologist_full,psychologist,37,sep_anx_05_fear_being_alone_without_attachment,cross_domain
elimination,psychologist_full,psychologist,38,sep_anx_06_refuses_sleep_away_or_alone,cross_domain
elimination,psychologist_full,psychologist,39,sep_anx_07_separation_nightmares,cross_domain
elimination,psychologist_full,psychologist,40,sep_anx_08_physical_complaints_on_separation,cross_domain
elimination,psychologist_full,psychologist,41,social_anxiety_avoid_or_endure_intense,cross_domain
elimination,psychologist_full,psychologist,42,social_anxiety_almost_always_triggered,cross_domain
elimination,psychologist_full,psychologist,43,social_anxiety_fear_being_observed,cross_domain
elimination,psychologist_full,psychologist,44,social_anxiety_fear_performance,cross_domain
elimination,psychologist_full,psychologist,45,social_anxiety_fear_negative_evaluation,cross_domain
elimination,psychologist_full,psychologist,46,agor_escape_help_cognition,cross_domain
elimination,psychologist_full,psychologist,47,agor_avoid_or_need_companion,cross_domain
elimination,psychologist_full,psychologist,48,adhd_impairment_home,cross_domain
elimination,psychologist_full,psychologist,49,agor_impairment,cross_domain
elimination,psychologist_full,psychologist,50,conduct_impairment_global,cross_domain
elimination,psychologist_full,psychologist,51,gad_assoc_03_concentration_difficulty,cross_domain
elimination,psychologist_full,psychologist,52,gad_assoc_02_fatigue,cross_domain
elimination,psychologist_full,psychologist,53,gad_assoc_01_restlessness,cross_domain
elimination,psychologist_full,psychologist,54,gad_assoc_04_irritability,cross_domain
elimination,psychologist_full,psychologist,55,gad_assoc_05_muscle_tension,cross_domain
elimination,psychologist_full,psychologist,56,gad_impairment,cross_domain
elimination,psychologist_full,psychologist,57,enuresis_diurnal,elimination_direct
elimination,psychologist_full,psychologist,58,gad_assoc_06_sleep_problems,cross_domain
elimination,psychologist_full,psychologist,59,sep_anx_impairment,cross_domain
elimination,psychologist_full,psychologist,60,mdd_impairment,cross_domain
elimination,psychologist_full,psychologist,61,social_anxiety_impairment,cross_domain
elimination,psychologist_full,psychologist,62,adhd_hypimp_03_runs_or_climbs_inappropriately,cross_domain
elimination,psychologist_full,psychologist,63,agor_duration_months,cross_domain
elimination,psychologist_full,psychologist,64,dmdd_duration_months,cross_domain
elimination,psychologist_full,psychologist,65,adhd_hypimp_07_blurts_out,cross_domain
elimination,psychologist_full,psychologist,66,age_years,cross_domain
elimination,psychologist_full,psychologist,67,mdd_duration_weeks,cross_domain
elimination,psychologist_full,psychologist,68,adhd_inatt_01_attention_to_detail_errors,cross_domain
elimination,psychologist_full,psychologist,69,gad_duration_months,cross_domain
elimination,psychologist_full,psychologist,70,adhd_inatt_05_organization_difficulty,cross_domain
elimination,psychologist_full,psychologist,71,social_anxiety_duration_months,cross_domain
elimination,psychologist_full,psychologist,72,sep_anx_duration_weeks,cross_domain
elimination,psychologist_full,psychologist,73,pdd_duration_months_child,cross_domain
elimination,psychologist_full,psychologist,74,adhd_inatt_04_fails_to_finish_tasks,cross_domain
elimination,psychologist_full,psychologist,75,encopresis_visible_deposition_pattern,elimination_direct
elimination,psychologist_full,psychologist,76,agor_fear_03_enclosed_spaces,cross_domain
elimination,psychologist_full,psychologist,77,conduct_02_initiates_fights,cross_domain
elimination,psychologist_full,psychologist,78,agor_fear_04_crowds_queues,cross_domain
elimination,psychologist_full,psychologist,79,agor_fear_05_outside_home_alone,cross_domain
elimination,psychologist_full,psychologist,80,conduct_03_weapon_use,cross_domain
elimination,psychologist_full,psychologist,81,conduct_04_physical_cruelty_people,cross_domain
elimination,psychologist_full,psychologist,82,pdd_depressed_or_irritable_mood,cross_domain
elimination,psychologist_full,psychologist,83,dmdd_outbursts_severity,cross_domain
elimination,psychologist_full,psychologist,84,conduct_05_physical_cruelty_animals,cross_domain
elimination,psychologist_full,psychologist,85,conduct_07_forced_sex,cross_domain
elimination,psychologist_full,psychologist,86,conduct_06_steals_confronting_victim,cross_domain
elimination,psychologist_full,psychologist,87,conduct_09_property_destruction,cross_domain
elimination,psychologist_full,psychologist,88,conduct_10_breaks_into_house_building_car,cross_domain
elimination,psychologist_full,psychologist,89,conduct_11_lies_to_obtain_or_avoid,cross_domain
elimination,psychologist_full,psychologist,90,conduct_12_steals_without_confrontation,cross_domain
elimination,psychologist_full,psychologist,91,conduct_15_truancy_before_13,cross_domain
elimination,psychologist_full,psychologist,92,conduct_14_runs_away_overnight,cross_domain
elimination,psychologist_full,psychologist,93,conduct_13_stays_out_at_night_before_13,cross_domain
elimination,psychologist_full,psychologist,94,enuresis_secondary_course,elimination_direct
elimination,psychologist_full,psychologist,95,encopresis_constipation_present,elimination_direct
elimination,psychologist_full,psychologist,96,gad_excessive_worry_multiple_areas,cross_domain
elimination,psychologist_full,psychologist,97,mdd_02_loss_of_interest_or_pleasure,cross_domain
elimination,psychologist_full,psychologist,98,enuresis_not_due_substance_medical,elimination_direct
elimination,psychologist_full,psychologist,99,encopresis_not_due_substance_medical,elimination_direct
elimination,psychologist_full,psychologist,100,encopresis_overflow_incontinence,elimination_direct
elimination,psychologist_full,psychologist,101,mdd_08_concentration_or_decision_difficulty,cross_domain
elimination,psychologist_full,psychologist,102,social_anxiety_fear_interactions,cross_domain
elimination,psychologist_full,psychologist,103,pdd_01_appetite_change,cross_domain
elimination,psychologist_full,psychologist,104,pdd_03_low_energy,cross_domain
elimination,psychologist_full,psychologist,105,pdd_02_sleep_change,cross_domain
elimination,psychologist_full,psychologist,106,pdd_04_low_self_esteem,cross_domain
elimination,psychologist_full,psychologist,107,pdd_impairment,cross_domain
elimination,psychologist_full,psychologist,108,adhd_impairment_social,cross_domain
elimination,psychologist_full,psychologist,109,adhd_impairment_school,cross_domain
elimination,psychologist_full,psychologist,110,adhd_context_home,cross_domain
elimination,psychologist_full,psychologist,111,adhd_context_school,cross_domain
elimination,psychologist_full,psychologist,112,agor_fear_01_public_transport,cross_domain
elimination,psychologist_full,psychologist,113,agor_fear_02_open_spaces,cross_domain
elimination,psychologist_full,psychologist,114,agor_almost_always_triggered,cross_domain
elimination,psychologist_full,psychologist,115,adhd_onset_before_12,cross_domain
elimination,psychologist_full,psychologist,116,dmdd_onset_before_10,cross_domain
elimination,psychologist_full,psychologist,117,pdd_05_concentration_difficulty,cross_domain
elimination,psychologist_full,psychologist,118,pdd_06_hopelessness,cross_domain
elimination,psychologist_full,psychologist,119,adhd_context_other,cross_domain
elimination,psychologist_full,psychologist,120,dmdd_context_home,cross_domain
elimination,psychologist_full,psychologist,121,dmdd_context_peers,cross_domain
elimination,psychologist_full,psychologist,122,dmdd_context_school,cross_domain
elimination,psychologist_full,psychologist,123,adhd_not_psychosis_exclusive,cross_domain
elimination,psychologist_full,psychologist,124,dmdd_no_mania_hypomania,cross_domain
elimination,psychologist_full,psychologist,125,adhd_not_better_explained_other_mental,cross_domain
elimination,psychologist_full,psychologist,126,agor_not_better_explained,cross_domain
elimination,psychologist_full,psychologist,127,gad_not_better_explained,cross_domain
elimination,psychologist_full,psychologist,128,dmdd_no_substance_medical,cross_domain
elimination,psychologist_full,psychologist,129,dmdd_not_better_explained,cross_domain
elimination,psychologist_full,psychologist,130,gad_not_due_substance_medical,cross_domain
elimination,psychologist_full,psychologist,131,pdd_no_substance_medical,cross_domain
elimination,psychologist_full,psychologist,132,mdd_not_due_substance_medical,cross_domain
elimination,psychologist_full,psychologist,133,mdd_no_mania_hypomania_history,cross_domain
elimination,psychologist_full,psychologist,134,mdd_not_psychotic_explained,cross_domain
elimination,psychologist_full,psychologist,135,pdd_no_mania_hypomania,cross_domain
elimination,psychologist_full,psychologist,136,social_anxiety_not_due_substance_medical,cross_domain
elimination,psychologist_full,psychologist,137,sep_anx_not_better_explained,cross_domain
elimination,psychologist_full,psychologist,138,social_anxiety_not_better_explained,cross_domain
elimination,psychologist_full,psychologist,139,social_anxiety_children_peer_only_flag,cross_domain
elimination,psychologist_full,psychologist,140,conduct_onset_before_10,cross_domain
elimination,psychologist_full,psychologist,141,pdd_no_gap_gt_2_months,cross_domain
elimination,psychologist_full,psychologist,142,conduct_lpe_01_lack_remorse_guilt,cross_domain
elimination,psychologist_full,psychologist,143,conduct_lpe_04_shallow_deficient_affect,cross_domain
elimination,psychologist_full,psychologist,144,conduct_lpe_02_callous_lack_empathy,cross_domain
elimination,psychologist_full,psychologist,145,conduct_lpe_03_unconcerned_performance,cross_domain
elimination,psychologist_full,psychologist,146,agor_not_excessive_due_medical,cross_domain
elimination,psychologist_full,psychologist,147,pdd_no_psychotic_explained,cross_domain
elimination,psychologist_full,psychologist,148,agor_disproportionate,cross_domain
elimination,psychologist_full,psychologist,149,dmdd_developmentally_inappropriate,cross_domain
elimination,psychologist_full,psychologist,150,social_anxiety_disproportionate,cross_domain
elimination,psychologist_full,psychologist,151,conduct_no_antisocial_personality_if_18plus,cross_domain
