model_version,parent_version,disorder,dataset_name,dataset_variant,data_scope,feature_strategy,class_balance_strategy,calibration_strategy,threshold_strategy,threshold_value,n_features_raw,n_features_final,train_rows,val_rows,test_rows,val_balanced_accuracy,val_recall,val_specificity,val_f1,test_balanced_accuracy,test_recall,test_specificity,test_f1,status,promoted,promoted_status,rejection_reason,notes
rf_conduct_v2_externalizing_focus,rf_conduct_v1_baseline,conduct,dataset_conduct_clinical,clinical,strict_no_leakage,externalizing_focus,balanced_subsample,sigmoid,youden_j,0.3965352678444311,37,28,1333,286,286,0.90807962529274,0.8571428571428571,0.9590163934426229,0.8181818181818182,0.8481654957064793,0.7619047619047619,0.9344262295081968,0.7111111111111111,rejected,no,challenger,insufficient_validation_gain,Externalizing-focused conduct feature subset (ICUT/ARI/CBCL/SDQ emphasis).
rf_conduct_v3_balanced_subsample,rf_conduct_v1_baseline,conduct,dataset_conduct_minimal,minimal,strict_no_leakage,mi_top_k,balanced_subsample,sigmoid,sensitivity_priority,0.273528,23,22,1333,286,286,0.8937353629976581,0.8571428571428571,0.930327868852459,0.7578947368421053,0.8576307572209212,0.8095238095238095,0.9057377049180327,0.6868686868686869,completed,no,challenger,,Minimal conduct dataset with aggressive pruning and sensitivity-priority threshold.
rf_depression_v2_feature_pruned,rf_depression_v1_baseline,depression,dataset_depression_parent,parent,strict_no_leakage,mi_top_k,balanced_subsample,sigmoid,youden_j,0.13001429503648,21,20,1333,286,286,0.885546875,0.9,0.87109375,0.6,0.8875,0.9,0.875,0.6067415730337079,rejected,no,challenger,insufficient_validation_gain,Parent-focused depression model with MI pruning and calibrated probabilities.
rf_depression_v3_calibrated,rf_depression_v1_baseline,depression,dataset_depression_combined,combined,strict_no_leakage,mi_top_k,balanced_subsample,isotonic,sensitivity_priority,0.220238,25,24,1333,286,286,0.8688802083333333,0.8666666666666667,0.87109375,0.5842696629213483,0.885546875,0.9,0.87109375,0.6,completed,no,challenger,,Combined depression features with stronger recall objective and isotonic calibration.
rf_elimination_v4_experimental_research,rf_elimination_v1_baseline,elimination,dataset_elimination_core,core,research_extended,missingness_augmented,balanced_subsample,sigmoid,youden_j,0.1206661594708063,18,23,1333,286,286,0.8399859943977591,0.8823529411764706,0.7976190476190477,0.5217391304347826,0.8109243697478992,0.7647058823529411,0.8571428571428571,0.5416666666666666,rejected,no,challenger,non_promotable_scope_or_experimental,Research-extended elimination challenger for controlled comparison (experimental only). | experimental
rf_elimination_v2_missingness_augmented,rf_elimination_v1_baseline,elimination,dataset_elimination_core,core,strict_no_leakage,missingness_augmented,balanced_subsample,sigmoid,youden_j,0.1108151415040332,17,22,1333,286,286,0.6406395891690009,0.7058823529411765,0.5753968253968254,0.2909090909090909,0.6768207282913166,0.7941176470588235,0.5595238095238095,0.313953488372093,completed,no,challenger,,Elimination core model with explicit missingness indicators (exploratory).
rf_elimination_v3_proxy_pruned,rf_elimination_v1_baseline,elimination,dataset_elimination_items,items,strict_no_leakage,proxy_pruned,balanced,sigmoid,best_f1,0.144653,162,42,1333,286,286,0.6197478991596639,0.38235294117647056,0.8571428571428571,0.3132530120481928,0.5108543417366946,0.17647058823529413,0.8452380952380952,0.1518987341772152,completed,no,challenger,,Elimination items reduced to interpretable proxy subset (exploratory).
