threshold,accuracy,balanced_accuracy,precision,recall,sensitivity,specificity,f1,support_negative,support_positive,confusion_matrix,normalized_confusion_matrix,roc_auc,pr_auc,brier_score,group_name,group_value,source_column,n,status
0.11202908091529806,0.8425925925925926,0.9065934065934066,0.5,1.0,1.0,0.8131868131868132,0.6666666666666666,91.0,17.0,"[[74, 17], [0, 17]]","[[0.8131868131868132, 0.18681318681318682], [0.0, 1.0]]",0.9541047188106011,0.8136771178226844,0.06447578499634074,age_group,6-8,age_years,108,ok
0.11202908091529806,0.8764044943820225,0.9113725490196078,0.5333333333333333,0.96,0.96,0.8627450980392157,0.6857142857142857,153.0,25.0,"[[132, 21], [1, 24]]","[[0.8627450980392157, 0.13725490196078433], [0.04, 0.96]]",0.9589542483660131,0.8159737727509675,0.053703495081748605,age_group,9-11,age_years,178,ok
0.11202908091529806,0.8947368421052632,0.9384615384615385,0.5789473684210527,1.0,1.0,0.8769230769230769,0.7333333333333333,65.0,11.0,"[[57, 8], [0, 11]]","[[0.8769230769230769, 0.12307692307692308], [0.0, 1.0]]",0.9678321678321679,0.8348459917978635,0.057149534079282305,sex_assigned_at_birth,Female,sex_assigned_at_birth,76,ok
0.11202908091529806,0.8523809523809524,0.9000720850603712,0.5,0.967741935483871,0.967741935483871,0.8324022346368715,0.6593406593406593,179.0,31.0,"[[149, 30], [1, 30]]","[[0.8324022346368715, 0.16759776536312848], [0.03225806451612903, 0.967741935483871]]",0.9558479005226167,0.835287501314691,0.05799639197205045,sex_assigned_at_birth,Male,sex_assigned_at_birth,210,ok
,,,,,,,,,,,,,,,comorbidity_group,0,comorbidity_count_5targets,72,insufficient_support
0.11202908091529806,0.8260869565217391,0.8703222453222453,0.3076923076923077,0.9230769230769231,0.9230769230769231,0.8175675675675675,0.46153846153846156,148.0,13.0,"[[121, 27], [1, 12]]","[[0.8175675675675675, 0.18243243243243243], [0.07692307692307693, 0.9230769230769231]]",0.9048856548856549,0.43134021973890974,0.0636002174012733,comorbidity_group,1-2,comorbidity_count_5targets,161,ok
0.11202908091529806,0.7924528301886793,0.7708333333333333,0.725,1.0,1.0,0.5416666666666666,0.8405797101449275,24.0,29.0,"[[13, 11], [0, 29]]","[[0.5416666666666666, 0.4583333333333333], [0.0, 1.0]]",0.9324712643678159,0.9509540908231642,0.11815651168474203,comorbidity_group,3+,comorbidity_count_5targets,53,ok
