domain,mode,role,active_model_required,active_model_id,source_line,source_campaign,model_family,feature_set_id,config_id,calibration,threshold_policy,threshold,seed,n_features,precision,recall,specificity,balanced_accuracy,f1,roc_auc,pr_auc,brier,final_operational_class,overfit_flag,generalization_flag,dataset_ease_flag,confidence_pct,confidence_band,operational_caveat,recommended_for_default_use,notes,feature_list_pipe
depression,caregiver_full,caregiver,yes,depression__caregiver_full__v6_hotfix_v1__hgb__no_shortcut_v1,v6_hotfix_v1,hybrid_v6_quick_champion_guard_hotfix_v1,hgb,no_shortcut_v1,hgb_quick_guard_v1,none,f1_recall_target_band,0.4020000000000001,20270421,125,0.7710843373493976,0.7804878048780488,0.9522613065326633,0.866374555705356,0.7757575757575758,0.9722086039955877,0.8577614162582414,0.052270368941828724,ACTIVE_LIMITED_USE,no,no,no,59.0,limited,secondary metric anomaly; mode fragility,no,v6_quick_hotfix_guard_replacement:retrained_light,adhd_context_home|adhd_context_other|adhd_context_school|adhd_hypimp_01_fidgets|adhd_hypimp_02_leaves_seat|adhd_hypimp_03_runs_or_climbs_inappropriately|adhd_hypimp_04_cannot_play_quietly|adhd_hypimp_05_driven_by_motor|adhd_hypimp_06_talks_excessively|adhd_hypimp_07_blurts_out|adhd_hypimp_08_difficulty_waiting_turn|adhd_hypimp_09_interrupts_intrudes|adhd_impairment_home|adhd_impairment_school|adhd_impairment_social|adhd_inatt_01_attention_to_detail_errors|adhd_inatt_02_sustained_attention_difficulty|adhd_inatt_03_seems_not_listening|adhd_inatt_04_fails_to_finish_tasks|adhd_inatt_05_organization_difficulty|adhd_inatt_06_avoids_sustained_effort|adhd_inatt_07_loses_things|adhd_inatt_08_easily_distracted|adhd_inatt_09_forgetful_daily_activities|adhd_onset_before_12|age_years|agor_almost_always_triggered|agor_avoid_or_need_companion|agor_duration_months|agor_escape_help_cognition|agor_fear_01_public_transport|agor_fear_02_open_spaces|agor_fear_03_enclosed_spaces|agor_fear_04_crowds_queues|agor_fear_05_outside_home_alone|agor_impairment|conduct_01_bullies_threatens_intimidates|conduct_02_initiates_fights|conduct_03_weapon_use|conduct_04_physical_cruelty_people|conduct_05_physical_cruelty_animals|conduct_06_steals_confronting_victim|conduct_07_forced_sex|conduct_08_fire_setting|conduct_09_property_destruction|conduct_10_breaks_into_house_building_car|conduct_11_lies_to_obtain_or_avoid|conduct_12_steals_without_confrontation|conduct_13_stays_out_at_night_before_13|conduct_14_runs_away_overnight|conduct_15_truancy_before_13|conduct_impairment_global|conduct_lpe_01_lack_remorse_guilt|conduct_lpe_02_callous_lack_empathy|conduct_lpe_03_unconcerned_performance|conduct_lpe_04_shallow_deficient_affect|conduct_onset_before_10|dmdd_context_home|dmdd_context_peers|dmdd_context_school|dmdd_duration_months|dmdd_irritable_between_outbursts|dmdd_onset_before_10|dmdd_outbursts_frequency_per_week|dmdd_outbursts_severity|encopresis_constipation_present|encopresis_duration_months_consecutive|encopresis_event_frequency_per_month|encopresis_visible_deposition_pattern|enuresis_distress_impairment|enuresis_diurnal|enuresis_duration_months_consecutive|enuresis_event_frequency_per_week|enuresis_nocturnal|enuresis_primary_course|enuresis_secondary_course|gad_assoc_01_restlessness|gad_assoc_02_fatigue|gad_assoc_03_concentration_difficulty|gad_assoc_04_irritability|gad_assoc_05_muscle_tension|gad_assoc_06_sleep_problems|gad_difficulty_controlling_worry|gad_duration_months|gad_excessive_worry_multiple_areas|gad_impairment|mdd_01_depressed_or_irritable_mood|mdd_02_loss_of_interest_or_pleasure|mdd_03_weight_or_appetite_change|mdd_04_sleep_change|mdd_05_psychomotor_change|mdd_06_fatigue_or_low_energy|mdd_07_worthlessness_or_excessive_guilt|mdd_08_concentration_or_decision_difficulty|mdd_09_death_or_suicidal_thoughts|mdd_duration_weeks|pdd_01_appetite_change|pdd_02_sleep_change|pdd_03_low_energy|pdd_04_low_self_esteem|pdd_05_concentration_difficulty|pdd_06_hopelessness|pdd_depressed_or_irritable_mood|pdd_duration_months_child|pdd_impairment|pdd_no_gap_gt_2_months|sep_anx_01_distress_on_separation|sep_anx_02_worry_losing_attachment_figures|sep_anx_03_worry_event_causing_separation|sep_anx_04_refuses_leaving_home_school|sep_anx_05_fear_being_alone_without_attachment|sep_anx_06_refuses_sleep_away_or_alone|sep_anx_07_separation_nightmares|sep_anx_08_physical_complaints_on_separation|sep_anx_duration_weeks|sep_anx_impairment|social_anxiety_almost_always_triggered|social_anxiety_avoid_or_endure_intense|social_anxiety_children_peer_only_flag|social_anxiety_duration_months|social_anxiety_fear_being_observed|social_anxiety_fear_interactions|social_anxiety_fear_negative_evaluation|social_anxiety_fear_performance|social_anxiety_impairment
depression,psychologist_1_3,psychologist,yes,depression__psychologist_1_3__rebuild_v2__rf__stability_pruned_subset,hybrid_no_external_scores_rebuild_v2,rebuild_v2,rf,stability_pruned_subset,rf_baseline,isotonic,default_0_5,0.5,20261101,30,0.7974683544303798,0.7682926829268293,0.9597989949748744,0.8640458389508519,0.782608695652174,0.9483852187768108,0.7681311253035743,0.0565304346753685,ACTIVE_LIMITED_USE,no,yes,no,59.0,limited,mode fragility; low precision,no,clean_universe_no_external_scores,
depression,psychologist_2_3,psychologist,yes,depression__psychologist_2_3__final_honest_improvement_v1__rf__compact_subset,hybrid_final_honest_improvement_v1,final_honest_improvement_v1,rf,compact_subset,rf_regularized_v2,none,balanced,0.3949999999999999,20270421,46,0.7872340425531915,0.902439024390244,0.949748743718593,0.9260938840544184,0.8409090909090909,0.9794092413285942,0.8675121016971403,0.0429005294006906,ACTIVE_LIMITED_USE,no,yes,no,59.0,limited,mode fragility; low precision; stress sensitivity,no,final_honest_improvement_v1_replacement,
depression,psychologist_full,psychologist,yes,depression__psychologist_full__v6_hotfix_v1__hgb__no_shortcut_v1,v6_hotfix_v1,hybrid_v6_quick_champion_guard_hotfix_v1,hgb,no_shortcut_v1,hgb_quick_guard_v1,none,f1_recall_target_band,0.38800000000000007,20270421,150,0.7831325301204819,0.7926829268292683,0.9547738693467337,0.8737283980880011,0.7878787878787878,0.9750275769089349,0.8740526749277387,0.049403015146959633,ACTIVE_MODERATE_CONFIDENCE,no,yes,no,81.3,moderate,secondary metric anomaly; mode fragility,yes,v6_quick_hotfix_guard_replacement:retrained_light,adhd_context_home|adhd_context_other|adhd_context_school|adhd_hypimp_01_fidgets|adhd_hypimp_02_leaves_seat|adhd_hypimp_03_runs_or_climbs_inappropriately|adhd_hypimp_04_cannot_play_quietly|adhd_hypimp_05_driven_by_motor|adhd_hypimp_06_talks_excessively|adhd_hypimp_07_blurts_out|adhd_hypimp_08_difficulty_waiting_turn|adhd_hypimp_09_interrupts_intrudes|adhd_impairment_home|adhd_impairment_school|adhd_impairment_social|adhd_inatt_01_attention_to_detail_errors|adhd_inatt_02_sustained_attention_difficulty|adhd_inatt_03_seems_not_listening|adhd_inatt_04_fails_to_finish_tasks|adhd_inatt_05_organization_difficulty|adhd_inatt_06_avoids_sustained_effort|adhd_inatt_07_loses_things|adhd_inatt_08_easily_distracted|adhd_inatt_09_forgetful_daily_activities|adhd_not_better_explained_other_mental|adhd_not_psychosis_exclusive|adhd_onset_before_12|age_years|agor_almost_always_triggered|agor_avoid_or_need_companion|agor_disproportionate|agor_duration_months|agor_escape_help_cognition|agor_fear_01_public_transport|agor_fear_02_open_spaces|agor_fear_03_enclosed_spaces|agor_fear_04_crowds_queues|agor_fear_05_outside_home_alone|agor_impairment|agor_not_better_explained|agor_not_excessive_due_medical|conduct_01_bullies_threatens_intimidates|conduct_02_initiates_fights|conduct_03_weapon_use|conduct_04_physical_cruelty_people|conduct_05_physical_cruelty_animals|conduct_06_steals_confronting_victim|conduct_07_forced_sex|conduct_08_fire_setting|conduct_09_property_destruction|conduct_10_breaks_into_house_building_car|conduct_11_lies_to_obtain_or_avoid|conduct_12_steals_without_confrontation|conduct_13_stays_out_at_night_before_13|conduct_14_runs_away_overnight|conduct_15_truancy_before_13|conduct_impairment_global|conduct_lpe_01_lack_remorse_guilt|conduct_lpe_02_callous_lack_empathy|conduct_lpe_03_unconcerned_performance|conduct_lpe_04_shallow_deficient_affect|conduct_no_antisocial_personality_if_18plus|conduct_onset_before_10|dmdd_context_home|dmdd_context_peers|dmdd_context_school|dmdd_developmentally_inappropriate|dmdd_duration_months|dmdd_irritable_between_outbursts|dmdd_no_mania_hypomania|dmdd_no_substance_medical|dmdd_not_better_explained|dmdd_onset_before_10|dmdd_outbursts_frequency_per_week|dmdd_outbursts_severity|encopresis_constipation_present|encopresis_duration_months_consecutive|encopresis_event_frequency_per_month|encopresis_not_due_substance_medical|encopresis_overflow_incontinence|encopresis_visible_deposition_pattern|enuresis_distress_impairment|enuresis_diurnal|enuresis_duration_months_consecutive|enuresis_event_frequency_per_week|enuresis_nocturnal|enuresis_not_due_substance_medical|enuresis_primary_course|enuresis_secondary_course|gad_assoc_01_restlessness|gad_assoc_02_fatigue|gad_assoc_03_concentration_difficulty|gad_assoc_04_irritability|gad_assoc_05_muscle_tension|gad_assoc_06_sleep_problems|gad_difficulty_controlling_worry|gad_duration_months|gad_excessive_worry_multiple_areas|gad_impairment|gad_not_better_explained|gad_not_due_substance_medical|mdd_01_depressed_or_irritable_mood|mdd_02_loss_of_interest_or_pleasure|mdd_03_weight_or_appetite_change|mdd_04_sleep_change|mdd_05_psychomotor_change|mdd_06_fatigue_or_low_energy|mdd_07_worthlessness_or_excessive_guilt|mdd_08_concentration_or_decision_difficulty|mdd_09_death_or_suicidal_thoughts|mdd_duration_weeks|mdd_no_mania_hypomania_history|mdd_not_due_substance_medical|mdd_not_psychotic_explained|pdd_01_appetite_change|pdd_02_sleep_change|pdd_03_low_energy|pdd_04_low_self_esteem|pdd_05_concentration_difficulty|pdd_06_hopelessness|pdd_depressed_or_irritable_mood|pdd_duration_months_child|pdd_impairment|pdd_no_gap_gt_2_months|pdd_no_mania_hypomania|pdd_no_psychotic_explained|pdd_no_substance_medical|sep_anx_01_distress_on_separation|sep_anx_02_worry_losing_attachment_figures|sep_anx_03_worry_event_causing_separation|sep_anx_04_refuses_leaving_home_school|sep_anx_05_fear_being_alone_without_attachment|sep_anx_06_refuses_sleep_away_or_alone|sep_anx_07_separation_nightmares|sep_anx_08_physical_complaints_on_separation|sep_anx_duration_weeks|sep_anx_impairment|sep_anx_not_better_explained|social_anxiety_almost_always_triggered|social_anxiety_avoid_or_endure_intense|social_anxiety_children_peer_only_flag|social_anxiety_disproportionate|social_anxiety_duration_months|social_anxiety_fear_being_observed|social_anxiety_fear_interactions|social_anxiety_fear_negative_evaluation|social_anxiety_fear_performance|social_anxiety_impairment|social_anxiety_not_better_explained|social_anxiety_not_due_substance_medical
elimination,caregiver_1_3,caregiver,yes,elimination__caregiver_1_3__v6_hotfix_v1__logreg__dsm5_core_single__enuresis_duration_months_consecutive,v6_hotfix_v1,hybrid_v6_quick_champion_guard_hotfix_v1,logreg,dsm5_core_single__enuresis_duration_months_consecutive,logreg_guard_single_feature_v1,none,f1_recall_target_band,0.5,20270421,1,0.7796610169491526,0.8846153846153846,0.969626168224299,0.9271207764198418,0.8288288288288288,0.9248741912293315,0.6759347521345737,0.05968683684824389,ACTIVE_LIMITED_USE,no,yes,no,59.0,limited,secondary metric anomaly; mode fragility,no,v6_quick_hotfix_guard_replacement:retrained_light,enuresis_duration_months_consecutive
elimination,caregiver_2_3,caregiver,yes,elimination__caregiver_2_3__v6_hotfix_v1__logreg__dsm5_core_single__enuresis_duration_months_consecutive,v6_hotfix_v1,hybrid_v6_quick_champion_guard_hotfix_v1,logreg,dsm5_core_single__enuresis_duration_months_consecutive,logreg_guard_single_feature_v1,none,f1_recall_target_band,0.5,20270421,1,0.7796610169491526,0.8846153846153846,0.969626168224299,0.9271207764198418,0.8288288288288288,0.9248741912293315,0.6759347521345737,0.05968683684824389,ACTIVE_MODERATE_CONFIDENCE,no,yes,no,85.8,high,secondary metric anomaly,yes,v6_quick_hotfix_guard_replacement:retrained_light,enuresis_duration_months_consecutive
elimination,caregiver_full,caregiver,yes,elimination__caregiver_full__v6_hotfix_v1__logreg__dsm5_core_single__enuresis_duration_months_consecutive,v6_hotfix_v1,hybrid_v6_quick_champion_guard_hotfix_v1,logreg,dsm5_core_single__enuresis_duration_months_consecutive,logreg_guard_single_feature_v1,none,f1_recall_target_band,0.5,20270421,1,0.7796610169491526,0.8846153846153846,0.969626168224299,0.9271207764198418,0.8288288288288288,0.9248741912293315,0.6759347521345737,0.05968683684824389,ACTIVE_MODERATE_CONFIDENCE,no,yes,no,85.8,high,secondary metric anomaly,yes,v6_quick_hotfix_guard_replacement:retrained_light,enuresis_duration_months_consecutive
elimination,psychologist_1_3,psychologist,yes,elimination__psychologist_1_3__v6_hotfix_v1__logreg__dsm5_core_single__enuresis_duration_months_consecutive,v6_hotfix_v1,hybrid_v6_quick_champion_guard_hotfix_v1,logreg,dsm5_core_single__enuresis_duration_months_consecutive,logreg_guard_single_feature_v1,none,f1_recall_target_band,0.5,20270421,1,0.7796610169491526,0.8846153846153846,0.969626168224299,0.9271207764198418,0.8288288288288288,0.9248741912293315,0.6759347521345737,0.05968683684824389,ACTIVE_LIMITED_USE,no,yes,no,59.0,limited,secondary metric anomaly; mode fragility,no,v6_quick_hotfix_guard_replacement:retrained_light,enuresis_duration_months_consecutive
elimination,psychologist_2_3,psychologist,yes,elimination__psychologist_2_3__v6_hotfix_v1__logreg__dsm5_core_single__enuresis_duration_months_consecutive,v6_hotfix_v1,hybrid_v6_quick_champion_guard_hotfix_v1,logreg,dsm5_core_single__enuresis_duration_months_consecutive,logreg_guard_single_feature_v1,none,f1_recall_target_band,0.5,20270421,1,0.7796610169491526,0.8846153846153846,0.969626168224299,0.9271207764198418,0.8288288288288288,0.9248741912293315,0.6759347521345737,0.05968683684824389,ACTIVE_MODERATE_CONFIDENCE,no,yes,no,85.8,high,secondary metric anomaly; stress sensitivity,yes,v6_quick_hotfix_guard_replacement:retrained_light,enuresis_duration_months_consecutive
elimination,psychologist_full,psychologist,yes,elimination__psychologist_full__v6_hotfix_v1__logreg__dsm5_core_single__enuresis_duration_months_consecutive,v6_hotfix_v1,hybrid_v6_quick_champion_guard_hotfix_v1,logreg,dsm5_core_single__enuresis_duration_months_consecutive,logreg_guard_single_feature_v1,none,f1_recall_target_band,0.5,20270421,1,0.7796610169491526,0.8846153846153846,0.969626168224299,0.9271207764198418,0.8288288288288288,0.9248741912293315,0.6759347521345737,0.05968683684824389,ACTIVE_MODERATE_CONFIDENCE,no,yes,no,85.8,high,secondary metric anomaly,yes,v6_quick_hotfix_guard_replacement:retrained_light,enuresis_duration_months_consecutive
