domain,mode,source_campaign,model_family,feature_set_id,calibration,threshold_policy,threshold,precision,recall,specificity,balanced_accuracy,f1,roc_auc,pr_auc,brier,quality_label,overfit_gap_train_val_ba,final_class,config_id,n_features,role,final_operational_class,overfit_flag,generalization_flag,dataset_ease_flag,confidence_pct,confidence_band,operational_caveat,recommended_for_default_use,role_normalized,generalization_risk_flag,overfit_risk_flag,easy_dataset_flag,secondary_metric_anomaly_flag,secondary_metric_peak,secondary_metric_anomaly_reasons,secondary_anomaly_resolution,mode_fragility_flag,shortcut_risk_flag,calibration_concern_flag,legacy_final_class,normalized_final_class,classification_reason_code,classification_rationale,class_transition
anxiety,psychologist_2_3,hybrid_domain_specialized_rf_v17,rf,domain_strict_2_3,none,balanced_recall_specificity,0.3999999999999999,0.8556701030927835,0.9651162790697676,0.964467005076142,0.9647916420729548,0.907103825136612,0.994363121237162,0.975020175202338,0.0282874250010169,bueno,0.0127198677842049,ROBUST_PRIMARY,rf_recall_guarded,33.0,psychologist,ACTIVE_HIGH_CONFIDENCE,no,yes,no,94.4,high,none,yes,psychologist,no,no,no,yes,0.994363121237162,"roc_auc_gt_0_98,suspicious_combo_secondary_plus_brier",por_confirmar,no,no,no,ROBUST_PRIMARY,PRIMARY_WITH_CAVEAT,robust_metrics_blocked_by_unresolved_secondary_anomaly,"metrics[ba=0.965,f1=0.907,p=0.856,r=0.965,brier=0.028]; secondary_metric_anomaly_flag; secondary_reasons=roc_auc_gt_0_98,suspicious_combo_secondary_plus_brier; class=PRIMARY_WITH_CAVEAT",downgrade
anxiety,psychologist_full,hybrid_domain_specialized_rf_v17,rf,domain_strict_full,none,balanced_recall_specificity,0.4099999999999999,0.8736842105263158,0.9651162790697676,0.9695431472081218,0.9673297131389448,0.9171270718232044,0.9940679966946052,0.9745363432434598,0.0291390881209319,bueno,0.0118738440955415,ROBUST_PRIMARY,rf_recall_balanced_manual,49.0,psychologist,ACTIVE_HIGH_CONFIDENCE,no,yes,no,94.9,high,none,yes,psychologist,no,no,no,yes,0.9940679966946052,"roc_auc_gt_0_98,suspicious_combo_secondary_plus_brier",por_confirmar,no,no,no,ROBUST_PRIMARY,PRIMARY_WITH_CAVEAT,robust_metrics_blocked_by_unresolved_secondary_anomaly,"metrics[ba=0.967,f1=0.917,p=0.874,r=0.965,brier=0.029]; secondary_metric_anomaly_flag; secondary_reasons=roc_auc_gt_0_98,suspicious_combo_secondary_plus_brier; class=PRIMARY_WITH_CAVEAT",downgrade
conduct,caregiver_1_3,hybrid_domain_specialized_rf_v17,rf,domain_strict_1_3,sigmoid,balanced_recall_specificity,0.05,0.98159509202454,1.0,0.990625,0.9953125,0.9907120743034056,0.99935546875,0.9985714042970324,0.0037911558575562,bueno,0.000525169094693,ROBUST_PRIMARY,rf_high_recall_push,8.0,caregiver,ACTIVE_HIGH_CONFIDENCE,no,yes,no,94.9,high,none,yes,guardian,no,no,no,yes,0.99935546875,"roc_auc_gt_0_98,pr_auc_gt_0_98,specificity_gt_0_98,brier_very_low,suspicious_combo_secondary_plus_brier",por_confirmar,yes,no,no,ROBUST_PRIMARY,PRIMARY_WITH_CAVEAT,useful_with_explicit_caveat,"metrics[ba=0.995,f1=0.991,p=0.982,r=1.000,brier=0.004]; secondary_metric_anomaly_flag; mode_fragility_flag; secondary_reasons=roc_auc_gt_0_98,pr_auc_gt_0_98,specificity_gt_0_98,brier_very_low,suspicious_combo_secondary_plus_brier; class=PRIMARY_WITH_CAVEAT",downgrade
conduct,caregiver_2_3,hybrid_domain_specialized_rf_v17,rf,domain_strict_2_3,sigmoid,balanced_recall_specificity,0.58,0.9937888198757764,1.0,0.996875,0.9984375,0.9968847352024922,0.99962890625,0.9992177331965124,0.0033532083724903,bueno,0.0005219172736733,ROBUST_PRIMARY,rf_high_recall_push,15.0,caregiver,ACTIVE_HIGH_CONFIDENCE,no,yes,no,94.9,high,none,yes,guardian,no,no,no,yes,0.99962890625,"roc_auc_gt_0_98,pr_auc_gt_0_98,specificity_gt_0_98,brier_very_low,suspicious_combo_secondary_plus_brier",por_confirmar,no,no,no,ROBUST_PRIMARY,PRIMARY_WITH_CAVEAT,robust_metrics_blocked_by_unresolved_secondary_anomaly,"metrics[ba=0.998,f1=0.997,p=0.994,r=1.000,brier=0.003]; secondary_metric_anomaly_flag; secondary_reasons=roc_auc_gt_0_98,pr_auc_gt_0_98,specificity_gt_0_98,brier_very_low,suspicious_combo_secondary_plus_brier; class=PRIMARY_WITH_CAVEAT",downgrade
conduct,caregiver_full,hybrid_domain_specialized_rf_v17,rf,domain_strict_full,sigmoid,balanced_recall_specificity,0.59,0.9937888198757764,1.0,0.996875,0.9984375,0.9968847352024922,0.9995703125,0.999084750013728,0.0038188095685123,bueno,0.0010422086368365,ROBUST_PRIMARY,rf_high_recall_push,22.0,caregiver,ACTIVE_HIGH_CONFIDENCE,no,yes,no,94.9,high,none,yes,guardian,no,no,no,yes,0.9995703125,"roc_auc_gt_0_98,pr_auc_gt_0_98,specificity_gt_0_98,brier_very_low,suspicious_combo_secondary_plus_brier",por_confirmar,no,no,no,ROBUST_PRIMARY,PRIMARY_WITH_CAVEAT,robust_metrics_blocked_by_unresolved_secondary_anomaly,"metrics[ba=0.998,f1=0.997,p=0.994,r=1.000,brier=0.004]; secondary_metric_anomaly_flag; secondary_reasons=roc_auc_gt_0_98,pr_auc_gt_0_98,specificity_gt_0_98,brier_very_low,suspicious_combo_secondary_plus_brier; class=PRIMARY_WITH_CAVEAT",downgrade
conduct,psychologist_1_3,hybrid_domain_specialized_rf_v17,rf,domain_strict_1_3,none,recall_target_090,0.3799999999999999,0.7956989247311828,0.925,0.88125,0.903125,0.8554913294797688,0.95984375,0.9179496727288678,0.0763016551212694,bueno,0.0151306010071277,ROBUST_PRIMARY,rf_balanced_subsample,8.0,psychologist,ACTIVE_HIGH_CONFIDENCE,no,yes,no,89.6,high,none,yes,psychologist,no,no,no,no,0.95984375,none,not_required,yes,no,yes,ROBUST_PRIMARY,PRIMARY_WITH_CAVEAT,useful_with_explicit_caveat,"metrics[ba=0.903,f1=0.855,p=0.796,r=0.925,brier=0.076]; mode_fragility_flag; calibration_concern_flag; class=PRIMARY_WITH_CAVEAT",downgrade
conduct,psychologist_2_3,hybrid_domain_specialized_rf_v17,rf,domain_strict_2_3,sigmoid,balanced_recall_specificity,0.72,0.9937888198757764,1.0,0.996875,0.9984375,0.9968847352024922,0.99958984375,0.9991293928708708,0.0033843322056095,bueno,0.0010422086368365,ROBUST_PRIMARY,rf_high_recall_push,16.0,psychologist,ACTIVE_HIGH_CONFIDENCE,no,yes,no,94.9,high,none,yes,psychologist,no,no,no,yes,0.99958984375,"roc_auc_gt_0_98,pr_auc_gt_0_98,specificity_gt_0_98,brier_very_low,suspicious_combo_secondary_plus_brier",por_confirmar,no,no,no,ROBUST_PRIMARY,PRIMARY_WITH_CAVEAT,robust_metrics_blocked_by_unresolved_secondary_anomaly,"metrics[ba=0.998,f1=0.997,p=0.994,r=1.000,brier=0.003]; secondary_metric_anomaly_flag; secondary_reasons=roc_auc_gt_0_98,pr_auc_gt_0_98,specificity_gt_0_98,brier_very_low,suspicious_combo_secondary_plus_brier; class=PRIMARY_WITH_CAVEAT",downgrade
conduct,psychologist_full,hybrid_domain_specialized_rf_v17,rf,domain_strict_full,sigmoid,balanced_recall_specificity,0.5499999999999999,0.9937888198757764,1.0,0.996875,0.9984375,0.9968847352024922,0.9995703125,0.999084750013728,0.003681588579921,bueno,0.0005219172736733,ROBUST_PRIMARY,rf_high_recall_push,23.0,psychologist,ACTIVE_HIGH_CONFIDENCE,no,yes,no,94.9,high,none,yes,psychologist,no,no,no,yes,0.9995703125,"roc_auc_gt_0_98,pr_auc_gt_0_98,specificity_gt_0_98,brier_very_low,suspicious_combo_secondary_plus_brier",por_confirmar,no,no,no,ROBUST_PRIMARY,PRIMARY_WITH_CAVEAT,robust_metrics_blocked_by_unresolved_secondary_anomaly,"metrics[ba=0.998,f1=0.997,p=0.994,r=1.000,brier=0.004]; secondary_metric_anomaly_flag; secondary_reasons=roc_auc_gt_0_98,pr_auc_gt_0_98,specificity_gt_0_98,brier_very_low,suspicious_combo_secondary_plus_brier; class=PRIMARY_WITH_CAVEAT",downgrade
depression,caregiver_1_3,hybrid_domain_specialized_rf_v17,rf,domain_strict_1_3,none,balanced_recall_specificity,0.62,0.8387096774193549,0.951219512195122,0.9623115577889448,0.9567655349920332,0.8914285714285715,0.9829329574702782,0.8887106422223056,0.0494490421902384,bueno,-0.0131655008361114,ROBUST_PRIMARY,rf_recall_guarded,10.0,caregiver,ACTIVE_HIGH_CONFIDENCE,no,yes,no,93.1,high,none,yes,guardian,no,no,no,yes,0.9829329574702782,roc_auc_gt_0_98,por_confirmar,yes,no,no,ROBUST_PRIMARY,PRIMARY_WITH_CAVEAT,useful_with_explicit_caveat,"metrics[ba=0.957,f1=0.891,p=0.839,r=0.951,brier=0.049]; secondary_metric_anomaly_flag; mode_fragility_flag; secondary_reasons=roc_auc_gt_0_98; class=PRIMARY_WITH_CAVEAT",downgrade
depression,caregiver_2_3,hybrid_domain_specialized_rf_v17,rf,domain_strict_2_3,none,balanced_recall_specificity,0.5599999999999999,0.7788461538461539,0.9878048780487804,0.942211055276382,0.9650079666625812,0.8709677419354839,0.984526289986518,0.8881842844277638,0.0548127279140038,bueno,-0.0060206897434453,ROBUST_PRIMARY,rf_sparse_stability,18.0,caregiver,ACTIVE_HIGH_CONFIDENCE,no,yes,no,94.2,high,none,yes,guardian,no,no,no,yes,0.984526289986518,roc_auc_gt_0_98,por_confirmar,no,no,yes,ROBUST_PRIMARY,PRIMARY_WITH_CAVEAT,useful_with_explicit_caveat,"metrics[ba=0.965,f1=0.871,p=0.779,r=0.988,brier=0.055]; secondary_metric_anomaly_flag; calibration_concern_flag; secondary_reasons=roc_auc_gt_0_98; class=PRIMARY_WITH_CAVEAT",downgrade
depression,caregiver_full,hybrid_domain_specialized_rf_v17,rf,domain_strict_full,none,balanced_recall_specificity,0.4665848789491877,0.7714285714285715,0.9878048780487804,0.9396984924623116,0.963751685255546,0.8663101604278075,0.9864566736119622,0.9070846920149838,0.0460233269047649,bueno,0.0025620368860302,ROBUST_PRIMARY,rf_recall_balanced_manual,29.0,caregiver,ACTIVE_HIGH_CONFIDENCE,no,yes,no,94.0,high,none,yes,guardian,no,no,no,yes,0.9864566736119622,roc_auc_gt_0_98,por_confirmar,no,no,no,ROBUST_PRIMARY,PRIMARY_WITH_CAVEAT,useful_with_explicit_caveat,"metrics[ba=0.964,f1=0.866,p=0.771,r=0.988,brier=0.046]; secondary_metric_anomaly_flag; secondary_reasons=roc_auc_gt_0_98; class=PRIMARY_WITH_CAVEAT",downgrade
depression,psychologist_1_3,hybrid_domain_specialized_rf_v17,rf,domain_strict_1_3,none,balanced_recall_specificity,0.5199999999999999,0.7431192660550459,0.9878048780487804,0.9296482412060302,0.9587265596274052,0.8481675392670157,0.980113984556931,0.900915479146274,0.0532603874453472,bueno,-0.000362628280808,ROBUST_PRIMARY,rf_balanced_subsample,8.0,psychologist,ACTIVE_HIGH_CONFIDENCE,no,yes,no,93.3,high,none,yes,psychologist,no,no,no,yes,0.980113984556931,roc_auc_gt_0_98,por_confirmar,yes,no,yes,ROBUST_PRIMARY,PRIMARY_WITH_CAVEAT,useful_with_explicit_caveat,"metrics[ba=0.959,f1=0.848,p=0.743,r=0.988,brier=0.053]; secondary_metric_anomaly_flag; mode_fragility_flag; calibration_concern_flag; secondary_reasons=roc_auc_gt_0_98; class=PRIMARY_WITH_CAVEAT",downgrade
depression,psychologist_2_3,hybrid_domain_specialized_rf_v17,rf,domain_strict_2_3,none,balanced_recall_specificity,0.5099999999999999,0.7714285714285715,0.9878048780487804,0.9396984924623116,0.963751685255546,0.8663101604278075,0.9854761612942764,0.9067812869009318,0.0471508493619944,bueno,0.0018276845676971,ROBUST_PRIMARY,rf_recall_guarded,19.0,psychologist,ACTIVE_HIGH_CONFIDENCE,no,yes,no,94.0,high,none,yes,psychologist,no,no,no,yes,0.9854761612942764,roc_auc_gt_0_98,por_confirmar,no,no,no,ROBUST_PRIMARY,PRIMARY_WITH_CAVEAT,useful_with_explicit_caveat,"metrics[ba=0.964,f1=0.866,p=0.771,r=0.988,brier=0.047]; secondary_metric_anomaly_flag; secondary_reasons=roc_auc_gt_0_98; class=PRIMARY_WITH_CAVEAT",downgrade
depression,psychologist_full,hybrid_domain_specialized_rf_v17,rf,domain_strict_full,none,balanced_recall_specificity,0.4399999999999999,0.75,0.9878048780487804,0.9321608040201004,0.9599828410344404,0.8526315789473684,0.9872226988601543,0.93108585362754,0.0444288935851156,bueno,0.0153309664969403,ROBUST_PRIMARY,rf_high_recall_push,40.0,psychologist,ACTIVE_HIGH_CONFIDENCE,no,yes,no,93.5,high,none,yes,psychologist,no,no,no,yes,0.9872226988601543,roc_auc_gt_0_98,por_confirmar,no,no,no,ROBUST_PRIMARY,PRIMARY_WITH_CAVEAT,useful_with_explicit_caveat,"metrics[ba=0.960,f1=0.853,p=0.750,r=0.988,brier=0.044]; secondary_metric_anomaly_flag; secondary_reasons=roc_auc_gt_0_98; class=PRIMARY_WITH_CAVEAT",downgrade
elimination,caregiver_1_3,hybrid_domain_specialized_rf_v17,rf,domain_strict_1_3,sigmoid,balanced_recall_specificity,0.05,0.7183098591549296,0.9807692307692308,0.9532710280373832,0.967020129403307,0.8292682926829268,0.9687949317038104,0.7540873082067759,0.0333021826761185,aceptable,0.0100226721531133,ROBUST_PRIMARY,rf_high_recall_push,2.0,caregiver,ACTIVE_HIGH_CONFIDENCE,no,yes,no,92.5,high,none,yes,guardian,no,no,no,no,0.9687949317038104,none,not_required,yes,no,no,ROBUST_PRIMARY,HOLD_FOR_LIMITATION,fails_minimum_gate_or_has_strong_risk,"metrics[ba=0.967,f1=0.829,p=0.718,r=0.981,brier=0.033]; mode_fragility_flag; class=HOLD_FOR_LIMITATION",downgrade
elimination,caregiver_2_3,hybrid_domain_specialized_rf_v17,rf,domain_strict_2_3,sigmoid,balanced_recall_specificity,0.13,0.7222222222222222,1.0,0.9532710280373832,0.9766355140186916,0.8387096774193549,0.9808590941768512,0.7922870115350823,0.0309897721869311,aceptable,0.0004072875377287,ROBUST_PRIMARY,rf_high_recall_push,6.0,caregiver,ACTIVE_HIGH_CONFIDENCE,no,yes,no,93.9,high,none,yes,guardian,no,no,no,yes,0.9808590941768512,roc_auc_gt_0_98,por_confirmar,no,no,no,ROBUST_PRIMARY,HOLD_FOR_LIMITATION,fails_minimum_gate_or_has_strong_risk,"metrics[ba=0.977,f1=0.839,p=0.722,r=1.000,brier=0.031]; secondary_metric_anomaly_flag; secondary_reasons=roc_auc_gt_0_98; class=HOLD_FOR_LIMITATION",downgrade
elimination,caregiver_full,hybrid_domain_specialized_rf_v17,rf,domain_strict_full,sigmoid,balanced_recall_specificity,0.1099999999999999,0.7123287671232876,1.0,0.9509345794392524,0.9754672897196262,0.832,0.9798031991373112,0.7955300811290841,0.0317424812004007,aceptable,0.0015755118367941,ROBUST_PRIMARY,rf_high_recall_push,9.0,caregiver,ACTIVE_HIGH_CONFIDENCE,no,yes,no,93.6,high,none,yes,guardian,no,no,no,no,0.9798031991373112,none,not_required,no,no,no,ROBUST_PRIMARY,HOLD_FOR_LIMITATION,fails_minimum_gate_or_has_strong_risk,"metrics[ba=0.975,f1=0.832,p=0.712,r=1.000,brier=0.032]; class=HOLD_FOR_LIMITATION",downgrade
elimination,psychologist_1_3,hybrid_domain_specialized_rf_v17,rf,domain_strict_1_3,none,balanced_recall_specificity,0.4899999999999999,0.7123287671232876,1.0,0.9509345794392524,0.9754672897196262,0.832,0.9799155283968368,0.7823001440564918,0.0377905044554494,aceptable,0.0015755118367941,ROBUST_PRIMARY,rf_sparse_stability,4.0,psychologist,ACTIVE_HIGH_CONFIDENCE,no,yes,no,93.6,high,none,yes,psychologist,no,no,no,no,0.9799155283968368,none,not_required,yes,no,no,ROBUST_PRIMARY,HOLD_FOR_LIMITATION,fails_minimum_gate_or_has_strong_risk,"metrics[ba=0.975,f1=0.832,p=0.712,r=1.000,brier=0.038]; mode_fragility_flag; class=HOLD_FOR_LIMITATION",downgrade
elimination,psychologist_2_3,hybrid_domain_specialized_rf_v17,rf,domain_strict_2_3,sigmoid,balanced_recall_specificity,0.0999999999999999,0.7222222222222222,1.0,0.9532710280373832,0.9766355140186916,0.8387096774193549,0.9818475916606756,0.8147693393102241,0.0297955150641617,aceptable,0.0004072875377287,ROBUST_PRIMARY,rf_high_recall_push,8.0,psychologist,ACTIVE_HIGH_CONFIDENCE,no,yes,no,93.9,high,none,yes,psychologist,no,no,no,yes,0.9818475916606756,roc_auc_gt_0_98,por_confirmar,no,no,no,ROBUST_PRIMARY,HOLD_FOR_LIMITATION,fails_minimum_gate_or_has_strong_risk,"metrics[ba=0.977,f1=0.839,p=0.722,r=1.000,brier=0.030]; secondary_metric_anomaly_flag; secondary_reasons=roc_auc_gt_0_98; class=HOLD_FOR_LIMITATION",downgrade
elimination,psychologist_full,hybrid_domain_specialized_rf_v17,rf,domain_strict_full,none,balanced_recall_specificity,0.4799999999999999,0.7123287671232876,1.0,0.9509345794392524,0.9754672897196262,0.832,0.9789494967649172,0.7807261765292479,0.0367395851444947,aceptable,0.0007973017200625,ROBUST_PRIMARY,rf_recall_guarded,12.0,psychologist,ACTIVE_HIGH_CONFIDENCE,no,yes,no,93.6,high,none,yes,psychologist,no,no,no,no,0.9789494967649172,none,not_required,no,no,no,ROBUST_PRIMARY,HOLD_FOR_LIMITATION,fails_minimum_gate_or_has_strong_risk,"metrics[ba=0.975,f1=0.832,p=0.712,r=1.000,brier=0.037]; class=HOLD_FOR_LIMITATION",downgrade
