domain,mode,source_campaign,model_family,feature_set_id,calibration,threshold_policy,threshold,precision,recall,specificity,balanced_accuracy,f1,roc_auc,pr_auc,brier,quality_label,overfit_gap_train_val_ba,final_class,config_id,n_features,role,final_operational_class,overfit_flag,generalization_flag,dataset_ease_flag,confidence_pct,confidence_band,operational_caveat,recommended_for_default_use,role_normalized,generalization_risk_flag,overfit_risk_flag,easy_dataset_flag,secondary_metric_anomaly_flag,secondary_metric_peak,secondary_metric_anomaly_reasons,secondary_anomaly_resolution,mode_fragility_flag,shortcut_risk_flag,calibration_concern_flag,legacy_final_class,normalized_final_class,classification_reason_code,classification_rationale,class_transition
adhd,caregiver_1_3,hybrid_final_rf_plus_maximize_metrics_v1,rf,same_inputs_v11,none,recall_target_guard,0.5599999999999999,0.7288135593220338,0.9148936170212766,0.917098445595855,0.9159960313085658,0.8113207547169812,0.953560798147944,0.7357647200905179,0.0718272090631022,aceptable,0.0205967736008524,HOLD_FOR_LIMITATION,rf_plus_precision_recovery,36.0,caregiver,ACTIVE_LIMITED_USE,no,yes,no,63.0,limited,short mode fragile; low precision,no,guardian,no,no,no,no,0.953560798147944,none,not_required,yes,no,yes,HOLD_FOR_LIMITATION,HOLD_FOR_LIMITATION,fails_minimum_gate_or_has_strong_risk,"metrics[ba=0.916,f1=0.811,p=0.729,r=0.915,brier=0.072]; mode_fragility_flag; calibration_concern_flag; class=HOLD_FOR_LIMITATION",unchanged
adhd,caregiver_2_3,hybrid_final_rf_plus_maximize_metrics_v1,rf,same_inputs_v11,none,recall_target_guard,0.5399999999999999,0.7107438016528925,0.9148936170212766,0.9093264248704664,0.9121100209458716,0.8,0.9534505567192152,0.7218077314082578,0.0723345735609915,aceptable,0.0205508396722154,HOLD_FOR_LIMITATION,rf_plus_precision_recovery,69.0,caregiver,ACTIVE_LIMITED_USE,no,yes,no,63.0,limited,low precision,no,guardian,no,no,no,no,0.9534505567192152,none,not_required,yes,no,yes,HOLD_FOR_LIMITATION,HOLD_FOR_LIMITATION,fails_minimum_gate_or_has_strong_risk,"metrics[ba=0.912,f1=0.800,p=0.711,r=0.915,brier=0.072]; mode_fragility_flag; calibration_concern_flag; class=HOLD_FOR_LIMITATION",unchanged
adhd,caregiver_full,hybrid_final_rf_plus_maximize_metrics_v1,rf,same_inputs_v11,sigmoid,recall_target_guard,0.2199999999999999,0.7131147540983607,0.925531914893617,0.9093264248704664,0.9174291698820416,0.8055555555555556,0.9517969352882816,0.7519655132018477,0.0704001944933502,aceptable,-0.001929225002756,HOLD_FOR_LIMITATION,rf_v11_calibrated_regularized,53.0,caregiver,ACTIVE_LIMITED_USE,no,yes,no,63.0,limited,low precision,no,guardian,no,no,no,no,0.9517969352882816,none,not_required,yes,no,no,HOLD_FOR_LIMITATION,HOLD_FOR_LIMITATION,fails_minimum_gate_or_has_strong_risk,"metrics[ba=0.917,f1=0.806,p=0.713,r=0.926,brier=0.070]; mode_fragility_flag; class=HOLD_FOR_LIMITATION",unchanged
adhd,psychologist_1_3,hybrid_final_rf_plus_maximize_metrics_v1,rf,same_inputs_v11,none,precision_recovery,0.5499999999999999,0.6904761904761905,0.925531914893617,0.8989637305699482,0.9122478227317824,0.7909090909090909,0.949729908499614,0.7180700559629031,0.0786775125764627,malo,0.0221860875316944,HOLD_FOR_LIMITATION,rf_v11_calibrated_regularized,9.0,psychologist,ACTIVE_LIMITED_USE,no,yes,no,63.0,limited,short mode fragile; low precision,no,psychologist,no,no,no,no,0.949729908499614,none,not_required,yes,no,yes,HOLD_FOR_LIMITATION,HOLD_FOR_LIMITATION,fails_minimum_gate_or_has_strong_risk,"metrics[ba=0.912,f1=0.791,p=0.690,r=0.926,brier=0.079]; mode_fragility_flag; calibration_concern_flag; class=HOLD_FOR_LIMITATION",unchanged
adhd,psychologist_2_3,hybrid_final_rf_plus_maximize_metrics_v1,rf,same_inputs_v11,isotonic,precision_recovery,0.2799999999999999,0.8333333333333334,0.851063829787234,0.9585492227979274,0.9048065262925808,0.8421052631578947,0.9720675779958108,0.9313831206397698,0.0405985018273197,aceptable,0.0278910814684157,PRIMARY_WITH_CAVEAT,rf_v11_calibrated_regularized,101.0,psychologist,ACTIVE_MODERATE_CONFIDENCE,no,yes,no,84.8,moderate,near guardrail,yes,psychologist,no,no,no,no,0.9720675779958108,none,not_required,no,no,no,PRIMARY_WITH_CAVEAT,PRIMARY_WITH_CAVEAT,useful_with_explicit_caveat,"metrics[ba=0.905,f1=0.842,p=0.833,r=0.851,brier=0.041]; class=PRIMARY_WITH_CAVEAT",unchanged
adhd,psychologist_full,hybrid_final_rf_plus_maximize_metrics_v1,rf,same_inputs_v11,none,precision_recovery,0.6499999999999999,0.7641509433962265,0.8617021276595744,0.9352331606217616,0.898467644140668,0.81,0.972935729247051,0.9070592804693738,0.0878952629711962,aceptable,-0.0094991364421417,HOLD_FOR_LIMITATION,rf_v11_guardrail_randomized,27.0,psychologist,ACTIVE_LIMITED_USE,no,yes,no,63.0,limited,calibration concern; near guardrail,no,psychologist,no,no,no,no,0.972935729247051,none,not_required,yes,no,yes,HOLD_FOR_LIMITATION,HOLD_FOR_LIMITATION,fails_minimum_gate_or_has_strong_risk,"metrics[ba=0.898,f1=0.810,p=0.764,r=0.862,brier=0.088]; mode_fragility_flag; calibration_concern_flag; class=HOLD_FOR_LIMITATION",unchanged
anxiety,caregiver_1_3,hybrid_final_rf_plus_maximize_metrics_v1,rf,same_inputs_v11,sigmoid,precision_recovery,0.6150389535154729,0.8809523809523809,0.8604651162790697,0.9746192893401016,0.9175422028095856,0.8705882352941177,0.9795773816550584,0.9306855724291948,0.0384330328370196,bueno,0.0072600637469011,PRIMARY_WITH_CAVEAT,rf_v11_calibrated_regularized,58.0,caregiver,ACTIVE_MODERATE_CONFIDENCE,no,yes,no,84.9,moderate,short mode fragile; near guardrail,yes,guardian,no,no,no,no,0.9795773816550584,none,not_required,yes,no,no,PRIMARY_WITH_CAVEAT,PRIMARY_WITH_CAVEAT,useful_with_explicit_caveat,"metrics[ba=0.918,f1=0.871,p=0.881,r=0.860,brier=0.038]; mode_fragility_flag; class=PRIMARY_WITH_CAVEAT",unchanged
anxiety,caregiver_2_3,hybrid_final_rf_plus_maximize_metrics_v1,rf,same_inputs_v11,none,f1_ba_conservative,0.5509721185330153,0.8554216867469879,0.8255813953488372,0.9695431472081218,0.8975622712784795,0.8402366863905325,0.9643637114862472,0.8985296515822613,0.1324680784221708,aceptable,-0.0024298587337189,HOLD_FOR_LIMITATION,rf_v11_guardrail_very_random,59.0,caregiver,ACTIVE_LIMITED_USE,no,yes,no,63.0,limited,calibration concern,no,guardian,no,no,no,no,0.9695431472081218,none,not_required,yes,no,yes,HOLD_FOR_LIMITATION,HOLD_FOR_LIMITATION,fails_minimum_gate_or_has_strong_risk,"metrics[ba=0.898,f1=0.840,p=0.855,r=0.826,brier=0.132]; mode_fragility_flag; calibration_concern_flag; class=HOLD_FOR_LIMITATION",unchanged
anxiety,caregiver_full,hybrid_final_rf_plus_maximize_metrics_v1,rf,same_inputs_v11,none,f1_ba_conservative,0.5299999999999999,0.8235294117647058,0.813953488372093,0.9619289340101524,0.8879412111911227,0.8187134502923976,0.9536654468185574,0.8531067850920091,0.1363188022729681,aceptable,0.0053220792507772,HOLD_FOR_LIMITATION,rf_v11_guardrail_very_random,126.0,caregiver,ACTIVE_LIMITED_USE,no,yes,no,63.0,limited,calibration concern,no,guardian,no,no,no,no,0.9619289340101524,none,not_required,yes,no,yes,HOLD_FOR_LIMITATION,HOLD_FOR_LIMITATION,fails_minimum_gate_or_has_strong_risk,"metrics[ba=0.888,f1=0.819,p=0.824,r=0.814,brier=0.136]; mode_fragility_flag; calibration_concern_flag; class=HOLD_FOR_LIMITATION",unchanged
anxiety,psychologist_1_3,hybrid_final_rf_plus_maximize_metrics_v1,rf,same_inputs_v11,none,recall_target_guard,0.5336125226848083,0.8452380952380952,0.8255813953488372,0.967005076142132,0.8962932357454846,0.8352941176470589,0.9639652933537952,0.8800940637253928,0.1195811534254709,aceptable,-0.0117656317632708,HOLD_FOR_LIMITATION,rf_v11_guardrail_very_random,14.0,psychologist,ACTIVE_LIMITED_USE,no,yes,no,63.0,limited,short mode fragile; calibration concern,no,psychologist,no,no,no,no,0.967005076142132,none,not_required,yes,no,yes,HOLD_FOR_LIMITATION,HOLD_FOR_LIMITATION,fails_minimum_gate_or_has_strong_risk,"metrics[ba=0.896,f1=0.835,p=0.845,r=0.826,brier=0.120]; mode_fragility_flag; calibration_concern_flag; class=HOLD_FOR_LIMITATION",unchanged
