candidate_id,domain,mode,feature_set_id,config_id,seed,calibration_method,val_brier,val_ece,stage,val_precision_at_0_5,val_recall_at_0_5,val_balanced_accuracy_at_0_5,holdout_precision_at_0_5,holdout_recall_at_0_5,holdout_balanced_accuracy_at_0_5
adhd__caregiver_1_3,adhd,caregiver_1_3,precision_oriented_subset,rf_regularized,20260712,none,0.0832949595672441,0.06639675288972807,stage2,,,,,,
adhd__caregiver_1_3,adhd,caregiver_1_3,precision_oriented_subset,rf_regularized,20260712,sigmoid,0.07778035259660368,0.05304257982087474,stage2,,,,,,
adhd__caregiver_1_3,adhd,caregiver_1_3,precision_oriented_subset,rf_regularized,20260712,isotonic,0.06893274802217271,6.916666666953475e-07,stage2,,,,,,
adhd__caregiver_1_3,adhd,caregiver_1_3,precision_oriented_subset,rf_regularized__balanced_subsample,20260712,none,0.08386238596501833,0.06293444314475904,stage2,,,,,,
adhd__caregiver_1_3,adhd,caregiver_1_3,precision_oriented_subset,rf_regularized__balanced_subsample,20260712,sigmoid,0.07826437555944189,0.05151486852298464,stage2,,,,,,
adhd__caregiver_1_3,adhd,caregiver_1_3,precision_oriented_subset,rf_regularized__balanced_subsample,20260712,isotonic,0.06891869095886047,6.958333333920312e-07,stage2,,,,,,
adhd__caregiver_1_3,adhd,caregiver_1_3,precision_oriented_subset,rf_regularized,20260729,none,0.0835150814656382,0.06597197323450905,stage2,,,,,,
adhd__caregiver_1_3,adhd,caregiver_1_3,precision_oriented_subset,rf_regularized,20260729,sigmoid,0.07804833499007839,0.050872612530588356,stage2,,,,,,
adhd__caregiver_1_3,adhd,caregiver_1_3,precision_oriented_subset,rf_regularized,20260729,isotonic,0.06956223082471079,6.875000000172958e-07,stage2,,,,,,
adhd__caregiver_1_3,adhd,caregiver_1_3,precision_oriented_subset,rf_regularized__balanced_subsample,20260729,none,0.08417831945020478,0.062149674926297624,stage2,,,,,,
adhd__caregiver_1_3,adhd,caregiver_1_3,precision_oriented_subset,rf_regularized__balanced_subsample,20260729,sigmoid,0.07849311792176357,0.04336126341610057,stage2,,,,,,
adhd__caregiver_1_3,adhd,caregiver_1_3,precision_oriented_subset,rf_regularized__balanced_subsample,20260729,isotonic,0.06964244210683405,6.812500000000001e-07,stage2,,,,,,
adhd__caregiver_1_3,adhd,caregiver_1_3,precision_oriented_subset,rf_regularized,20260712,none,0.0832949595672441,0.06639675288972807,winner_eval,0.6326530612244898,0.9893617021276596,0.9247326645353324,0.6174496644295302,0.9787234042553191,0.9155275052364679
adhd__caregiver_1_3,adhd,caregiver_1_3,precision_oriented_subset,rf_regularized,20260712,sigmoid,0.07778035259660368,0.05304257982087474,winner_eval,0.6272727272727273,0.7340425531914894,0.8139124683055892,0.6728971962616822,0.7659574468085106,0.8376419358394884
adhd__caregiver_1_3,adhd,caregiver_1_3,precision_oriented_subset,rf_regularized,20260712,isotonic,0.06893274802217271,6.916666666953475e-07,winner_eval,0.6351351351351351,1.0,0.9300518134715026,0.6174496644295302,0.9787234042553191,0.9155275052364679
adhd__caregiver_2_3,adhd,caregiver_2_3,stability_pruned_subset,rf_positive_push_strong__trees_plus,20260712,none,0.05101327973465433,0.022179904007430366,stage2,,,,,,
adhd__caregiver_2_3,adhd,caregiver_2_3,stability_pruned_subset,rf_positive_push_strong__trees_plus,20260712,sigmoid,0.05282456591548224,0.04239132073332522,stage2,,,,,,
