domain,mode,stress_type,scenario,balanced_accuracy,delta_ba
adhd,caregiver_1_3,threshold,threshold_shift_-0.10,0.8673795612391136,0.0
adhd,caregiver_1_3,threshold,threshold_shift_-0.05,0.8673795612391136,0.0
adhd,caregiver_1_3,threshold,threshold_shift_+0.05,0.8673795612391136,0.0
adhd,caregiver_1_3,threshold,threshold_shift_+0.10,0.8673795612391136,0.0
adhd,caregiver_1_3,missingness,missing_10pct,0.8084555175835079,-0.05892404365560577
adhd,caregiver_2_3,threshold,threshold_shift_-0.10,0.9188623084555176,0.0
adhd,caregiver_2_3,threshold,threshold_shift_-0.05,0.9188623084555176,0.0
adhd,caregiver_2_3,threshold,threshold_shift_+0.05,0.8587807297982581,-0.06008157865725949
adhd,caregiver_2_3,threshold,threshold_shift_+0.10,0.8587807297982581,-0.06008157865725949
adhd,caregiver_2_3,missingness,missing_10pct,0.8599382647999119,-0.05892404365560577
adhd,caregiver_full,threshold,threshold_shift_-0.10,0.9269099327527285,0.022709734318156705
adhd,caregiver_full,threshold,threshold_shift_-0.05,0.9042001984345718,0.0
adhd,caregiver_full,threshold,threshold_shift_+0.05,0.9054955352221365,0.0012953367875647714
adhd,caregiver_full,threshold,threshold_shift_+0.10,0.8906956234152794,-0.013504575019292364
adhd,caregiver_full,missingness,missing_10pct,0.8707143644581634,-0.03348583397640836
adhd,psychologist_1_3,threshold,threshold_shift_-0.10,0.9001212655716018,-0.007634218939477466
adhd,psychologist_1_3,threshold,threshold_shift_-0.05,0.9077554845110792,0.0
adhd,psychologist_1_3,threshold,threshold_shift_+0.05,0.9077554845110792,0.0
adhd,psychologist_1_3,threshold,threshold_shift_+0.10,0.8689505015985007,-0.0388049829125785
adhd,psychologist_1_3,missingness,missing_10pct,0.890640502700915,-0.017114981810164243
adhd,psychologist_2_3,threshold,threshold_shift_-0.10,0.914838496306912,0.004161613934516417
adhd,psychologist_2_3,threshold,threshold_shift_-0.05,0.914838496306912,0.004161613934516417
adhd,psychologist_2_3,threshold,threshold_shift_+0.05,0.9053577334362253,-0.005319148936170359
adhd,psychologist_2_3,threshold,threshold_shift_+0.10,0.90665307022379,-0.004023812148605588
adhd,psychologist_2_3,missingness,missing_10pct,0.8508709072869585,-0.05980597508543717
adhd,psychologist_full,threshold,threshold_shift_-0.10,0.9578602138683717,0.0
adhd,psychologist_full,threshold,threshold_shift_-0.05,0.9578602138683717,0.0
adhd,psychologist_full,threshold,threshold_shift_+0.05,0.9525410649322015,-0.005319148936170248
adhd,psychologist_full,threshold,threshold_shift_+0.10,0.9525410649322015,-0.005319148936170248
adhd,psychologist_full,missingness,missing_10pct,0.8915775548451108,-0.06628265902326091
anxiety,caregiver_1_3,threshold,threshold_shift_-0.10,0.9210246724117578,0.023462401133278243
anxiety,caregiver_1_3,threshold,threshold_shift_-0.05,0.9210246724117578,0.023462401133278243
anxiety,caregiver_1_3,threshold,threshold_shift_+0.05,0.8975622712784795,0.0
anxiety,caregiver_1_3,threshold,threshold_shift_+0.10,0.8930173533231023,-0.004544917955377259
anxiety,caregiver_1_3,missingness,missing_10pct,0.893430527682682,-0.004131743595797488
anxiety,caregiver_2_3,threshold,threshold_shift_-0.10,0.9642604178963523,0.002744658245779741
anxiety,caregiver_2_3,threshold,threshold_shift_-0.05,0.9609845354739701,-0.0005312241766024517
anxiety,caregiver_2_3,threshold,threshold_shift_+0.05,0.9569708416951954,-0.004544917955377148
anxiety,caregiver_2_3,threshold,threshold_shift_+0.10,0.9466119702514462,-0.0149037893991264
anxiety,caregiver_2_3,missingness,missing_10pct,0.8872033998347302,-0.07431235981584239
anxiety,caregiver_full,threshold,threshold_shift_-0.10,0.9662672647857395,-0.0005312241766025627
anxiety,caregiver_full,threshold,threshold_shift_-0.05,0.9700743713847244,0.0032758824223823035
anxiety,caregiver_full,threshold,threshold_shift_+0.05,0.9577086530515878,-0.009089835910754296
anxiety,caregiver_full,threshold,threshold_shift_+0.10,0.9602467241175776,-0.006551764844764496
anxiety,caregiver_full,missingness,missing_10pct,0.9150041317435957,-0.05179435721874637
anxiety,psychologist_1_3,threshold,threshold_shift_-0.10,0.876844528390981,-0.0012690355329948444
anxiety,psychologist_1_3,threshold,threshold_shift_-0.05,0.876844528390981,-0.0012690355329948444
anxiety,psychologist_1_3,threshold,threshold_shift_+0.05,0.8781135639239759,0.0
anxiety,psychologist_1_3,threshold,threshold_shift_+0.10,0.8781135639239759,0.0
anxiety,psychologist_1_3,missingness,missing_10pct,0.8510506433715028,-0.027062920552473058
anxiety,psychologist_2_3,threshold,threshold_shift_-0.10,0.959922087120765,-0.008883248730964466
anxiety,psychologist_2_3,threshold,threshold_shift_-0.05,0.9649982292527446,-0.0038071065989848663
anxiety,psychologist_2_3,threshold,threshold_shift_+0.05,0.9597154999409752,-0.009089835910754296
anxiety,psychologist_2_3,threshold,threshold_shift_+0.10,0.9577086530515878,-0.011096682800141644
anxiety,psychologist_2_3,missingness,missing_10pct,0.9389977570534765,-0.02980757879825291
anxiety,psychologist_full,threshold,threshold_shift_-0.10,0.9561149805217801,-0.013959390862944288
anxiety,psychologist_full,threshold,threshold_shift_-0.05,0.9624601581867548,-0.0076142131979696215
anxiety,psychologist_full,threshold,threshold_shift_+0.05,0.9609845354739701,-0.009089835910754296
anxiety,psychologist_full,threshold,threshold_shift_+0.10,0.9544327706292055,-0.015641600755518903
anxiety,psychologist_full,missingness,missing_10pct,0.9351906504544918,-0.03488372093023262
conduct,caregiver_1_3,threshold,threshold_shift_-0.10,0.890625,0.004687499999999956
conduct,caregiver_1_3,threshold,threshold_shift_-0.05,0.8921874999999999,0.006249999999999867
conduct,caregiver_1_3,threshold,threshold_shift_+0.05,0.8796875,-0.006250000000000089
conduct,caregiver_1_3,threshold,threshold_shift_+0.10,0.8609375,-0.025000000000000022
conduct,caregiver_1_3,missingness,missing_10pct,0.865625,-0.020312500000000067
conduct,caregiver_2_3,threshold,threshold_shift_-0.10,0.8890625000000001,0.03750000000000009
conduct,caregiver_2_3,threshold,threshold_shift_-0.05,0.875,0.0234375
conduct,caregiver_2_3,threshold,threshold_shift_+0.05,0.83125,-0.020312499999999956
conduct,caregiver_2_3,threshold,threshold_shift_+0.10,0.815625,-0.035937499999999956
conduct,caregiver_2_3,missingness,missing_10pct,0.79375,-0.057812500000000044
conduct,caregiver_full,threshold,threshold_shift_-0.10,0.9515625,-0.046875
conduct,caregiver_full,threshold,threshold_shift_-0.05,0.9796875,-0.018749999999999933
conduct,caregiver_full,threshold,threshold_shift_+0.05,0.9984375,0.0
conduct,caregiver_full,threshold,threshold_shift_+0.10,0.9984375,0.0
conduct,caregiver_full,missingness,missing_10pct,0.9281250000000001,-0.07031249999999989
conduct,psychologist_1_3,threshold,threshold_shift_-0.10,0.884375,0.009375000000000022
conduct,psychologist_1_3,threshold,threshold_shift_-0.05,0.8828125,0.0078125
conduct,psychologist_1_3,threshold,threshold_shift_+0.05,0.86875,-0.006249999999999978
conduct,psychologist_1_3,threshold,threshold_shift_+0.10,0.8453124999999999,-0.02968750000000009
conduct,psychologist_1_3,missingness,missing_10pct,0.859375,-0.015625
conduct,psychologist_2_3,threshold,threshold_shift_-0.10,0.9203125000000001,0.0015625000000001332
conduct,psychologist_2_3,threshold,threshold_shift_-0.05,0.9203125000000001,0.0015625000000001332
conduct,psychologist_2_3,threshold,threshold_shift_+0.05,0.91875,0.0
conduct,psychologist_2_3,threshold,threshold_shift_+0.10,0.91875,0.0
conduct,psychologist_2_3,missingness,missing_10pct,0.903125,-0.015625
conduct,psychologist_full,threshold,threshold_shift_-0.10,0.9984375,0.0
conduct,psychologist_full,threshold,threshold_shift_-0.05,0.9984375,0.0
conduct,psychologist_full,threshold,threshold_shift_+0.05,0.9984375,0.0
conduct,psychologist_full,threshold,threshold_shift_+0.10,0.9984375,0.0
conduct,psychologist_full,missingness,missing_10pct,0.9421875,-0.05625000000000002
depression,caregiver_1_3,threshold,threshold_shift_-0.10,0.8891408260816276,0.03873023654859664
depression,caregiver_1_3,threshold,threshold_shift_-0.05,0.8746169873759039,0.02420639784287293
depression,caregiver_1_3,threshold,threshold_shift_+0.05,0.8262041916901581,-0.024206397842872818
depression,caregiver_1_3,threshold,threshold_shift_+0.10,0.8068390734158598,-0.04357151611717114
depression,caregiver_1_3,missingness,missing_10pct,0.8053989459492585,-0.04501164358377241
depression,caregiver_2_3,threshold,threshold_shift_-0.10,0.9196286309596764,-0.005208971687706843
depression,caregiver_2_3,threshold,threshold_shift_-0.05,0.9172999142051722,-0.007537688442211032
depression,caregiver_2_3,threshold,threshold_shift_+0.05,0.9126424806961637,-0.012195121951219523
depression,caregiver_2_3,threshold,threshold_shift_+0.10,0.9054724843730849,-0.01936511827429832
depression,caregiver_2_3,missingness,missing_10pct,0.8688871185194265,-0.05595048412795678
depression,caregiver_full,threshold,threshold_shift_-0.10,0.8835948032847163,0.04375536217673737
